"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Malawi","child_vitA",87,5,-0.108253394581607,-0.0116279069767442,0.00374123026376711,-1.57973586866638,0.114167367709538,NA
