"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Malawi","child_iron",87,5,-0.0557000086125912,-0.0116279069767442,0.0037680888701564,-0.717964866086486,0.472778950257522,NA
