"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Sierra Leone","women_vitA",14,5,-0.0965904940550223,-0.0769230769230769,0.0138135195293855,-0.167338224208477,0.86710392957248,NA
