"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Gambia","women_iron",30,5,-0.0670703783372991,-0.0344827586206897,0.0095080129266805,-0.334201009871123,0.738227881997608,NA
