"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Gambia","child_iron",30,5,-0.174208661419382,-0.0344827586206897,0.00934531436379083,-1.44537309697328,0.148353115902438,NA
