"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Ghana","child_vitA",75,5,-0.0610441196892587,-0.0135135135135135,0.00421762699427401,-0.731878971235499,0.464242442382613,NA
