"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Malawi","women_folate",87,5,-0.0162790697674419,-0.0116279069767442,1.79034333563341e-05,-1.09924216318942,0.271662452325174,NA
