"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Sierra Leone","child_iron",14,5,-0.231129437463991,-0.0769230769230769,0.0115130972531357,-1.43716357279334,0.150671520861349,NA
