"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Ghana","women_vitA",75,5,-0.162447470663892,-0.0135135135135135,0.00391344833354935,-2.3807507320023,0.0172773986766096,NA
