"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Gambia","child_vitA",30,5,-0.199574852468092,-0.0344827586206897,0.00969049335165706,-1.6770782696775,0.0935271774709595,NA
