"Admin1","Admin2","lon","lat","Intercept","local_R2","residual","beta_dhs2014_CH_VACC_C_NON_adm2","t_dhs2014_CH_VACC_C_NON_adm2","pval_dhs2014_CH_VACC_C_NON_adm2","beta_wfp_plantains_apentu","t_wfp_plantains_apentu","pval_wfp_plantains_apentu","beta_wfp_onions","t_wfp_onions","pval_wfp_onions","beta_dhs2014_ML_NETP_H_IT2_adm2","t_dhs2014_ML_NETP_H_IT2_adm2","pval_dhs2014_ML_NETP_H_IT2_adm2","beta_dhs2014_c_bcg_adm2","t_dhs2014_c_bcg_adm2","pval_dhs2014_c_bcg_adm2","beta_lsms_hh_se.fd_p_cer","t_lsms_hh_se.fd_p_cer","pval_lsms_hh_se.fd_p_cer","padj_dhs2014_CH_VACC_C_NON_adm2","padj_wfp_plantains_apentu","padj_wfp_onions","padj_dhs2014_ML_NETP_H_IT2_adm2","padj_dhs2014_c_bcg_adm2","padj_lsms_hh_se.fd_p_cer"
"Ashanti","Asokore-Mampong",-1.57289058667341,6.71142941766147,-0.202018481607387,0.317624653591538,0.00361684589764899,3.41037811083163,0.349032139429477,0.727065181249498,0.00343539887750901,0.949864073778462,0.34218132365141,-0.00132032854419015,-0.059864195173187,0.952263796840316,-0.0413145043463046,-0.790001722814294,0.429526762191388,-0.193993504748962,-1.60203799551036,0.109147207706921,0.000539369515682185,2.47606739322318,0.0132838500812429,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Ashanti","Asokwa",-1.5855215562462,6.64622467145158,-0.208081459576262,0.316858053096534,0.00866617920203376,3.46722946830432,0.354739666917272,0.722784631150386,0.00343267960551482,0.950314855541387,0.341952292740282,-0.00135455311528253,-0.0614465554376771,0.951003576502709,-0.0413309048176738,-0.790435349571078,0.429273564611122,-0.194547017571631,-1.60708298871395,0.108036164458411,0.000538428549293753,2.47337292724208,0.0133844393494104,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Ahafo","Asunafo North",-2.68492475372248,6.82255477839159,-0.387934234010393,0.324114295443674,0.00126150281246639,4.88087110995469,0.505978385472374,0.612871823337235,0.00390553222608776,1.10810412135884,0.267816851273521,-0.00331053399186969,-0.151222963581828,0.879799836283473,-0.0412705050797073,-0.79195891811764,0.428384630827066,-0.178610360451045,-1.4806574123446,0.138697887970484,0.000504290077075915,2.37376909372652,0.0176075577654376,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.197224785588172,0.0202111538926207
"Eastern","Atiwa East",-0.685346363838017,6.40831043336931,-0.094419608107458,0.314274291868979,0.104066994070699,2.58410554848407,0.261602130227002,0.793628201516473,0.0033748745945695,0.927727990750836,0.3535486851496,-0.00112303710773214,-0.0507996244345567,0.959485190150204,-0.0406546090080987,-0.775690646250661,0.437931664060696,-0.206484860696936,-1.70300244363793,0.0885676111012567,0.00055599033534333,2.5352382004564,0.0112370887133981,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Ashanti","Atwima-Mponua",-2.14852925288254,6.58458697636767,-0.302719605279077,0.317994639494673,0.00772577447087123,4.22822841432522,0.435172968336884,0.663436882084514,0.0035963256761644,1.00748745782229,0.313700581916942,-0.0021081087306997,-0.0959817960853355,0.923535030423282,-0.0414536652383438,-0.793738505910583,0.427347678642534,-0.18809078439966,-1.55651788747248,0.119584992532012,0.000521535953942835,2.42361678155885,0.015366811628284,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.177761475385423,0.0202111538926207
"Ashanti","Atwima-Nwabiagya South",-1.79180699904028,6.71394786923112,-0.243255102174474,0.318188555788152,-0.00728396487980441,3.73939916643964,0.383814041784346,0.701116279883619,0.00350084967183667,0.972577612177348,0.330763273958273,-0.00161021904963339,-0.0731074581253732,0.941720606816527,-0.0413972914445953,-0.792020788749073,0.428348554737803,-0.190850496954143,-1.57714886306016,0.114761276206125,0.000532016596390197,2.45455510439329,0.0141059043408307,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Central","Awutu Senya West",-0.533158448282846,5.63386344226552,-0.161729741413589,0.307459891496676,-0.0251930351544768,3.16072825999561,0.320946954900855,0.748250589784404,0.00352163368967217,0.982890854600639,0.325661159373575,-0.00190241639685997,-0.0864282403506575,0.931125998364933,-0.0405340108979514,-0.775496311429997,0.438046444212549,-0.20636990267415,-1.70515355170952,0.0881657901984901,0.000542707586024159,2.50209103067424,0.0123462175455876,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Greater Accra","Ayawaso West",-0.173598232594455,5.63386859860161,-0.138891418348229,0.308821657476661,-0.00649376591687391,2.97417108079874,0.301857340578195,0.76276081693531,0.00358507578772152,1.0015927914944,0.316540303914873,-0.00210185350830365,-0.0954709901711463,0.923940731477121,-0.0401634813629024,-0.768457250641539,0.442215578830044,-0.207859872675668,-1.7172571938192,0.0859321895777569,0.000545024862457131,2.51551175576694,0.0118859713278,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Upper East","Bawku West",-0.465472099285956,10.8297551231153,-0.263574010413323,0.397691139442931,-0.0418099766299525,3.55315806607034,0.366667087728464,0.713867359357862,0.00662909338321687,1.94419523923574,0.0518719116779088,-0.015829846850564,-0.728993392021932,0.466005704598054,-0.0341681166470666,-0.659725096387695,0.509430258582737,-0.150981315491267,-1.25082117978935,0.210999725798427,0.000495503284781112,2.35603267723112,0.0184712927407607,0.833262105983667,0.353543631822431,0.9654678645008,0.515892507052291,0.218502315051125,0.0202111538926207
"Savannah","Central Gonja",-1.26679086748339,8.92125893262672,-0.288550855503344,0.354070365443145,-0.014945507183092,3.77480577718336,0.390256811010914,0.69634665615902,0.00610920950920812,1.80307429032465,0.0713765482190829,-0.0130602688599635,-0.603225315470473,0.546358808800144,-0.0358184683856155,-0.693343524096099,0.48809399515665,-0.151057831009107,-1.25282272084672,0.21027023092831,0.000493698418107805,2.35458056469261,0.0185436234730985,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.218502315051125,0.0202111538926207
"Eastern","Denkyembour",-0.844443577312333,6.05424704971942,-0.152070946498655,0.310356742141641,-0.0156598023802664,3.06981986073499,0.311466335597938,0.755446131275909,0.00340650933982801,0.943890653077033,0.34522552890926,-0.00140320454231269,-0.0636322875665017,0.949263022069446,-0.040886206300854,-0.781260456417768,0.434649322631364,-0.205110366262687,-1.69357966463462,0.0903451849383801,0.000546352394609606,2.50517021086392,0.0122392477773927,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Bono","Dormaa West",-2.96327372220239,6.98460473704566,-0.42765078269947,0.328444259549462,0.00143430383588971,5.179069237025,0.538922368576695,0.589940421990888,0.00417164114289635,1.1964155238138,0.231534446321978,-0.00439590889342259,-0.201505129829455,0.840303618676643,-0.040884403154898,-0.787274902476488,0.431120958225182,-0.173685056961481,-1.44306104236715,0.149003276408692,0.000494948885510427,2.3477559122119,0.0188868937417154,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.19988244396288,0.0202111538926207
"Western","Effia Kwesimintsim",-1.78779871388338,4.96435567560662,-0.281032534247634,0.303242437153855,-0.00612668145662869,4.12194694351406,0.422476250656414,0.672677432036118,0.00371015323022698,1.05260067099163,0.292524049528091,-0.00281970829986882,-0.129020674534448,0.897341289643627,-0.0406884637994242,-0.781768732679846,0.434350499688049,-0.198396205063022,-1.64552692006219,0.099861195853027,0.000522790560001907,2.44042810588683,0.0146698656211816,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Western","Ellembelle",-2.39229018546542,5.12230184916562,-0.319845856233843,0.306688393227968,-0.0186605822066075,4.42365247108082,0.455050691512751,0.649072770546108,0.00379130065614496,1.08042024507956,0.279955084569706,-0.00316049213652861,-0.144919302541497,0.884774586093421,-0.0407181600262176,-0.783213533938952,0.433501728637053,-0.194480190394692,-1.61512358275001,0.106283934896186,0.000516232943003751,2.41979321536788,0.0155293351734866,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Greater Accra","Ga East",-0.221195419235203,5.69932795446799,-0.135803930762009,0.309119722740592,-0.0169692328606693,2.9483535790144,0.299111968238647,0.764854614756881,0.00356241742947974,0.993869679541513,0.32028631743204,-0.00200724228285138,-0.0911361732084352,0.927384390165019,-0.0402237720571689,-0.769346093937243,0.441687880543831,-0.207898071193166,-1.71723639991855,0.0859359872946661,0.000545858200790119,2.51682725160916,0.0118416873256751,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Volta","Ho Municipal",0.514058421770948,6.67259274160881,-0.044447987248462,0.323388701794929,-0.00770220732108759,2.12846875476063,0.217859904019881,0.827538268694439,0.00418591654774686,1.18859712583106,0.234598239432764,-0.00414694230388666,-0.189522993777343,0.849682935227815,-0.037455575933265,-0.720698996660189,0.47109472986836,-0.205631248758282,-1.70698224110889,0.087825353263985,0.000551026661969607,2.5819048562557,0.00982566689342678,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Western","Jomoro",-2.6667476441126,5.16982854122254,-0.337513967591792,0.308735328682513,-0.00453112503010838,4.56051387618261,0.46992833691252,0.638406218166787,0.00384286195963707,1.09780526464598,0.272289532103483,-0.00337242329681785,-0.154799628340805,0.876979284219743,-0.0406923082060095,-0.783185569293397,0.433518147796832,-0.192674483505645,-1.60113122909253,0.109347856674242,0.000513052691359572,2.41010036383113,0.0159481326703851,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Upper East","Kasena Nankana East",-1.04363833465423,10.759811679084,-0.294729364624559,0.395037456436416,-0.0314882659958623,3.81087739960979,0.393196013063899,0.694174714186303,0.00657661741282951,1.92976951564664,0.0536354022356831,-0.015603203448268,-0.718012163530663,0.472749786955076,-0.034657717579792,-0.669800217964567,0.502985154622286,-0.149505844018317,-1.23864575582185,0.215476715275283,0.000491559877019768,2.33628864654611,0.0194762028419799,0.833262105983667,0.353543631822431,0.9654678645008,0.515892507052291,0.218502315051125,0.0202111538926207
"Bono East","Kintampo North",-1.56856704755825,8.39483305929968,-0.315154011633609,0.344037441219708,0.0105278908910907,4.03558544074551,0.419117620739577,0.67513017348567,0.00564126151729575,1.66322821913062,0.096266760971185,-0.0106147802942923,-0.490804976877878,0.62356438966718,-0.0371068252798467,-0.720560889490099,0.47117972422554,-0.154466302009511,-1.28420339074861,0.199070799106262,0.000493190987515627,2.35963925482123,0.0182927138510476,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.218502315051125,0.0202111538926207
"Ashanti","Kumasi",-1.6212283534722,6.68818555466549,-0.212435497793737,0.317438515078702,-0.00654157002069028,3.49666791808112,0.358030323931432,0.720320620504613,0.003445888896483,0.954076212808315,0.340045065859417,-0.00138480134625594,-0.0628156306751126,0.949913318971015,-0.0413408611676488,-0.790640295494147,0.429153925503281,-0.193576372078672,-1.5989825007537,0.10982449093022,0.000537586751267233,2.47082540228195,0.0134801615691062,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Ashanti","Kwadaso",-1.6545979258591,6.66831889671365,-0.219569917748632,0.317271608348766,0.0639404022419637,3.55615919412322,0.364226599527923,0.715688805621831,0.00345331026548424,0.957087230865616,0.338523228114018,-0.00143186256715891,-0.0649722511877174,0.948196093902956,-0.0413564590374605,-0.791036620712112,0.428922621924128,-0.193339749179209,-1.59731831309804,0.110194770699822,0.000536363553025333,2.4672642537121,0.0136149839968653,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Eastern","Kwahu Afram Plains North",0.0268920994957508,6.90093545532317,-0.0384397370910441,0.322993860660281,-0.00788371667449227,2.06089272148198,0.211186441094679,0.832741790599332,0.00411275473729905,1.16310745650988,0.244785907186924,-0.00378907576959537,-0.17320246732661,0.862492284307239,-0.0377926467268833,-0.727671051700503,0.466814975010949,-0.203414059207965,-1.68928841724425,0.0911641719742008,0.000553293074166552,2.58844949521298,0.00964090835246156,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Greater Accra","La-Dade-Kotopon",-0.15914206327116,5.58676928922174,-0.142157909958105,0.308531124410868,-0.00434547303721559,3.0012551491615,0.304701222365959,0.760593718544518,0.0035971530520139,1.00586979383372,0.314478208257056,-0.00215563514897063,-0.0979424022090866,0.921978029732355,-0.0401419643616805,-0.768229147072895,0.442351060016468,-0.207756857545107,-1.71665065514815,0.0860430211603527,0.000544344969882821,2.51391992041595,0.0119397541579791,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Central","Mfantseman",-1.11087242398326,5.25288256443675,-0.226126048703667,0.303914075935966,-0.00900699401536505,3.68409931335463,0.375730740531038,0.707117081980014,0.00358536347909138,1.00857605220976,0.313177997137048,-0.00226385613501528,-0.103203358685031,0.917801574302964,-0.0407313695465117,-0.780842059592464,0.434895393218835,-0.202527105641907,-1.67635258783347,0.0936691499259732,0.000532371814539344,2.4684960652832,0.0135682143736668,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Western","Mpohor",-1.85392157597601,5.06136795021126,-0.284022459909052,0.303929893019046,-0.0105892529259894,4.14452412966101,0.424838503379819,0.670954407190198,0.0036991774174261,1.04895893864539,0.294197017191862,-0.00277632726859161,-0.127021742456686,0.898923189943071,-0.0407486692428537,-0.782779989969425,0.43375632003523,-0.197965896471784,-1.6418864341022,0.100613541777528,0.000522528913813796,2.43870753869095,0.0147398920663505,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Oti","Nkwanta South",0.459241139330395,8.26254984357531,-0.0795577221481567,0.347287585387231,0.0104461904202693,2.1744967669001,0.226253836034434,0.821004000912498,0.00578637217263322,1.71358756933066,0.0866044981233521,-0.0111314567470392,-0.518435392829825,0.604154526153728,-0.033495921036507,-0.649689965321431,0.515892507052291,-0.176485732346203,-1.47634871581254,0.139850302507977,0.000526952433151068,2.52817612406127,0.0114656818449084,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.197224785588172,0.0202111538926207
"Ashanti","Obuasi",-1.68602511977729,6.19622527783039,-0.243067438860911,0.312114643751172,-0.0188747950402327,3.78613707484864,0.387072820970303,0.69870229805869,0.00346844272794405,0.967999025949446,0.333044856163087,-0.00170491192593922,-0.0775677779629031,0.938171874589031,-0.0413139175608788,-0.790856219815369,0.429027898622376,-0.196740818187865,-1.62751386897224,0.10362800547931,0.000532217787416842,2.45728258555616,0.013999251899926,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Western","Prestea-Huni Valley",-2.00041599914402,5.45519060401483,-0.290180549932219,0.306832848969618,-0.00723893256218378,4.1867526543251,0.429256883985158,0.667736290318547,0.00364969789439537,1.03211016794517,0.302020511098981,-0.00256528531697995,-0.117271945117497,0.906644556156484,-0.0409721046267835,-0.786403229161073,0.431631292265831,-0.196479417107597,-1.62899510819169,0.103314054522452,0.00052240150982424,2.43482781166879,0.0148988776402454,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Northern","Sagnerigu",-0.865429001178522,9.46867498119642,-0.258211447182886,0.36588028110338,0.0711249460074413,3.50073167046529,0.360829071401519,0.718227228970492,0.00641944561591903,1.88874594641814,0.058925878816944,-0.0147119993910889,-0.678075307559576,0.497723945958164,-0.0348340655277223,-0.671926043329384,0.501630779738217,-0.149822160368784,-1.23958911769263,0.215127407780071,0.000496232875365262,2.3608804384817,0.0182316074614313,0.833262105983667,0.353543631822431,0.9654678645008,0.515892507052291,0.218502315051125,0.0202111538926207
"Northern","Savelugu",-0.832700645059156,9.86274577456435,-0.265917794511926,0.374685955118918,-0.0196781654627456,3.56212200133762,0.367044615605405,0.713585738568779,0.0065149168660372,1.91376669423908,0.0556499729029717,-0.0152430517271314,-0.701776816172812,0.482818359132318,-0.0346559979592408,-0.668408485178734,0.503872880629017,-0.149313154379607,-1.2351622788563,0.216770114828065,0.000495018030970049,2.35316554825214,0.0186143447357143,0.833262105983667,0.353543631822431,0.9654678645008,0.515892507052291,0.218502315051125,0.0202111538926207
"Ashanti","Sekyere Kumawu",-1.22184003080023,6.90338837341947,-0.111060172065518,0.3196786134446,-0.00721178907368367,2.65109738213821,0.270368436194814,0.786876820413787,0.00340020453349397,0.93018477474407,0.352275423536976,-0.000957965901071974,-0.0432931338320214,0.9654678645008,-0.0409187755034628,-0.781232545203384,0.434665735474676,-0.197055778595394,-1.62406716397287,0.104361474997458,0.000554266534423083,2.52232465127298,0.0116582057301703,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Ashanti","Sekyere South",-1.51708573563997,6.98658539662338,-0.171100663379634,0.321061785327352,0.00437394569278912,3.11613223180174,0.319488687081003,0.749355968657737,0.00347887746526373,0.955884033293528,0.339130826549223,-0.00123660449326076,-0.055915662523643,0.955408993461158,-0.0411785073981759,-0.786543798366101,0.431548970274357,-0.190703933377965,-1.57177655816162,0.116002379883764,0.00054358391129321,2.48910509547067,0.0128065102854916,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Volta","South Tongu",0.656805311969375,5.97130251325822,-0.0828280421818386,0.317081782808286,-0.00124675140107797,2.49236813757166,0.253661997427988,0.79975669559201,0.00390062881900118,1.09882839853108,0.271842922716732,-0.00316794219986015,-0.144176132009402,0.885361387908954,-0.038663147195547,-0.741254255924074,0.458539291993486,-0.2089999327663,-1.72917805115056,0.0837772333652147,0.000548785471627044,2.55235715622479,0.010699677378402,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.17722585815575,0.0202111538926207
"Bono","Sunyani West",-2.35092644538143,7.43761829511516,-0.387046492376184,0.330582979678548,0.00144895068943686,4.77918031880342,0.498240780445387,0.618314342182364,0.00435366452198979,1.24634588800182,0.212637437963798,-0.00480916390018836,-0.219943351038863,0.825915273615271,-0.0404984481999175,-0.781076546124693,0.434757475387256,-0.167900794962251,-1.39282207579078,0.163673601025989,0.000497377202998069,2.36380213034054,0.0180884707445309,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.209349954800684,0.0202111538926207
"Upper East","Talensi",-0.725007988445607,10.6641934302165,-0.274677192990069,0.393240833889351,0.0727003883850476,3.64085191549243,0.375482914006657,0.70730135111955,0.00660820891499532,1.93814556876553,0.0526054652870763,-0.0157460772015906,-0.724658134864772,0.468661784626525,-0.0344001270198242,-0.664096004084028,0.506628867496851,-0.149899349925142,-1.24118672373921,0.214536778128093,0.000493973679751062,2.3477056176188,0.0188894439788631,0.833262105983667,0.353543631822431,0.9654678645008,0.515892507052291,0.218502315051125,0.0202111538926207
"Northern","Tamale",-0.743038305050411,9.37374524550421,-0.242048779408937,0.364014210561296,-0.0288304959961992,3.36696695785577,0.347023004121566,0.728574036632106,0.00641124936643929,1.88687368007057,0.059177317964674,-0.0146445606206833,-0.675358494145444,0.499448028851898,-0.0346954714205265,-0.668880177245617,0.5035719161062,-0.15051429343667,-1.2451814741656,0.213065050800261,0.000498340533332742,2.3717085621287,0.017706050617665,0.833262105983667,0.353543631822431,0.9654678645008,0.515892507052291,0.218502315051125,0.0202111538926207
"Ahafo","Tano North",-2.18542876282051,7.17679865709527,-0.339836943122444,0.325866408969149,-0.00022262909813079,4.44356027472175,0.462010449473397,0.644073826949813,0.00404849801439285,1.14879200395334,0.250641757300638,-0.00361980833209857,-0.165347524325292,0.868670454568507,-0.040769290963568,-0.784944109423592,0.432486338608513,-0.176155356379857,-1.46076297119453,0.144080500977182,0.000509013899951913,2.4012503328269,0.0163391545712415,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.198110688843625,0.0202111538926207
"Bono East","Techiman",-1.9638581267859,7.5341119052869,-0.32508562967092,0.330252874325768,-0.00753469316157186,4.24807819881705,0.442712518059115,0.657973686824922,0.00436234896468577,1.24270413254004,0.213976880534186,-0.00463311771437343,-0.211613691193607,0.832408427194864,-0.0402066475039552,-0.77542376775765,0.438089295181974,-0.168319933242016,-1.39422469309805,0.163249763457556,0.000505760716654764,2.4004941971007,0.0163729503476579,0.833262105983667,0.355311484825259,0.9654678645008,0.515892507052291,0.209349954800684,0.0202111538926207
"Northern","Tolon",-1.1839865112685,9.53771194447891,-0.290876314037441,0.367182257521705,-0.0295681065892553,3.77482187047813,0.38926151366254,0.697082703210361,0.00638464618336028,1.87885284975334,0.0602645884133363,-0.0145689833016737,-0.671045665182423,0.502191439104576,-0.0352251133143277,-0.680436776187623,0.496227941495662,-0.148837743080204,-1.23214543149026,0.217894763050597,0.000492182168176302,2.34109216992006,0.0192274197263286,0.833262105983667,0.353543631822431,0.9654678645008,0.515892507052291,0.218502315051125,0.0202111538926207
