"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Malawi","women_iron",87,5,-0.142137923427331,-0.0116279069767442,0.00365422633857228,-2.15896758899581,0.0308526815025534,NA
