"country","outcome","n","k_neighbors","morans_i","expectation","variance","z","p_value","note"
"Sierra Leone","child_vitA",14,5,-0.184860024109162,-0.0769230769230769,0.0138828433356404,-0.916074763686384,0.359627683067673,NA
