"Admin1","Admin2","lon","lat","Intercept","local_R2","residual","beta_iron_def","t_iron_def","pval_iron_def","beta_sf_c2","t_sf_c2","pval_sf_c2","beta_ida","t_ida","pval_ida","beta_mtype","t_mtype","pval_mtype","beta_m115b","t_m115b","pval_m115b","beta_dhs2015_w_delivery_csection_adm2","t_dhs2015_w_delivery_csection_adm2","pval_dhs2015_w_delivery_csection_adm2","padj_iron_def","padj_sf_c2","padj_ida","padj_mtype","padj_m115b","padj_dhs2015_w_delivery_csection_adm2"
"Salima","TA Karonga",34.3580302869244,-13.7397597472678,0.617105054036564,0.634320275092989,0.0729221932969372,1.07605942401841,3.51529178976566,0.000439271058036923,0.532227710463996,2.01398904061146,0.044010684129579,-0.775604095348381,-2.32735085948741,0.0199465989118802,0.0321197999301379,0.705255861679973,0.480651023162486,-0.354189729234568,-2.87002795969254,0.00410435504980909,0.147805053210142,0.715452100879412,0.474329728376379,0.000997264023651393,0.078657392912439,0.0412248454582764,0.724392342111285,0.015461534378133,0.82413356877055
"Chikwawa","TA Kasisi",34.7989355803963,-15.9431789172008,0.17142336656682,0.613089049905969,0.0188798596653095,1.63229000121597,5.14561876941066,2.66640435889971e-07,0.253631282979773,0.936369078645771,0.349083192732484,-0.710870115985976,-2.06535142419665,0.0388897611796683,0.0803009830086114,1.63333487021036,0.102398586778037,-0.173426468693674,-1.44242430714362,0.149182710751065,-0.0810450972401058,-0.3660982245737,0.714291782279258,1.40227214544802e-06,0.349083192732484,0.0412248454582764,0.514900625744254,0.162744775364798,0.82413356877055
"Machinga","TA Kawinga",35.6983303465834,-14.9504072328753,0.255302141118328,0.640191196470429,-0.0101201188789977,1.59055298271375,5.13766617594984,2.78171454466966e-07,0.281729135982496,1.06026531009495,0.289023916320221,-0.723874605801908,-2.13979699682414,0.0323711760318285,0.0674201413857623,1.4281654803385,0.153244233852457,-0.20359116654661,-1.72970651396399,0.0836827242954219,-0.0680551198139949,-0.319695358360563,0.749199278768404,1.40227214544802e-06,0.348148121805402,0.0412248454582764,0.514900625744254,0.108143828320238,0.82413356877055
"Salima","TA Khombedza",34.2888187949517,-13.5685422230179,0.627896307955237,0.635947769432357,-0.0386045188647216,1.02455338647255,3.39838018101413,0.000677861486401876,0.549964466447247,2.0911608525702,0.0365136472663908,-0.771433451847112,-2.33976136658901,0.019296064726317,0.0239627222420019,0.541044894683117,0.588476638827492,-0.351250154507844,-2.86184326488545,0.004211851359364,0.159939008955749,0.790287873327195,0.429359667245956,0.00142350912144394,0.0722911315159139,0.0412248454582764,0.770496683407239,0.015461534378133,0.767366213801282
"Lilongwe","TA Khongoni",33.3670076954318,-13.7066818990159,0.575544426921235,0.618495284386263,0.0142993882524201,0.968071612711634,3.25222435948079,0.00114505597677552,0.55968912344977,2.13478234220537,0.0327787932929014,-0.764553153998486,-2.33545578117512,0.0195196233248827,0.0218520347236367,0.502221105181763,0.615511998595618,-0.322438232248455,-2.65986212301056,0.00781726451976178,0.192928227883308,0.96015660182953,0.336976404929792,0.00218601595566236,0.0671565521122858,0.0412248454582764,0.771686684806446,0.0172802689384208,0.748677276256672
"Karonga","TA Kilupula",33.8049242402787,-9.76679137937269,0.610390053337972,0.72580754644573,-0.0292858137610266,0.792924510733564,2.63412364633025,0.00843547628886649,0.601953561452461,2.24746817203181,0.0246101224606277,-0.698179061988433,-2.11934881976402,0.0340609986852547,-0.0265295673410033,-0.636358398778369,0.524542849434871,-0.289000598721351,-2.39550268576419,0.0165975926415654,0.165608114953377,0.839699111530245,0.40107711228036,0.0114287098107223,0.0609717822279439,0.0412248454582764,0.724392342111285,0.0268114958056057,0.748677276256672
"Blantyre","TA Kuntaja",34.9209087147934,-15.6666441197769,0.191891853176241,0.618846343148851,0.0222669414985233,1.62879704861871,5.13390381427274,2.83793172293052e-07,0.260047603595105,0.96161085255898,0.336245117958432,-0.717815162645453,-2.08567173220833,0.0370083687072613,0.0798260637867689,1.6201465578616,0.105200798236273,-0.183494584233829,-1.52787432582211,0.126543743798954,-0.0792394395662486,-0.358009561737984,0.720336157954285,1.40227214544802e-06,0.348148121805402,0.0412248454582764,0.514900625744254,0.155485181322106,0.82413356877055
"Karonga","TA Kyungu",33.7791473432175,-9.9987791101599,0.631691154907823,0.720109821333005,-0.0238636932712485,0.772999298086341,2.55155929113428,0.01072420752733,0.615720792544838,2.28481772135583,0.0223235181044192,-0.705647748811523,-2.13244117752202,0.0329705953140446,-0.0274714144430238,-0.657972313985111,0.510555921628882,-0.298910451731733,-2.45482217630144,0.0140954294772456,0.171834049036895,0.868973269055886,0.384861751809964,0.0140755223796207,0.0609717822279439,0.0412248454582764,0.724392342111285,0.0239010955526773,0.748677276256672
"Mzimba","TA M'Mbelwa",33.4126733131765,-12.0172266243438,0.852400739256039,0.659398288733415,-0.00506696650914953,0.579195987331863,1.79141599485873,0.0732265640736166,0.774863084475644,2.69675034582881,0.00700197435437252,-0.828452397858464,-2.39010666440001,0.0168434802242226,-0.0266627188658332,-0.629198841132011,0.529218887451045,-0.413345682108152,-3.02812896810661,0.00246073045695697,0.268647987259863,1.33238038204159,0.18273522530049,0.0750125778315097,0.0609717822279439,0.0412248454582764,0.724392342111285,0.015461534378133,0.748677276256672
"Mulanje","TA Mabuka",35.5076973017727,-16.085396710559,0.167503226332447,0.62224082309874,0.0221674246857378,1.59897230463225,5.20214605119423,1.97000308232168e-07,0.255689697315619,0.959880332547718,0.337115445667503,-0.693430905647685,-2.06143291299532,0.0392617575793108,0.0670667255497593,1.44860792226915,0.147447107520223,-0.158020613215348,-1.34570677257879,0.178397101352309,-0.0739470257075645,-0.350346946399906,0.726078336887346,1.40227214544802e-06,0.348148121805402,0.0412248454582764,0.514900625744254,0.187316956419924,0.82413356877055
"Mzimba","TA Mabulabo",33.650019590916,-12.5285091567824,0.754661590231886,0.648159516692614,0.0197297066164365,0.729872864435107,2.38513025468496,0.0170730751382892,0.685695556407222,2.51705938136326,0.0118338882647644,-0.792097374770603,-2.38176168377615,0.0172300439897102,-0.0117195057375883,-0.279318086656244,0.780000727295932,-0.379032056284168,-2.95874464229415,0.00308894948859069,0.233926372876296,1.18507029802265,0.235989653519092,0.021012870675701,0.0609717822279439,0.0412248454582764,0.850909884322835,0.015461534378133,0.748677276256672
"Salima","TA Maganga",34.5534624956777,-13.7768611247402,0.61181244018666,0.637023162653566,0.0725952245421762,1.12237504138366,3.64391660877523,0.000268520451922252,0.515220012170898,1.94828046658164,0.0513814131118925,-0.776220891051084,-2.31801135648428,0.0204487038678351,0.0358014581425559,0.776843279002072,0.437251239212003,-0.355190460208782,-2.87650913157496,0.00402100560920272,0.12865768496061,0.617962436730767,0.536600099990321,0.000626547721151921,0.0880824224775301,0.0412248454582764,0.724392342111285,0.015461534378133,0.82413356877055
