"country","Admin2","gee_traveltime_city_mean","gee_traveltime_city_median","gee_traveltime_city_logmean","gee_traveltime_city_p90"
"malawi","TA Makanjila",209.151095732411,197,5.32461135743169,282.4
"malawi","TA Mponda",124.883694412771,115,4.78568879459258,189
"malawi","TA Nankumba",141.59305760709,136,4.94091563507742,182
"malawi","Mchinji Boma",70.4,65,4.25776351447376,92.1
"malawi","SC Dambe",110.14880952381,109,4.70163575834833,132
"malawi","SC Mavwere",55.6927272727273,52,3.98821502815905,85.1
"malawi","SC Mduwa",94.3579710144927,90,4.54166406897554,121
"malawi","TA Mkanda",122.976967370441,121,4.80359010772239,151
"malawi","TA Mlonyeni",82.4241486068111,78,4.39031838474014,113.8
"malawi","TA Zulu",73.4857651245552,73,4.29008808662694,96
"malawi","Mulanje Boma",31.2,31,3.46948294691143,33.6
"malawi","Mulanje Mountain Forest Reserve",101.615251299827,91,4.54790459403506,166
"malawi","SC Juma",54.0217917675545,56,3.9262678376809,79
"malawi","SC Laston Njema",65.6143790849673,64,4.16434662645834,86.8
"malawi","TA Chikumbu",39.6519337016575,38,3.6689241201985,55
"malawi","TA Mabuka",58.9244532803181,55,4.04792190493074,88
"malawi","TA Nkanda",41.9977011494253,39,3.71613271910325,62
"malawi","TA Nthiramanja",30.1481481481481,28,3.41315148557255,41
"malawi","Majete Game Reserve - Mwanza",94.7027027027027,94,4.55451490666669,109
"malawi","Mwanza Boma",56.3888888888889,56,4.04944701398798,58.3
"malawi","TA Kanduku",71.2102272727273,70,4.26546565973805,87
"malawi","TA Nthache",80.6573033707865,75,4.37969805479563,105
"malawi","Mzimba Boma",70.1333333333333,70,4.26417520578331,72
"malawi","Mzuzu City",3.89570552147239,3,1.27383756820801,8.80000000000001
"malawi","SC Jaravikuba Munthali",52.5412371134021,48,3.92703870113656,79.7
"malawi","SC Kampingo Sibande",63.2857142857143,63,4.03327382894903,101
"malawi","SC Khosolo Gwaza Jere",179.335097001764,167,5.15773404898523,259.7
"malawi","TA Chindi",128.207712532866,122,4.83633073312007,174
"malawi","TA M'Mbelwa",117.37262079063,115,4.75782728446526,148
"malawi","TA Mabulabo",137.500563697858,136,4.91838665694135,166
"malawi","TA Mpherembe",101.069708491762,98,4.59884228737414,136.2
"malawi","TA Mtwalo",57.1948827292111,54,3.92356474149654,95
"malawi","TA Mzikubola",89.4904458598726,87,4.47187552035744,120
"malawi","TA Mzukuzuku",106.003134796238,105,4.66718182803788,121
"malawi","Vwaza Marsh Game Reserve - Mzimb",122.261111111111,117.5,4.78045057361015,168.1
"malawi","Majete Game Reserve - Neno",86.1428571428571,86.5,4.46305902771121,97.1
"malawi","TA Dambe",92.6764705882353,90,4.5307343839435,114.5
"malawi","TA Mlauli",69.3092783505155,68,4.22884083225825,90
"malawi","TA Ngozi",75.4014962593516,76,4.32718052039965,87
"malawi","TA Symon",43.6267190569745,42,3.77631856983139,56
"malawi","SC Fukamalaza",70.962962962963,72,4.21648101400117,100.7
"malawi","SC Malanda",64.5252525252525,55.5,4.12181555995377,100.6
"malawi","SC Nyaluwanga",32.9772727272727,25,3.35155612840272,64.7
"malawi","SC Zilakoma",191.909407665505,188.5,5.16036659139256,304
"malawi","TA Fukamapiri",83.7747035573123,72,4.38263943679368,130
"malawi","TA Kabunduli",99.1404715127701,76,4.3093093195517,215
"malawi","TA Malenga Mzoma",60.58,57,4.09775524822359,82.2
"malawi","TA Musisya",82.6439393939394,79.5,4.34497800851685,129.3
"malawi","TA Timbiri",71.5865384615385,56,4.03378358713133,158.5
"malawi","Nkhotakota Boma",110.923076923077,111,4.7177660431349,112
"malawi","Nkhotakota Game Reserve",223.882352941176,209,5.36208318193622,336
"malawi","SC Kafuzila",161.94419306184,154,5.02445321680959,247
"malawi","SC Mphonde",135.108280254777,133,4.90862213438004,152
"malawi","SC Mwansambo",177.47602739726,177,5.17375893700553,212.9
"malawi","TA Kanyenda",114.809722222222,112,4.74160621663714,139
"malawi","TA Malenga Chanzi",134,126,4.88517223303495,174
"malawi","TA Mwadzama",118.156046814044,109,4.74297734049306,167
"malawi","Mwabvi Game Reserve",126.119047619048,124,4.82711475446584,158.1
"malawi","Nsanje Boma",108.227272727273,103.5,4.68915488049826,128.9
"malawi","SC Makoka",124.898734177215,122,4.83156157537579,136.4
"malawi","SC Mbenje",86.1846153846154,79,4.44450712053413,115.1
"malawi","TA Chimombo",117.022222222222,116,4.76952037328631,122.6
"malawi","TA Malemia",118.931034482759,112.5,4.77474479522954,145.7
"malawi","TA Mlolo",97.2291169451074,89,4.56815398651711,131.2
"malawi","TA Ndamera",130.210526315789,128,4.87243476604638,149.3
"malawi","TA Nyachikadza",158.619565217391,161.5,5.06438606598413,181.9
"malawi","TA Tengani",120.089156626506,112,4.76321508892453,169
"malawi","Ntcheu Boma",73.6,74,4.31208286287288,74.1
"malawi","SC Champiti",83.9444444444444,81,4.42556223753161,106.9
"malawi","SC Goodson Ganya",111.261692650334,107,4.70240360534358,141.3
"malawi","SC Makwangwala",77.4488448844885,73,4.33935758489596,104
"malawi","TA Chakhumbira",119.714285714286,116,4.78341749866438,147.8
"malawi","TA Kwataine",82.890756302521,82,4.42317038681848,97
"malawi","TA Masasa",117.126623376623,115,4.75559556254837,147.3
"malawi","TA Mpando",110.609561752988,110,4.70231001616077,133.9
"malawi","TA Njolomole",109.212121212121,104,4.68158235994487,141.4
"malawi","TA Phambala",86.338146811071,85,4.43976131007618,114
"malawi","Ntchisi Boma",66,66,4.20463692149612,66.7
"malawi","SC Chilooko",106.599056603774,106,4.66947163959892,125.5
"malawi","SC Nthondo",131.258964143426,127,4.85614258190988,176
"malawi","TA Chikho",95.4432989690722,92,4.53162066873114,133
"malawi","TA Kalumo",72.8396825396825,69,4.27186210891413,99.1
"malawi","TA Kasakula",139.204081632653,144.5,4.90638097654785,182.3
"malawi","TA Kasukula",129.331125827815,124,4.83655693511086,182
"malawi","TA Mkhumba",70.38671875,66,4.2383211358317,85
"malawi","TA Nazombe",101.599025974026,95,4.60946687558714,128.5
"malawi","Nyika National Park - Rumphi",180.569645531702,174,5.16228549972246,248
"malawi","Rumphi Boma",41.5,41.5,3.74898193254052,43
"malawi","SC Chapinduka",232.862903225806,232,5.42449849039729,308
"malawi","SC Kachulu",100.653846153846,89.5,4.58888882734062,144
"malawi","SC Mwahenga",69.65,63,4.22607642164082,94.1
"malawi","SC Mwalweni",84.9867109634552,81,4.43174073703566,106
"malawi","SC Mwankhunikira",85.317738791423,81,4.3882900187336,131.8
"malawi","TA Chikulamayembe",82.6744930629669,80,4.38292830766678,111
"malawi","TA Katumbi",116.183673469388,109.5,4.75157951192953,145.3
"malawi","TA Mwamlowe",159.387434554974,161,4.97842082502856,249
"malawi","Vwaza Marsh Game Reserve - Rumph",193.339622641509,173.5,5.16770285711934,319.5
"malawi","Salima Town",52.9545454545455,52,3.9861503982382,55.9
"malawi","SC Kambalame",81.7647058823529,80,4.41064051914424,90.3
"malawi","SC Kambwiri",72.2523659305994,72,4.28103378277636,88
"malawi","SC Mwanza",70.15,71,4.25379626357267,83
"malawi","TA Karonga",64.9050279329609,62,4.16010572319872,84
"malawi","TA Khombedza",77.5474747474748,75,4.34506495638116,99
"malawi","TA Kuluunda",93.8755760368664,90,4.53972557839707,114
"malawi","TA Maganga",80.6359223300971,79.5,4.3906820709434,99
"malawi","TA Ndindi",87.2979591836735,86,4.46608613093096,107
"malawi","Luchenza Town",30.0909090909091,29,3.43079677694099,36
"malawi","SC Kwethemule",61.1602209944751,59,4.0516625693822,96
"malawi","SC Mbawela",57.6987179487179,57,4.06374337799181,67
"malawi","SC Mphuka",45.9581151832461,44,3.78021038719257,69
"malawi","SC Thukuta",80.7236842105263,77,4.39496856835853,106
"malawi","TA Bvumbwe",14.011811023622,13,2.627066448935,20.7
"malawi","TA Changata",63.9391891891892,59,4.14845130797155,86
"malawi","TA Chimaliro",22.0088495575221,21,3.08562275243506,31.2
"malawi","TA Kapichi",41.8461538461538,41,3.7397070364435,53
"malawi","TA Nchilamwela",28.2511415525114,26,3.31110198350237,47
"malawi","TA Nsabwe",72.527397260274,71,4.29226870744829,82
"malawi","TA Thomas",46.237037037037,41,3.76625116536625,76.6
"malawi","Thyolo Boma",16.4,17,2.8553834679969,17
"malawi","SC Mbiza",46.3315217391304,48,3.76454578694477,66.9
"malawi","SC Mkumbira",147.248226950355,170,4.91272486002514,206
"malawi","TA Chikowi",31.2272727272727,34,3.20368427898135,56
"malawi","TA Kuntumanji",50.3419811320755,36,3.62723733539652,115.5
"malawi","TA Mlumbe",42.3888888888889,39,3.56161779245121,78
"malawi","TA Mwambo",35.3088512241055,36,3.48395529869994,50
"malawi","Zomba City",1.3,0,0.555356754605957,4
"tanzania","Arusha",43.5480109739369,35,3.42232223506224,92
"tanzania","Arusha Urban",15.8857142857143,10,2.23867219780105,42.6
"tanzania","Karatu",239.212670872766,214,5.40596612002182,383.7
"tanzania","Lake Eyasi",466.351679104478,441.5,6.09787511112618,656.7
"tanzania","Lake Manyara",251.339207048458,229,5.45914598158607,400.8
"tanzania","Longido",218.460086928867,192,5.24218919878133,408
"tanzania","Meru",50.5544286680189,46,3.69228812795315,91
"tanzania","Monduli",156.69581702544,149,4.90462398831744,272
"tanzania","Ngorongoro",378.622006229191,372,5.89166475916604,517
"tanzania","Ilala",9.88657407407407,2,1.39582061160152,31.8000000000001
"tanzania","Kinondoni",4.87519747235387,0,1.07957506229196,15
"tanzania","Temeke",41.6516724336794,41,2.92551278094257,88
"tanzania","Bahi",106.802290536468,99,4.57879564286228,173
"tanzania","Chamwino",151.407690159203,148,4.9091438376634,245
"tanzania","Chemba",227.992409202382,227,5.3942328640338,308
"tanzania","Dodoma Urban",41.5127118644068,36,3.45150889615676,77
"tanzania","Kondoa",280.997941781829,262,5.59539971231407,410
"tanzania","Kongwa",112.939759036145,106,4.66455029603882,178
"tanzania","Mpwapwa",195.786372426345,190,5.22852581536799,280
"tanzania","Bukombe",330.908590191717,292,5.51502722284053,670
"tanzania","Chato",105.846303501946,107,4.51979501523406,170
"tanzania","Geita",75.902722323049,68,4.1144437906955,120
"tanzania","Lake Victoria",159.727211343687,147,5.02764210291739,246
"tanzania","Mbogwe",90.3982797307405,87,4.41842372681454,136
"tanzania","Nyang'hwale",111.980891719745,113,4.69434111428874,148
"tanzania","Iringa Rural",272.889746367001,233,5.3275463192055,542
"tanzania","Iringa Urban",26.2369020501139,21,2.77567519512572,58.2
"tanzania","Kilolo",224.328959442099,154,5.11708516933517,514
"tanzania","Mafinga Town",65.4135893648449,62,4.16888968888028,87
"tanzania","Mufindi",153.801441603784,137,4.95263328963661,250
"tanzania","Biharamulo",206.540961098398,188,5.25212631221602,334
"tanzania","Bukoba Rural",73.2857881136951,70,4.0735667929063,133
"tanzania","Bukoba Urban",4.04,4,1.30604977479797,8.10000000000001
"tanzania","Karagwe",223.920603348251,211,5.34336095601848,354
"tanzania","Kyerwa",217.463600264725,207,5.36641438895214,280
"tanzania","Missenyi",98.3862673926195,92,4.46841237274214,164
"tanzania","Muleba",157.609344422701,151,4.97030784445533,249
"tanzania","Ngara",159.196062992126,153,5.04173955476484,218
"tanzania","Micheweni",231.617647058824,233,5.44698943896307,250
"tanzania","Wete",229.442253521127,230,5.43690178048668,252
"tanzania","Kaskazini 'A'",44.2262773722628,43,3.76716729586587,63.7
"tanzania","Kaskazini 'B'",33.2821428571429,31,3.4097516772372,56
"tanzania","Lake Rukwa",241.571884984026,248,5.46360976923113,302
"tanzania","Lake Tanganyika",399.707932692308,399.5,5.98545510321532,466
"tanzania","Mlele",423.350419758746,412,6.00083457879965,602
"tanzania","Mpanda Rural",412.362664391125,415,5.96982604452823,588
"tanzania","Mpanda Urban",322.272,312,5.77342738732211,368.6
"tanzania","Buhigwe",100.805681818182,93,4.53134193999971,161
"tanzania","Kakonko",190.131804043546,181,5.22814768386364,242
"tanzania","Kasulu",193.813469049592,181,5.19207207128538,303
"tanzania","Kasulu Town",104.829131652661,104,4.64878572252323,128
"tanzania","Kibondo",508.118264520644,486,6.11575283651718,831
"tanzania","Kigoma Rural",40.3582089552239,37,3.43580327692958,74
"tanzania","Kigoma Urban",4.73873873873874,0,0.863678846087264,20
"tanzania","Uvinza",273.964040951011,242,5.40612868472592,521
"tanzania","Hai",49.5941343424787,34,3.62529704985528,104
"tanzania","Moshi Rural",38.9279950341403,29,3.39032706786364,77
"tanzania","Moshi Urban",1.31168831168831,0,0.558009524575294,4
"tanzania","Mwanga",80.0462680052379,72,4.2775682254303,132
"tanzania","Rombo",123.726530612245,94,4.65266340248397,248.6
"tanzania","Same",161.716926869351,156,5.02400500988497,242
"tanzania","Siha",115.654468684025,95,4.59738005145078,215
"tanzania","Chake",243.503816793893,244,5.49746344841235,260
"tanzania","Mkoani",234.199367088608,233.5,5.45837340889688,254
"tanzania","Kati",37.7175697865353,35,3.47144186251688,68.2
"tanzania","Kusini",60.1897321428571,61,4.08036735366797,79
"tanzania","Kilwa",525.437337608491,495,6.22697476517949,748
"tanzania","Lindi Rural",594.606485414897,602,6.38454890056254,665
"tanzania","Lindi Urban",559.874615384615,558,6.32826820550834,598
"tanzania","Liwale",786.828500455004,786,6.6491068639682,988
"tanzania","Nachingwea",633.22982678496,633,6.44695315020911,711
"tanzania","Ruangwa",648.116761458682,648,6.4742283000968,696
"tanzania","Babati",193.33982816815,171,5.18036769969757,324
"tanzania","Babati Urban",130.036036036036,120,4.84534104310584,162.6
"tanzania","Hanang",220.888038942976,217,5.37447483021889,293
"tanzania","Kiteto",333.442101848849,338,5.76663975932352,455
"tanzania","Mbulu",251.278251121076,237,5.48701110184908,365
"tanzania","Simanjiro",271.897647615361,262,5.50075659676764,437
"tanzania","Bunda",110.17782079646,103,4.6450697693913,169
"tanzania","Butiama",59.7714736012608,56,3.97660836807624,97
"tanzania","Musoma Rural",100.015974440895,95,4.54786886549216,149.9
"tanzania","Musoma Urban",9.14864864864865,4,1.66068039271164,23.7
"tanzania","Rorya",90.8163090128755,93,4.43893589707735,133
"tanzania","Serengeti",230.159613335363,219,5.37038395917051,339
"tanzania","Tarime",94.2584080717489,92,4.52115424911991,128
"tanzania","Chunya",442.904736536226,434,5.94499616465033,734.299999999999
"tanzania","Kyela",94.0577576443941,87,4.50271817503727,128.8
"tanzania","Mbarali",287.108298171589,264,5.43243601960034,530
"tanzania","Mbeya Rural",56.4199277543648,46,3.76533569928745,113
"tanzania","Mbeya Urban",6.63455149501661,3,1.36081272931301,18
"tanzania","Rungwe",65.9850746268657,57,4.04403837158528,111
"tanzania","Magharibi A",6.29133858267717,4,1.47335361783528,17
"tanzania","Magharibi B",11.8028169014085,7,1.82318068005388,27
"tanzania","Mjini",0,0,0,0
"tanzania","Gairo",175.459447799827,153,5.08918731219323,292
"tanzania","Kilombero",420.766078223442,380,5.96344960818885,680
"tanzania","Kilosa",165.10547184774,150,4.99511161063828,267
"tanzania","Morogoro Rural",260.288377789875,270,5.39194078527657,419
"tanzania","Morogoro Urban",10.2721893491124,7,1.87280529649207,26
"tanzania","Mvomero",132.961168781238,113,4.64688099171851,261.8
"tanzania","Ulanga",679.038723143916,671,6.48363997094491,921
"tanzania","Masasi",591.539728884254,589,6.3825795004738,638
"tanzania","Masasi Town",560.842873176206,557,6.33011632006967,588
"tanzania","Mtwara Rural",596.995536710556,599,6.39200738724274,638
"tanzania","Mtwara Urban",570.852040816327,569,6.34869992004637,586
"tanzania","Nanyumbu",533.818796266495,531,6.27735551881892,604
"tanzania","Newala",601.453064723532,611,6.39901799147477,642
"tanzania","Tandahimba",579.083536090835,574,6.36136213175986,629
"tanzania","Ilemela",13.0860927152318,10.5,2.13937490528475,29
"tanzania","Kwimba",89.5591397849462,87,4.45903950302089,126
"tanzania","Magu",56.5399774774775,49,3.87630069819169,104
"tanzania","Misungwi",72.7241721854305,73,4.08708991984421,129
"tanzania","Nyamagana",5.68269230769231,4,1.41023812430398,14
"tanzania","Sengerema",111.55504587156,100,4.63102952822937,177
"tanzania","Ukerewe",239.749659863946,232,5.475077601772,295
"tanzania","Ludewa",324.912538483067,308,5.75896194810238,438
"tanzania","Makambako Town",140.7982791587,136,4.93374079252526,178.5
"tanzania","Makete",167.006342494715,160,5.02001844982544,270
"tanzania","Njombe Rural",299.340264187867,276,5.63903688114986,467
"tanzania","Njombe Urban",237.549094375596,231,5.45889318192825,291
"tanzania","Wanging'ombe",169.326705940108,159,5.08264522245297,244
"tanzania","Bagamoyo",132.314076892271,120,4.72904392594611,235
"tanzania","Kibaha",99.3617863199548,97,4.49089969618034,160.2
"tanzania","Kibaha Urban",41.9119420989144,36,3.58051544690835,80
"tanzania","Kisarawe",170.40415821501,163,4.94814115696749,298
"tanzania","Mafia",352.243727598566,349,5.86588818119603,380.3
"tanzania","Mkuranga",95.5867346938775,97,4.41971428944026,150
"tanzania","Rufiji",352.350405489707,326,5.78308658735742,572
"tanzania","Kalambo",151.915821347464,152,4.96384541600669,216.6
"tanzania","Nkasi",210.452253496805,205,5.25409678901578,335
"tanzania","Sumbawanga Rural",155.928113176509,143,4.93726222819567,263
"tanzania","Sumbawanga Urban",42.2179012345679,36,3.49975651178167,81.1000000000001
"tanzania","Mbinga",181.680736494702,171,5.15957289420952,267
"tanzania","Namtumbo",332.454258917589,314,5.64763086872912,564
"tanzania","Nyasa",269.673127291776,263,5.58310362089739,335.3
"tanzania","Songea Rural",252.584343074364,174,5.20744989744245,650.5
"tanzania","Songea Urban",17.5269286754003,16,2.61491277659572,33.4
"tanzania","Tunduru",442.353147490207,421,6.05516690509961,629
"tanzania","Kahama",129.526554812666,108,4.69290435849411,229
"tanzania","Kahama Town",36.9899812147777,31,3.36750214703988,73
"tanzania","Kishapu",98.6089613034623,91,4.46528132341425,169
"tanzania","Shinyanga Rural",90.4629585231359,88,4.36287365942716,152
"tanzania","Shinyanga Urban",22.0309119010819,20,2.86113672326175,41
"tanzania","Bariadi",241.533551810237,210,5.39511445420882,405
"tanzania","Busega",93.9287090558767,93,4.52476561790754,124
"tanzania","Itilima",301.28443877551,293,5.63521786912799,462
"tanzania","Maswa",122.085309158531,122,4.78018508032778,162
"tanzania","Meatu",338.418266048974,307,5.76047627357893,520
"tanzania","Ikungi",263.689300806761,265,5.52579958221656,372
"tanzania","Iramba",211.787873063846,205,5.33127199613795,281
"tanzania","Manyoni",467.952098446357,477,5.95199211379907,828
"tanzania","Mkalama",251.450218818381,247,5.51204803620881,322
"tanzania","Singida Rural",222.461565710237,216,5.3944182095608,282
"tanzania","Singida Urban",174.121893491124,170,5.15918870037582,201
"tanzania","Ileje",96.7573726541555,96,4.51710616594744,140
"tanzania","Mbozi",78.903331871986,68,4.22273620956286,142.900000000001
"tanzania","Momba",187.296829370046,188.5,5.21253773418286,237.7
"tanzania","Songwe",471.374431990306,454,6.03285444928562,773
"tanzania","Tunduma",78.2313953488372,77,4.04125034824222,142.1
"tanzania","Igunga",148.264123611782,140,4.95222697156366,213
"tanzania","Kaliua",337.287093215665,317,5.72854542095636,542.1
"tanzania","Nzega",98.8336760090899,95,4.53541830050603,147
"tanzania","Sikonge",383.801922516749,355,5.8064607166603,665
"tanzania","Tabora",34.4511410181393,32,3.29128042616113,64
"tanzania","Urambo",226.82281667978,198,5.31086668637651,399.6
"tanzania","Uyui",164.856025039124,151,4.94493718149118,291
"tanzania","Handeni",162.844372153546,150,5.00372609124575,268
"tanzania","Handeni Town",210.425357873211,177,5.30188073118314,338
"tanzania","Kilindi",271.912013760254,264,5.57145976619479,377
"tanzania","Korogwe",141.678828229028,130,4.88532860009708,222
"tanzania","Korogwe Town",68.1977186311787,67,4.22679315036228,81
"tanzania","Lushoto",200.953125,194,5.25771128816856,285
"tanzania","Mkinga",114.018507281553,102,4.61265987687752,197
"tanzania","Muheza",59.468253968254,52,3.97503637597499,101
"tanzania","Pangani",135.352573352573,143,4.8591273059995,185
"tanzania","Tanga",23.3952879581152,22,2.82867449715641,45
