"unit","min_n","spatial","country","outcome","n_areas","p_used","n_basis","Q_obs","Q_null_mean","Q_ratio","Q_z","p_perm_Q","Tmax_obs","p_perm_Tmax","q_bh_Q","q_bh_Tmax"
"admin2",0,"S0_none","Ghana","child_iron",75,360,0,0.106771835083898,0.0136314827412995,7.83273816284194,15.3893962519805,0.000499750124937531,0.624564459554571,0.000499750124937531,0.0028735632183908,0.00574712643678161
"admin2",0,"S0_none","Ghana","child_vitA",75,360,0,0.0460518704954877,0.0136541106323582,3.37274771938288,5.5159219524134,0.00199900049975012,0.425048547051467,0.0284857571214393,0.00766283524904215,0.0655172413793103
"admin2",0,"S0_none","SierraLeone","women_folate",14,369,0,0.0851716023854406,0.0772855287885588,1.1020381657536,0.260849692982953,0.341329335332334,0.714097023430772,0.446276861569215,0.436143039591315,0.513218390804598
"admin2",0,"S0_none","SierraLeone","child_vitA",14,369,0,0.0558554389623733,0.0773124184882774,0.722463998081271,-0.724916700067642,0.738130934532734,0.752531628423589,0.274362818590705,0.808429118773946,0.394185260311021
"admin2",0,"S0_none","SierraLeone","child_iron",14,369,0,0.107612174421121,0.0770706256780156,1.39628001556263,0.993324679905971,0.154922538730635,0.750781289315963,0.280359820089955,0.237547892720307,0.394185260311021
"admin2",0,"S0_none","SierraLeone","women_iron",14,369,0,0.0968288588262212,0.0765016059672077,1.26571014558475,0.687906755048344,0.225887056471764,0.746675636756972,0.291354322838581,0.305611899932387,0.394185260311021
"admin2",0,"S0_none","SierraLeone","women_vitA",14,369,0,0.0464443454938232,0.0783496729033119,0.592782889484916,-1.05281910826352,0.873563218390805,0.698549583879306,0.523238380809595,0.907546226886557,0.573070607553366
"admin2",0,"S1_latlon","Malawi","child_vitA",87,369,2,0.0217597496419871,0.0117783318674969,1.84743899957809,2.87555971812228,0.0169915042478761,0.344940415004242,0.231884057971014,0.130268199233716,0.458128078817734
"admin2",0,"S1_latlon","Malawi","child_zinc",87,369,2,0.0112432119953466,0.0116771990056513,0.962834665222829,-0.125961859366787,0.474262868565717,0.286763962946827,0.719640179910045,0.621966794380587,0.900574712643678
"admin2",0,"S1_latlon","Gambia","child_vitA",30,371,2,0.0210375204358396,0.0345737686233185,0.608482131787353,-1.27387031384764,0.948025987006497,0.400330605293882,0.968015992003998,0.948025987006497,0.980509745127436
"admin2",0,"S1_latlon","Malawi","women_folate",87,369,2,0.0269760685718293,0.0114835812521623,2.34909894217449,4.77249922553559,0.00149925037481259,0.400893183258934,0.0334832583708146,0.0344827586206897,0.336206896551724
"admin2",0,"S1_latlon","Malawi","women_b12",87,369,2,0.0174129509860643,0.0115491714742292,1.50772295873514,1.78882898793492,0.056471764117941,0.340941893621269,0.232383808095952,0.208173690932312,0.458128078817734
"admin2",0,"S1_latlon","Malawi","child_iron",87,369,2,0.023736004988955,0.0116070767556719,2.04495976795846,3.52125057672649,0.00849575212393803,0.390938091430318,0.047976011994003,0.0977011494252873,0.336206896551724
"admin2",0,"S1_latlon","Malawi","women_iron",87,369,2,0.0171306003846498,0.0116115410822305,1.47530808041193,1.64065729738461,0.0614692653673163,0.334617903617493,0.270364817591204,0.208173690932312,0.458128078817734
"admin2",0,"S1_latlon","Gambia","child_iron",30,371,2,0.0326072207901426,0.0343931152356391,0.948074071416306,-0.16605578569966,0.486756621689155,0.552923391159464,0.278860569715142,0.621966794380587,0.458128078817734
"admin2",0,"S1_latlon","Malawi","women_vitA",87,369,2,0.00743343360967212,0.0116753081683995,0.636679863388234,-1.24288851187696,0.945527236381809,0.240248160142026,0.977511244377811,0.948025987006497,0.980509745127436
"admin2",0,"S1_latlon","Malawi","women_zinc",87,369,2,0.00906730931702515,0.0116643950182923,0.777349301254426,-0.753520816855731,0.774112943528236,0.366708356435482,0.110444777611194,0.890229885057471,0.423645320197044
"admin2",0,"S1_latlon","Gambia","women_iron",30,371,2,0.0358636542500468,0.034041743949828,1.05351988731553,0.172510214188246,0.347826086956522,0.471750775485181,0.744627686156922,0.590804597701149,0.900574712643678
"admin2",0,"S1_latlon","Gambia","women_vitA",30,371,2,0.0291544766168716,0.0345783963323594,0.843141374650393,-0.504155893755803,0.657171414292854,0.466842410303829,0.783108445777111,0.795523290986086,0.900574712643678
"admin2",0,"S1_latlon","Ghana","women_iron",75,360,2,0.0208772516770454,0.0134140386803115,1.55637330222463,1.57946801027544,0.0729635182408796,0.374598301597496,0.188905547226387,0.208173690932312,0.458128078817734
"admin2",0,"S1_latlon","Ghana","women_vitA",75,360,2,0.008569157626366,0.0135584792272381,0.632014659074089,-1.04482580112388,0.917541229385307,0.251908755553138,0.980509745127436,0.948025987006497,0.980509745127436
"admin2",0,"S1_latlon","Ghana","women_folate",75,360,2,0.0212891402742082,0.0135618618028446,1.56978006292195,1.61634623502841,0.0664667666166917,0.44212176451157,0.0194902548725637,0.208173690932312,0.336206896551724
