"group","predictor","meta_z","mu","tau2","k_countries","sign_agree","p_perm","p_fwer","domain","q_bh_perm"
"all","aef_A37",2.9134486998085,1.45672434990425,0,4,4,0.000499750124937531,0.00199900049975012,"Agricultural production, land use",0.0186406796601699
"all","aef_A45",2.94471929216309,1.47235964608154,0,4,4,0.000499750124937531,0.00199900049975012,"Agricultural production, land use",0.0186406796601699
"all","dhs_c_wasted",2.84087012867534,1.51893739357998,0.143502131372601,4,4,0.000499750124937531,0.00349825087456272,"Infant and child morbidity/mortality",0.0186406796601699
"vitA","dhs_c_wasted",3.90368856975643,2.14413631168216,0.206742056957301,4,4,0.000499750124937531,0.00499750124937531,"Infant and child morbidity/mortality",0.0169460724183363
"all","aef_A15",2.74922451398709,1.37461225699354,0,4,4,0.000499750124937531,0.00599700149925037,"Agricultural production, land use",0.0186406796601699
"women_vitA","dhs_c_wasted",4.62070088866514,2.34752427991953,0.0324391492858291,4,4,0.000499750124937531,0.00649675162418791,"Infant and child morbidity/mortality",0.0186406796601699
"all","soil_magnesium_stdev_0_20",-2.59914246828482,-1.29957123414241,0,4,4,0.000499750124937531,0.0174912543728136,"Soil characteristics",0.0186406796601699
"child_vitA","aef_A15",4.18431699960561,2.36841077418111,0.281518528923409,4,4,0.000499750124937531,0.0204897551224388,"Agricultural production, land use",0.0266295423716713
"all","soil_calcium_stdev_20_50",-2.52456485152287,-1.26228242576144,0,4,4,0.000499750124937531,0.0224887556221889,"Soil characteristics",0.0186406796601699
"child_vitA","aef_A37",4.04993368897353,2.31379901340219,0.305615897787459,4,4,0.000499750124937531,0.0249875062468766,"Agricultural production, land use",0.0266295423716713
"child_iron","aef_A03",4.0580373672602,2.39902682500714,0.397970850713672,4,4,0.000499750124937531,0.0259870064967516,"Agricultural production, land use",0.0372813593203398
"women_vitA","precip_y2010",-3.91619150966307,-1.95809575483154,0,4,4,0.000499750124937531,0.0294852573713143,"Climate and weather",0.0186406796601699
"all","aef_A03",2.47235178998057,1.23617589499029,0,4,4,0.000499750124937531,0.0299850074962519,"Agricultural production, land use",0.0186406796601699
"women_vitA","tclim_aet_t0",-3.86222416711607,-1.93111208355803,0,4,4,0.000499750124937531,0.0329835082458771,"Climate and weather",0.0186406796601699
"women_vitA","soil_aluminium_stdev_20_50",3.80612023291551,1.90306011645775,0,4,4,0.000499750124937531,0.0374812593703148,"Soil characteristics",0.0186406796601699
"iron","aef_A03",3.67334314181097,1.83667157090548,0,4,4,0.000499750124937531,0.0379810094952524,"Agricultural production, land use",0.0466016991504248
"iron","soil_magnesium_stdev_0_20",-3.59144287743544,-1.84668775883576,0.0575697145907294,4,4,0.000499750124937531,0.0489755122438781,"Soil characteristics",0.0466016991504248
"vitA","aef_A15",3.66301214047393,2.23232685586276,0.485589575534629,4,4,0.000499750124937531,0.088455772113943,"Agricultural production, land use",0.0169460724183363
"all","tclim_tmmx_t0",2.28041354224844,1.57839807783296,0.916310394216575,4,4,0.000999500249875062,0.0914542728635682,"Climate and weather",0.0186406796601699
"all","soil_aluminium_stdev_0_20",2.26829976351655,1.13414988175827,0,4,4,0.000499750124937531,0.100949525237381,"Soil characteristics",0.0186406796601699
"all","dhs_hh_open_defecation",2.26490509358715,1.13245254679357,0,4,4,0.000999500249875062,0.101949025487256,"Water and sanitation",0.0186406796601699
"vitA","aef_A45",3.4113059103943,2.22746720566363,0.705459047966195,4,4,0.000499750124937531,0.103948025987006,"Agricultural production, land use",0.0169460724183363
"vitA","aef_A37",3.38489168735413,2.13013973524386,0.584114707325205,4,4,0.000499750124937531,0.105447276361819,"Agricultural production, land use",0.0169460724183363
"all","spam_share_cereals",2.25175836556312,1.12587918278156,0,4,4,0.000999500249875062,0.106446776611694,"Agricultural production, land use",0.0186406796601699
"all","tclim_vpd_t0",2.24799689240971,1.12399844620486,0,4,4,0.00149925037481259,0.111944027986007,"Climate and weather",0.0233008495752124
"child_vitA","dhs_c_fg_other_fruitveg",-3.64421649127306,-1.82210824563653,0,4,4,0.000499750124937531,0.130434782608696,"Dietary diversity",0.0266295423716713
"all","aef_A54",-2.21748216786438,-1.10874108393219,0,4,4,0.000999500249875062,0.131934032983508,"Agricultural production, land use",0.0186406796601699
"vitA","precip_y2010",-3.15583821670392,-1.57791910835196,0,4,4,0.000499750124937531,0.135432283858071,"Climate and weather",0.0169460724183363
"women_vitA","precip_y2015",-3.53611330625897,-1.76805665312949,0,4,4,0.000499750124937531,0.140929535232384,"Climate and weather",0.0186406796601699
"vitA","soilgrids_clay",-3.11635525360185,-1.89073723051131,0.472408864925144,4,4,0.00149925037481259,0.140929535232384,"Soil characteristics",0.0266295423716713
"women_vitA","aef_A45",3.53155977125645,2.14629255783722,0.47742249969097,4,4,0.000999500249875062,0.141929035482259,"Agricultural production, land use",0.0266295423716713
"iron","aef_A06",-3.28345397837295,-1.64172698918648,0,4,4,0.00199900049975012,0.142428785607196,"Agricultural production, land use",0.0745627186406796
"child_iron","aef_A55",3.6520317408973,1.82601587044865,0,4,4,0.000499750124937531,0.143928035982009,"Agricultural production, land use",0.0372813593203398
"vitA","dhs_w_no_education",3.09586217534138,1.54793108767069,0,4,4,0.000999500249875062,0.145427286356822,"Education, employment, SES",0.0207118662890777
"vitA","dhs_w_primary_edu",-3.09586217534138,-1.54793108767069,0,4,4,0.000999500249875062,0.145427286356822,"Education, employment, SES",0.0207118662890777
"child_iron","spam_share_cereals",3.64552016791676,2.45256048400493,0.81042456621486,4,4,0.000999500249875062,0.145927036481759,"Agricultural production, land use",0.0466016991504248
"child_vitA","lst_night_m04_t0",3.53109886960989,1.76554943480495,0,4,4,0.000499750124937531,0.148925537231384,"Climate and weather",0.0266295423716713
"vitA","lst_night_m04_t0",3.08621970533155,1.54310985266577,0,4,4,0.000499750124937531,0.148925537231384,"Climate and weather",0.0169460724183363
"all","aef_A06",-2.18480302159507,-1.09240151079754,0,4,3,0.000499750124937531,0.149425287356322,"Agricultural production, land use",0.0186406796601699
"women_vitA","npp_gpp_t0",-3.46501130730476,-1.73250565365238,0,4,4,0.000499750124937531,0.150924537731134,"Ecosystem productivity/greenness",0.0186406796601699
"women_iron","soil_aluminium_stdev_0_20",3.61941791103468,1.80970895551734,0,4,4,0.000999500249875062,0.152423788105947,"Soil characteristics",0.143389843539769
"all","lst_night_m03_t0",2.18179744404801,1.090898722024,0,4,4,0.00149925037481259,0.152923538230885,"Climate and weather",0.0233008495752124
"all","dhs_c_diet_groups_n",-2.17790515224158,-1.08895257612079,0,4,4,0.000999500249875062,0.15392303848076,"Dietary diversity",0.0186406796601699
"all","lst_night_annual_range_t0",2.17356537197645,1.08678268598823,0,4,4,0.00199900049975012,0.157421289355322,"Climate and weather",0.0238983072566281
"women_vitA","tclim_def_t0",3.39927269370428,2.19549966217891,0.668609567258984,4,4,0.000499750124937531,0.164417791104448,"Climate and weather",0.0186406796601699
"women_folate","dhs_hh_cook_indoors",3.8002011672502,3.8002011672502,0,1,1,0.0894552723638181,0.166416791604198,"Built environment",0.630054972513743
"all","dhs_w_any_media",-2.15781083287082,-1.07890541643541,0,4,4,0.00249875062468766,0.166916541729135,"Fertility, reproductive health",0.0238983072566281
"iron","soil_aluminium_stdev_0_20",3.22996225678668,1.61498112839334,0,4,4,0.00149925037481259,0.168415792103948,"Soil characteristics",0.0699025487256372
"vitA","npp_gpp_t0",-3.01349117048693,-1.54195039814197,0.0472755188349547,4,4,0.000499750124937531,0.170914542728636,"Ecosystem productivity/greenness",0.0169460724183363
"vitA","npp_npp_t0",-2.98897112771482,-2.48006544794968,1.75386619628184,4,4,0.000999500249875062,0.178910544727636,"Ecosystem productivity/greenness",0.0207118662890777
"child_vitA","lst_night_m03_t0",3.39618922332457,1.69809461166228,0,4,4,0.000499750124937531,0.180909545227386,"Climate and weather",0.0266295423716713
"all","aef_A59",-2.13913851797021,-1.06956925898511,0,4,4,0.000999500249875062,0.181409295352324,"Agricultural production, land use",0.0186406796601699
"all","dhs_w_bmi_overweight",-2.13290377951326,-1.06984937512504,0.0063817172220552,4,4,0.000999500249875062,0.184907546226887,"Adult nutrition",0.0186406796601699
"women_vitA","soilgrids_clay",-3.30193024331075,-1.96981445564875,0.423556942188884,4,4,0.000499750124937531,0.190904547726137,"Soil characteristics",0.0186406796601699
"vitA","dhs_w_bmi_overweight",-2.94951152478619,-1.57047567804478,0.134023948522715,4,4,0.000499750124937531,0.193403298350825,"Adult nutrition",0.0169460724183363
"vitA","soil_aluminium_stdev_20_50",2.94996106433312,1.54487246013852,0.097015303366498,4,4,0.000499750124937531,0.193403298350825,"Soil characteristics",0.0169460724183363
"vitA","lst_night_m03_t0",2.94806294561138,1.47403147280569,0,4,4,0.000499750124937531,0.1944027986007,"Climate and weather",0.0169460724183363
"child_iron","aef_A53",-3.37419990757646,-1.68709995378823,0,4,4,0.000499750124937531,0.195902048975512,"Agricultural production, land use",0.0372813593203398
"iron","tclim_tmmx_t0",3.17293144086331,1.58646572043166,0,4,4,0.000999500249875062,0.198900549725137,"Climate and weather",0.0532590847433426
"vitA","dhs_w_edu_years_mean",-2.93531645307951,-1.46765822653975,0,4,4,0.00149925037481259,0.201899050474763,"Education, employment, SES",0.0266295423716713
"all","soil_magnesium_stdev_20_50",-2.10914424819129,-1.05457212409565,0,4,4,0.000999500249875062,0.2063968015992,"Soil characteristics",0.0186406796601699
"women_vitA","lst_night_annual_range_t0",3.25727379463707,1.62863689731854,0,4,4,0.00149925037481259,0.209395302348826,"Climate and weather",0.0310677994336165
"child_iron","tclim_tmmx_t0",3.30911300649578,1.65455650324789,0,4,4,0.000999500249875062,0.210394802598701,"Climate and weather",0.0466016991504248
"child_iron","tclim_soil_t0",-3.30590777117119,-1.6529538855856,0,4,4,0.000499750124937531,0.211894052973513,"Climate and weather",0.0372813593203398
"child_vitA","dhs_CN_ANMC_C_ANY",3.29526971116091,1.64784219026831,0.000251691365261015,4,4,0.000499750124937531,0.212893553223388,"Adult nutrition",0.0266295423716713
"all","soil_zinc_mean_0_20",-2.10358115953362,-1.20455964828726,0.311589911783535,4,3,0.00199900049975012,0.214392803598201,"Soil characteristics",0.0238983072566281
"women_vitA","precip_y2011",-3.24123480678337,-1.62061740339168,0,4,4,0.000499750124937531,0.214892553723138,"Climate and weather",0.0186406796601699
"all","tclim_def_t0",2.10096749653641,1.0504837482682,0,4,4,0.00149925037481259,0.217391304347826,"Climate and weather",0.0233008495752124
"iron","soil_calcium_stdev_20_50",-3.13640125209943,-1.80259550601493,0.321275317899081,4,4,0.000499750124937531,0.219890054972514,"Soil characteristics",0.0466016991504248
"vitA","lcover_tree_frac_t0",-2.89632353500788,-1.44816176750394,0,4,4,0.00199900049975012,0.219890054972514,"Built environment",0.0266295423716713
"women_vitA","aef_A15",3.20735332101565,2.0962429375444,0.708636216868776,4,4,0.00149925037481259,0.227886056971514,"Agricultural production, land use",0.0310677994336165
"women_vitA","dhs_w_bmi_overweight",-3.20443162945814,-1.60221581472907,0,4,4,0.000999500249875062,0.230384807596202,"Adult nutrition",0.0266295423716713
"women_vitA","precip_y2019",-3.19641436316355,-1.62539815417298,0.0343162997232011,4,4,0.000999500249875062,0.23488255872064,"Climate and weather",0.0266295423716713
"child_iron","dhs_w_barriers_n",3.2385609047099,1.61928045235495,0,4,4,0.00199900049975012,0.239380309845077,"Healthcare access",0.0745627186406796
"women_vitA","lst_night_annual_sd_t0",3.17224768400966,1.58612384200483,0,4,4,0.00149925037481259,0.244377811094453,"Climate and weather",0.0310677994336165
"child_vitA","aef_A45",3.20179460927401,2.30864185349005,1.07963052129209,4,4,0.00199900049975012,0.246376811594203,"Agricultural production, land use",0.0332869279645891
"all","dhs_w_no_education",2.07444212467309,1.03722106233655,0,4,4,0.00249875062468766,0.248375812093953,"Education, employment, SES",0.0238983072566281
"all","dhs_w_primary_edu",-2.07444212467309,-1.03722106233655,0,4,4,0.00249875062468766,0.248375812093953,"Education, employment, SES",0.0238983072566281
"vitA","dhs_CN_ANMC_C_ANY",2.83371549269561,1.42915510212217,0.0174339620517643,4,4,0.000999500249875062,0.249375312343828,"Adult nutrition",0.0207118662890777
"all","lst_night_annual_sd_t0",2.07302685814742,1.03651342907371,0,4,4,0.00249875062468766,0.249375312343828,"Climate and weather",0.0238983072566281
"iron","aef_A54",-3.08213724180612,-1.54106862090306,0,4,4,0.000999500249875062,0.257371314342829,"Agricultural production, land use",0.0532590847433426
"vitA","lai_t0",-2.81398297800331,-1.40699148900166,0,4,4,0.00199900049975012,0.259870064967516,"Ecosystem productivity/greenness",0.0266295423716713
"child_vitA","dhs_w_edu_years_mean",-3.16347785197685,-1.58173892598843,0,4,4,0.000999500249875062,0.263368315842079,"Education, employment, SES",0.0332869279645891
"child_vitA","lcover_tree_frac_t0",-3.15722718671659,-1.5786135933583,0,4,4,0.00149925037481259,0.264867566216892,"Built environment",0.0332869279645891
"all","dhs_hh_wealth_poor",2.05316473843264,1.20227791869393,0.371583143412527,4,4,0.00199900049975012,0.269365317341329,"Household assets and characteristics",0.0238983072566281
"all","npp_gpp_t0",-2.0492220034954,-1.07114252208246,0.0928900973515492,4,4,0.00299850074962519,0.272363818090955,"Ecosystem productivity/greenness",0.0248542395468932
"vitA","dhs_c_fg_other_fruitveg",-2.78798360590206,-1.39399180295103,0,4,4,0.000999500249875062,0.272863568215892,"Dietary diversity",0.0207118662890777
"child_vitA","dhs_w_delivery_facility",-3.14160739999732,-1.57080369999866,0,4,4,0.00149925037481259,0.274362818590705,"Fertility, reproductive health",0.0332869279645891
"all","soil_calcium_stdev_0_20",-2.046215218235,-1.08784848256807,0.1305614982313,4,3,0.00449775112443778,0.274862568715642,"Soil characteristics",0.0299582351681302
"all","soilgrids_clay",-2.04437314845784,-1.02218657422892,0,4,4,0.00199900049975012,0.27736131934033,"Soil characteristics",0.0238983072566281
"all","lcover_grass_frac_t0",2.04410294504274,1.02205147252137,0,4,4,0.000999500249875062,0.278360819590205,"Built environment",0.0186406796601699
"all","npp_npp_t0",-2.02771996071132,-1.8902226412628,2.47592150475712,4,4,0.00149925037481259,0.300349825087456,"Ecosystem productivity/greenness",0.0233008495752124
"all","lst_night_m08_t0",2.02645503730025,1.1284790994621,0.240432358570233,4,3,0.00349825087456272,0.301849075462269,"Climate and weather",0.0277627143874871
"women_folate","tclim_pdsi_t0",-3.2185997120085,-1.85825941014176,0,3,3,0.000499750124937531,0.303348325837081,"Climate and weather",0.0932033983008496
"child_iron","dhs_CH_VACC_C_DP1",-3.0755770445508,-1.5377885222754,0,4,4,0.00199900049975012,0.305847076461769,"Infant and child morbidity/mortality",0.0745627186406796
"vitA","lcover_grass_frac_t0",2.73584262021747,1.36792131010873,0,4,4,0.00149925037481259,0.310844577711144,"Built environment",0.0266295423716713
"iron","aef_A55",3.00334876779124,1.50167438389562,0,4,4,0.000999500249875062,0.311344327836082,"Agricultural production, land use",0.0532590847433426
"all","aef_A55",2.01617891284157,1.00808945642079,0,4,4,0.00249875062468766,0.312843578210895,"Agricultural production, land use",0.0238983072566281
"iron","spam_share_cereals",2.98422522085527,1.77340077250454,0.412571972832004,4,4,0.00349825087456272,0.324837581209395,"Agricultural production, land use",0.106518169486685
"all","lst_night_m05_t0",2.00528587966521,1.06939085700179,0.137575770291467,4,3,0.000999500249875062,0.325337331334333,"Climate and weather",0.0186406796601699
"child_iron","aef_A06",-3.02935565313159,-2.18041145896927,1.07222245698946,4,4,0.000999500249875062,0.326336831584208,"Agricultural production, land use",0.0466016991504248
"child_vitA","dhs_c_wasted",3.0408154741215,1.94074834344479,0.629364711942461,4,4,0.00149925037481259,0.326336831584208,"Infant and child morbidity/mortality",0.0332869279645891
"child_vitA","dhs_w_no_education",3.0268339429886,1.63264689271767,0.163770468624457,4,4,0.00199900049975012,0.334332833583208,"Education, employment, SES",0.0332869279645891
"child_vitA","dhs_w_primary_edu",-3.0268339429886,-1.63264689271767,0.163770468624457,4,4,0.00199900049975012,0.334332833583208,"Education, employment, SES",0.0332869279645891
"all","aef_A63",1.99708138729188,0.99854069364594,0,4,4,0.00199900049975012,0.337831084457771,"Agricultural production, land use",0.0238983072566281
"vitA","precip_y2015",-2.69929666164404,-1.47843930502016,0.199957200398618,4,4,0.000999500249875062,0.339330334832584,"Climate and weather",0.0207118662890777
"child_vitA","lcover_grass_frac_t0",3.01138566814217,1.50569283407109,0,4,4,0.00149925037481259,0.341829085457271,"Built environment",0.0332869279645891
"all","dhs_CN_ANMC_C_ANY",1.9890449218134,0.994522460906702,0,4,4,0.00299850074962519,0.348325837081459,"Adult nutrition",0.0248542395468932
"vitA","lst_night_annual_range_t0",2.68245117546003,1.34122558773001,0,4,4,0.00199900049975012,0.351324337831084,"Climate and weather",0.0266295423716713
"child_vitA","npp_npp_t0",-2.98826702202091,-1.8448012196708,0.524475121679777,4,4,0.00299850074962519,0.353323338330835,"Ecosystem productivity/greenness",0.0372813593203398
"vitA","lst_night_annual_max_t0",2.67762188156936,1.33881094078468,0,4,4,0.00249875062468766,0.35432283858071,"Climate and weather",0.0310677994336165
"iron","soil_phosphorus_mean_0_20",2.95183750107422,1.50399471831177,0.038407274381523,4,4,0.00199900049975012,0.355322338830585,"Soil characteristics",0.0745627186406796
"iron","aef_A36",-2.95009975546755,-1.47504987773378,0,4,4,0.00299850074962519,0.356821589205397,"Agricultural production, land use",0.101676434510018
"all","aef_A36",-1.9775628239539,-0.988781411976952,0,4,4,0.00199900049975012,0.363818090954523,"Agricultural production, land use",0.0238983072566281
"child_vitA","lst_night_m06_t0",2.96832521971894,1.48416260985947,0,4,4,0.00149925037481259,0.365317341329335,"Climate and weather",0.0332869279645891
"child_vitA","lai_t0",-2.9665032944646,-1.4832516472323,0,4,4,0.00249875062468766,0.366816591704148,"Ecosystem productivity/greenness",0.0332869279645891
"women_vitA","soil_iron_mean_20_50",-2.94534158533456,-1.47267079266728,0,4,4,0.000999500249875062,0.368315842078961,"Soil characteristics",0.0266295423716713
"women_folate","dhs_AN_ANEM_W_ANY",3.04017525862227,1.75524600394921,0,3,3,0.00199900049975012,0.370814592703648,"Adult nutrition",0.186406796601699
"women_vitA","dhs_WS_TLET_H_IMP",-2.94315958702833,-1.73289968840012,0.386689463256514,4,3,0.00149925037481259,0.370814592703648,"Water and sanitation",0.0310677994336165
"child_vitA","soil_phosphorus_stdev_0_20",2.94404640791062,1.47202320395531,0,4,4,0.00199900049975012,0.377811094452774,"Soil characteristics",0.0332869279645891
"vitA","tclim_vpd_t0",2.64324958070416,1.36111797185381,0.0606575409889069,4,4,0.00199900049975012,0.378310844577711,"Climate and weather",0.0266295423716713
"child_vitA","dhs_w_skilled_attendant",-2.9368204785204,-1.4684102392602,0,4,4,0.000999500249875062,0.381309345327336,"Fertility, reproductive health",0.0332869279645891
"child_vitA","lst_night_m05_t0",2.93653401162014,1.7642953999559,0.443884732684683,4,4,0.00149925037481259,0.381809095452274,"Climate and weather",0.0332869279645891
"vitA","soil_zinc_mean_0_20",-2.63310865190675,-2.06262452403858,1.45449858077694,4,3,0.00349825087456272,0.382308845577211,"Soil characteristics",0.0334576301592793
"women_vitA","dhs_w_no_education",2.92643056524741,1.46321528262371,0,4,4,0.00349825087456272,0.383308345827086,"Education, employment, SES",0.0466016991504248
"women_vitA","dhs_w_primary_edu",-2.92643056524741,-1.46321528262371,0,4,4,0.00349825087456272,0.383308345827086,"Education, employment, SES",0.0466016991504248
"women_vitA","precip_y2018",-2.92403656489724,-1.46201828244862,0,4,4,0.00199900049975012,0.384807596201899,"Climate and weather",0.0392435361266735
"all","dhs_hh_wealth_poorest",1.96157525486372,1.75352974053247,2.19651182171518,4,4,0.00299850074962519,0.389805097451274,"Household assets and characteristics",0.0248542395468932
"all","soil_zinc_mean_20_50",-1.9572069361806,-1.13420362236658,0.34328621785508,4,3,0.00299850074962519,0.396301849075462,"Soil characteristics",0.0248542395468932
"vitA","aef_A59",-2.61218954771667,-1.30609477385833,0,4,4,0.00399800099950025,0.399300349825087,"Agricultural production, land use",0.0355060564955617
"vitA","dhs_w_delivery_facility",-2.61146987038528,-1.30573493519264,0,4,4,0.00199900049975012,0.400299850074962,"Fertility, reproductive health",0.0266295423716713
"women_folate","dhs_hh_open_defecation",2.99013710226657,2.22358385037247,0.658998805583674,3,3,0.00149925037481259,0.401799100449775,"Water and sanitation",0.186406796601699
"vitA","dhs_w_literate",-2.60107410561218,-1.35625790667876,0.0875246417403445,4,3,0.00349825087456272,0.40679660169915,"Education, employment, SES",0.0334576301592793
"women_iron","soil_cec_mean_20_50",2.8981156194603,1.44905780973015,0,4,4,0.00249875062468766,0.409295352323838,"Soil characteristics",0.143389843539769
"child_vitA","lst_night_annual_mean_t0",2.88992002662549,1.44496001331275,0,4,4,0.000999500249875062,0.412793603198401,"Climate and weather",0.0332869279645891
"vitA","dhs_WS_TLET_H_IMP",-2.58471371781902,-1.67291959571489,0.675657413917664,4,3,0.00199900049975012,0.415292353823088,"Water and sanitation",0.0266295423716713
"women_vitA","map_interventions202406globalantimalarialeffectivetreatment",-2.8686336612726,-1.95081647737791,0.84987609893942,4,4,0.00249875062468766,0.423288355822089,"Malaria incidence and treatment",0.0466016991504248
"child_vitA","soilgrids_clay",-2.86858181609127,-1.81166000537387,0.595434219831138,4,4,0.00249875062468766,0.434782608695652,"Soil characteristics",0.0332869279645891
"child_iron","aef_A54",-2.85833972555027,-1.74940073962431,0.498341858867197,4,4,0.00249875062468766,0.438280859570215,"Agricultural production, land use",0.0847303620916814
"vitA","tclim_def_t0",2.55665821673409,1.85258123898012,1.10024116724222,4,4,0.00199900049975012,0.439780109945027,"Climate and weather",0.0266295423716713
"child_vitA","aef_A05",2.86125120653458,1.43062560326729,0,4,4,0.00199900049975012,0.440779610194903,"Agricultural production, land use",0.0332869279645891
"vitA","aef_A02",2.55443295278211,1.27721647639105,0,4,4,0.00299850074962519,0.44127936031984,"Agricultural production, land use",0.0334576301592793
"child_vitA","spam_prod_pulses",2.84874040777086,1.42437020388543,0,4,4,0.00199900049975012,0.447776111944028,"Agricultural production, land use",0.0332869279645891
"child_vitA","lst_night_annual_max_t0",2.84689020069053,1.42344510034526,0,4,4,0.00249875062468766,0.449775112443778,"Climate and weather",0.0332869279645891
"child_iron","soil_aluminium_stdev_0_20",2.84050660253868,1.42025330126934,0,4,4,0.00399800099950025,0.451274362818591,"Soil characteristics",0.098685951142076
"women_iron","lst_night_m04_t0",2.84050407989425,1.42025203994713,0,4,4,0.00249875062468766,0.451274362818591,"Climate and weather",0.143389843539769
"all","dhs_WS_TLET_P_BAS",-1.91842893677074,-1.02977627209288,0.152535522259442,4,3,0.00299850074962519,0.452273863068466,"Water and sanitation",0.0248542395468932
"child_vitA","lst_night_m07_t0",2.84399826020964,1.60876165404301,0.279925673726299,4,4,0.00249875062468766,0.453273363318341,"Climate and weather",0.0332869279645891
"child_iron","tclim_vpd_t0",2.83523372274462,1.55139501710861,0.197642072506958,4,4,0.00299850074962519,0.453773113443278,"Climate and weather",0.0932033983008496
"child_vitA","dhs_RH_DELA_C_SKP",-2.84087485807799,-1.60003339153404,0.268860497807401,4,4,0.00249875062468766,0.455272363818091,"Fertility, reproductive health",0.0332869279645891
"women_vitA","npp_npp_t0",-2.8108792250248,-3.11532967622857,3.91341722769123,4,4,0.00299850074962519,0.458270864567716,"Ecosystem productivity/greenness",0.0466016991504248
"iron","dhs_w_bmi_low",2.82082713376489,1.41041356688244,0,4,4,0.00399800099950025,0.458270864567716,"Adult nutrition",0.106518169486685
"vitA","soilgrids_ph",2.53525554923616,1.26762777461808,0,4,4,0.00349825087456272,0.460769615192404,"Soil characteristics",0.0334576301592793
"all","map_interventions202406globalantimalarialeffectivetreatment",-1.90872158947285,-0.954360794736427,0,4,4,0.00249875062468766,0.461769115442279,"Malaria incidence and treatment",0.0238983072566281
"women_vitA","dhs_CH_VACC_C_NON",2.80061142269238,1.40030571134619,0,4,4,0.00299850074962519,0.464767616191904,"Infant and child morbidity/mortality",0.0466016991504248
"women_vitA","aef_A37",2.79992387627992,1.94648045708553,0.933159280613076,4,4,0.00349825087456272,0.465267366316842,"Agricultural production, land use",0.0466016991504248
"vitA","soilgrids_nitrogen",-2.52990048561007,-1.26495024280504,0,4,4,0.00349825087456272,0.466766616691654,"Soil characteristics",0.0334576301592793
"child_vitA","aef_A59",-2.8133383702368,-1.4066691851184,0,4,4,0.00449775112443778,0.478760619690155,"Agricultural production, land use",0.0453421937679809
"women_iron","dhs_w_bmi_low",2.79751701704598,1.39875850852299,0,4,4,0.00349825087456272,0.482758620689655,"Adult nutrition",0.143389843539769
"child_vitA","dhs_w_reads_newspaper",-2.80350547477012,-1.40175273738506,0,4,4,0.00349825087456272,0.488255872063968,"Fertility, reproductive health",0.0407764867566217
"vitA","dhs_w_secondary_plus",-2.50537650388619,-1.2526882519431,0,4,3,0.00299850074962519,0.492253873063468,"Education, employment, SES",0.0334576301592793
"child_vitA","dhs_w_secondary_plus",-2.7977851370948,-1.46514500393251,0.0969642923233076,4,3,0.00399800099950025,0.492753623188406,"Education, employment, SES",0.0438604227298116
"women_vitA","soilgrids_ph",2.75660101096938,1.37830050548469,0,4,4,0.00549725137431284,0.498750624687656,"Soil characteristics",0.0585849932176769
"child_vitA","lst_night_m08_t0",2.79134248071852,1.39567124035926,0,4,4,0.00349825087456272,0.499750124937531,"Climate and weather",0.0407764867566217
"child_vitA","soilgrids_nitrogen",-2.78777452703718,-1.61569534338624,0.343580360481172,4,4,0.00249875062468766,0.500749625187406,"Soil characteristics",0.0332869279645891
"child_vitA","dhs_hh_sheep",2.78849137372176,1.58106067577069,0.285933335272492,4,4,0.00299850074962519,0.500749625187406,"Agricultural production, land use",0.0372813593203398
"vitA","dhs_RH_DELA_C_SKP",-2.49874103135195,-1.37025063641495,0.202866748392979,4,4,0.00249875062468766,0.501249375312344,"Fertility, reproductive health",0.0310677994336165
"vitA","lst_night_annual_sd_t0",2.48910774591455,1.24455387295728,0,4,4,0.00549725137431284,0.509745127436282,"Climate and weather",0.0386882030682772
"women_iron","soil_magnesium_mean_20_50",2.75856317111908,1.37928158555954,0,4,4,0.00499750124937531,0.513743128435782,"Soil characteristics",0.143389843539769
"vitA","tclim_aet_t0",-2.48331866970569,-1.24165933485285,0,4,4,0.000999500249875062,0.513743128435782,"Climate and weather",0.0207118662890777
"child_vitA","soil_zinc_mean_0_20",-2.76983248036189,-2.20496267524856,1.53486869801654,4,3,0.00549725137431284,0.514742628685657,"Soil characteristics",0.0539598621741761
"vitA","dhs_CN_NUTS_C_WH2",2.48205370332555,1.24102685166278,0,4,4,0.00399800099950025,0.514742628685657,"Adult nutrition",0.0355060564955617
"vitA","lst_night_annual_mean_t0",2.47960368998837,1.23980184499419,0,4,4,0.00499750124937531,0.517241379310345,"Climate and weather",0.0386882030682772
"all","dhs_c_fg_eggs",-1.87119344989235,-1.45659636196507,1.42382385837879,4,3,0.00399800099950025,0.519740129935032,"Dietary diversity",0.0292402818198744
"women_vitA","soil_aluminium_mean_20_50",-2.7277740311502,-1.3638870155751,0,4,4,0.00349825087456272,0.523238380809595,"Soil characteristics",0.0466016991504248
"vitA","aef_A61",2.47155126780487,1.29717084384607,0.101831290154851,4,4,0.00349825087456272,0.52423788105947,"Agricultural production, land use",0.0334576301592793
"all","soilgrids_nitrogen",-1.86740567025617,-0.933702835128084,0,4,4,0.00499750124937531,0.525237381309345,"Soil characteristics",0.0315943723053727
"all","dhs_hh_cattle",1.86685537151536,1.27810095834221,0.40614539288336,3,2,0.00449775112443778,0.525237381309345,"Agricultural production, land use",0.0299582351681302
"child_iron","dhs_hh_cattle_any",2.74499450111391,1.58482331414216,0,3,3,0.00649675162418791,0.527736131934033,"Agricultural production, land use",0.106518169486685
