"unit","min_n","spatial","country","outcome","n_areas","p_used","n_basis","Q_obs","Q_null_mean","Q_ratio","Q_z","p_perm_Q","Tmax_obs","p_perm_Tmax","q_bh_Q","q_bh_Tmax"
"admin2",0,"S0_none","Malawi","child_vitA",87,355,0,0.0199737442885321,0.0118799074315297,1.68130470743578,2.05602380218759,0.0414792603698151,0.338289679533685,0.251374312843578,0.0733863837312113,0.394185260311021
"admin2",0,"S0_none","Malawi","child_zinc",87,355,0,0.0110640489598969,0.0117112082094173,0.944740180692884,-0.167147037533658,0.486256871564218,0.289358505318618,0.647176411794103,0.588626739261948,0.647176411794103
"admin2",0,"S0_none","Gambia","child_vitA",30,359,0,0.134989601397039,0.0340790974332381,3.96106738629119,7.03053305242919,0.000499750124937531,0.713937265675258,0.00399800099950025,0.00383141762452107,0.0298850574712644
"admin2",0,"S0_none","Malawi","women_folate",87,355,0,0.036720100494408,0.0115532754857816,3.17832813210407,6.856017360957,0.000999500249875062,0.429554149321276,0.0079960019990005,0.00574712643678161,0.0306513409961686
"admin2",0,"S0_none","Malawi","women_b12",87,355,0,0.0260741295793543,0.0115184562148942,2.26368265789287,3.91861410222367,0.00599700149925037,0.386118076053446,0.0539730134932534,0.0178799489144317,0.103448275862069
"admin2",0,"S0_none","Malawi","child_iron",87,355,0,0.0231868565680773,0.0116466426527132,1.9908618525937,3.02145714723282,0.0134932533733133,0.427352141225684,0.0104947526236882,0.0282131661442006,0.033205619412516
"admin2",0,"S0_none","Malawi","women_iron",87,355,0,0.0167261212670376,0.0116066973284807,1.44107499262471,1.3745298039065,0.0919540229885057,0.321387890664015,0.351824087956022,0.151067323481117,0.449553001277139
"admin2",0,"S0_none","Gambia","child_iron",30,359,0,0.11253371991931,0.0347695841836893,3.23655639149405,5.19017255569284,0.00199900049975012,0.685856717638466,0.00649675162418791,0.00919540229885057,0.0298850574712644
"admin2",0,"S0_none","Malawi","women_vitA",87,355,0,0.0105074928549175,0.0116174375763749,0.904458731612679,-0.303565824542057,0.540729635182409,0.317111611928944,0.381809095452274,0.62183908045977,0.462189957652753
"admin2",0,"S0_none","Malawi","women_zinc",87,355,0,0.00745478138537294,0.0116219417055701,0.641440266543415,-1.1649587562717,0.91704147926037,0.340550483874581,0.223388305847076,0.91704147926037,0.394185260311021
