"vocab","target","estimand","country","outcome","arm","n_units","spearman"
"cluster_agg","level","region","SierraLeone","women_vitA","null_train_mean",14,-0.446071285599886
"cluster_agg","level","region","SierraLeone","women_vitA","spatial",14,-0.365572262365801
"cluster_agg","level","region","SierraLeone","women_vitA","domain_index",14,0.120879120879121
"cluster_agg","level","region","SierraLeone","women_vitA","spatial_plus_domain",14,-0.365572262365801
"cluster_agg","level","region","SierraLeone","child_iron","null_train_mean",14,-0.452933920762961
"cluster_agg","level","region","SierraLeone","child_iron","spatial",14,-0.443256368118534
"cluster_agg","level","region","SierraLeone","child_iron","domain_index",14,0.362637362637363
"cluster_agg","level","region","SierraLeone","child_iron","spatial_plus_domain",14,-0.443256368118534
"cluster_agg","level","region","SierraLeone","women_iron","null_train_mean",14,0.0137252703261503
"cluster_agg","level","region","SierraLeone","women_iron","spatial",14,0.0434117061559389
"cluster_agg","level","region","SierraLeone","women_iron","domain_index",14,0.494505494505494
"cluster_agg","level","region","SierraLeone","women_iron","spatial_plus_domain",14,0.0434117061559389
"cluster_agg","level","region","SierraLeone","women_folate","null_train_mean",14,-0.505547457013204
"cluster_agg","level","region","SierraLeone","women_folate","spatial",14,-0.562067353387419
"cluster_agg","level","region","SierraLeone","women_folate","domain_index",14,-0.0549450549450549
"cluster_agg","level","region","SierraLeone","women_folate","spatial_plus_domain",14,-0.562067353387419
"cluster_agg","level","region","SierraLeone","women_b12","null_train_mean",14,-0.773190228373135
"cluster_agg","level","region","SierraLeone","women_b12","spatial",14,-0.53693426034977
"cluster_agg","level","region","SierraLeone","women_b12","domain_index",14,-0.67032967032967
"cluster_agg","level","region","SierraLeone","women_b12","spatial_plus_domain",14,-0.53693426034977
"cluster_agg","level","country","Gambia","child_vitA","domain_index",30,0.652057842046719
"cluster_agg","level","country","Ghana","child_vitA","domain_index",75,0.334879089615932
"cluster_agg","level","country","Malawi","child_vitA","domain_index",87,0.161806517460086
"cluster_agg","level","country","SierraLeone","child_vitA","domain_index",14,0.151648351648352
"cluster_agg","level","country","Gambia","women_vitA","domain_index",30,0.386874304783092
"cluster_agg","level","country","Ghana","women_vitA","domain_index",75,0.297866287339972
"cluster_agg","level","country","Malawi","women_vitA","domain_index",87,0.149668294816651
"cluster_agg","level","country","SierraLeone","women_vitA","domain_index",14,0.0505494505494506
"cluster_agg","level","country","Gambia","child_iron","domain_index",30,0.197330367074527
"cluster_agg","level","country","Ghana","child_iron","domain_index",75,0.404921763869132
"cluster_agg","level","country","Malawi","child_iron","domain_index",87,-0.0575563169789312
"cluster_agg","level","country","SierraLeone","child_iron","domain_index",14,0.296703296703297
"cluster_agg","level","country","Gambia","women_iron","domain_index",30,-0.0807563959955506
"cluster_agg","level","country","Ghana","women_iron","domain_index",75,0.309018492176387
"cluster_agg","level","country","Malawi","women_iron","domain_index",87,0.23048042574907
"cluster_agg","level","country","SierraLeone","women_iron","domain_index",14,0.0989010989010989
"cluster_agg","level","country","Ghana","women_folate","domain_index",75,-0.204466571834993
"cluster_agg","level","country","Malawi","women_folate","domain_index",87,-0.0255704600131224
"cluster_agg","level","country","SierraLeone","women_folate","domain_index",14,0.116483516483516
"cluster_agg","level","country","Ghana","women_b12","domain_index",75,0.581337126600284
"cluster_agg","level","country","Malawi","women_b12","domain_index",87,0.581103739884814
"cluster_agg","level","country","SierraLeone","women_b12","domain_index",14,0.406593406593407
"both","level","infill","Gambia","child_vitA","null_train_mean",30,-0.329503395960609
"both","level","infill","Gambia","child_vitA","region_mean_jk",30,0.585896261584499
"both","level","infill","Gambia","child_vitA","spatial",30,0.666963292547275
"both","level","infill","Gambia","child_vitA","domain_index",30,0.745494994438265
"both","level","infill","Gambia","child_vitA","spatial_plus_domain",30,0.666518353726363
"both","level","region","Gambia","child_vitA","null_train_mean",30,-0.667176297606191
"both","level","region","Gambia","child_vitA","spatial",30,0.745939933259177
"both","level","region","Gambia","child_vitA","domain_index",30,0.703225806451613
"both","level","region","Gambia","child_vitA","spatial_plus_domain",30,0.722358175750834
"both","level","infill","Gambia","women_vitA","null_train_mean",30,-0.337672901645582
"both","level","infill","Gambia","women_vitA","region_mean_jk",30,0.487052617979157
"both","level","infill","Gambia","women_vitA","spatial",30,0.612903225806452
"both","level","infill","Gambia","women_vitA","domain_index",30,0.723248053392658
"both","level","infill","Gambia","women_vitA","spatial_plus_domain",30,0.604449388209121
"both","level","region","Gambia","women_vitA","null_train_mean",30,-0.716647193142976
"both","level","region","Gambia","women_vitA","spatial",30,0.665406006674082
"both","level","region","Gambia","women_vitA","domain_index",30,0.773526140155729
"both","level","region","Gambia","women_vitA","spatial_plus_domain",30,0.678309232480534
"both","level","infill","Gambia","child_iron","null_train_mean",30,-0.307718047467345
"both","level","infill","Gambia","child_iron","region_mean_jk",30,0.143819224155244
"both","level","infill","Gambia","child_iron","spatial",30,0.371301446051168
"both","level","infill","Gambia","child_iron","domain_index",30,0.467630700778643
"both","level","infill","Gambia","child_iron","spatial_plus_domain",30,0.36551724137931
"both","level","region","Gambia","child_iron","null_train_mean",30,-0.486085588255939
"both","level","region","Gambia","child_iron","spatial",30,0.48476084538376
"both","level","region","Gambia","child_iron","domain_index",30,0.549276974416018
"both","level","region","Gambia","child_iron","spatial_plus_domain",30,0.477196885428254
"both","level","infill","Gambia","women_iron","null_train_mean",30,-0.296825373220713
"both","level","infill","Gambia","women_iron","region_mean_jk",30,0.468591170879501
"both","level","infill","Gambia","women_iron","spatial",30,0.576195773081201
"both","level","infill","Gambia","women_iron","domain_index",30,0.689877641824249
"both","level","infill","Gambia","women_iron","spatial_plus_domain",30,0.570189098998888
"both","level","region","Gambia","women_iron","null_train_mean",30,-0.634498274866296
"both","level","region","Gambia","women_iron","spatial",30,0.670745272525028
"both","level","region","Gambia","women_iron","domain_index",30,0.724137931034483
"both","level","region","Gambia","women_iron","spatial_plus_domain",30,0.672969966629588
"both","level","infill","Ghana","child_vitA","null_train_mean",75,-0.196629855673668
"both","level","infill","Ghana","child_vitA","region_mean_jk",75,0.438827415487944
"both","level","infill","Ghana","child_vitA","spatial",75,0.368307254623044
"both","level","infill","Ghana","child_vitA","domain_index",75,0.283684210526316
"both","level","infill","Ghana","child_vitA","spatial_plus_domain",75,0.371294452347084
"both","level","region","Ghana","child_vitA","null_train_mean",75,-0.577742166215411
"both","level","region","Ghana","child_vitA","spatial",75,0.252660028449502
"both","level","region","Ghana","child_vitA","domain_index",75,0.245348506401138
"both","level","region","Ghana","child_vitA","spatial_plus_domain",75,0.253883357041252
"both","level","infill","Ghana","women_vitA","null_train_mean",75,-0.162878330059694
"both","level","infill","Ghana","women_vitA","region_mean_jk",75,0.326448852275908
"both","level","infill","Ghana","women_vitA","spatial",75,0.425291607396871
"both","level","infill","Ghana","women_vitA","domain_index",75,0.500099573257468
"both","level","infill","Ghana","women_vitA","spatial_plus_domain",75,0.42076813655761
"both","level","region","Ghana","women_vitA","null_train_mean",75,-0.553827317763478
"both","level","region","Ghana","women_vitA","spatial",75,0.514935988620199
"both","level","region","Ghana","women_vitA","domain_index",75,0.496500711237553
"both","level","region","Ghana","women_vitA","spatial_plus_domain",75,0.514935988620199
"both","level","infill","Ghana","child_iron","null_train_mean",75,-0.177467699196057
"both","level","infill","Ghana","child_iron","region_mean_jk",75,0.378772943754716
"both","level","infill","Ghana","child_iron","spatial",75,0.527837837837838
"both","level","infill","Ghana","child_iron","domain_index",75,0.571465149359886
"both","level","infill","Ghana","child_iron","spatial_plus_domain",75,0.522816500711238
"both","level","region","Ghana","child_iron","null_train_mean",75,-0.556384520793882
"both","level","region","Ghana","child_iron","spatial",75,0.532517780938834
"both","level","region","Ghana","child_iron","domain_index",75,0.553712660028449
"both","level","region","Ghana","child_iron","spatial_plus_domain",75,0.533342816500711
"both","level","infill","Ghana","women_iron","null_train_mean",75,-0.175072429636356
"both","level","infill","Ghana","women_iron","region_mean_jk",75,0.37331071327822
"both","level","infill","Ghana","women_iron","spatial",75,0.588492176386913
"both","level","infill","Ghana","women_iron","domain_index",75,0.423328591749644
"both","level","infill","Ghana","women_iron","spatial_plus_domain",75,0.588492176386913
"both","level","region","Ghana","women_iron","null_train_mean",75,-0.517355030966714
"both","level","region","Ghana","women_iron","spatial",75,0.441650071123755
"both","level","region","Ghana","women_iron","domain_index",75,0.317069701280228
"both","level","region","Ghana","women_iron","spatial_plus_domain",75,0.436301564722617
"both","level","infill","Ghana","women_folate","null_train_mean",75,-0.168104372735406
"both","level","infill","Ghana","women_folate","region_mean_jk",75,0.40562207912274
"both","level","infill","Ghana","women_folate","spatial",75,0.572347083926031
"both","level","infill","Ghana","women_folate","domain_index",75,0.382076813655761
"both","level","infill","Ghana","women_folate","spatial_plus_domain",75,0.577140825035562
"both","level","region","Ghana","women_folate","null_train_mean",75,-0.628443359259562
"both","level","region","Ghana","women_folate","spatial",75,0.446799431009957
"both","level","region","Ghana","women_folate","domain_index",75,0.280028449502134
"both","level","region","Ghana","women_folate","spatial_plus_domain",75,0.412460881934566
"both","level","infill","Ghana","women_b12","null_train_mean",75,-0.232994402625498
"both","level","infill","Ghana","women_b12","region_mean_jk",75,0.477587882156241
"both","level","infill","Ghana","women_b12","spatial",75,0.563655761024182
"both","level","infill","Ghana","women_b12","domain_index",75,0.59226173541963
"both","level","infill","Ghana","women_b12","spatial_plus_domain",75,0.558605974395448
"both","level","region","Ghana","women_b12","null_train_mean",75,-0.636657838267842
"both","level","region","Ghana","women_b12","spatial",75,0.524125177809388
"both","level","region","Ghana","women_b12","domain_index",75,0.58628733997155
"both","level","region","Ghana","women_b12","spatial_plus_domain",75,0.508591749644381
"both","level","infill","Malawi","child_vitA","null_train_mean",87,-0.160662179078188
"both","level","infill","Malawi","child_vitA","region_mean_jk",87,0.0508720381710593
"both","level","infill","Malawi","child_vitA","spatial",87,0.0349019464897572
"both","level","infill","Malawi","child_vitA","domain_index",87,0.104423343296639
"both","level","infill","Malawi","child_vitA","spatial_plus_domain",87,0.0579117153896625
"both","level","region","Malawi","child_vitA","null_train_mean",87,-0.522470654632332
"both","level","region","Malawi","child_vitA","spatial",87,0.0418823357877087
"both","level","region","Malawi","child_vitA","domain_index",87,0.103995042647809
"both","level","region","Malawi","child_vitA","spatial_plus_domain",87,0.0516512356929358
"both","level","infill","Malawi","women_vitA","null_train_mean",87,-0.218418532783102
"both","level","infill","Malawi","women_vitA","region_mean_jk",87,0.137863323340736
"both","level","infill","Malawi","women_vitA","spatial",87,0.31160239119341
"both","level","infill","Malawi","women_vitA","domain_index",87,0.32146241889626
"both","level","infill","Malawi","women_vitA","spatial_plus_domain",87,0.31160239119341
"both","level","region","Malawi","women_vitA","null_train_mean",87,-0.560388086743131
"both","level","region","Malawi","women_vitA","spatial",87,0.3940912736021
"both","level","region","Malawi","women_vitA","domain_index",87,0.350441058540497
"both","level","region","Malawi","women_vitA","spatial_plus_domain",87,0.393289348983014
"both","level","infill","Malawi","child_iron","null_train_mean",87,-0.212312728240868
"both","level","infill","Malawi","child_iron","region_mean_jk",87,0.394970618996017
"both","level","infill","Malawi","child_iron","spatial",87,0.206012612087191
"both","level","infill","Malawi","child_iron","domain_index",87,0.322565065247503
"both","level","infill","Malawi","child_iron","spatial_plus_domain",87,0.289285193555442
"both","level","region","Malawi","child_iron","null_train_mean",87,-0.701285506472629
"both","level","region","Malawi","child_iron","spatial",87,0.0195924764890282
"both","level","region","Malawi","child_iron","domain_index",87,0.204144492235912
"both","level","region","Malawi","child_iron","spatial_plus_domain",87,0.136837500911278
"both","level","infill","Malawi","women_iron","null_train_mean",87,-0.196748274468698
"both","level","infill","Malawi","women_iron","region_mean_jk",87,0.128961403922565
"both","level","infill","Malawi","women_iron","spatial",87,0.221786833855799
"both","level","infill","Malawi","women_iron","domain_index",87,0.295408981555734
"both","level","infill","Malawi","women_iron","spatial_plus_domain",87,0.271132536268863
"both","level","region","Malawi","women_iron","null_train_mean",87,-0.581732034575527
"both","level","region","Malawi","women_iron","spatial",87,0.181854632937231
"both","level","region","Malawi","women_iron","domain_index",87,0.295582124371218
"both","level","region","Malawi","women_iron","spatial_plus_domain",87,0.184151053437341
"both","level","infill","Malawi","women_folate","null_train_mean",87,-0.204393318389059
"both","level","infill","Malawi","women_folate","region_mean_jk",87,0.361599269656413
"both","level","infill","Malawi","women_folate","spatial",87,0.491916964350805
"both","level","infill","Malawi","women_folate","domain_index",87,0.471085149814099
"both","level","infill","Malawi","women_folate","spatial_plus_domain",87,0.49887001530947
"both","level","region","Malawi","women_folate","null_train_mean",87,-0.683763402290563
"both","level","region","Malawi","women_folate","spatial",87,0.381315156375301
"both","level","region","Malawi","women_folate","domain_index",87,0.450043741342859
"both","level","region","Malawi","women_folate","spatial_plus_domain",87,0.3940912736021
"both","level","infill","Malawi","women_b12","null_train_mean",87,-0.204044548137217
"both","level","infill","Malawi","women_b12","region_mean_jk",87,0.581555633973079
"both","level","infill","Malawi","women_b12","spatial",87,0.63403987752424
"both","level","infill","Malawi","women_b12","domain_index",87,0.734963913392141
"both","level","infill","Malawi","women_b12","spatial_plus_domain",87,0.671338485091492
"both","level","region","Malawi","women_b12","null_train_mean",87,-0.761650569188354
"both","level","region","Malawi","women_b12","spatial",87,0.602300065612014
"both","level","region","Malawi","women_b12","domain_index",87,0.714022745498287
"both","level","region","Malawi","women_b12","spatial_plus_domain",87,0.66607129838886
"both","level","infill","Malawi","child_zinc","null_train_mean",87,-0.160987697979906
"both","level","infill","Malawi","child_zinc","region_mean_jk",87,-0.0790367027594322
"both","level","infill","Malawi","child_zinc","spatial",87,-0.172650725377269
"both","level","infill","Malawi","child_zinc","domain_index",87,-0.0844116789385434
"both","level","infill","Malawi","child_zinc","spatial_plus_domain",87,-0.163118757745863
"both","level","region","Malawi","child_zinc","null_train_mean",87,-0.501683108858814
"both","level","region","Malawi","child_zinc","spatial",87,-0.179375956841875
"both","level","region","Malawi","child_zinc","domain_index",87,-0.0253517532988263
"both","level","region","Malawi","child_zinc","spatial_plus_domain",87,-0.152511482102501
"both","level","infill","Malawi","women_zinc","null_train_mean",87,-0.215233097816285
"both","level","infill","Malawi","women_zinc","region_mean_jk",87,0.164906830031754
"both","level","infill","Malawi","women_zinc","spatial",87,0.126057082452431
"both","level","infill","Malawi","women_zinc","domain_index",87,-0.0451811620616753
"both","level","infill","Malawi","women_zinc","spatial_plus_domain",87,0.125018225559525
"both","level","region","Malawi","women_zinc","null_train_mean",87,-0.573167091406886
"both","level","region","Malawi","women_zinc","spatial",87,0.0571371291098637
"both","level","region","Malawi","women_zinc","domain_index",87,-0.195614930378363
"both","level","region","Malawi","women_zinc","spatial_plus_domain",87,0.0512320478238682
"both","level","region","SierraLeone","child_vitA","null_train_mean",14,-0.459796555926036
"both","level","region","SierraLeone","child_vitA","spatial",14,-0.219343357419481
"both","level","region","SierraLeone","child_vitA","domain_index",14,-0.257142857142857
"both","level","region","SierraLeone","child_vitA","spatial_plus_domain",14,-0.219343357419481
"both","level","region","SierraLeone","women_vitA","null_train_mean",14,-0.446071285599886
"both","level","region","SierraLeone","women_vitA","spatial",14,-0.365572262365801
"both","level","region","SierraLeone","women_vitA","domain_index",14,0.305494505494505
"both","level","region","SierraLeone","women_vitA","spatial_plus_domain",14,-0.365572262365801
"both","level","region","SierraLeone","child_iron","null_train_mean",14,-0.452933920762961
"both","level","region","SierraLeone","child_iron","spatial",14,-0.443256368118534
"both","level","region","SierraLeone","child_iron","domain_index",14,0.353846153846154
"both","level","region","SierraLeone","child_iron","spatial_plus_domain",14,-0.443256368118534
"both","level","region","SierraLeone","women_iron","null_train_mean",14,0.0137252703261503
"both","level","region","SierraLeone","women_iron","spatial",14,0.0434117061559389
"both","level","region","SierraLeone","women_iron","domain_index",14,0.147252747252747
"both","level","region","SierraLeone","women_iron","spatial_plus_domain",14,0.0434117061559389
"both","level","region","SierraLeone","women_folate","null_train_mean",14,-0.505547457013204
"both","level","region","SierraLeone","women_folate","spatial",14,-0.562067353387419
"both","level","region","SierraLeone","women_folate","domain_index",14,-0.635164835164835
"both","level","region","SierraLeone","women_folate","spatial_plus_domain",14,-0.562067353387419
"both","level","region","SierraLeone","women_b12","null_train_mean",14,-0.773190228373135
"both","level","region","SierraLeone","women_b12","spatial",14,-0.53693426034977
"both","level","region","SierraLeone","women_b12","domain_index",14,-0.534065934065934
"both","level","region","SierraLeone","women_b12","spatial_plus_domain",14,-0.53693426034977
"both","level","country","Gambia","child_vitA","domain_index",30,0.699221357063404
"both","level","country","Ghana","child_vitA","domain_index",75,0.342788051209104
"both","level","country","Malawi","child_vitA","domain_index",87,0.152766639935846
"both","level","country","SierraLeone","child_vitA","domain_index",14,0.0549450549450549
"both","level","country","Gambia","women_vitA","domain_index",30,0.683648498331479
"both","level","country","Ghana","women_vitA","domain_index",75,0.309331436699858
"both","level","country","Malawi","women_vitA","domain_index",87,0.182601880877743
"both","level","country","SierraLeone","women_vitA","domain_index",14,-0.120879120879121
"both","level","country","Gambia","child_iron","domain_index",30,0.434927697441602
"both","level","country","Ghana","child_iron","domain_index",75,0.503641536273115
"both","level","country","Malawi","child_iron","domain_index",87,-0.0849675585040461
"both","level","country","SierraLeone","child_iron","domain_index",14,0.248351648351648
"both","level","country","Gambia","women_iron","domain_index",30,0.144827586206897
"both","level","country","Ghana","women_iron","domain_index",75,0.296955903271693
"both","level","country","Malawi","women_iron","domain_index",87,0.276335933513159
"both","level","country","SierraLeone","women_iron","domain_index",14,0.0241758241758242
"both","level","country","Ghana","women_folate","domain_index",75,-0.145120910384068
"both","level","country","Malawi","women_folate","domain_index",87,-0.0739775461106656
"both","level","country","SierraLeone","women_folate","domain_index",14,0.107692307692308
"both","level","country","Ghana","women_b12","domain_index",75,0.602617354196301
"both","level","country","Malawi","women_b12","domain_index",87,0.481428154844354
"both","level","country","SierraLeone","women_b12","domain_index",14,0.397802197802198
"full","prev","infill","Gambia","child_vitA","null_train_mean",30,-0.304005498056609
"full","prev","infill","Gambia","child_vitA","region_mean_jk",30,0.487083989623595
"full","prev","infill","Gambia","child_vitA","spatial",30,0.49860823695241
"full","prev","infill","Gambia","child_vitA","domain_index",30,0.596614770014308
"full","prev","infill","Gambia","child_vitA","spatial_plus_domain",30,0.475665798531101
"full","prev","region","Gambia","child_vitA","null_train_mean",30,-0.674355992699564
"full","prev","region","Gambia","child_vitA","spatial",30,0.537253994875681
"full","prev","region","Gambia","child_vitA","domain_index",30,0.653079897585197
"full","prev","region","Gambia","child_vitA","spatial_plus_domain",30,0.537253994875681
"full","prev","infill","Gambia","women_vitA","null_train_mean",30,-0.355462587328257
"full","prev","infill","Gambia","women_vitA","region_mean_jk",30,0.0459794770835991
"full","prev","infill","Gambia","women_vitA","spatial",30,0.369124772266877
"full","prev","infill","Gambia","women_vitA","domain_index",30,0.484930923006676
"full","prev","infill","Gambia","women_vitA","spatial_plus_domain",30,0.34823977243741
"full","prev","region","Gambia","women_vitA","null_train_mean",30,-0.448337660650388
"full","prev","region","Gambia","women_vitA","spatial",30,0.508279883490182
"full","prev","region","Gambia","women_vitA","domain_index",30,0.562487017879024
"full","prev","region","Gambia","women_vitA","spatial_plus_domain",30,0.512738478959394
"full","prev","infill","Gambia","child_iron","null_train_mean",30,-0.319327036078883
"full","prev","infill","Gambia","child_iron","region_mean_jk",30,0.185309762801915
"full","prev","infill","Gambia","child_iron","spatial",30,0.375347649446898
"full","prev","infill","Gambia","child_iron","domain_index",30,0.515852712058466
"full","prev","infill","Gambia","child_iron","spatial_plus_domain",30,0.385137392526722
"full","prev","region","Gambia","child_iron","null_train_mean",30,-0.510877866534162
"full","prev","region","Gambia","child_iron","spatial",30,0.492157083922074
"full","prev","region","Gambia","child_iron","domain_index",30,0.55223050736645
"full","prev","region","Gambia","child_iron","spatial_plus_domain",30,0.491712095600263
"full","prev","infill","Gambia","women_iron","null_train_mean",30,-0.334986997336483
"full","prev","infill","Gambia","women_iron","region_mean_jk",30,0.595953305009547
"full","prev","infill","Gambia","women_iron","spatial",30,0.676604743312399
"full","prev","infill","Gambia","women_iron","domain_index",30,0.74913783976746
"full","prev","infill","Gambia","women_iron","spatial_plus_domain",30,0.660696410807684
"full","prev","region","Gambia","women_iron","null_train_mean",30,-0.693123502618982
"full","prev","region","Gambia","women_iron","spatial",30,0.742463014940307
"full","prev","region","Gambia","women_iron","domain_index",30,0.720881081332513
"full","prev","region","Gambia","women_iron","spatial_plus_domain",30,0.741573038296687
"full","prev","infill","Ghana","child_vitA","null_train_mean",75,-0.178370400153314
"full","prev","infill","Ghana","child_vitA","region_mean_jk",75,0.139628727868063
"full","prev","infill","Ghana","child_vitA","spatial",75,0.186117786738613
"full","prev","infill","Ghana","child_vitA","domain_index",75,0.347097157004377
"full","prev","infill","Ghana","child_vitA","spatial_plus_domain",75,0.188361902887262
"full","prev","region","Ghana","child_vitA","null_train_mean",75,-0.465240834386194
"full","prev","region","Ghana","child_vitA","spatial",75,0.211148313012008
"full","prev","region","Ghana","child_vitA","domain_index",75,0.311831447142751
"full","prev","region","Ghana","child_vitA","spatial_plus_domain",75,0.17102754417494
"full","prev","infill","Ghana","women_vitA","null_train_mean",75,-0.200613669503538
"full","prev","infill","Ghana","women_vitA","region_mean_jk",75,-0.163030954124312
"full","prev","infill","Ghana","women_vitA","spatial",75,0.069782934477649
"full","prev","infill","Ghana","women_vitA","domain_index",75,0.11625288605411
"full","prev","infill","Ghana","women_vitA","spatial_plus_domain",75,0.05710120668532
"full","prev","region","Ghana","women_vitA","null_train_mean",75,-0.301682203641408
"full","prev","region","Ghana","women_vitA","spatial",75,0.161051256638611
"full","prev","region","Ghana","women_vitA","domain_index",75,0.191942073370014
"full","prev","region","Ghana","women_vitA","spatial_plus_domain",75,0.157396066202861
"full","prev","infill","Ghana","child_iron","null_train_mean",75,-0.156928363653832
"full","prev","infill","Ghana","child_iron","region_mean_jk",75,0.493930497628385
"full","prev","infill","Ghana","child_iron","spatial",75,0.524621879798153
"full","prev","infill","Ghana","child_iron","domain_index",75,0.557003831229195
"full","prev","infill","Ghana","child_iron","spatial_plus_domain",75,0.519053554816624
"full","prev","region","Ghana","child_iron","null_train_mean",75,-0.664539785269124
"full","prev","region","Ghana","child_iron","spatial",75,0.49258259451982
"full","prev","region","Ghana","child_iron","domain_index",75,0.515926726173151
"full","prev","region","Ghana","child_iron","spatial_plus_domain",75,0.49258259451982
"full","prev","infill","Ghana","women_iron","null_train_mean",75,-0.196686492959211
"full","prev","infill","Ghana","women_iron","region_mean_jk",75,0.368319346960602
"full","prev","infill","Ghana","women_iron","spatial",75,0.50747851337544
"full","prev","infill","Ghana","women_iron","domain_index",75,0.306612243093538
"full","prev","infill","Ghana","women_iron","spatial_plus_domain",75,0.50747851337544
"full","prev","region","Ghana","women_iron","null_train_mean",75,-0.613125945456734
"full","prev","region","Ghana","women_iron","spatial",75,0.405156928825478
"full","prev","region","Ghana","women_iron","domain_index",75,0.160572155463345
"full","prev","region","Ghana","women_iron","spatial_plus_domain",75,0.405156928825478
"full","prev","infill","Ghana","women_folate","null_train_mean",75,-0.188716692411951
"full","prev","infill","Ghana","women_folate","region_mean_jk",75,0.268991516084471
"full","prev","infill","Ghana","women_folate","spatial",75,0.412318777071261
"full","prev","infill","Ghana","women_folate","domain_index",75,0.271038258687292
"full","prev","infill","Ghana","women_folate","spatial_plus_domain",75,0.404351884124964
"full","prev","region","Ghana","women_folate","null_train_mean",75,-0.511999679106566
"full","prev","region","Ghana","women_folate","spatial",75,0.321554630866449
"full","prev","region","Ghana","women_folate","domain_index",75,0.196906248561779
"full","prev","region","Ghana","women_folate","spatial_plus_domain",75,0.32554520336191
"full","prev","infill","Ghana","women_b12","null_train_mean",75,-0.224862455553374
"full","prev","infill","Ghana","women_b12","region_mean_jk",75,0.254363267662014
"full","prev","infill","Ghana","women_b12","spatial",75,0.307843277948274
"full","prev","infill","Ghana","women_b12","domain_index",75,0.244717167351025
"full","prev","infill","Ghana","women_b12","spatial_plus_domain",75,0.303482403927012
"full","prev","region","Ghana","women_b12","null_train_mean",75,-0.560807151500646
"full","prev","region","Ghana","women_b12","spatial",75,0.269013465469483
"full","prev","region","Ghana","women_b12","domain_index",75,0.174779240378461
"full","prev","region","Ghana","women_b12","spatial_plus_domain",75,0.269013465469483
"full","prev","infill","Malawi","child_vitA","null_train_mean",87,-0.187830591963471
"full","prev","infill","Malawi","child_vitA","region_mean_jk",87,0.146576556563828
"full","prev","infill","Malawi","child_vitA","spatial",87,0.129671651913383
"full","prev","infill","Malawi","child_vitA","domain_index",87,0.177448925511479
"full","prev","infill","Malawi","child_vitA","spatial_plus_domain",87,0.164559818428031
"full","prev","region","Malawi","child_vitA","null_train_mean",87,-0.547173769323742
"full","prev","region","Malawi","child_vitA","spatial",87,0.112422713925785
"full","prev","region","Malawi","child_vitA","domain_index",87,0.176011514012512
"full","prev","region","Malawi","child_vitA","spatial_plus_domain",87,0.111223284463072
"full","prev","infill","Malawi","women_vitA","null_train_mean",87,-0.168239412308106
"full","prev","infill","Malawi","women_vitA","region_mean_jk",87,-0.0707657729461198
"full","prev","infill","Malawi","women_vitA","spatial",87,0.213708723854795
"full","prev","infill","Malawi","women_vitA","domain_index",87,-0.0102750649357069
"full","prev","infill","Malawi","women_vitA","spatial_plus_domain",87,0.213708723854795
"full","prev","region","Malawi","women_vitA","null_train_mean",87,-0.474009059987524
"full","prev","region","Malawi","women_vitA","spatial",87,0.250294899770261
"full","prev","region","Malawi","women_vitA","domain_index",87,-0.0322930612265074
"full","prev","region","Malawi","women_vitA","spatial_plus_domain",87,0.250294899770261
"full","prev","infill","Malawi","child_iron","null_train_mean",87,-0.189370145872827
"full","prev","infill","Malawi","child_iron","region_mean_jk",87,0.142120845038826
"full","prev","infill","Malawi","child_iron","spatial",87,0.0886795532124872
"full","prev","infill","Malawi","child_iron","domain_index",87,0.206636219025209
"full","prev","infill","Malawi","child_iron","spatial_plus_domain",87,0.0849720310093734
"full","prev","region","Malawi","child_iron","null_train_mean",87,-0.576000330594267
"full","prev","region","Malawi","child_iron","spatial",87,0.0588734460543665
"full","prev","region","Malawi","child_iron","domain_index",87,0.139581598515263
"full","prev","region","Malawi","child_iron","spatial_plus_domain",87,0.13415484399902
"full","prev","infill","Malawi","women_iron","null_train_mean",87,-0.141652927452722
"full","prev","infill","Malawi","women_iron","region_mean_jk",87,-0.208788078671327
"full","prev","infill","Malawi","women_iron","spatial",87,0.0641089641951336
"full","prev","infill","Malawi","women_iron","domain_index",87,0.188522563350027
"full","prev","infill","Malawi","women_iron","spatial_plus_domain",87,0.0284167658214063
"full","prev","region","Malawi","women_iron","null_train_mean",87,-0.441545586781945
"full","prev","region","Malawi","women_iron","spatial",87,0.104086818130851
"full","prev","region","Malawi","women_iron","domain_index",87,0.208247686465798
"full","prev","region","Malawi","women_iron","spatial_plus_domain",87,0.0684686699612191
"full","prev","infill","Malawi","women_folate","null_train_mean",87,-0.20121518639964
"full","prev","infill","Malawi","women_folate","region_mean_jk",87,0.405070092964375
"full","prev","infill","Malawi","women_folate","spatial",87,0.455794503200565
"full","prev","infill","Malawi","women_folate","domain_index",87,0.393109901406354
"full","prev","infill","Malawi","women_folate","spatial_plus_domain",87,0.44839410842385
"full","prev","region","Malawi","women_folate","null_train_mean",87,-0.687784159546345
"full","prev","region","Malawi","women_folate","spatial",87,0.158219509458894
"full","prev","region","Malawi","women_folate","domain_index",87,0.358169798520318
"full","prev","region","Malawi","women_folate","spatial_plus_domain",87,0.14348388061419
"full","prev","infill","Malawi","women_b12","null_train_mean",87,-0.195106354558065
"full","prev","infill","Malawi","women_b12","region_mean_jk",87,0.249430450286184
"full","prev","infill","Malawi","women_b12","spatial",87,0.402136479420862
"full","prev","infill","Malawi","women_b12","domain_index",87,0.402699055051585
