"country","outcome","cluster","Admin1","Admin2","lat","lon","urban","date_med","month_med","n_raw","n_raw_cont","n_kish","n_eff","n_eff_cont","y_prev","y_level","sd_level"
"Ghana","women_vitA","17","Greater Accra","Weija Gbawe",5.5547165,-0.2879468,1,"2017-05-15",5,11,11,11,11,11,0,-0.562469156271132,0.260967290954081
"Ghana","women_vitA","18","Greater Accra","Ablekuma Central",5.5433644,-0.2335308,1,"2017-05-15",5,16,16,16,16,16,0,-0.430467225384261,0.203476704634653
"Ghana","women_vitA","19","Greater Accra","Ablekuma North",5.58667,-0.211844,1,"2017-05-15",5,9,9,9,9,9,0,-0.320495539841198,0.332139761036737
"Ghana","women_vitA","2","Western","Prestea-Huni Valley",5.5083984,-2.1814457,0,"2017-05-15",5,17,17,17,17,17,0,-0.528364511841297,0.371382386079492
"Ghana","women_vitA","20","Greater Accra","Ablekuma North",5.5892704,-0.2610112,1,"2017-05-15",5,8,8,8,8,8,0,-0.476171363440875,0.34241385323715
"Ghana","women_vitA","21","Greater Accra","Ayawaso West",5.648347,-0.164986,1,"2017-04-15",4,9,9,9,9,9,0,-0.431017830138408,0.280369262609643
"Ghana","women_vitA","22","Greater Accra","Ashaiman",5.6958885,-0.0467018,1,"2017-05-15",5,13,13,13,13,13,0,-0.460504206902333,0.371515848940751
"Ghana","women_vitA","23","Greater Accra","Tema West",5.683334,-0.0625948,1,"2017-05-15",5,13,13,13,13,13,0.0769230769230769,-0.289924155787878,0.348919343037823
"Ghana","women_vitA","24","Greater Accra","La-Dade-Kotopon",5.5939587,-0.1720692,1,"2017-06-15",6,9,9,9,9,9,0,-0.161337018621283,0.211493639458613
"Ghana","women_vitA","25","Volta","Akatsi South",6.1774302,0.750668,0,"2017-05-15",5,8,8,8,8,8,0,-0.26030398716634,0.135210305546188
"Ghana","women_vitA","26","Eastern","Kwahu Afram Plains North",6.5697438,0.0789159,0,"2017-05-15",5,11,11,11,11,11,0,-0.69083013143874,0.317563840943455
"Ghana","women_vitA","27","Oti","Nkwanta South",8.2592698,0.4843417,0,"2017-05-15",5,9,9,9,9,9,0,-0.632835236020305,0.340113318796384
"Ghana","women_vitA","28","Volta","Afadzato South",6.9045315,0.3804311,0,"2017-05-15",5,18,18,18,18,18,0,-0.6206420537805,0.318706571847093
"Ghana","women_vitA","29","Volta","South Tongu",5.9991081,0.5634561,1,"2017-05-15",5,12,12,12,12,12,0,-0.567053800640097,0.257428990702557
"Ghana","women_vitA","3","Western North","Sefwi-Akontombra",6.0428334,-2.8813362,0,"2017-04-15",4,7,7,7,7,7,0,-0.513616835051139,0.157946741385966
"Ghana","women_vitA","30","Volta","Ho Municipal",6.6064605,0.4300437,1,"2017-05-15",5,8,8,8,8,8,0,-0.472972075347641,0.204303946367076
"Ghana","women_vitA","31","Eastern","Akwapem North",5.955063,-0.190617,0,"2017-05-15",5,8,8,8,8,8,0,-0.512054957804198,0.318102479730744
"Ghana","women_vitA","32","Eastern","Atiwa East",6.4252379,-0.6401635,0,"2017-05-15",5,15,15,15,15,15,0.133333333333333,-0.289170412694825,0.518318768565872
"Ghana","women_vitA","33","Ashanti","Adansi Asokwa",6.1923013,-1.3045118,0,"2017-05-15",5,16,16,16,16,16,0,-0.44842449428913,0.238880453185675
"Ghana","women_vitA","34","Eastern","Kwahu Afram Plains North",7.0464577,-0.0930901,0,"2017-05-15",5,10,10,10,10,10,0,-0.507232044551478,0.264703199697278
"Ghana","women_vitA","35","Eastern","Kwahu Afram Plains North",6.897436,-0.139268,0,"2017-05-15",5,11,11,11,11,11,0,-0.818145680651484,0.341573951894762
"Ghana","women_vitA","36","Eastern","Akwapem North",5.936396,-0.117721,1,"2017-05-15",5,13,13,13,13,13,0,-0.515985383444896,0.429256888755784
"Ghana","women_vitA","37","Eastern","Abuakwa South",6.1422828,-0.575924,1,"2017-04-15",4,10,10,10,10,10,0,-0.481832793918716,0.29664436608321
"Ghana","women_vitA","38","Eastern","Denkyembour",6.05,-0.8,1,"2017-05-15",5,15,15,15,15,15,0,-0.300625369063104,0.42879487314064
"Ghana","women_vitA","39","Ashanti","Atwima-Mponua",6.3770993,-2.1882247,0,"2017-04-15",4,10,10,10,10,10,0,-0.625002265368855,0.311420847590796
"Ghana","women_vitA","4","Western","Mpohor",4.9730397,-1.9031669,0,"2017-05-15",5,6,6,6,6,6,0,-0.704397091926563,0.239282115407899
"Ghana","women_vitA","40","Ashanti","Obuasi",6.2108212,-1.7543935,0,"2017-05-15",5,6,6,6,6,6,0,-0.602122538932741,0.196716675226026
"Ghana","women_vitA","41","Ashanti","Asante-Akim South",6.5948673,-1.0816384,0,"2017-05-15",5,22,22,22,22,22,0,-0.548890175970632,0.31802916041918
"Ghana","women_vitA","42","Ashanti","Atwima-Mponua",6.5898316,-1.8623255,0,"2017-05-15",5,26,26,26,26,26,0,-0.567977571265985,0.279429897055591
"Ghana","women_vitA","43","Ahafo","Tano North",7.210234,-2.1949193,0,"2017-05-15",5,16,16,16,16,16,0,-0.677362332561894,0.456015305185836
"Ghana","women_vitA","44","Ashanti","Sekyere Kumawu",6.9,-1.2667,0,"2017-05-15",5,15,15,15,15,15,0,-0.531175903891588,0.287631279542497
"Ghana","women_vitA","45","Ashanti","Bekwai",6.453716,-1.5978028,1,"2017-05-15",5,14,14,14,14,14,0,-0.382798145558658,0.370553376769828
"Ghana","women_vitA","46","Ashanti","Kwadaso",6.6926966,-1.6610385,1,"2017-05-15",5,15,15,15,15,15,0.0666666666666667,-0.487495575884322,0.460822122713253
"Ghana","women_vitA","47","Ashanti","Kumasi",6.6792809,-1.6100658,1,"2017-05-15",5,17,17,17,17,17,0,-0.310341999225516,0.293257178460108
"Ghana","women_vitA","48","Ashanti","Asokwa",6.663829,-1.6040998,1,"2017-05-15",5,12,12,12,12,12,0,-0.628605527922261,0.249644946111019
"Ghana","women_vitA","49","Ashanti","Kumasi",6.7050999,-1.6225863,1,"2017-05-15",5,11,11,11,11,11,0,-0.373332550489236,0.222723525482139
"Ghana","women_vitA","5","Western","Jomoro",5.04733,-2.629322,1,"2017-05-15",5,5,5,5,5,5,0,-0.550742888368045,0.352251631529413
"Ghana","women_vitA","50","Ashanti","Atwima-Nwabiagya South",6.7238738,-1.664858,1,"2017-05-15",5,14,14,14,14,14,0,-0.516594893210652,0.246395184492034
"Ghana","women_vitA","51","Bono East","Sene West",7.7135007,-0.7554818,1,"2017-05-15",5,12,12,12,12,12,0,-0.396252573465467,0.305940025255978
"Ghana","women_vitA","52","Ashanti","Sekyere South",7.116617,-1.603976,1,"2017-05-15",5,13,13,13,13,13,0,-0.680396516273906,0.451936125312733
"Ghana","women_vitA","53","Ashanti","Asokore-Mampong",6.717806,-1.5817633,1,"2017-05-15",5,14,14,14,14,14,0,-0.292636665111427,0.270127056310615
"Ghana","women_vitA","54","Ahafo","Asunafo North",6.6476136,-2.8288648,0,"2017-05-15",5,14,14,14,14,14,0,-0.57101666255256,0.334880087204768
"Ghana","women_vitA","55","Ahafo","Tano North",7.2256894,-2.3045681,0,"2017-05-15",5,12,12,12,12,12,0,-0.575454594617141,0.367794573013201
"Ghana","women_vitA","56","Bono","Wenchi",7.7405556,-2.140189,0,"2017-05-15",5,16,16,16,16,16,0,-0.586188815735915,0.339245939495509
"Ghana","women_vitA","57","Bono East","Kintampo North",8.0726334,-1.5772807,0,"2017-05-15",5,15,15,15,15,15,0,-0.615558991891907,0.342885200457565
"Ghana","women_vitA","58","Bono","Sunyani West",7.337944,-2.3837363,1,"2017-04-15",4,8,8,8,8,8,0,-0.578957239860803,0.245596219896866
"Ghana","women_vitA","59","Bono East","Techiman",7.4671766,-1.9883539,1,"2017-05-15",5,13,13,13,13,13,0,-0.628342949087119,0.289388103246919
"Ghana","women_vitA","6","Western","Effia Kwesimintsim",4.9317383,-1.7812657,1,"2017-05-15",5,4,4,4,4,4,0,-0.206822219155192,0.177562379859102
"Ghana","women_vitA","60","Bono","Dormaa West",7.019553,-3.008481,1,"2017-05-15",5,9,9,9,9,9,0,-0.59238008415019,0.367965663590545
"Ghana","women_vitA","61","Savannah","Sawla-Tuna-Kalba",9.407912,-2.40378,0,"2017-05-15",5,9,9,9,9,9,0,-0.538430514173745,0.287409015443333
"Ghana","women_vitA","62","Savannah","Central Gonja",8.9378796,-1.9537373,0,"2017-05-15",5,9,9,9,9,9,0,-0.426645285248879,0.395056178544401
"Ghana","women_vitA","63","Savannah","Central Gonja",8.7230913,-1.6372672,0,"2017-05-15",5,9,9,9,9,9,0,-0.472639790029716,0.21041608053341
"Ghana","women_vitA","64","Northern","Kpandai",8.4693159,-0.0195695,0,"2017-05-15",5,6,6,6,6,6,0,-0.439518306351815,0.18671649560098
"Ghana","women_vitA","65","Savannah","North East Gonja",8.8763223,-0.4257769,0,"2017-05-15",5,10,10,10,10,10,0,-0.35246536547471,0.252002474998932
"Ghana","women_vitA","66","Northern","Tamale",9.3711986,-0.7170885,0,"2017-05-15",5,18,18,18,18,18,0,-0.351593816746939,0.282402855730739
"Ghana","women_vitA","67","Northern","Tolon",9.4306381,-1.0700649,0,"2017-05-15",5,13,13,13,13,13,0,-0.144489182301488,0.305006650409452
"Ghana","women_vitA","68","Northern","Gushegu",9.9230716,-0.2280522,0,"2017-05-15",5,9,9,9,9,9,0.111111111111111,-0.035394694778645,0.341428447280991
"Ghana","women_vitA","69","North East","Chereponi",10.138256,0.2824258,0,"2017-05-15",5,7,7,7,7,7,0,-0.396561634830557,0.43686235154438
"Ghana","women_vitA","7","Western","Mpohor",5.0291401,-1.8106554,1,"2017-05-15",5,2,2,2,2,2,0,-0.395177737567162,0.547735312670231
"Ghana","women_vitA","70","North East","Yunyoo-Nasuan",10.516667,-0.1,0,"2017-05-15",5,12,12,12,12,12,0.0833333333333333,-0.342800961467598,0.312505019618655
"Ghana","women_vitA","71","Upper West","Sissala East",10.2980231,-1.6478357,0,"2017-05-15",5,7,7,7,7,7,0,-0.312213630490307,0.245345110125878
"Ghana","women_vitA","72","Northern","Sagnerigu",9.4134965,-0.8688037,0,"2017-04-15",4,9,9,9,9,9,0.111111111111111,-0.237989724561238,0.452787359531446
"Ghana","women_vitA","73","Northern","Tatale Sanguli",9.3529921,0.4877106,0,"2017-05-15",5,9,9,9,9,9,0,-0.609029237960669,0.298437413905489
"Ghana","women_vitA","74","Savannah","Bole",9.0299227,-2.5244531,1,"2017-05-15",5,5,5,5,5,5,0.2,-0.156081560218148,0.380735360174452
"Ghana","women_vitA","75","Northern","Nanumba South",8.8577215,0.040469,1,"2017-05-15",5,10,10,10,10,10,0,-0.33542418925982,0.347990510277388
"Ghana","women_vitA","76","Northern","Sagnerigu",9.4214047,-0.9137785,1,"2017-05-15",5,11,11,11,11,11,0.0909090909090909,-0.211212971980567,0.358190647853118
"Ghana","women_vitA","77","Northern","Savelugu",9.6124893,-0.8621272,1,"2017-05-15",5,16,16,16,16,16,0,-0.238709901138636,0.222950005100856
"Ghana","women_vitA","78","North East","West Mamprusi",10.3491164,-0.8158638,1,"2017-05-15",5,15,15,15,15,15,0,-0.369491823636886,0.245299542363025
"Ghana","women_vitA","79","Upper East","Builsa South",10.7334292,-1.4779749,0,"2017-05-15",5,2,2,2,2,2,0,-0.0576602067020812,0.253746902925086
"Ghana","women_vitA","8","Central","Twifo-Hemang-Lower Denkyira",5.2539255,-1.3398312,0,"2017-05-15",5,3,3,3,3,3,0,-0.475558030011176,0.0984744044977777
"Ghana","women_vitA","80","Upper East","Kasena Nankana East",10.843374,-1.071469,0,"2017-05-15",5,9,9,9,9,9,0.111111111111111,-0.018801663335635,0.365907236244002
"Ghana","women_vitA","81","Upper East","Kasena Nankana East",10.7031972,-1.0103264,0,"2017-05-15",5,8,8,8,8,8,0,-0.174754701134547,0.224609678203081
"Ghana","women_vitA","82","Upper East","Talensi",10.7786816,-0.7527056,0,"2017-05-15",5,12,12,12,12,12,0.166666666666667,0.0301762741090756,0.267072089446743
"Ghana","women_vitA","83","Upper East","Bawku West",10.7938041,-0.3493934,0,"2017-05-15",5,11,11,11,11,11,0,-0.236585531752807,0.213063860929477
"Ghana","women_vitA","84","Upper East","Binduri",10.9721382,-0.317123,0,"2017-05-15",5,7,7,7,7,7,0,-0.469252921060154,0.333647103709235
"Ghana","women_vitA","85","Upper East","Binduri",11.0589339,-0.2752224,1,"2017-05-15",5,9,9,9,9,9,0,-0.511465264753254,0.394656997238343
"Ghana","women_vitA","86","Upper West","Wa Municipal",10.039751,-2.536176,0,"2017-05-15",5,9,9,9,9,9,0,-0.359237022172305,0.271626385420808
"Ghana","women_vitA","87","Upper West","Wa East",9.9820414,-2.0997754,0,"2017-05-15",5,10,10,10,10,10,0.1,-0.260737299193526,0.414620033344878
"Ghana","women_vitA","88","Upper West","Jirapa",10.5228756,-2.7191593,0,"2017-05-15",5,8,8,8,8,8,0,-0.431907655489929,0.301977693576906
"Ghana","women_vitA","89","Upper West","Lambussie-Karni",10.667313,-2.6577046,0,"2017-05-15",5,7,7,7,7,7,0,-0.593457660056198,0.542435722064903
"Ghana","women_vitA","9","Central","Awutu Senya West",5.5510691,-0.5188412,0,"2017-05-15",5,11,11,11,11,11,0,-0.532920064936617,0.182609364101455
"Ghana","women_vitA","90","Upper West","Wa Municipal",10.0611456,-2.544129,1,"2017-05-15",5,11,11,11,11,11,0,-0.352824361710245,0.246100121914381
"Ghana","child_iron","1","Western","Ellembelle",5.017846,-2.375969,0,"2017-05-15",5,18,18,18,18,18,0.111111111111111,-3.39786274342248,0.786749820073676
"Ghana","child_iron","10","Central","Twifo-Atti-Morkwa",5.523,-1.556,0,"2017-05-15",5,8,8,8,8,8,0,-4.0533937803155,0.61830368059
"Ghana","child_iron","11","Central","Mfantseman",5.2751526,-1.0360195,1,"2017-05-15",5,6,6,6,6,6,0,-3.1678397924256,0.453050476854212
"Ghana","child_iron","12","Central","Asikuma-Odoben-Brakwa",5.6436273,-0.8965587,1,"2017-05-15",5,19,19,19,19,19,0.157894736842105,-3.37604612307542,0.78924661753965
"Ghana","child_iron","13","Central","Agona West",5.5358865,-0.7883488,1,"2017-05-15",5,21,21,21,21,21,0.19047619047619,-3.10225488071489,0.704883172598655
"Ghana","child_iron","14","Greater Accra","Weija Gbawe",5.5577407,-0.3056132,0,"2017-05-15",5,23,23,23,23,23,0.0434782608695652,-3.70285234335306,0.598347660591723
"Ghana","child_iron","15","Greater Accra","Weija Gbawe",5.5577407,-0.3056288,1,"2017-05-15",5,15,15,15,15,15,0.2,-3.1388354111566,0.785056097773574
"Ghana","child_iron","16","Greater Accra","Ga East",5.7406066,-0.2074699,1,"2017-04-15",4,6,6,6,6,6,0.333333333333333,-3.0401223829487,0.671355568018745
"Ghana","child_iron","17","Greater Accra","Weija Gbawe",5.5547165,-0.2879468,1,"2017-05-15",5,9,9,9,9,9,0.333333333333333,-2.73879866123709,0.873813532786322
"Ghana","child_iron","18","Greater Accra","Ablekuma Central",5.5433644,-0.2335308,1,"2017-05-15",5,6,6,6,6,6,0.166666666666667,-3.09680277183854,0.545368630235072
"Ghana","child_iron","19","Greater Accra","Ablekuma North",5.58667,-0.211844,1,"2017-05-15",5,6,6,6,6,6,0.166666666666667,-3.17930916097631,0.712571420680282
"Ghana","child_iron","2","Western","Prestea-Huni Valley",5.5083984,-2.1814457,0,"2017-05-15",5,18,18,18,18,18,0,-3.97957479385768,0.530233137193066
"Ghana","child_iron","20","Greater Accra","Ablekuma North",5.5892704,-0.2610112,1,"2017-05-15",5,4,4,4,4,4,0.25,-3.04763416612815,0.508645351643085
"Ghana","child_iron","21","Greater Accra","Ayawaso West",5.648347,-0.164986,1,"2017-04-15",4,2,2,2,2,2,0,-3.13400665556973,0.912085717168257
"Ghana","child_iron","22","Greater Accra","Ashaiman",5.6958885,-0.0467018,1,"2017-05-15",5,5,5,5,5,5,0,-3.87181318649459,0.34981908682111
"Ghana","child_iron","23","Greater Accra","Tema West",5.683334,-0.0625948,1,"2017-05-15",5,10,10,10,10,10,0.1,-3.08105524434754,0.500647478515436
"Ghana","child_iron","24","Greater Accra","La-Dade-Kotopon",5.5939587,-0.1720692,1,"2017-06-15",6,13,13,13,13,13,0,-3.5845368666951,0.439047124862074
"Ghana","child_iron","25","Volta","Akatsi South",6.1774302,0.750668,0,"2017-05-15",5,8,8,8,8,8,0.125,-3.83969012752143,1.1122510376093
"Ghana","child_iron","26","Eastern","Kwahu Afram Plains North",6.5697438,0.0789159,0,"2017-05-15",5,11,11,11,11,11,0.181818181818182,-3.24519456041115,0.766767710861113
"Ghana","child_iron","27","Oti","Nkwanta South",8.2592698,0.4843417,0,"2017-05-15",5,14,14,14,14,14,0.0714285714285714,-3.38094026747137,0.794112812213124
"Ghana","child_iron","28","Volta","Afadzato South",6.9045315,0.3804311,0,"2017-05-15",5,23,23,23,23,23,0.0869565217391304,-3.51668345911504,0.859019865754348
"Ghana","child_iron","29","Volta","South Tongu",5.9991081,0.5634561,1,"2017-05-15",5,8,8,8,8,8,0.25,-2.84599370375118,0.417493236199714
"Ghana","child_iron","3","Western North","Sefwi-Akontombra",6.0428334,-2.8813362,0,"2017-04-15",4,19,19,19,19,19,0,-3.88370836811041,0.63187350393109
"Ghana","child_iron","30","Volta","Ho Municipal",6.6064605,0.4300437,1,"2017-05-15",5,1,1,1,1,1,0,-3.40850395684459,NA
"Ghana","child_iron","31","Eastern","Akwapem North",5.955063,-0.190617,0,"2017-05-15",5,16,16,16,16,16,0.0625,-3.63759872602998,0.665813821906016
"Ghana","child_iron","32","Eastern","Atiwa East",6.4252379,-0.6401635,0,"2017-05-15",5,10,10,10,10,10,0.4,-2.98265669423175,0.724356773851514
"Ghana","child_iron","33","Ashanti","Adansi Asokwa",6.1923013,-1.3045118,0,"2017-05-15",5,16,16,16,16,16,0.125,-3.60771117674969,0.863778437731137
"Ghana","child_iron","34","Eastern","Kwahu Afram Plains North",7.0464577,-0.0930901,0,"2017-05-15",5,14,14,14,14,14,0.428571428571429,-2.69543694007909,0.645505807446952
"Ghana","child_iron","35","Eastern","Kwahu Afram Plains North",6.897436,-0.139268,0,"2017-05-15",5,20,20,20,20,20,0.3,-3.31697511963198,1.03513041225509
"Ghana","child_iron","36","Eastern","Akwapem North",5.936396,-0.117721,1,"2017-05-15",5,7,7,7,7,7,0.142857142857143,-3.0464393128167,0.448772156951449
"Ghana","child_iron","37","Eastern","Abuakwa South",6.1422828,-0.575924,1,"2017-04-15",4,18,18,18,18,18,0.166666666666667,-3.13026248087737,0.80668766002398
"Ghana","child_iron","38","Eastern","Denkyembour",6.05,-0.8,1,"2017-05-15",5,14,14,14,14,14,0.285714285714286,-2.96081139570203,0.774832082712495
"Ghana","child_iron","39","Ashanti","Atwima-Mponua",6.3770993,-2.1882247,0,"2017-04-15",4,8,8,8,8,8,0,-3.93229513669749,0.376531143917075
"Ghana","child_iron","4","Western","Mpohor",4.9730397,-1.9031669,0,"2017-05-15",5,9,9,9,9,9,0,-3.70877628563915,0.326329273477749
"Ghana","child_iron","40","Ashanti","Obuasi",6.2108212,-1.7543935,0,"2017-05-15",5,17,17,17,17,17,0.0588235294117647,-3.63267310571805,0.549183696153999
"Ghana","child_iron","41","Ashanti","Asante-Akim South",6.5948673,-1.0816384,0,"2017-05-15",5,26,26,26,26,26,0.153846153846154,-3.13590277931194,0.77858084433108
"Ghana","child_iron","42","Ashanti","Atwima-Mponua",6.5898316,-1.8623255,0,"2017-05-15",5,24,24,24,24,24,0.125,-3.44155018003126,1.00464244172842
"Ghana","child_iron","43","Ahafo","Tano North",7.210234,-2.1949193,0,"2017-05-15",5,20,20,20,20,20,0.15,-3.42931824590753,0.78114059715373
"Ghana","child_iron","44","Ashanti","Sekyere Kumawu",6.9,-1.2667,0,"2017-05-15",5,12,12,12,12,12,0.166666666666667,-3.41081146532753,0.973108579028367
"Ghana","child_iron","45","Ashanti","Bekwai",6.453716,-1.5978028,1,"2017-05-15",5,8,8,8,8,8,0,-3.48688879237361,0.589645845454988
"Ghana","child_iron","46","Ashanti","Kwadaso",6.6926966,-1.6610385,1,"2017-05-15",5,11,11,11,11,11,0.181818181818182,-3.11168536194915,0.663249375535413
"Ghana","child_iron","47","Ashanti","Kumasi",6.6792809,-1.6100658,1,"2017-05-15",5,12,12,12,12,12,0.25,-3.11038185182049,0.821926493748025
"Ghana","child_iron","48","Ashanti","Asokwa",6.663829,-1.6040998,1,"2017-05-15",5,15,15,15,15,15,0.4,-2.66218032010788,1.25775808701968
"Ghana","child_iron","49","Ashanti","Kumasi",6.7050999,-1.6225863,1,"2017-05-15",5,12,12,12,12,12,0.25,-3.09715424270704,0.872328683905693
"Ghana","child_iron","5","Western","Jomoro",5.04733,-2.629322,1,"2017-05-15",5,8,8,8,8,8,0.125,-2.86996179106426,0.40303890904215
"Ghana","child_iron","50","Ashanti","Atwima-Nwabiagya South",6.7238738,-1.664858,1,"2017-05-15",5,11,11,11,11,11,0.181818181818182,-3.39668171423545,0.567605549493679
"Ghana","child_iron","51","Bono East","Sene West",7.7135007,-0.7554818,1,"2017-05-15",5,14,14,14,14,14,0.214285714285714,-3.2837193305562,0.654392055115443
"Ghana","child_iron","52","Ashanti","Sekyere South",7.116617,-1.603976,1,"2017-05-15",5,14,14,14,14,14,0,-3.54495702980418,0.395570523664464
"Ghana","child_iron","53","Ashanti","Asokore-Mampong",6.717806,-1.5817633,1,"2017-05-15",5,18,18,18,18,18,0.277777777777778,-2.95431380373406,0.700311811226193
"Ghana","child_iron","54","Ahafo","Asunafo North",6.6476136,-2.8288648,0,"2017-05-15",5,19,19,19,19,19,0,-3.7865491715971,0.559987766140858
"Ghana","child_iron","55","Ahafo","Tano North",7.2256894,-2.3045681,0,"2017-05-15",5,23,23,23,23,23,0.217391304347826,-3.2362551060631,1.08552885573015
"Ghana","child_iron","56","Bono","Wenchi",7.7405556,-2.140189,0,"2017-05-15",5,11,11,11,11,11,0.0909090909090909,-3.62179526198128,0.60863833447057
"Ghana","child_iron","57","Bono East","Kintampo North",8.0726334,-1.5772807,0,"2017-05-15",5,19,19,19,19,19,0.421052631578947,-2.89240031199805,0.81785586443153
"Ghana","child_iron","58","Bono","Sunyani West",7.337944,-2.3837363,1,"2017-04-15",4,6,6,6,6,6,0.166666666666667,-3.4790611154869,0.823579908556886
"Ghana","child_iron","59","Bono East","Techiman",7.4671766,-1.9883539,1,"2017-05-15",5,13,13,13,13,13,0.153846153846154,-3.59087628672795,0.835295288968621
"Ghana","child_iron","6","Western","Effia Kwesimintsim",4.9317383,-1.7812657,1,"2017-05-15",5,7,7,7,7,7,0,-3.42472776850464,0.435671856427562
"Ghana","child_iron","60","Bono","Dormaa West",7.019553,-3.008481,1,"2017-05-15",5,16,16,16,16,16,0.25,-3.14847571346635,0.785724311273092
"Ghana","child_iron","61","Savannah","Sawla-Tuna-Kalba",9.407912,-2.40378,0,"2017-05-15",5,18,18,18,18,18,0.111111111111111,-3.66569404350472,0.826519692583397
"Ghana","child_iron","62","Savannah","Central Gonja",8.9378796,-1.9537373,0,"2017-05-15",5,20,20,20,20,20,0.5,-2.59270440597426,1.06258397298057
"Ghana","child_iron","63","Savannah","Central Gonja",8.7230913,-1.6372672,0,"2017-05-15",5,10,10,10,10,10,0.2,-3.25902633380451,0.893483974103016
"Ghana","child_iron","64","Northern","Kpandai",8.4693159,-0.0195695,0,"2017-05-15",5,3,3,3,3,3,0.666666666666667,-2.4143630103252,0.265075372208062
"Ghana","child_iron","65","Savannah","North East Gonja",8.8763223,-0.4257769,0,"2017-05-15",5,11,11,11,11,11,0.0909090909090909,-3.11697464732584,0.607412105343947
"Ghana","child_iron","66","Northern","Tamale",9.3711986,-0.7170885,0,"2017-05-15",5,25,25,25,25,25,0.76,-2.02786167450709,0.623701265279588
"Ghana","child_iron","67","Northern","Tolon",9.4306381,-1.0700649,0,"2017-05-15",5,32,32,32,32,32,0.53125,-2.43119453780086,0.766389122058224
"Ghana","child_iron","68","Northern","Gushegu",9.9230716,-0.2280522,0,"2017-05-15",5,10,10,10,10,10,0.4,-2.60015257898526,0.70913588712736
"Ghana","child_iron","69","North East","Chereponi",10.138256,0.2824258,0,"2017-05-15",5,12,12,12,12,12,0.166666666666667,-3.19900800367603,0.695474793288707
"Ghana","child_iron","7","Western","Mpohor",5.0291401,-1.8106554,1,"2017-05-15",5,4,4,4,4,4,0,-3.10808224716629,0.78385257951364
"Ghana","child_iron","70","North East","Yunyoo-Nasuan",10.516667,-0.1,0,"2017-05-15",5,10,10,10,10,10,0.1,-3.11415535579546,0.672392561906984
"Ghana","child_iron","71","Upper West","Sissala East",10.2980231,-1.6478357,0,"2017-05-15",5,17,17,17,17,17,0.529411764705882,-2.5346079814455,0.986018648221734
"Ghana","child_iron","72","Northern","Sagnerigu",9.4134965,-0.8688037,0,"2017-04-15",4,9,9,9,9,9,0.222222222222222,-3.23905849906937,0.984212298481627
"Ghana","child_iron","73","Northern","Tatale Sanguli",9.3529921,0.4877106,0,"2017-05-15",5,25,25,25,25,25,0.36,-2.89953393793651,0.928137442163797
"Ghana","child_iron","74","Savannah","Bole",9.0299227,-2.5244531,1,"2017-05-15",5,4,4,4,4,4,0.25,-3.10883949098328,0.830066313521617
"Ghana","child_iron","75","Northern","Nanumba South",8.8577215,0.040469,1,"2017-05-15",5,11,11,11,11,11,0.454545454545455,-2.62500228629605,1.00930305987249
"Ghana","child_iron","76","Northern","Sagnerigu",9.4214047,-0.9137785,1,"2017-05-15",5,11,11,11,11,11,0.363636363636364,-2.51150468928379,1.09972123558446
"Ghana","child_iron","77","Northern","Savelugu",9.6124893,-0.8621272,1,"2017-05-15",5,17,17,17,17,17,0.705882352941177,-2.21473642048328,1.16960758713362
"Ghana","child_iron","78","North East","West Mamprusi",10.3491164,-0.8158638,1,"2017-05-15",5,23,23,23,23,23,0.260869565217391,-2.88670908726828,0.766954887917458
"Ghana","child_iron","79","Upper East","Builsa South",10.7334292,-1.4779749,0,"2017-05-15",5,7,7,7,7,7,0.285714285714286,-2.90809859357189,0.805211220619011
"Ghana","child_iron","8","Central","Twifo-Hemang-Lower Denkyira",5.2539255,-1.3398312,0,"2017-05-15",5,6,6,6,6,6,0,-4.11371514037888,0.358878520709311
"Ghana","child_iron","80","Upper East","Kasena Nankana East",10.843374,-1.071469,0,"2017-05-15",5,13,13,13,13,13,0.384615384615385,-2.63321323056744,0.761664375125156
"Ghana","child_iron","81","Upper East","Kasena Nankana East",10.7031972,-1.0103264,0,"2017-05-15",5,9,9,9,9,9,0.444444444444444,-2.47418615169533,0.823477676156921
"Ghana","child_iron","82","Upper East","Talensi",10.7786816,-0.7527056,0,"2017-05-15",5,13,13,13,13,13,0.538461538461539,-2.69296041767146,0.913553425020394
"Ghana","child_iron","83","Upper East","Bawku West",10.7938041,-0.3493934,0,"2017-05-15",5,9,9,9,9,9,0.333333333333333,-2.34111461739335,0.738160079533956
"Ghana","child_iron","84","Upper East","Binduri",10.9721382,-0.317123,0,"2017-05-15",5,13,13,13,13,13,0.538461538461539,-2.5639914314868,0.770948130874296
"Ghana","child_iron","85","Upper East","Binduri",11.0589339,-0.2752224,1,"2017-05-15",5,17,17,17,17,17,0.764705882352941,-2.40640320915971,0.705648781330683
"Ghana","child_iron","86","Upper West","Wa Municipal",10.039751,-2.536176,0,"2017-05-15",5,12,12,12,12,12,0,-3.69006863720789,0.601634290393463
"Ghana","child_iron","87","Upper West","Wa East",9.9820414,-2.0997754,0,"2017-05-15",5,14,14,14,14,14,0.357142857142857,-2.83163117596954,0.923961473981497
"Ghana","child_iron","88","Upper West","Jirapa",10.5228756,-2.7191593,0,"2017-05-15",5,9,9,9,9,9,0.111111111111111,-3.4168489386526,0.82736944108648
