"country","outcome","target","estimand","arm","rho_cluster","rho_agg","wmae_agg"
"Gambia","child_iron","level","infill","domain_index",0.319324643513253,0.489655172413793,0.227254634637244
"Gambia","child_iron","level","infill","mbg",0.289021083019858,0.373526140155729,0.201880326171981
"Gambia","child_iron","level","infill","mbg_dhs",-0.0170588749890648,0.0629588431590656,0.218792240880167
"Gambia","child_iron","level","infill","mbg_gp",0.00127722858892485,0.0206896551724138,0.199892860704789
"Gambia","child_iron","level","infill","region_mean_jk",0.0499847694219358,-0.0416249368846891,0.218482541814541
"Gambia","child_iron","level","infill","spatial",0.0143294549908145,0.0656284760845384,0.22149738427574
"Gambia","child_iron","level","infill","spatial_plus_domain",0.00306184935701164,0.0687430478309232,0.224697450364975
"Gambia","child_iron","level","region","domain_index",0.386510366547109,0.594215795328142,0.243248558243647
"Gambia","child_iron","level","region","mbg",0.229498731519552,0.358398220244716,0.237298052042441
"Gambia","child_iron","level","region","mbg_dhs",-0.0217478785758026,0.0340378197997775,0.208353757107515
"Gambia","child_iron","level","region","mbg_gp",0.0353249934388942,0.0718576195773081,0.191283556569764
"Gambia","child_iron","level","region","spatial",0.158113900796081,0.392213570634038,0.20969469181777
"Gambia","child_iron","level","region","spatial_plus_domain",0.203499256408013,0.412680756395996,0.198194054221029
"Gambia","child_iron","prev","infill","domain_index",0.406713482091864,0.55223050736645,10.1791750342274
"Gambia","child_iron","prev","infill","mbg",0.177674368339752,0.399599512985553,10.6236783602016
"Gambia","child_iron","prev","infill","mbg_dhs",0.224852151216794,0.278785183614086,10.6008413895445
"Gambia","child_iron","prev","infill","mbg_gp",0.163081314817073,0.143731227944692,10.4964203116992
"Gambia","child_iron","prev","infill","region_mean_jk",0.127840173168175,-0.0238387167940055,11.1604819898982
"Gambia","child_iron","prev","infill","spatial",0.184138758195537,0.157970854242619,13.0448903490927
"Gambia","child_iron","prev","infill","spatial_plus_domain",0.184138758195537,0.157970854242619,13.044890349093
"Gambia","child_iron","prev","region","domain_index",0.452910219353936,0.606519082627293,9.95910466908339
"Gambia","child_iron","prev","region","mbg",0.211362774010956,0.458560465625404,11.5270147808087
"Gambia","child_iron","prev","region","mbg_dhs",0.253565254126363,0.240071199616599,9.45206913269273
"Gambia","child_iron","prev","region","mbg_gp",0.113328287200735,0.0963399716719068,11.0348011662008
"Gambia","child_iron","prev","region","spatial",0.368627889824992,0.442318391879332,13.2430939114283
"Gambia","child_iron","prev","region","spatial_plus_domain",0.319312829001052,0.425186341489639,13.8826373800558
"Gambia","child_vitA","level","infill","domain_index",0.479730557256583,0.717908787541713,0.0763749703131588
"Gambia","child_vitA","level","infill","mbg",0.373213192196658,0.519021134593993,0.0779278421662466
"Gambia","child_vitA","level","infill","mbg_dhs",0.359251159128685,0.482536151279199,0.0720246469861166
"Gambia","child_vitA","level","infill","mbg_gp",0.416988889860904,0.674749721913237,0.0596917156020128
"Gambia","child_vitA","level","infill","region_mean_jk",0.336869494131769,0.490364778409125,0.0713214488140665
"Gambia","child_vitA","level","infill","spatial",0.437494532411862,0.707675194660734,0.0570116979313205
"Gambia","child_vitA","level","infill","spatial_plus_domain",0.461919342139795,0.709010011123471,0.0567711907200814
"Gambia","child_vitA","level","region","domain_index",0.50261569416499,0.764182424916574,0.0741033633872909
"Gambia","child_vitA","level","region","mbg",0.257282827399178,0.426028921023359,0.0822686490807911
"Gambia","child_vitA","level","region","mbg_dhs",0.267465663546496,0.557285873192436,0.0662456331100744
"Gambia","child_vitA","level","region","mbg_gp",0.410130347301199,0.721913236929922,0.0627745401629869
"Gambia","child_vitA","level","region","spatial",0.426016971393579,0.715684093437152,0.0653308109951569
"Gambia","child_vitA","level","region","spatial_plus_domain",0.426016971393579,0.715684093437152,0.0653308109950912
"Gambia","child_vitA","prev","infill","domain_index",0.4551844181332,0.557078043608656,9.09450738166364
"Gambia","child_vitA","prev","infill","mbg",0.323651267534289,0.428555840025211,9.38081943591262
"Gambia","child_vitA","prev","infill","mbg_dhs",0.192808998130444,0.241006974484033,11.1811591908648
"Gambia","child_vitA","prev","infill","mbg_gp",0.326450222119424,0.310279773989147,8.04713434070627
"Gambia","child_vitA","prev","infill","region_mean_jk",0.343344240310901,0.375167224088579,7.87197191152243
"Gambia","child_vitA","prev","infill","spatial",0.350365340410135,0.437688266969616,8.62611335681363
"Gambia","child_vitA","prev","infill","spatial_plus_domain",0.350365340410135,0.437688266969616,8.69822544982568
"Gambia","child_vitA","prev","region","domain_index",0.483492832228427,0.647956828811507,8.91745450489171
"Gambia","child_vitA","prev","region","mbg",0.278814849464815,0.350596097816883,8.72086213129413
"Gambia","child_vitA","prev","region","mbg_dhs",0.254244279783915,0.142109472939753,10.1912721528307
"Gambia","child_vitA","prev","region","mbg_gp",0.325493617387796,0.114043965744755,8.28948237653482
"Gambia","child_vitA","prev","region","spatial",0.433235654013058,0.54148609516699,8.50622059351259
"Gambia","child_vitA","prev","region","spatial_plus_domain",0.433235654013058,0.54148609516699,8.5062205935126
"Gambia","women_iron","level","infill","domain_index",0.582678680780334,0.717018909899889,0.202249392671626
"Gambia","women_iron","level","infill","mbg",0.491593036479748,0.454060066740823,0.288366015300531
