"country","outcome","target","estimand","arm","rho_cluster","rho_agg","wmae_agg"
"Gambia","women_iron","level","infill","mbg_dhs",0.525640801329717,0.591991101223582,0.219077663349936
"Gambia","women_iron","level","infill","mbg_gp",0.42356749190797,0.505228031145717,0.21267497478195
"Gambia","women_iron","level","infill","region_mean_jk",0.43293174894328,0.470994557839879,0.181501573637086
"Gambia","women_iron","level","infill","spatial",0.386125448342227,0.552391546162403,0.227465805417363
"Gambia","women_iron","level","infill","spatial_plus_domain",0.387175225264631,0.558620689655172,0.212287570614079
"Gambia","women_iron","level","region","domain_index",0.618756014346951,0.710789766407119,0.212251817234447
"Gambia","women_iron","level","region","mbg",0.43945411600035,0.443826473859844,0.256214717058552
"Gambia","women_iron","level","region","mbg_dhs",0.430566004723996,0.639154616240267,0.226658332743706
"Gambia","women_iron","level","region","mbg_gp",0.405406351150381,0.546162402669633,0.1779507157536
"Gambia","women_iron","level","region","spatial",0.278418336103578,0.526140155728587,0.31771624991019
"Gambia","women_iron","level","region","spatial_plus_domain",0.281882599947511,0.526140155728587,0.317571373460201
"Gambia","women_iron","prev","infill","domain_index",0.569410925128991,0.767245234838293,8.62354057795885
"Gambia","women_iron","prev","infill","mbg",0.57313874215842,0.696929256239424,8.98573095003908
"Gambia","women_iron","prev","infill","mbg_dhs",0.546326461927973,0.781931483532994,5.94897554777075
"Gambia","women_iron","prev","infill","mbg_gp",0.483531121544914,0.624165569524772,7.83929691250366
"Gambia","women_iron","prev","infill","region_mean_jk",0.460672057115778,0.556668948542472,8.40683475678625
"Gambia","women_iron","prev","infill","spatial",0.465802113794624,0.660436153422289,8.5150021081162
"Gambia","women_iron","prev","infill","spatial_plus_domain",0.465802113794624,0.660436153422289,8.36172719439223
"Gambia","women_iron","prev","region","domain_index",0.588225025160148,0.756119288857459,9.28118991668154
"Gambia","women_iron","prev","region","mbg",0.462949371185249,0.535158001678102,9.72390160051675
"Gambia","women_iron","prev","region","mbg_dhs",0.521089315653622,0.767245234838293,6.21343249335614
"Gambia","women_iron","prev","region","mbg_gp",0.512058547638667,0.68380063998204,6.28729148274642
"Gambia","women_iron","prev","region","spatial",0.513563675641159,0.721628856316875,8.01430174963356
"Gambia","women_iron","prev","region","spatial_plus_domain",0.513563675641159,0.721628856316875,8.01430174962486
"Gambia","women_vitA","level","infill","domain_index",0.659382381243986,0.702335928809789,0.0670611262650151
"Gambia","women_vitA","level","infill","mbg",0.557204094129997,0.591991101223582,0.0702648906497823
"Gambia","women_vitA","level","infill","mbg_dhs",0.454780859067448,0.485205784204672,0.0798687431987804
"Gambia","women_vitA","level","infill","mbg_gp",0.595765899746304,0.52880978865406,0.068835371426126
"Gambia","women_vitA","level","infill","region_mean_jk",0.53418475179271,0.5479635530645,0.0669538122397414
"Gambia","women_vitA","level","infill","spatial",0.466048464701251,0.584427141268076,0.073939198294144
"Gambia","women_vitA","level","infill","spatial_plus_domain",0.545341614906832,0.624916573971079,0.0657471777637858
"Gambia","women_vitA","level","region","domain_index",0.682722421485434,0.724582869855395,0.0675305048602656
"Gambia","women_vitA","level","region","mbg",0.544886711573791,0.495884315906563,0.0756224153328201
"Gambia","women_vitA","level","region","mbg_dhs",0.468567929315021,0.560845383759733,0.0696798238536893
"Gambia","women_vitA","level","region","mbg_gp",0.417933689091068,0.297886540600667,0.0790773022355833
"Gambia","women_vitA","level","region","spatial",0.399317645000437,0.440266963292547,0.0982426756258551
"Gambia","women_vitA","level","region","spatial_plus_domain",0.441833610357799,0.347274749721913,0.0875225780968971
"Gambia","women_vitA","prev","infill","domain_index",0.468092003996409,0.557559096570947,3.69092451166765
"Gambia","women_vitA","prev","infill","mbg",0.248552326873451,0.665504039509767,3.29200421993469
"Gambia","women_vitA","prev","infill","mbg_dhs",-0.0919902916631003,0.164968032360848,9.55772378961943
"Gambia","women_vitA","prev","infill","mbg_gp",0.338374640313437,0.39376437880726,3.11490488967564
"Gambia","women_vitA","prev","infill","region_mean_jk",0.123700083795266,0.155585376779797,4.25116282323345
"Gambia","women_vitA","prev","infill","spatial",0.322986245867022,0.413710726958998,3.86628100936973
"Gambia","women_vitA","prev","infill","spatial_plus_domain",0.286428181712555,0.415822693233888,3.98275239975855
"Gambia","women_vitA","prev","region","domain_index",0.511260276262526,0.663626736154309,3.60519523008786
"Gambia","women_vitA","prev","region","mbg",0.574471719748215,0.776030274562341,1.67548429902168
"Gambia","women_vitA","prev","region","mbg_dhs",0.126380377594453,0.461347299603738,7.40869961977176
"Gambia","women_vitA","prev","region","mbg_gp",0.449005293757623,0.574220163850635,2.40349992900588
"Gambia","women_vitA","prev","region","spatial",0.197923658957206,0.368186120589148,3.67918048874341
"Gambia","women_vitA","prev","region","spatial_plus_domain",0.2618577618506,0.488802861177308,3.46049790703462
"Ghana","child_iron","level","infill","domain_index",0.504514960694736,0.528221906116643,0.304307931853453
"Ghana","child_iron","level","infill","mbg",0.468987940898053,0.503897581792319,0.311233484302325
"Ghana","child_iron","level","infill","mbg_dhs",0.507395974811705,0.548307254623044,0.272045877514829
"Ghana","child_iron","level","infill","mbg_gp",0.51258180022225,0.525803698435277,0.276815954516094
"Ghana","child_iron","level","infill","region_mean_jk",0.37000499454335,0.340054959156422,0.313497596254649
"Ghana","child_iron","level","infill","spatial",0.519973659299502,0.536699857752489,0.273679592132231
"Ghana","child_iron","level","infill","spatial_plus_domain",0.512153763839157,0.526685633001422,0.273679592132231
"Ghana","child_iron","level","region","domain_index",0.478108408445487,0.500938833570412,0.306061756988989
"Ghana","child_iron","level","region","mbg",0.429279334897312,0.428591749644381,0.337639527629014
"Ghana","child_iron","level","region","mbg_dhs",0.378474708811787,0.396614509246088,0.338459597875773
"Ghana","child_iron","level","region","mbg_gp",0.495213400831378,0.518150782361309,0.315738531858859
"Ghana","child_iron","level","region","spatial",0.484249084249084,0.50375533428165,0.315624008950173
"Ghana","child_iron","level","region","spatial_plus_domain",0.484249084249084,0.50375533428165,0.315624008950171
"Ghana","child_iron","prev","infill","domain_index",0.511071907902358,0.479696126727936,12.2690526181056
"Ghana","child_iron","prev","infill","mbg",0.432982639330223,0.392826522161536,13.6778512794024
"Ghana","child_iron","prev","infill","mbg_dhs",0.493394593321365,0.465988891293395,13.2192904628502
"Ghana","child_iron","prev","infill","mbg_gp",0.540525834581486,0.556142521015987,12.3251628195991
"Ghana","child_iron","prev","infill","region_mean_jk",0.465565836363809,0.435929682863842,13.0435858046231
"Ghana","child_iron","prev","infill","spatial",0.525468299674255,0.494231507636646,11.6948503000243
"Ghana","child_iron","prev","infill","spatial_plus_domain",0.53225328110062,0.498457905228963,11.7558529660956
"Ghana","child_iron","prev","region","domain_index",0.481766738428679,0.445956337840624,12.4080503058125
"Ghana","child_iron","prev","region","mbg",0.216540905400262,0.155791297735698,15.6667778500307
"Ghana","child_iron","prev","region","mbg_dhs",0.268862120272754,0.225441187787456,14.609465007749
"Ghana","child_iron","prev","region","mbg_gp",0.380223417130571,0.364312616783643,14.3856194413876
"Ghana","child_iron","prev","region","spatial",0.383405168469366,0.339168406783408,13.7021432911348
"Ghana","child_iron","prev","region","spatial_plus_domain",0.383405168469366,0.339168406783408,13.7021432911348
"Ghana","child_vitA","level","infill","domain_index",0.262427460180269,0.256273115220484,0.111788007105109
"Ghana","child_vitA","level","infill","mbg",0.297641684158538,0.262873399715505,0.105181483771421
"Ghana","child_vitA","level","infill","mbg_dhs",0.241503066222167,0.241564722617354,0.107216865021048
"Ghana","child_vitA","level","infill","mbg_gp",0.384648310491007,0.372773826458037,0.087197027954865
"Ghana","child_vitA","level","infill","region_mean_jk",0.309676037596453,0.3610615534497,0.10258070755986
"Ghana","child_vitA","level","infill","spatial",0.369848129398691,0.354082503556188,0.0878990542837292
"Ghana","child_vitA","level","infill","spatial_plus_domain",0.367263448162325,0.354082503556188,0.0880109491816488
"Ghana","child_vitA","level","region","domain_index",0.298366053422233,0.273513513513513,0.110142812721934
"Ghana","child_vitA","level","region","mbg",0.342453800880767,0.290526315789474,0.0924679177755532
"Ghana","child_vitA","level","region","mbg_dhs",0.229468658682142,0.174366998577525,0.104863257159432
"Ghana","child_vitA","level","region","mbg_gp",0.36405317528913,0.313371266002845,0.0874233016955142
"Ghana","child_vitA","level","region","spatial",0.346849405276372,0.294423897581792,0.087434654225521
"Ghana","child_vitA","level","region","spatial_plus_domain",0.346849405276372,0.294423897581792,0.087434654225521
"Ghana","child_vitA","prev","infill","domain_index",0.226417086164179,0.187000793749972,13.5556282052719
"Ghana","child_vitA","prev","infill","mbg",0.129033747789956,0.109158562492844,13.1571864446362
"Ghana","child_vitA","prev","infill","mbg_dhs",0.0996752930024007,0.0934220704439737,13.1304392737011
"Ghana","child_vitA","prev","infill","mbg_gp",0.236788593078739,0.255714435501828,10.2986625256952
"Ghana","child_vitA","prev","infill","region_mean_jk",0.218898336135861,0.254139629142368,12.2328219817443
"Ghana","child_vitA","prev","infill","spatial",0.253335186383604,0.231333553703035,11.0553803960264
"Ghana","child_vitA","prev","infill","spatial_plus_domain",0.253335186383604,0.231333553703035,11.0553803962202
"Ghana","child_vitA","prev","region","domain_index",0.265809025780844,0.228613490371511,14.1510192106633
"Ghana","child_vitA","prev","region","mbg",0.201724985044064,0.163118352875804,12.2285704983512
"Ghana","child_vitA","prev","region","mbg_dhs",-0.00427886493533879,-0.0490608281523612,13.3207095628359
"Ghana","child_vitA","prev","region","mbg_gp",0.232996150168804,0.233555176109934,10.8612396891034
"Ghana","child_vitA","prev","region","spatial",0.312637451277422,0.271208827673024,10.8042913151518
"Ghana","child_vitA","prev","region","spatial_plus_domain",0.312637451277422,0.271208827673024,10.8042913150058
"Ghana","women_b12","level","infill","domain_index",0.509816026669959,0.5675106685633,0.25112561604511
"Ghana","women_b12","level","infill","mbg",0.410758529859653,0.439857752489331,0.226727818805344
"Ghana","women_b12","level","infill","mbg_dhs",0.297197184837634,0.360967283072546,0.263843729455814
"Ghana","women_b12","level","infill","mbg_gp",0.346520146520147,0.369957325746799,0.231711146692902
"Ghana","women_b12","level","infill","region_mean_jk",0.486971546292962,0.517733298207366,0.220877338906687
"Ghana","women_b12","level","infill","spatial",0.468230645758736,0.528449502133713,0.220240662243328
"Ghana","women_b12","level","infill","spatial_plus_domain",0.469234884965222,0.527254623044097,0.220240662243327
"Ghana","women_b12","level","region","domain_index",0.495740214841338,0.55325746799431,0.25739336558361
"Ghana","women_b12","level","region","mbg",0.426398320780343,0.450327169274538,0.253745031363978
"Ghana","women_b12","level","region","mbg_dhs",0.360744124789069,0.418520625889047,0.283395299821232
"Ghana","women_b12","level","region","mbg_gp",0.388385397374161,0.422275960170697,0.254473435612211
"Ghana","women_b12","level","region","spatial",0.459587603407828,0.509815078236131,0.222571643018349
"Ghana","women_b12","level","region","spatial_plus_domain",0.459587603407828,0.509815078236131,0.222571643018347
"Ghana","women_b12","prev","infill","domain_index",0.11651718334807,0.184222336003448,12.4757536787519
"Ghana","women_b12","prev","infill","mbg",0.0826169450108752,0.128875303312548,9.53752986340089
"Ghana","women_b12","prev","infill","mbg_dhs",0.0369468932463049,0.0770858257442568,10.3504012471347
"Ghana","women_b12","prev","infill","mbg_gp",0.202508273860891,0.284260130280661,9.04211289430949
"Ghana","women_b12","prev","infill","region_mean_jk",0.186578216239292,0.24901287651498,11.3574215671485
"Ghana","women_b12","prev","infill","spatial",0.175306706740794,0.239979225275294,10.944512485742
"Ghana","women_b12","prev","infill","spatial_plus_domain",0.175306706740794,0.239979225275294,10.944512485742
"Ghana","women_b12","prev","region","domain_index",0.135184147139717,0.190747252772103,12.5556707533622
"Ghana","women_b12","prev","region","mbg",0.157165712689157,0.218010912536607,10.2836387406791
"Ghana","women_b12","prev","region","mbg_dhs",0.171118796735438,0.242815432815438,10.3742760758277
"Ghana","women_b12","prev","region","mbg_gp",0.235306952931275,0.319540584768462,9.9606353503626
"Ghana","women_b12","prev","region","spatial",0.135561257519346,0.190911195404481,12.1689634286815
"Ghana","women_b12","prev","region","spatial_plus_domain",0.135561257519346,0.190911195404481,12.1689634286817
"Ghana","women_folate","level","infill","domain_index",0.244120673334156,0.257667140825036,0.326372114805125
"Ghana","women_folate","level","infill","mbg",0.499691319916039,0.496699857752489,0.234787065364541
"Ghana","women_folate","level","infill","mbg_dhs",0.334518664855743,0.303072546230441,0.270262537517595
"Ghana","women_folate","level","infill","mbg_gp",0.516977404617854,0.541394025604552,0.226657608948811
"Ghana","women_folate","level","infill","region_mean_jk",0.337868371213324,0.385730268939392,0.288499635379589
"Ghana","women_folate","level","infill","spatial",0.509651397291847,0.540682788051209,0.228870568505846
"Ghana","women_folate","level","infill","spatial_plus_domain",0.51758653331687,0.544324324324324,0.226633015375554
"Ghana","women_folate","level","region","domain_index",0.206947359756349,0.203186344238976,0.331981128842181
"Ghana","women_folate","level","region","mbg",0.260435444705108,0.253143669985775,0.273293557093822
"Ghana","women_folate","level","region","mbg_dhs",0.148289912334856,0.0949359886201991,0.287658794289893
"Ghana","women_folate","level","region","mbg_gp",0.340132526649381,0.345120910384068,0.259718001219913
"Ghana","women_folate","level","region","spatial",0.414347450302506,0.415874822190612,0.252166178772584
"Ghana","women_folate","level","region","spatial_plus_domain",0.413145655842285,0.416899004267425,0.252850597096485
"Ghana","women_folate","prev","infill","domain_index",0.138295615750809,0.146630269689617,24.1404721241763
"Ghana","women_folate","prev","infill","mbg",0.363921923654743,0.334806732628188,19.3875028252863
"Ghana","women_folate","prev","infill","mbg_dhs",0.200234677952075,0.173353807371191,23.3958067139638
"Ghana","women_folate","prev","infill","mbg_gp",0.321437391588949,0.296267828153001,19.8537619380745
"Ghana","women_folate","prev","infill","region_mean_jk",0.177596991786403,0.189037406848821,22.3337697829819
"Ghana","women_folate","prev","infill","spatial",0.363839349248396,0.367886909139619,19.5162081163549
"Ghana","women_folate","prev","infill","spatial_plus_domain",0.388182284239641,0.382153715123222,19.4501655302404
"Ghana","women_folate","prev","region","domain_index",0.0907162428133737,0.0905322193884574,25.2679644373761
"Ghana","women_folate","prev","region","mbg",0.207707661726525,0.190228830632516,20.3147494907578
"Ghana","women_folate","prev","region","mbg_dhs",0.0142523425355801,-0.0492140669943865,24.6444135801306
"Ghana","women_folate","prev","region","mbg_gp",0.138122209497479,0.131950139656539,21.0140484503268
"Ghana","women_folate","prev","region","spatial",0.286863487651247,0.292177345318542,20.0902194222026
"Ghana","women_folate","prev","region","spatial_plus_domain",0.282734767333872,0.291122656364709,19.5731803107022
"Ghana","women_iron","level","infill","domain_index",0.386953121784582,0.400199146514936,0.293983846026571
"Ghana","women_iron","level","infill","mbg",0.433378606412314,0.450697012802276,0.212581221662098
"Ghana","women_iron","level","infill","mbg_dhs",0.380911223607853,0.398321479374111,0.236719013349271
"Ghana","women_iron","level","infill","mbg_gp",0.508828250401284,0.523812233285917,0.20499777553423
"Ghana","women_iron","level","infill","region_mean_jk",0.362838314700839,0.352229598390403,0.251791542748259
"Ghana","women_iron","level","infill","spatial",0.536716467053546,0.567709815078236,0.20816064238714
"Ghana","women_iron","level","infill","spatial_plus_domain",0.536551837675433,0.566458036984353,0.207316286870161
"Ghana","women_iron","level","region","domain_index",0.316129563320575,0.321877667140825,0.280704308799499
"Ghana","women_iron","level","region","mbg",0.23167469234885,0.235192034139403,0.239397364259117
"Ghana","women_iron","level","region","mbg_dhs",0.147664320698029,0.158662873399715,0.299305767126969
"Ghana","women_iron","level","region","mbg_gp",0.380335020784459,0.404153627311522,0.22290806447101
"Ghana","women_iron","level","region","spatial",0.397686957237519,0.422788051209104,0.226052661656671
"Ghana","women_iron","level","region","spatial_plus_domain",0.401917932255011,0.427339971550498,0.237670970483775
"Ghana","women_iron","prev","infill","domain_index",0.310931105448545,0.288154297323862,9.46934097562624
"Ghana","women_iron","prev","infill","mbg",0.33444416198077,0.365635242602186,7.70372788308025
"Ghana","women_iron","prev","infill","mbg_dhs",0.365912009250151,0.349462803884853,7.30023850311396
"Ghana","women_iron","prev","infill","mbg_gp",0.452887733840003,0.485158773229306,7.47859131789899
"Ghana","women_iron","prev","infill","region_mean_jk",0.364470498258084,0.34616131957416,8.46545116315199
"Ghana","women_iron","prev","infill","spatial",0.394686436311998,0.413202931569714,7.7523034726138
"Ghana","women_iron","prev","infill","spatial_plus_domain",0.381378263795894,0.410872028480561,7.80900228421995
"Ghana","women_iron","prev","region","domain_index",0.24103601459715,0.223119223478361,9.27216664448289
"Ghana","women_iron","prev","region","mbg",0.0998154762002983,0.114818559576792,9.1373602047482
"Ghana","women_iron","prev","region","mbg_dhs",0.185385938073176,0.184760040542054,8.32190263171846
"Ghana","women_iron","prev","region","mbg_gp",0.272043805619903,0.299118174817285,8.02099618650091
"Ghana","women_iron","prev","region","spatial",0.196828791625678,0.240255677670837,8.40137719580508
"Ghana","women_iron","prev","region","spatial_plus_domain",0.19742268241678,0.246500195823259,8.81830786067059
"Ghana","women_vitA","level","infill","domain_index",0.465366094579578,0.486884779516358,0.130241990418978
"Ghana","women_vitA","level","infill","mbg",0.441182038934848,0.435334281650071,0.104237877138231
"Ghana","women_vitA","level","infill","mbg_dhs",0.469004403835865,0.461564722617354,0.105280199847103
"Ghana","women_vitA","level","infill","mbg_gp",0.431929867884924,0.407823613086771,0.104311128220865
"Ghana","women_vitA","level","infill","region_mean_jk",0.35542035826484,0.326183553400621,0.115766430978888
"Ghana","women_vitA","level","infill","spatial",0.452788410091781,0.432887624466572,0.104541085669481
"Ghana","women_vitA","level","infill","spatial_plus_domain",0.497962711445857,0.471294452347084,0.102739089084021
"Ghana","women_vitA","level","region","domain_index",0.487903856443182,0.504238975817923,0.118495438096448
"Ghana","women_vitA","level","region","mbg",0.510721488249578,0.507197724039829,0.105559517836094
"Ghana","women_vitA","level","region","mbg_dhs",0.494077458122402,0.483442389758179,0.111821421862666
"Ghana","women_vitA","level","region","mbg_gp",0.488348355764086,0.47900426742532,0.10961782299076
"Ghana","women_vitA","level","region","spatial",0.528880108655389,0.529672830725462,0.10557184330523
"Ghana","women_vitA","level","region","spatial_plus_domain",0.559599950611187,0.553086770981508,0.100193105836915
"Ghana","women_vitA","prev","infill","domain_index",0.142383049618861,0.133943076339597,6.29470790077237
"Ghana","women_vitA","prev","infill","mbg",0.0464502623844353,0.0309633694485914,3.81690368868189
"Ghana","women_vitA","prev","infill","mbg_dhs",0.13909532181738,0.134473145828386,4.00869560917205
"Ghana","women_vitA","prev","infill","mbg_gp",-0.037409010930363,-0.0657468948681128,4.18068533063496
"Ghana","women_vitA","prev","infill","region_mean_jk",0.0356826629982694,0.0562471966844837,5.95932646303084
"Ghana","women_vitA","prev","infill","spatial",0.0882243984025752,0.0953576732073797,5.64695637627927
"Ghana","women_vitA","prev","infill","spatial_plus_domain",0.0882243984025752,0.0953576732073797,5.64695637627927
"Ghana","women_vitA","prev","region","domain_index",0.137207099769232,0.124328712508452,6.07127187703
"Ghana","women_vitA","prev","region","mbg",0.059201314803692,0.0751601978586822,3.87289849982959
"Ghana","women_vitA","prev","region","mbg_dhs",0.0786166803340585,0.05547451374054,4.50975791458524
"Ghana","women_vitA","prev","region","mbg_gp",-0.261840862135504,-0.302322391192268,4.1451990376635
"Ghana","women_vitA","prev","region","spatial",0.0988206562492397,0.113032748919769,5.64683207037761
"Ghana","women_vitA","prev","region","spatial_plus_domain",0.0988206562492397,0.113032748919769,5.64683207037761
"Malawi","child_iron","level","infill","domain_index",0.247441022712296,0.278231391703725,0.305951934923552
"Malawi","child_iron","level","infill","mbg",0.309471510785046,0.320478238681927,0.254034163331735
"Malawi","child_iron","level","infill","mbg_dhs",0.109190352765453,0.0700955019319093,0.276256060044734
"Malawi","child_iron","level","infill","mbg_gp",0.0699710055792295,0.0956659619450317,0.273827324121274
"Malawi","child_iron","level","infill","region_mean_jk",0.435107383870453,0.439855278667508,0.243022941746801
"Malawi","child_iron","level","infill","spatial",0.142896366911216,0.165451629365021,0.260052357673689
"Malawi","child_iron","level","infill","spatial_plus_domain",0.178282739533453,0.178628708901363,0.262787351144114
"Malawi","child_iron","level","region","domain_index",0.210407239819005,0.253608660785886,0.301321587579989
"Malawi","child_iron","level","region","mbg",0.2065962307253,0.236476634832689,0.28046824348867
"Malawi","child_iron","level","region","mbg_dhs",0.0122128014760796,0.00196836042866516,0.3012112432454
"Malawi","child_iron","level","region","mbg_gp",-0.214361024469534,-0.17912079900853,0.288014117505424
"Malawi","child_iron","level","region","spatial",0.0456881781838949,0.0745425384559306,0.281902085848159
"Malawi","child_iron","level","region","spatial_plus_domain",0.048104379914774,0.05310928045491,0.279651646590443
"Malawi","child_iron","prev","infill","domain_index",0.116762399862152,0.174422274569125,12.8180935351645
"Malawi","child_iron","prev","infill","mbg",0.0837096928219026,0.0964867832392165,11.7548477196348
"Malawi","child_iron","prev","infill","mbg_dhs",0.0271241183232129,-0.0439612718794805,10.9892831758007
"Malawi","child_iron","prev","infill","mbg_gp",-0.0746793192844501,-0.0470713950560163,10.3926073420912
"Malawi","child_iron","prev","infill","region_mean_jk",0.125442911520387,0.102336452013715,10.9092551016818
"Malawi","child_iron","prev","infill","spatial",0.00622006849625989,0.0271155313895634,10.777143299116
"Malawi","child_iron","prev","infill","spatial_plus_domain",0.00622006849625989,0.0472264451850518,10.7786798616771
"Malawi","child_iron","prev","region","domain_index",0.0862615157947272,0.144780338135866,13.4600407396568
"Malawi","child_iron","prev","region","mbg",-0.0263981686843921,-0.0305083930366934,13.3684737945664
"Malawi","child_iron","prev","region","mbg_dhs",-0.0150249576761998,-0.0762481811021694,11.5918114156678
"Malawi","child_iron","prev","region","mbg_gp",-0.278374188395391,-0.254647035451264,10.9992391568668
"Malawi","child_iron","prev","region","spatial",-0.0605068024720171,-0.018113503309678,11.6464557752114
"Malawi","child_iron","prev","region","spatial_plus_domain",-0.0527303419470733,-0.0470349126727138,11.6193019527025
"Malawi","child_vitA","level","infill","domain_index",0.146070377366779,0.151910038638186,0.0713535344048251
"Malawi","child_vitA","level","infill","mbg",-0.0178579273382243,-0.0102792155719181,0.0636534475699855
"Malawi","child_vitA","level","infill","mbg_dhs",0.0681478715459298,0.13306481008967,0.0573987126305628
"Malawi","child_vitA","level","infill","mbg_gp",-0.093397179633616,-0.0668695778960414,0.0557509217662752
"Malawi","child_vitA","level","infill","region_mean_jk",-0.074641622655888,-0.0800809287905225,0.0708917295163805
"Malawi","child_vitA","level","infill","spatial",0.13446162632342,0.115641175184078,0.0550381183669617
"Malawi","child_vitA","level","infill","spatial_plus_domain",0.13446162632342,0.115641175184078,0.0550381183670323
"Malawi","child_vitA","level","region","domain_index",0.119151693537759,0.126230225267916,0.0670822897689745
