source_path,group,status,detail,frozen_md5,live_md5,checked_on
results/sensitivity/covariate_hygiene_comparison.csv,sensitivity,unchanged,,747421c527d376b9e989c99292e45a48,747421c527d376b9e989c99292e45a48,2026-08-27
results/sensitivity/distributional_prototype_metrics.csv,sensitivity,unchanged,,83ebfba548456f797ef4d823883ee3a8,83ebfba548456f797ef4d823883ee3a8,2026-08-27
results/sensitivity/distributional_transport_childiron.csv,sensitivity,unchanged,,bc4f83f16e8d9ec1282e4f29ed9d1974,bc4f83f16e8d9ec1282e4f29ed9d1974,2026-08-27
results/sensitivity/distributional_within_heterosked.csv,sensitivity,unchanged,,d99862d9bc09288d732a7515b485af91,d99862d9bc09288d732a7515b485af91,2026-08-27
results/sensitivity/gee_legacy_parity_validation_sierraleone.csv,sensitivity,unchanged,,4b0de1a8d517414a2b6deca146179c16,4b0de1a8d517414a2b6deca146179c16,2026-08-27
results/sensitivity/gradient_anchored_calibration.csv,sensitivity,unchanged,,15c97692ab6c1582f8f5aed1751d069e,15c97692ab6c1582f8f5aed1751d069e,2026-08-27
results/tables/admin2_error_all.csv,tables,unchanged,,3e538c0d1daa5f60f196b25a0c77ac8e,3e538c0d1daa5f60f196b25a0c77ac8e,2026-08-27
results/tables/all_methods_child_iron.csv,tables,unchanged,,5da91343ba3ff2b2a30d88242bcbecad,5da91343ba3ff2b2a30d88242bcbecad,2026-08-27
results/tables/area_comparison_all.csv,tables,unchanged,,6d5767427fd58b3ad736e5f86158f9a5,6d5767427fd58b3ad736e5f86158f9a5,2026-08-27
results/tables/area_comparison_all_PREFULL.csv,tables,unchanged,,1c2be02b6ab4ad32864ff6006e486b37,1c2be02b6ab4ad32864ff6006e486b37,2026-08-27
results/tables/area_loco_comparison.csv,tables,unchanged,,e1997bee5298339e9f95a30c2cea0d49,e1997bee5298339e9f95a30c2cea0d49,2026-08-27
results/tables/benchmarks_all.csv,tables,unchanged,,2f2b253cb117bcbbf4c34efb5dde30eb,2f2b253cb117bcbbf4c34efb5dde30eb,2026-08-27
results/tables/calibration_tables.csv,tables,unchanged,,4538bfbff422d1b7ad0988a19a766cad,4538bfbff422d1b7ad0988a19a766cad,2026-08-27
results/tables/corrected/admin2_error_sampling_adjusted.csv,tables_corrected,unchanged,,df6a6c368b0a26834a5c95b858f85d41,df6a6c368b0a26834a5c95b858f85d41,2026-08-27
results/tables/corrected/area_partial_pooling.csv,tables_corrected,unchanged,,21af60a8bf94627be84af9cd7a1f48a1,21af60a8bf94627be84af9cd7a1f48a1,2026-08-27
results/tables/corrected/area_recipe_transport.csv,tables_corrected,unchanged,,7e52837b182f6c4ca67e78dbe50eea54,7e52837b182f6c4ca67e78dbe50eea54,2026-08-27
results/tables/corrected/area_recipe_within.csv,tables_corrected,unchanged,,08ca17f6f74c32e6164c9666773ba425,08ca17f6f74c32e6164c9666773ba425,2026-08-27
results/tables/corrected/area_recipe_within_variants.csv,tables_corrected,unchanged,,4d2f275b244f63423c37279677955f6f,4d2f275b244f63423c37279677955f6f,2026-08-27
results/tables/corrected/calibration_oof_compare.csv,tables_corrected,unchanged,,b8401f9ed92ff3e69f9337a199148091,b8401f9ed92ff3e69f9337a199148091,2026-08-27
results/tables/corrected/cv_honesty_compare.csv,tables_corrected,unchanged,,45da777dacc45541ecc7ca5c97b7cf0a,45da777dacc45541ecc7ca5c97b7cf0a,2026-08-27
results/tables/corrected/decision_value.csv,tables_corrected,unchanged,,ee5d7ff79ad9af615aa5db6a061e0a8a,ee5d7ff79ad9af615aa5db6a061e0a8a,2026-08-27
results/tables/corrected/interval_summary.csv,tables_corrected,unchanged,,525192d45cc88025cca1c70dc1586aa8,525192d45cc88025cca1c70dc1586aa8,2026-08-27
results/tables/corrected/methods_comparison.rds,tables_corrected,unchanged,,eb6dedd227319c73bbaf0cdaabf6f94b,eb6dedd227319c73bbaf0cdaabf6f94b,2026-08-27
results/tables/corrected/protocol_reconciliation.csv,tables_corrected,unchanged,,a75dee08934a56d5da73f60983013283,a75dee08934a56d5da73f60983013283,2026-08-27
results/tables/corrected/protocol_reconciliation_medians.csv,tables_corrected,unchanged,,2157e2d0224ca366e7a3e43848a6ba99,2157e2d0224ca366e7a3e43848a6ba99,2026-08-27
