country,outcome,Admin1,Admin2,svy_prev,n_svy
Gambia,child_iron,Upper River,Sandu,0.4375,16
Gambia,child_iron,North Bank,Upper Baddibu,0.7074403506014929,34
Gambia,child_iron,North Bank,Upper Nuimi,0.4444444444444445,9
Gambia,child_iron,Upper River,Wuli,0.7777777777777777,9
Gambia,women_iron,Banjul,Banjul,0.34413119665356046,225
Gambia,women_iron,North Bank,Central Baddibu,0.4545454545454546,33
Gambia,women_iron,Western,Foni Bintang Karanai,0.35000000000000003,20
Gambia,women_iron,Western,Foni Brefet,0.29411764705882354,17
Gambia,women_iron,Upper River,Fulladu East,0.47164905936463764,152
Gambia,women_iron,North Bank,Jokadu,0.5833333333333334,12
Gambia,women_iron,Banjul,Kanifing,0.30079447811547333,139
Gambia,women_iron,Upper River,Kantora,0.8235294117647058,17
Gambia,women_iron,Western,Kombo Central,0.3671546547441981,41
Gambia,women_iron,Western,Kombo East,0.42857142857142855,28
Gambia,women_iron,Western,Kombo Saint Mary,0.3673861078283137,95
Gambia,women_iron,Western,Kombo South,0.3448275862068966,29
Gambia,women_iron,North Bank,Lower Baddibu,0.36363636363636365,22
Gambia,women_iron,North Bank,Lower Nuimi,0.3416705585447208,29
Gambia,women_iron,Upper River,Sandu,0.6666666666666666,15
Gambia,women_iron,North Bank,Upper Baddibu,0.5349980377323742,37
Gambia,women_iron,North Bank,Upper Nuimi,0.29411764705882354,17
Gambia,women_iron,Upper River,Wuli,0.7272727272727272,11
Ghana,child_vitA,Greater Accra,Ablekuma Central,0,6
Ghana,child_vitA,Greater Accra,Ablekuma North,0.19999999999999998,10
Ghana,child_vitA,Ashanti,Adansi Asokwa,0,16
Ghana,child_vitA,Central,Agona West,0.1904761904761905,21
Ghana,child_vitA,Ashanti,Asante-Akim South,0,26
Ghana,child_vitA,Greater Accra,Ashaiman,0,5
Ghana,child_vitA,Central,Asikuma-Odoben-Brakwa,0.10526315789473685,19
Ghana,child_vitA,Ashanti,Asokore-Mampong,0.16666666666666669,18
Ghana,child_vitA,Ashanti,Asokwa,0,15
Ghana,child_vitA,Ahafo,Asunafo North,0.10526315789473685,19
Ghana,child_vitA,Ashanti,Atwima-Mponua,0.15625,32
Ghana,child_vitA,Ashanti,Atwima-Nwabiagya South,0,11
Ghana,child_vitA,Central,Awutu Senya West,0.08333333333333333,12
Ghana,child_vitA,Greater Accra,Ayawaso West,0,2
Ghana,child_vitA,Upper East,Bawku West,0.2222222222222222,9
Ghana,child_vitA,Ashanti,Bekwai,0.25,8
Ghana,child_vitA,Upper East,Binduri,0.2,30
Ghana,child_vitA,Savannah,Bole,0.25,4
Ghana,child_vitA,Upper East,Builsa South,0.28571428571428575,7
Ghana,child_vitA,Savannah,Central Gonja,0.16666666666666666,30
Ghana,child_vitA,North East,Chereponi,0.16666666666666666,12
Ghana,child_vitA,Bono,Dormaa West,0.0625,16
Ghana,child_vitA,Greater Accra,Ga East,0,6
Ghana,child_vitA,Northern,Gushegu,0.30000000000000004,10
Ghana,child_vitA,Upper West,Jirapa,0,9
Ghana,child_vitA,Upper East,Kasena Nankana East,0.09090909090909091,22
Ghana,child_vitA,Northern,Kpandai,0,3
Ghana,child_vitA,Ashanti,Kumasi,0.08333333333333333,24
Ghana,child_vitA,Ashanti,Kwadaso,0,11
Ghana,child_vitA,Greater Accra,La-Dade-Kotopon,0.15384615384615385,13
Ghana,child_vitA,Upper West,Lambussie-Karni,0.14285714285714288,14
Ghana,child_vitA,Central,Mfantseman,0.3333333333333333,6
Ghana,child_vitA,Northern,Nanumba South,0.09090909090909091,11
Ghana,child_vitA,Oti,Nkwanta South,0,14
Ghana,child_vitA,Savannah,North East Gonja,0.18181818181818182,11
Ghana,child_vitA,Ashanti,Obuasi,0.11764705882352941,17
Ghana,child_vitA,Northern,Sagnerigu,0.15000000000000002,20
Ghana,child_vitA,Northern,Savelugu,0.3529411764705882,17
Ghana,child_vitA,Savannah,Sawla-Tuna-Kalba,0.2777777777777778,18
Ghana,child_vitA,Western North,Sefwi-Akontombra,0.052631578947368425,19
Ghana,child_vitA,Ashanti,Sekyere Kumawu,0.25,12
Ghana,child_vitA,Ashanti,Sekyere South,0,14
Ghana,child_vitA,Upper West,Sissala East,0.1764705882352941,17
Ghana,child_vitA,Bono,Sunyani West,0,6
Ghana,child_vitA,Upper East,Talensi,0.38461538461538464,13
Ghana,child_vitA,Northern,Tamale,0.36,25
Ghana,child_vitA,Ahafo,Tano North,0.11627906976744186,43
Ghana,child_vitA,Northern,Tatale Sanguli,0.16,25
Ghana,child_vitA,Greater Accra,Tema West,0.09999999999999999,10
Ghana,child_vitA,Northern,Tolon,0.375,32
Ghana,child_vitA,Central,Twifo-Atti-Morkwa,0.125,8
Ghana,child_vitA,Central,Twifo-Hemang-Lower Denkyira,0,6
Ghana,child_vitA,Upper West,Wa East,0,14
Ghana,child_vitA,Upper West,Wa Municipal,0.25,16
Ghana,child_vitA,Greater Accra,Weija Gbawe,0.1276595744680851,47
Ghana,child_vitA,Bono,Wenchi,0.09090909090909091,11
Ghana,child_vitA,North East,West Mamprusi,0.34782608695652173,23
Ghana,child_vitA,North East,Yunyoo-Nasuan,0,10
Ghana,women_vitA,Greater Accra,Ablekuma Central,0,16
Ghana,women_vitA,Greater Accra,Ablekuma North,0,17
Ghana,women_vitA,Ashanti,Adansi Asokwa,0,16
Ghana,women_vitA,Central,Agona West,0.0909090909090909,11
Ghana,women_vitA,Ashanti,Asante-Akim South,0,22
Ghana,women_vitA,Greater Accra,Ashaiman,0,13
Ghana,women_vitA,Central,Asikuma-Odoben-Brakwa,0,20
Ghana,women_vitA,Ashanti,Asokore-Mampong,0,14
Ghana,women_vitA,Ashanti,Asokwa,0,12
Ghana,women_vitA,Ahafo,Asunafo North,0,14
Ghana,women_vitA,Ashanti,Atwima-Mponua,0,36
Ghana,women_vitA,Ashanti,Atwima-Nwabiagya South,0,14
Ghana,women_vitA,Central,Awutu Senya West,0,11
Ghana,women_vitA,Greater Accra,Ayawaso West,0,9
Ghana,women_vitA,Upper East,Bawku West,0,11
Ghana,women_vitA,Ashanti,Bekwai,0,14
Ghana,women_vitA,Upper East,Binduri,0,16
Ghana,women_vitA,Savannah,Bole,0.2,5
Ghana,women_vitA,Upper East,Builsa South,0,2
Ghana,women_vitA,Savannah,Central Gonja,0,18
Ghana,women_vitA,North East,Chereponi,0,7
Ghana,women_vitA,Bono,Dormaa West,0,9
Ghana,women_vitA,Greater Accra,Ga East,0,9
Ghana,women_vitA,Northern,Gushegu,0.1111111111111111,9
Ghana,women_vitA,Upper West,Jirapa,0,8
Ghana,women_vitA,Upper East,Kasena Nankana East,0.0588235294117647,17
Ghana,women_vitA,Northern,Kpandai,0,6
Ghana,women_vitA,Ashanti,Kumasi,0,28
Ghana,women_vitA,Ashanti,Kwadaso,0.06666666666666667,15
Ghana,women_vitA,Greater Accra,La-Dade-Kotopon,0,9
Ghana,women_vitA,Upper West,Lambussie-Karni,0,7
Ghana,women_vitA,Central,Mfantseman,0,5
Ghana,women_vitA,Northern,Nanumba South,0,10
Ghana,women_vitA,Oti,Nkwanta South,0,9
Ghana,women_vitA,Savannah,North East Gonja,0,10
Ghana,women_vitA,Ashanti,Obuasi,0,6
Ghana,women_vitA,Northern,Sagnerigu,0.1,20
Ghana,women_vitA,Northern,Savelugu,0,16
Ghana,women_vitA,Savannah,Sawla-Tuna-Kalba,0,9
Ghana,women_vitA,Western North,Sefwi-Akontombra,0,7
Ghana,women_vitA,Ashanti,Sekyere Kumawu,0,15
Ghana,women_vitA,Ashanti,Sekyere South,0,13
Ghana,women_vitA,Upper West,Sissala East,0,7
Ghana,women_vitA,Bono,Sunyani West,0,8
Ghana,women_vitA,Upper East,Talensi,0.16666666666666666,12
Ghana,women_vitA,Northern,Tamale,0,18
Ghana,women_vitA,Ahafo,Tano North,0,28
Ghana,women_vitA,Northern,Tatale Sanguli,0,9
Ghana,women_vitA,Greater Accra,Tema West,0.07692307692307693,13
Ghana,women_vitA,Northern,Tolon,0,13
Ghana,women_vitA,Central,Twifo-Atti-Morkwa,0,9
Ghana,women_vitA,Central,Twifo-Hemang-Lower Denkyira,0,3
Ghana,women_vitA,Upper West,Wa East,0.1,10
Ghana,women_vitA,Upper West,Wa Municipal,0,20
Ghana,women_vitA,Greater Accra,Weija Gbawe,0.024390243902439025,41
Ghana,women_vitA,Bono,Wenchi,0,16
Ghana,women_vitA,North East,West Mamprusi,0,15
Ghana,women_vitA,North East,Yunyoo-Nasuan,0.08333333333333333,12
Ghana,child_iron,Greater Accra,Ablekuma Central,0.16666666666666666,6
Ghana,child_iron,Greater Accra,Ablekuma North,0.19999999999999998,10
Ghana,child_iron,Ashanti,Adansi Asokwa,0.125,16
Ghana,child_iron,Central,Agona West,0.1904761904761905,21
Ghana,child_iron,Ashanti,Asante-Akim South,0.15384615384615383,26
Ghana,child_iron,Greater Accra,Ashaiman,0,5
Ghana,child_iron,Central,Asikuma-Odoben-Brakwa,0.15789473684210528,19
Ghana,child_iron,Ashanti,Asokore-Mampong,0.2777777777777778,18
Ghana,child_iron,Ashanti,Asokwa,0.4,15
Ghana,child_iron,Ahafo,Asunafo North,0,19
Ghana,child_iron,Ashanti,Atwima-Mponua,0.09375,32
Ghana,child_iron,Ashanti,Atwima-Nwabiagya South,0.18181818181818182,11
Ghana,child_iron,Central,Awutu Senya West,0.16666666666666666,12
Ghana,child_iron,Greater Accra,Ayawaso West,0,2
Ghana,child_iron,Upper East,Bawku West,0.3333333333333333,9
Ghana,child_iron,Ashanti,Bekwai,0,8
Ghana,child_iron,Upper East,Binduri,0.6666666666666666,30
Ghana,child_iron,Savannah,Bole,0.25,4
Ghana,child_iron,Upper East,Builsa South,0.28571428571428575,7
Ghana,child_iron,Savannah,Central Gonja,0.4,30
Ghana,child_iron,North East,Chereponi,0.16666666666666666,12
Ghana,child_iron,Bono,Dormaa West,0.25,16
Ghana,child_iron,Greater Accra,Ga East,0.3333333333333333,6
Ghana,child_iron,Northern,Gushegu,0.4,10
Ghana,child_iron,Upper West,Jirapa,0.1111111111111111,9
Ghana,child_iron,Upper East,Kasena Nankana East,0.4090909090909091,22
Ghana,child_iron,Northern,Kpandai,0.6666666666666666,3
Ghana,child_iron,Ashanti,Kumasi,0.25,24
Ghana,child_iron,Ashanti,Kwadaso,0.18181818181818182,11
Ghana,child_iron,Greater Accra,La-Dade-Kotopon,0,13
Ghana,child_iron,Upper West,Lambussie-Karni,0.28571428571428575,14
Ghana,child_iron,Central,Mfantseman,0,6
Ghana,child_iron,Northern,Nanumba South,0.4545454545454546,11
Ghana,child_iron,Oti,Nkwanta South,0.07142857142857142,14
Ghana,child_iron,Savannah,North East Gonja,0.09090909090909091,11
Ghana,child_iron,Ashanti,Obuasi,0.058823529411764705,17
Ghana,child_iron,Northern,Sagnerigu,0.30000000000000004,20
Ghana,child_iron,Northern,Savelugu,0.7058823529411764,17
Ghana,child_iron,Savannah,Sawla-Tuna-Kalba,0.1111111111111111,18
Ghana,child_iron,Western North,Sefwi-Akontombra,0,19
Ghana,child_iron,Ashanti,Sekyere Kumawu,0.16666666666666666,12
Ghana,child_iron,Ashanti,Sekyere South,0,14
Ghana,child_iron,Upper West,Sissala East,0.5294117647058822,17
Ghana,child_iron,Bono,Sunyani West,0.16666666666666666,6
Ghana,child_iron,Upper East,Talensi,0.5384615384615385,13
Ghana,child_iron,Northern,Tamale,0.76,25
Ghana,child_iron,Ahafo,Tano North,0.18604651162790697,43
Ghana,child_iron,Northern,Tatale Sanguli,0.36,25
Ghana,child_iron,Greater Accra,Tema West,0.09999999999999999,10
Ghana,child_iron,Northern,Tolon,0.53125,32
Ghana,child_iron,Central,Twifo-Atti-Morkwa,0,8
Ghana,child_iron,Central,Twifo-Hemang-Lower Denkyira,0,6
Ghana,child_iron,Upper West,Wa East,0.3571428571428572,14
Ghana,child_iron,Upper West,Wa Municipal,0.0625,16
Ghana,child_iron,Greater Accra,Weija Gbawe,0.14893617021276595,47
Ghana,child_iron,Bono,Wenchi,0.09090909090909091,11
Ghana,child_iron,North East,West Mamprusi,0.2608695652173913,23
Ghana,child_iron,North East,Yunyoo-Nasuan,0.1,10
Ghana,women_iron,Greater Accra,Ablekuma Central,0.2,15
Ghana,women_iron,Greater Accra,Ablekuma North,0.058823529411764705,17
Ghana,women_iron,Ashanti,Adansi Asokwa,0.0625,16
Ghana,women_iron,Central,Agona West,0.1818181818181818,11
Ghana,women_iron,Ashanti,Asante-Akim South,0.13636363636363635,22
Ghana,women_iron,Greater Accra,Ashaiman,0.3076923076923077,13
Ghana,women_iron,Central,Asikuma-Odoben-Brakwa,0.15,20
Ghana,women_iron,Ashanti,Asokore-Mampong,0.21428571428571427,14
Ghana,women_iron,Ashanti,Asokwa,0,12
Ghana,women_iron,Ahafo,Asunafo North,0.07142857142857142,14
Ghana,women_iron,Ashanti,Atwima-Mponua,0.05555555555555556,36
Ghana,women_iron,Ashanti,Atwima-Nwabiagya South,0.14285714285714285,14
Ghana,women_iron,Central,Awutu Senya West,0.0909090909090909,11
Ghana,women_iron,Greater Accra,Ayawaso West,0,9
Ghana,women_iron,Upper East,Bawku West,0.18181818181818182,11
Ghana,women_iron,Ashanti,Bekwai,0.14285714285714285,14
Ghana,women_iron,Upper East,Binduri,0.25,16
Ghana,women_iron,Savannah,Bole,0,5
Ghana,women_iron,Upper East,Builsa South,0.5,2
Ghana,women_iron,Savannah,Central Gonja,0.05555555555555555,18
Ghana,women_iron,North East,Chereponi,0.14285714285714288,7
Ghana,women_iron,Bono,Dormaa West,0.11111111111111112,9
Ghana,women_iron,Greater Accra,Ga East,0.3333333333333333,9
Ghana,women_iron,Northern,Gushegu,0.25,8
Ghana,women_iron,Upper West,Jirapa,0,8
Ghana,women_iron,Upper East,Kasena Nankana East,0.3529411764705882,17
Ghana,women_iron,Northern,Kpandai,0,6
Ghana,women_iron,Ashanti,Kumasi,0.2222222222222222,27
Ghana,women_iron,Ashanti,Kwadaso,0.2,15
Ghana,women_iron,Greater Accra,La-Dade-Kotopon,0.1111111111111111,9
Ghana,women_iron,Upper West,Lambussie-Karni,0,7
Ghana,women_iron,Central,Mfantseman,0,5
Ghana,women_iron,Northern,Nanumba South,0.2,10
Ghana,women_iron,Oti,Nkwanta South,0,9
Ghana,women_iron,Savannah,North East Gonja,0.1,10
Ghana,women_iron,Ashanti,Obuasi,0,6
Ghana,women_iron,Northern,Sagnerigu,0.35000000000000003,20
Ghana,women_iron,Northern,Savelugu,0.375,16
Ghana,women_iron,Savannah,Sawla-Tuna-Kalba,0,9
Ghana,women_iron,Western North,Sefwi-Akontombra,0,7
Ghana,women_iron,Ashanti,Sekyere Kumawu,0.14285714285714285,14
Ghana,women_iron,Ashanti,Sekyere South,0,13
Ghana,women_iron,Upper West,Sissala East,0.14285714285714288,7
Ghana,women_iron,Bono,Sunyani West,0,7
Ghana,women_iron,Upper East,Talensi,0.25,12
Ghana,women_iron,Northern,Tamale,0.16666666666666666,18
Ghana,women_iron,Ahafo,Tano North,0.03571428571428571,28
Ghana,women_iron,Northern,Tatale Sanguli,0,9
Ghana,women_iron,Greater Accra,Tema West,0.15384615384615385,13
Ghana,women_iron,Northern,Tolon,0.23076923076923078,13
Ghana,women_iron,Central,Twifo-Atti-Morkwa,0.1111111111111111,9
Ghana,women_iron,Central,Twifo-Hemang-Lower Denkyira,0.3333333333333333,3
Ghana,women_iron,Upper West,Wa East,0,10
Ghana,women_iron,Upper West,Wa Municipal,0.15789473684210525,19
Ghana,women_iron,Greater Accra,Weija Gbawe,0.10526315789473685,38
Ghana,women_iron,Bono,Wenchi,0,16
Ghana,women_iron,North East,West Mamprusi,0.4,15
Ghana,women_iron,North East,Yunyoo-Nasuan,0,12
Ghana,women_folate,Greater Accra,Ablekuma Central,0.7142857142857142,7
Ghana,women_folate,Greater Accra,Ablekuma North,0.5714285714285714,7
Ghana,women_folate,Ashanti,Adansi Asokwa,0.3333333333333333,6
Ghana,women_folate,Central,Agona West,0.19999999999999998,5
Ghana,women_folate,Ashanti,Asante-Akim South,0.8,10
Ghana,women_folate,Greater Accra,Ashaiman,0.75,8
Ghana,women_folate,Central,Asikuma-Odoben-Brakwa,0.5555555555555556,9
Ghana,women_folate,Ashanti,Asokore-Mampong,0.375,8
Ghana,women_folate,Ashanti,Asokwa,0.6666666666666666,6
Ghana,women_folate,Ahafo,Asunafo North,0.42857142857142855,7
Ghana,women_folate,Ashanti,Atwima-Mponua,0.375,16
Ghana,women_folate,Ashanti,Atwima-Nwabiagya South,0.8,5
Ghana,women_folate,Central,Awutu Senya West,0.6,5
Ghana,women_folate,Greater Accra,Ayawaso West,0.39999999999999997,5
Ghana,women_folate,Upper East,Bawku West,1,5
Ghana,women_folate,Ashanti,Bekwai,0.3333333333333333,6
Ghana,women_folate,Upper East,Binduri,0.875,8
Ghana,women_folate,Savannah,Bole,0.6666666666666666,3
Ghana,women_folate,Upper East,Builsa South,1,1
Ghana,women_folate,Savannah,Central Gonja,1,9
Ghana,women_folate,North East,Chereponi,0.3333333333333333,3
Ghana,women_folate,Bono,Dormaa West,0.6000000000000001,5
Ghana,women_folate,Greater Accra,Ga East,0.3333333333333333,3
Ghana,women_folate,Northern,Gushegu,0.6000000000000001,5
Ghana,women_folate,Upper West,Jirapa,0.2,5
Ghana,women_folate,Upper East,Kasena Nankana East,0.3333333333333333,9
Ghana,women_folate,Northern,Kpandai,1,2
Ghana,women_folate,Ashanti,Kumasi,0.7142857142857142,14
Ghana,women_folate,Ashanti,Kwadaso,0.375,8
Ghana,women_folate,Greater Accra,La-Dade-Kotopon,0.19999999999999998,5
Ghana,women_folate,Upper West,Lambussie-Karni,0,3
Ghana,women_folate,Central,Mfantseman,0,2
Ghana,women_folate,Northern,Nanumba South,0.75,4
Ghana,women_folate,Oti,Nkwanta South,1,4
Ghana,women_folate,Savannah,North East Gonja,0.6000000000000001,5
Ghana,women_folate,Ashanti,Obuasi,0,3
Ghana,women_folate,Northern,Sagnerigu,0.5555555555555556,9
Ghana,women_folate,Northern,Savelugu,0.625,8
Ghana,women_folate,Savannah,Sawla-Tuna-Kalba,0.6666666666666666,6
Ghana,women_folate,Western North,Sefwi-Akontombra,0,3
Ghana,women_folate,Ashanti,Sekyere Kumawu,0.7142857142857142,7
Ghana,women_folate,Ashanti,Sekyere South,0.3333333333333333,6
Ghana,women_folate,Upper West,Sissala East,0.75,4
Ghana,women_folate,Bono,Sunyani West,0.75,4
Ghana,women_folate,Upper East,Talensi,0.14285714285714288,7
Ghana,women_folate,Northern,Tamale,0.8571428571428572,7
Ghana,women_folate,Ahafo,Tano North,0.5,12
Ghana,women_folate,Northern,Tatale Sanguli,0.8,5
Ghana,women_folate,Greater Accra,Tema West,0.8333333333333333,6
Ghana,women_folate,Northern,Tolon,0.375,8
Ghana,women_folate,Central,Twifo-Atti-Morkwa,0.8333333333333333,6
Ghana,women_folate,Central,Twifo-Hemang-Lower Denkyira,1,2
Ghana,women_folate,Upper West,Wa East,0.3333333333333333,3
Ghana,women_folate,Upper West,Wa Municipal,0.3333333333333333,9
Ghana,women_folate,Greater Accra,Weija Gbawe,0.380952380952381,21
Ghana,women_folate,Bono,Wenchi,0.875,8
Ghana,women_folate,North East,West Mamprusi,0.6666666666666666,6
Ghana,women_folate,North East,Yunyoo-Nasuan,0.28571428571428575,7
Ghana,women_b12,Greater Accra,Ablekuma Central,0,7
Ghana,women_b12,Greater Accra,Ablekuma North,0,7
Ghana,women_b12,Ashanti,Adansi Asokwa,0,6
Ghana,women_b12,Central,Agona West,0,4
Ghana,women_b12,Ashanti,Asante-Akim South,0,10
Ghana,women_b12,Greater Accra,Ashaiman,0,8
Ghana,women_b12,Central,Asikuma-Odoben-Brakwa,0,9
Ghana,women_b12,Ashanti,Asokore-Mampong,0.125,8
Ghana,women_b12,Ashanti,Asokwa,0,6
Ghana,women_b12,Ahafo,Asunafo North,0,7
Ghana,women_b12,Ashanti,Atwima-Mponua,0,16
Ghana,women_b12,Ashanti,Atwima-Nwabiagya South,0,5
Ghana,women_b12,Central,Awutu Senya West,0,5
Ghana,women_b12,Greater Accra,Ayawaso West,0.19999999999999998,5
Ghana,women_b12,Upper East,Bawku West,0,5
Ghana,women_b12,Ashanti,Bekwai,0.16666666666666666,6
Ghana,women_b12,Upper East,Binduri,0,8
Ghana,women_b12,Savannah,Bole,0,3
Ghana,women_b12,Upper East,Builsa South,0,1
Ghana,women_b12,Savannah,Central Gonja,0,9
Ghana,women_b12,North East,Chereponi,1,3
Ghana,women_b12,Bono,Dormaa West,0,5
Ghana,women_b12,Greater Accra,Ga East,0,3
Ghana,women_b12,Northern,Gushegu,0.4,5
Ghana,women_b12,Upper West,Jirapa,0,5
Ghana,women_b12,Upper East,Kasena Nankana East,0,9
Ghana,women_b12,Northern,Kpandai,0.5,2
Ghana,women_b12,Ashanti,Kumasi,0.14285714285714285,14
Ghana,women_b12,Ashanti,Kwadaso,0,8
Ghana,women_b12,Greater Accra,La-Dade-Kotopon,0,5
Ghana,women_b12,Upper West,Lambussie-Karni,0,3
Ghana,women_b12,Central,Mfantseman,0,2
Ghana,women_b12,Northern,Nanumba South,0.25,4
Ghana,women_b12,Oti,Nkwanta South,0,4
Ghana,women_b12,Savannah,North East Gonja,0.2,5
Ghana,women_b12,Ashanti,Obuasi,0,3
Ghana,women_b12,Northern,Sagnerigu,0,9
Ghana,women_b12,Northern,Savelugu,0.25,8
Ghana,women_b12,Savannah,Sawla-Tuna-Kalba,0.16666666666666666,6
Ghana,women_b12,Western North,Sefwi-Akontombra,0,3
Ghana,women_b12,Ashanti,Sekyere Kumawu,0,7
Ghana,women_b12,Ashanti,Sekyere South,0.16666666666666666,6
Ghana,women_b12,Upper West,Sissala East,0.25,4
Ghana,women_b12,Bono,Sunyani West,0,4
Ghana,women_b12,Upper East,Talensi,0,6
Ghana,women_b12,Northern,Tamale,0.28571428571428575,7
Ghana,women_b12,Ahafo,Tano North,0.08333333333333333,12
Ghana,women_b12,Northern,Tatale Sanguli,0.4,5
Ghana,women_b12,Greater Accra,Tema West,0,6
Ghana,women_b12,Northern,Tolon,0.25,8
Ghana,women_b12,Central,Twifo-Atti-Morkwa,0,6
Ghana,women_b12,Central,Twifo-Hemang-Lower Denkyira,0,2
Ghana,women_b12,Upper West,Wa East,0,3
Ghana,women_b12,Upper West,Wa Municipal,0,9
Ghana,women_b12,Greater Accra,Weija Gbawe,0.09523809523809525,21
Ghana,women_b12,Bono,Wenchi,0.125,8
Ghana,women_b12,North East,West Mamprusi,0.16666666666666666,6
Ghana,women_b12,North East,Yunyoo-Nasuan,0.4285714285714286,7
Sierra Leone,child_vitA,Eastern,Kailahun,0.037038231479452864,19
Sierra Leone,child_vitA,Eastern,Kenema,0.13733071440430047,38
Sierra Leone,child_vitA,Eastern,Kono,0.11081894221778936,54
Sierra Leone,child_vitA,Western,Western Rural,0.10080199153593988,42
Sierra Leone,child_vitA,Western,Western Urban,0.15254237288135591,41
Sierra Leone,women_vitA,Eastern,Kailahun,0.03262986720484611,52
Sierra Leone,women_vitA,Eastern,Kenema,0,81
Sierra Leone,women_vitA,Eastern,Kono,0,33
Sierra Leone,women_vitA,Western,Western Rural,0.005261158956989394,87
Sierra Leone,women_vitA,Western,Western Urban,0.02359882005899705,108
Sierra Leone,child_iron,Eastern,Kailahun,0.14815292591781146,19
Sierra Leone,child_iron,Eastern,Kenema,0.0600915315124487,38
Sierra Leone,child_iron,Eastern,Kono,0.06596775890173791,54
Sierra Leone,child_iron,Western,Western Rural,0.08871066854756893,42
Sierra Leone,child_iron,Western,Western Urban,0.01694915254237288,41
Sierra Leone,women_iron,Eastern,Kailahun,0.11979906488205509,52
Sierra Leone,women_iron,Eastern,Kenema,0.21672348507637212,81
Sierra Leone,women_iron,Eastern,Kono,0.2852985131480197,33
Sierra Leone,women_iron,Western,Western Rural,0.18912037478830823,87
Sierra Leone,women_iron,Western,Western Urban,0.1799410029498525,108
Sierra Leone,women_folate,Eastern,Kailahun,0.6167879543652856,53
Sierra Leone,women_folate,Eastern,Kenema,0.8380138983504452,90
Sierra Leone,women_folate,Eastern,Kono,0.9384666281116486,32
Sierra Leone,women_folate,Western,Western Rural,0.7589266694200343,86
Sierra Leone,women_folate,Western,Western Urban,0.7320261437908497,99
Sierra Leone,women_b12,Eastern,Kailahun,0,53
Sierra Leone,women_b12,Eastern,Kenema,0.019956646251164358,90
Sierra Leone,women_b12,Eastern,Kono,0,32
Sierra Leone,women_b12,Western,Western Rural,0,86
Sierra Leone,women_b12,Western,Western Urban,0.01282051282051282,101
