config,classif_nll,classif_auc,regr_nll,regr_auc,nll_gap
ranger_500_mn10,0.6079723427628989,0.6299504101453395,0.6553484304406121,0.6361515920695434,0.047376087677713175
ranger_500_mn5,0.6048319655847949,0.6354049266442565,0.6112413646508742,0.6339661103325265,0.006409399066079291
ranger_1000_mn10,0.6096112778689861,0.6372761841292864,0.6116010876629709,0.6311515675686271,0.001989809793984887
ranger_1000_mn20,0.6029940850497549,0.6347372766741476,0.603181989024308,0.6407289757636936,1.8790397455303864e-4
