"outcome","country","rank_from","set","n_raw_total","f_cross_A1","f_cross_A2","f_cross_C_A1","mae_A1_f05","mae_B_f05","mae_C_f05","mae_A1_f25","mae_B_f25","resp_cross_A1","resp_cross_A2"
"child_iron","Gambia","level","climate_soil",1013,0.6,0.6,0.6,16.1964187207436,30.7319540792985,23.4843733649243,12.0828833541211,18.0616519730944,608,608
"child_iron","Gambia","level","full",1013,0.6,0.6,0.6,13.7191256439226,31.6847418256567,23.5658778378578,12.0963382781169,17.8304058849866,608,608
"child_iron","Gambia","prev","climate_soil",1013,0.6,0.6,0.6,13.8239547018262,31.816422391965,22.5451528474448,11.3573549194064,19.222883719847,608,608
"child_iron","Gambia","prev","full",1013,0.6,0.6,0.4,13.8454979879823,32.6195242195199,20.515797805217,11.4301284502742,18.3063294860057,608,608
"child_iron","Ghana","level","climate_soil",1165,0.4,0.6,0.25,13.9012364045091,26.3590672892482,19.4203738053448,12.744713760463,15.2695907754346,466,699
"child_iron","Ghana","level","full",1165,0.4,0.6,0.25,14.9309862850307,27.1947787566453,19.2497464208239,13.8651800186694,14.7040022664973,466,699
"child_iron","Ghana","prev","climate_soil",1165,0.4,0.6,0.25,14.8606281564849,25.429020462826,18.0780550306442,13.0659823864476,15.0985983620307,466,699
"child_iron","Ghana","prev","full",1165,0.4,0.6,0.15,15.2657852201908,26.1910625422172,19.0362272037439,13.619613450154,15.1358096718178,466,699
"child_iron","Malawi","level","climate_soil",1149,0.6,0.6,0.25,11.3350447669845,26.5506228429725,13.6831453489912,9.66308150661345,14.4154816289003,689,689
"child_iron","Malawi","level","full",1149,0.6,0.6,0.1,12.2717733249851,26.01498272115,12.3515264808488,10.9875672295372,14.9860565163894,689,689
"child_iron","Malawi","prev","climate_soil",1149,0.6,0.6,0.15,11.205799348665,24.9286293533878,14.7953037589346,9.725707381892,14.219868864157,689,689
"child_iron","Malawi","prev","full",1149,0.4,0.6,0.1,12.6031403423612,26.7231647068269,14.2520268419959,10.9003613465055,14.3557973023032,460,689
"child_iron","SierraLeone","level","climate_soil",486,0.4,0.4,0.25,5.08446792442947,10.1183737825264,6.92305676852738,4.55799396625643,4.67786206877847,194,194
"child_iron","SierraLeone","level","full",486,0.4,0.6,0.25,4.75852609394573,10.6104833020925,6.68316182328869,4.53586302217557,4.66456956344528,194,292
"child_iron","SierraLeone","prev","climate_soil",486,0.6,0.6,0.4,5.05385813588741,10.3414576974313,6.04670568776697,4.21022769236491,5.47311643984954,292,292
"child_iron","SierraLeone","prev","full",486,0.4,0.4,0.25,5.21030914887596,10.3071915095406,6.39137213751563,4.37486927855864,4.77749537381432,194,194
"child_vitA","Gambia","level","climate_soil",1020,0.4,0.4,0.25,10.5240280309746,20.8350456369905,13.2134250497949,9.32057689587576,10.1488784606526,408,408
"child_vitA","Gambia","level","full",1020,0.4,0.4,0.4,10.7711856414325,21.2403630597143,15.2392736156326,9.40784733589664,11.0894233881763,408,408
"child_vitA","Gambia","prev","climate_soil",1020,0.4,0.4,0.4,9.87868165584237,20.7332307090363,13.6715089488678,8.81199700571166,10.3526723757737,408,408
"child_vitA","Gambia","prev","full",1020,0.4,0.4,0.4,10.2882292291011,20.8743634102425,13.6845364811343,9.61121173181817,9.94586926564148,408,408
"child_vitA","Ghana","level","climate_soil",1165,0.4,0.4,0.4,13.8561307155835,26.9975286546885,21.4713500738535,13.5451772481231,14.6054899959198,466,466
"child_vitA","Ghana","level","full",1165,0.4,0.4,0.4,14.0528029847979,27.9149018539585,21.3135753640306,12.935518513105,14.0131239064197,466,466
"child_vitA","Ghana","prev","climate_soil",1165,0.4,0.4,0.4,13.9906597863093,26.4906856098261,20.5888529037922,13.4323196642046,14.8106134475006,466,466
"child_vitA","Ghana","prev","full",1165,0.4,0.4,0.4,14.1118495935447,27.1131583834183,21.5035044979347,13.1396768297998,14.1726574784673,466,466
"child_vitA","Malawi","level","climate_soil",1149,0.6,0.6,0.05,1.10426060014386,3.04378720020779,1.01215989981108,0.835397391401019,1.08041802802304,689,689
"child_vitA","Malawi","level","full",1149,0.6,0.4,NA,0.894569570265666,2.92056053155065,1.13163630452673,0.800019513493538,1.16763535678275,689,460
"child_vitA","Malawi","prev","climate_soil",1149,0.6,0.6,NA,0.956867351698248,2.60932551594049,1.0393941569644,0.797801571351177,1.26109240522773,689,689
"child_vitA","Malawi","prev","full",1149,0.6,0.6,NA,0.923423119807446,2.83552085874295,0.970353701751825,0.764869611935255,1.22715645142611,689,689
"child_vitA","SierraLeone","level","climate_soil",486,0.6,0.6,0.6,5.073851468285,9.97139940102197,7.96699429697828,4.08676588587616,5.65273138226402,292,292
"child_vitA","SierraLeone","level","full",486,0.4,0.25,0.15,6.30977379069553,11.1110276736122,6.9722036810037,4.74177974958647,4.90498389016896,194,122
"child_vitA","SierraLeone","prev","climate_soil",486,0.6,0.6,0.8,4.11928104165095,10.3121068754632,7.90618145698468,3.95265158379451,5.03986031845949,292,292
"child_vitA","SierraLeone","prev","full",486,0.4,0.25,0.4,6.60038344987602,11.9241909254121,7.0768537030061,4.43813872492529,5.07924145272457,194,122
"women_b12","Ghana","level","climate_soil",473,0.15,0.4,0.05,11.8245078189587,15.6374494789605,11.7804712503294,11.6142098691648,8.89677398716428,71,189
"women_b12","Ghana","level","full",473,0.15,0.4,0.05,11.7099538348443,14.9332493377545,11.5944189406596,11.5416599241897,8.476145027686,71,189
"women_b12","Ghana","prev","climate_soil",473,0.15,0.4,0.1,10.9756181614549,14.841324589263,12.3004687957057,11.163082533919,8.43024512455816,71,189
"women_b12","Ghana","prev","full",473,0.15,0.25,0.1,11.6787942828391,14.8883586881386,11.979919062303,11.4509060964146,7.68303163711613,71,118
"women_b12","Malawi","level","climate_soil",839,0.15,0.15,0.25,9.14525919091672,13.7136898924742,10.8104207150817,8.64730195858671,6.60093377807005,126,126
"women_b12","Malawi","level","full",839,0.15,0.25,0.15,9.89003900649032,13.5848444813652,10.5942273835692,9.27766895888601,6.78070101214329,126,210
"women_b12","Malawi","prev","climate_soil",839,0.25,0.25,0.25,9.40145086007674,12.60115957006,11.2026774548289,8.3002596970943,6.60057370181756,210,210
"women_b12","Malawi","prev","full",839,0.15,0.15,0.1,9.73356971422874,13.5867398331504,9.98734794061289,9.15783392933963,6.05373247308115,126,126
"women_b12","SierraLeone","level","climate_soil",768,0.4,0.4,0.1,1.29007968322319,2.51555674285613,1.61435704210652,0.890908205160332,1.06457845169905,307,307
