"outcome","country","rank_from","set","n_raw_total","f_cross_A1","f_cross_A2","f_cross_C_A1","mae_A1_f05","mae_B_f05","mae_C_f05","mae_A1_f25","mae_B_f25","resp_cross_A1","resp_cross_A2"
"women_b12","SierraLeone","level","full",768,0.4,0.4,0.05,1.53636055918501,2.71163056249443,1.40423877745234,1.03264626152393,1.11243144516694,307,307
"women_b12","SierraLeone","prev","climate_soil",768,0.6,0.4,0.1,1.30362657199016,2.3706079390822,1.31718157514278,0.909044612747277,1.09398934852819,461,307
"women_b12","SierraLeone","prev","full",768,0.6,0.4,0.6,1.10160627520432,2.90798175431492,1.65704444667546,0.857214941745256,1.18962475617766,461,307
"women_folate","Ghana","level","climate_soil",475,0.15,0.25,0.1,27.3964201444473,31.9715922709461,31.3161008002827,26.4872332336306,20.67141612951,71,119
"women_folate","Ghana","level","full",475,0.15,0.25,0.1,26.6426560103005,32.4176804206464,29.9526995141604,25.884122553127,19.8072417143227,71,119
"women_folate","Ghana","prev","climate_soil",475,0.15,0.25,0.15,28.0689091309525,31.6240979207934,31.0424481826695,25.8089015878015,19.5263422884076,71,119
"women_folate","Ghana","prev","full",475,0.15,0.25,0.15,26.480618764063,32.5411606009817,29.9629736677865,25.7458054328466,20.6365881019694,71,119
"women_folate","Malawi","level","climate_soil",828,0.25,0.25,0.6,14.6557210156103,22.7780848420991,18.1409890864791,13.2325859413227,12.2795173529949,207,207
"women_folate","Malawi","level","full",828,0.4,0.25,0.6,15.2166678066083,22.0169406805872,17.5433460063059,13.2632936797418,13.4334873433666,331,207
"women_folate","Malawi","prev","climate_soil",828,0.25,0.25,0.6,15.9333521404822,23.4493983529879,18.1169679965922,13.4115223692084,12.5205717709685,207,207
"women_folate","Malawi","prev","full",828,0.25,0.25,0.4,14.1756605812382,23.1510271096737,16.9535564165965,13.3371830506961,12.5019451625262,207,207
"women_folate","SierraLeone","level","climate_soil",766,0.4,0.4,0.25,10.9485912676189,21.9861176754844,14.7141793601233,9.40799576525484,10.8019803996978,306,306
"women_folate","SierraLeone","level","full",766,0.4,0.4,0.15,10.9206516339115,22.7033264561482,14.3872020156546,9.29991805871417,10.2191930742081,306,306
"women_folate","SierraLeone","prev","climate_soil",766,0.4,0.4,0.1,11.8571872128883,21.0476514640624,13.8100556164448,10.2737251400037,11.0626297116329,306,306
"women_folate","SierraLeone","prev","full",766,0.4,0.6,0.25,10.1463582829542,21.0046410192434,15.0182754944411,9.41506258909325,10.2875679880937,306,460
"women_iron","Gambia","level","climate_soil",1402,0.4,0.4,0.1,12.9681517859265,26.4957310021375,15.3800726603016,11.6841883754205,12.6564884136023,561,561
"women_iron","Gambia","level","full",1402,0.25,0.4,0.1,14.6511830061792,26.0503309605836,15.6615352153119,13.99011981435,13.1203262988279,350,561
"women_iron","Gambia","prev","climate_soil",1402,0.4,0.4,0.25,12.7830226661133,26.2131916668019,16.7378608149096,10.6975899114167,12.6718948039135,561,561
"women_iron","Gambia","prev","full",1402,0.25,0.4,0.1,14.6379091311582,25.8205495168881,18.1018561772996,14.1264768819478,12.0130770357437,350,561
"women_iron","Ghana","level","climate_soil",981,0.4,0.4,0.25,10.0639840711339,19.8271613771793,12.9958764836787,9.13237089268834,10.5603538873394,392,392
"women_iron","Ghana","level","full",981,0.4,0.4,0.15,11.0048604178977,20.5000530142109,13.0923943924722,9.76086569191613,10.6448743134618,392,392
"women_iron","Ghana","prev","climate_soil",981,0.4,0.6,0.25,10.2178299724053,20.3325891681427,13.4060621662775,9.09138560211256,10.2064607007704,392,589
"women_iron","Ghana","prev","full",981,0.4,0.6,0.25,10.532214778673,19.4443618898855,13.036926521286,9.677818616912,10.4766636142515,392,589
"women_iron","Malawi","level","climate_soil",781,0.6,0.6,0.25,8.4078095940444,21.3041503414548,9.58033199998867,6.60064907217381,11.1250826174099,469,469
"women_iron","Malawi","level","full",781,0.6,0.8,0.25,8.2112311414292,21.8447050002361,10.2077918023336,6.40566518523148,10.3928538402822,469,625
"women_iron","Malawi","prev","climate_soil",781,0.6,0.8,0.15,8.01883183540784,21.8026884574905,10.2038955405627,6.95442818605775,10.5590888704264,469,625
"women_iron","Malawi","prev","full",781,0.6,0.6,0.4,8.11155827885361,21.1190344339321,11.8186689088525,6.55769658835237,10.8785880567271,469,469
"women_iron","SierraLeone","level","climate_soil",774,0.4,0.4,0.15,10.7391159954404,19.9957129679142,13.7960944610137,8.90806956204868,9.06345113355206,310,310
"women_iron","SierraLeone","level","full",774,0.4,0.25,0.25,10.2808792423964,18.5277211394799,12.8164741748576,8.70900482653686,8.85897561544122,310,194
"women_iron","SierraLeone","prev","climate_soil",774,0.4,0.4,0.1,11.2490425894218,18.9833523280347,13.9656346439019,8.45758282562529,8.7386812026438,310,310
"women_iron","SierraLeone","prev","full",774,0.4,0.4,0.25,10.4729519242902,19.8046419972147,12.2132186311065,7.71685130756833,9.02039896748928,310,310
"women_vitA","Gambia","level","climate_soil",1413,0.25,0.25,0.4,3.64920430262286,6.82299935116906,4.40764143223,3.45493918950065,3.2864970571193,353,353
"women_vitA","Gambia","level","full",1413,0.4,0.25,0.6,3.71569663268337,6.76889988819813,4.61635903560595,3.37426371957455,3.45409101687004,565,353
"women_vitA","Gambia","prev","climate_soil",1413,0.25,0.25,0.4,3.65138472875229,6.63951113356202,4.60008353090452,3.46911328189886,3.32940979074517,353,353
"women_vitA","Gambia","prev","full",1413,0.25,0.25,0.4,3.58140733641206,6.64722311228635,4.26543214885428,3.43814882731462,3.33382406719759,353,353
"women_vitA","Ghana","level","climate_soil",992,0.25,0.4,0.15,4.41846512346342,8.4657909000079,6.00131478844007,4.53408781988346,4.45030636746829,248,397
"women_vitA","Ghana","level","full",992,0.25,0.25,0.25,4.25630119103991,8.76881397384544,5.60757818275558,4.43299448145255,4.1032825949479,248,248
"women_vitA","Ghana","prev","climate_soil",992,0.25,0.25,0.25,4.81444434301791,8.87983441025441,6.26327414568997,4.58874892184467,4.05429942276912,248,248
"women_vitA","Ghana","prev","full",992,0.25,0.25,0.25,4.83055286370817,9.14806203728232,5.54741485645699,4.45441257521831,4.27979780133505,248,248
"women_vitA","Malawi","level","climate_soil",836,0.6,0.6,1,0.958437174744214,2.60206654519907,1.05569052498814,0.720297164251658,1.28282758346372,502,502
"women_vitA","Malawi","level","full",836,0.6,0.6,NA,0.816788791040896,2.86451536134752,1.17986066591968,0.710583298274756,1.19847507910857,502,502
"women_vitA","Malawi","prev","climate_soil",836,0.6,0.6,NA,0.951259576836338,3.35856478400377,1.08549427627519,0.753802297773381,1.18855847249425,502,502
"women_vitA","Malawi","prev","full",836,0.6,0.6,NA,0.860117806888828,2.99768328001534,1.08451656752336,0.695082687752576,1.30042391042003,502,502
"women_vitA","SierraLeone","level","climate_soil",774,0.6,0.6,NA,1.46747170586026,3.12183169916202,2.10418897728336,0.981025301198305,1.40345588800783,464,464
"women_vitA","SierraLeone","level","full",774,0.6,0.4,0.1,1.7440746902314,3.42330595091995,2.22524448170804,1.11086778988512,1.39936605823096,464,310
"women_vitA","SierraLeone","prev","climate_soil",774,0.6,0.4,NA,1.58872807472749,3.28095917124378,1.98522219451181,0.926484688691101,1.43886727709945,464,310
"women_vitA","SierraLeone","prev","full",774,0.6,0.6,0.4,1.06149437985207,3.30728045715279,1.66207325139646,1.0718442019923,1.54811983408471,464,464
