"target","outcome","heldout","arm","n_train_countries","train_set","n_train_areas","n_areas","spearman","topk"
"level","women_vitA","Ghana","domain_index",3,"Gambia+Malawi+SierraLeone",131,75,0.309843527738265,0.526315789473684
"level","women_vitA","Ghana","domain_enet",3,"Gambia+Malawi+SierraLeone",131,75,0.289217638691323,0.526315789473684
"level","women_vitA","Malawi","domain_index",1,"Gambia",30,87,0.26102646351243,0.363636363636364
"level","women_vitA","Malawi","domain_enet",1,"Gambia",30,87,0.205948822628855,0.318181818181818
"level","women_vitA","Malawi","domain_index",1,"Ghana",75,87,0.298953852883283,0.409090909090909
"level","women_vitA","Malawi","domain_enet",1,"Ghana",75,87,0.28304293941824,0.409090909090909
"level","women_vitA","Malawi","domain_index",2,"Gambia+Ghana",105,87,0.277775752715608,0.409090909090909
"level","women_vitA","Malawi","domain_enet",2,"Gambia+Ghana",105,87,0.273675001822556,0.363636363636364
"level","women_vitA","Malawi","domain_index",2,"Gambia+SierraLeone",44,87,0.183112196544434,0.363636363636364
"level","women_vitA","Malawi","domain_enet",2,"Gambia+SierraLeone",44,87,0.0760552598964788,0.227272727272727
"level","women_vitA","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.2514033680834,0.409090909090909
"level","women_vitA","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,-0.00524896114310709,0.227272727272727
"level","women_vitA","Malawi","domain_index",3,"Gambia+Ghana+SierraLeone",119,87,0.245990376904571,0.363636363636364
"level","women_vitA","Malawi","domain_enet",3,"Gambia+Ghana+SierraLeone",119,87,0.0804840708609754,0.318181818181818
"level","women_vitA","SierraLeone","domain_index",1,"Gambia",30,14,0.0153846153846154,0.5
"level","women_vitA","SierraLeone","domain_enet",1,"Gambia",30,14,0.731868131868132,0.5
"level","women_vitA","SierraLeone","domain_index",1,"Ghana",75,14,-0.0637362637362637,0.5
"level","women_vitA","SierraLeone","domain_enet",1,"Ghana",75,14,-0.156043956043956,0.25
"level","women_vitA","SierraLeone","domain_index",1,"Malawi",87,14,-0.287912087912088,0.25
"level","women_vitA","SierraLeone","domain_enet",1,"Malawi",87,14,0.248351648351648,0.5
"level","women_vitA","SierraLeone","domain_index",2,"Gambia+Ghana",105,14,0.010989010989011,0.5
"level","women_vitA","SierraLeone","domain_enet",2,"Gambia+Ghana",105,14,0.107692307692308,0.75
"level","women_vitA","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,-0.0285714285714286,0.5
"level","women_vitA","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,-0.0461538461538462,0.5
"level","women_vitA","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.00659340659340659,0.5
"level","women_vitA","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,0.0549450549450549,0.75
"level","women_vitA","SierraLeone","domain_index",3,"Gambia+Ghana+Malawi",192,14,-0.0241758241758242,0.5
"level","women_vitA","SierraLeone","domain_enet",3,"Gambia+Ghana+Malawi",192,14,0.0989010989010989,0.75
"level","child_iron","Gambia","domain_index",1,"Ghana",75,30,0.50166852057842,0.5
"level","child_iron","Gambia","domain_enet",1,"Ghana",75,30,0.332146829810901,0.25
"level","child_iron","Gambia","domain_index",1,"Malawi",87,30,-0.335261401557286,0
"level","child_iron","Gambia","domain_enet",1,"Malawi",87,30,-0.307675194660734,0.25
"level","child_iron","Gambia","domain_index",2,"Ghana+Malawi",162,30,0.394883203559511,0.5
"level","child_iron","Gambia","domain_enet",2,"Ghana+Malawi",162,30,0.244938820912125,0.25
"level","child_iron","Gambia","domain_index",2,"Ghana+SierraLeone",89,30,0.50789766407119,0.5
"level","child_iron","Gambia","domain_enet",2,"Ghana+SierraLeone",89,30,0.46384872080089,0.375
"level","child_iron","Gambia","domain_index",2,"Malawi+SierraLeone",101,30,-0.260511679644049,0
"level","child_iron","Gambia","domain_enet",2,"Malawi+SierraLeone",101,30,0.132814238042269,0.25
"level","child_iron","Gambia","domain_index",3,"Ghana+Malawi+SierraLeone",176,30,0.405561735261402,0.5
"level","child_iron","Gambia","domain_enet",3,"Ghana+Malawi+SierraLeone",176,30,0.249833147942158,0.25
"level","child_iron","Ghana","domain_index",1,"Gambia",30,75,0.45448079658606,0.631578947368421
"level","child_iron","Ghana","domain_enet",1,"Gambia",30,75,0.529559032716927,0.473684210526316
"level","child_iron","Ghana","domain_index",1,"Malawi",87,75,-0.0631294452347084,0.157894736842105
"level","child_iron","Ghana","domain_enet",1,"Malawi",87,75,0.141934566145092,0.210526315789474
"level","child_iron","Ghana","domain_index",2,"Gambia+Malawi",117,75,0.522930298719772,0.473684210526316
"level","child_iron","Ghana","domain_enet",2,"Gambia+Malawi",117,75,0.337894736842105,0.157894736842105
"level","child_iron","Ghana","domain_index",2,"Gambia+SierraLeone",44,75,0.473655761024182,0.631578947368421
"level","child_iron","Ghana","domain_enet",2,"Gambia+SierraLeone",44,75,0.541593172119488,0.526315789473684
"level","child_iron","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.11778093883357,0.210526315789474
"level","child_iron","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,0.304295874822191,0.368421052631579
"level","child_iron","Ghana","domain_index",3,"Gambia+Malawi+SierraLeone",131,75,0.555704125177809,0.526315789473684
"level","child_iron","Ghana","domain_enet",3,"Gambia+Malawi+SierraLeone",131,75,0.392972972972973,0.421052631578947
"level","child_iron","Malawi","domain_index",1,"Gambia",30,87,-0.080848582051469,0.181818181818182
"level","child_iron","Malawi","domain_enet",1,"Gambia",30,87,0.0963220820879201,0.318181818181818
"level","child_iron","Malawi","domain_index",1,"Ghana",75,87,-0.0249507909892834,0.181818181818182
"level","child_iron","Malawi","domain_enet",1,"Ghana",75,87,0.0926587446234599,0.272727272727273
"level","child_iron","Malawi","domain_index",2,"Gambia+Ghana",105,87,-0.0566632645622221,0.181818181818182
"level","child_iron","Malawi","domain_enet",2,"Gambia+Ghana",105,87,-0.091692789968652,0.227272727272727
"level","child_iron","Malawi","domain_index",2,"Gambia+SierraLeone",44,87,-0.111704454326748,0.181818181818182
"level","child_iron","Malawi","domain_enet",2,"Gambia+SierraLeone",44,87,0.0673798935627324,0.318181818181818
"level","child_iron","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,-0.0518881679667566,0.181818181818182
"level","child_iron","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.00811037398848144,0.318181818181818
"level","child_iron","Malawi","domain_index",3,"Gambia+Ghana+SierraLeone",119,87,-0.0568090690384195,0.136363636363636
"level","child_iron","Malawi","domain_enet",3,"Gambia+Ghana+SierraLeone",119,87,-0.0718998323248524,0.272727272727273
"level","child_iron","SierraLeone","domain_index",1,"Gambia",30,14,0.213186813186813,0.25
"level","child_iron","SierraLeone","domain_enet",1,"Gambia",30,14,0.23956043956044,0.25
"level","child_iron","SierraLeone","domain_index",1,"Ghana",75,14,0.138461538461538,0.25
"level","child_iron","SierraLeone","domain_enet",1,"Ghana",75,14,0.296703296703297,0.25
"level","child_iron","SierraLeone","domain_index",1,"Malawi",87,14,-0.0945054945054945,0.25
"level","child_iron","SierraLeone","domain_enet",1,"Malawi",87,14,0.0549450549450549,0.25
"level","child_iron","SierraLeone","domain_index",2,"Gambia+Ghana",105,14,0.125274725274725,0.25
"level","child_iron","SierraLeone","domain_enet",2,"Gambia+Ghana",105,14,0.186813186813187,0.25
"level","child_iron","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,0.191208791208791,0.25
"level","child_iron","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,0.406593406593407,0.25
"level","child_iron","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.230769230769231,0
"level","child_iron","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,-0.0241758241758242,0.25
"level","child_iron","SierraLeone","domain_index",3,"Gambia+Ghana+Malawi",192,14,0.257142857142857,0.25
"level","child_iron","SierraLeone","domain_enet",3,"Gambia+Ghana+Malawi",192,14,0.305494505494505,0.25
"level","women_iron","Gambia","domain_index",1,"Ghana",75,30,0.566629588431591,0.375
"level","women_iron","Gambia","domain_enet",1,"Ghana",75,30,0.696551724137931,0.5
"level","women_iron","Gambia","domain_index",1,"Malawi",87,30,0.018020022246941,0.125
"level","women_iron","Gambia","domain_enet",1,"Malawi",87,30,0.248498331479422,0.25
"level","women_iron","Gambia","domain_index",2,"Ghana+Malawi",162,30,0.593325917686318,0.375
"level","women_iron","Gambia","domain_enet",2,"Ghana+Malawi",162,30,0.590656284760845,0.375
"level","women_iron","Gambia","domain_index",2,"Ghana+SierraLeone",89,30,0.623136818687431,0.375
"level","women_iron","Gambia","domain_enet",2,"Ghana+SierraLeone",89,30,0.696106785317019,0.5
"level","women_iron","Gambia","domain_index",2,"Malawi+SierraLeone",101,30,0.0229143492769744,0.25
"level","women_iron","Gambia","domain_enet",2,"Malawi+SierraLeone",101,30,NA,0.25
"level","women_iron","Gambia","domain_index",3,"Ghana+Malawi+SierraLeone",176,30,0.61245828698554,0.375
"level","women_iron","Gambia","domain_enet",3,"Ghana+Malawi+SierraLeone",176,30,0.616462736373749,0.25
"level","women_iron","Ghana","domain_index",1,"Gambia",30,75,0.173997155049787,0.578947368421053
"level","women_iron","Ghana","domain_enet",1,"Gambia",30,75,0.253143669985775,0.526315789473684
"level","women_iron","Ghana","domain_index",1,"Malawi",87,75,0.497724039829303,0.368421052631579
"level","women_iron","Ghana","domain_enet",1,"Malawi",87,75,0.440682788051209,0.473684210526316
"level","women_iron","Ghana","domain_index",2,"Gambia+Malawi",117,75,0.387880512091038,0.631578947368421
"level","women_iron","Ghana","domain_enet",2,"Gambia+Malawi",117,75,0.43425320056899,0.578947368421053
"level","women_iron","Ghana","domain_index",2,"Gambia+SierraLeone",44,75,0.176842105263158,0.526315789473684
"level","women_iron","Ghana","domain_enet",2,"Gambia+SierraLeone",44,75,0.217951635846373,0.526315789473684
"level","women_iron","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.448990042674253,0.368421052631579
"level","women_iron","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,0.360625889046942,0.578947368421053
"level","women_iron","Ghana","domain_index",3,"Gambia+Malawi+SierraLeone",131,75,0.352375533428165,0.578947368421053
"level","women_iron","Ghana","domain_enet",3,"Gambia+Malawi+SierraLeone",131,75,0.391749644381223,0.631578947368421
"level","women_iron","Malawi","domain_index",1,"Gambia",30,87,0.0158015601078953,0.409090909090909
"level","women_iron","Malawi","domain_enet",1,"Gambia",30,87,0.190220164759058,0.5
"level","women_iron","Malawi","domain_index",1,"Ghana",75,87,0.220966683677189,0.454545454545455
"level","women_iron","Malawi","domain_enet",1,"Ghana",75,87,0.193099803163957,0.454545454545455
"level","women_iron","Malawi","domain_index",2,"Gambia+Ghana",105,87,0.207206386236057,0.5
"level","women_iron","Malawi","domain_enet",2,"Gambia+Ghana",105,87,0.129219217029963,0.272727272727273
"level","women_iron","Malawi","domain_index",2,"Gambia+SierraLeone",44,87,0.0363782168112561,0.363636363636364
"level","women_iron","Malawi","domain_enet",2,"Gambia+SierraLeone",44,87,0.155992563971714,0.454545454545455
"level","women_iron","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.217722534081796,0.409090909090909
"level","women_iron","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.307137129109864,0.409090909090909
"level","women_iron","Malawi","domain_index",3,"Gambia+Ghana+SierraLeone",119,87,0.218706714296129,0.5
"level","women_iron","Malawi","domain_enet",3,"Gambia+Ghana+SierraLeone",119,87,0.253535758547787,0.409090909090909
"level","women_iron","SierraLeone","domain_index",1,"Gambia",30,14,0.164835164835165,0.5
"level","women_iron","SierraLeone","domain_enet",1,"Gambia",30,14,0.345054945054945,0.5
"level","women_iron","SierraLeone","domain_index",1,"Ghana",75,14,-0.208791208791209,0.25
"level","women_iron","SierraLeone","domain_enet",1,"Ghana",75,14,-0.296703296703297,0.25
"level","women_iron","SierraLeone","domain_index",1,"Malawi",87,14,-0.252747252747253,0.5
"level","women_iron","SierraLeone","domain_enet",1,"Malawi",87,14,0.147252747252747,0.75
"level","women_iron","SierraLeone","domain_index",2,"Gambia+Ghana",105,14,0.0725274725274725,0.5
"level","women_iron","SierraLeone","domain_enet",2,"Gambia+Ghana",105,14,-0.191208791208791,0.25
"level","women_iron","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,0.191208791208791,0.5
"level","women_iron","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,0.173626373626374,0.75
"level","women_iron","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,-0.27032967032967,0.25
"level","women_iron","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,-0.217582417582418,0.25
"level","women_iron","SierraLeone","domain_index",3,"Gambia+Ghana+Malawi",192,14,-0.032967032967033,0.25
"level","women_iron","SierraLeone","domain_enet",3,"Gambia+Ghana+Malawi",192,14,-0.191208791208791,0.5
"level","women_folate","Ghana","domain_index",1,"Malawi",87,75,-0.071778093883357,0.0526315789473684
"level","women_folate","Ghana","domain_enet",1,"Malawi",87,75,-0.127254623044097,0.105263157894737
"level","women_folate","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,-0.0603129445234708,0.105263157894737
"level","women_folate","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,-0.171692745376956,0
"level","women_folate","Malawi","domain_index",1,"Ghana",75,87,0.000838375738135161,0.318181818181818
"level","women_folate","Malawi","domain_enet",1,"Ghana",75,87,0.367645986731793,0.409090909090909
"level","women_folate","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.104450681635926,0.454545454545455
"level","women_folate","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.348017059123715,0.454545454545455
"level","women_folate","SierraLeone","domain_index",1,"Ghana",75,14,-0.0285714285714286,0.25
"level","women_folate","SierraLeone","domain_enet",1,"Ghana",75,14,0.0637362637362637,0.5
"level","women_folate","SierraLeone","domain_index",1,"Malawi",87,14,0.230769230769231,0.5
"level","women_folate","SierraLeone","domain_enet",1,"Malawi",87,14,0.0813186813186813,0.5
"level","women_folate","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.2,0.5
"level","women_folate","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,-0.0241758241758242,0.5
"level","women_b12","Ghana","domain_index",1,"Malawi",87,75,0.59425320056899,0.578947368421053
"level","women_b12","Ghana","domain_enet",1,"Malawi",87,75,0.625064011379801,0.578947368421053
"level","women_b12","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.59977240398293,0.578947368421053
"level","women_b12","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,0.614879089615932,0.578947368421053
"level","women_b12","Malawi","domain_index",1,"Ghana",75,87,0.458536852081359,0.5
"level","women_b12","Malawi","domain_enet",1,"Ghana",75,87,0.230808485820515,0.318181818181818
"level","women_b12","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.450590508128599,0.409090909090909
"level","women_b12","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.300758183276226,0.272727272727273
"level","women_b12","SierraLeone","domain_index",1,"Ghana",75,14,0.520879120879121,0.75
"level","women_b12","SierraLeone","domain_enet",1,"Ghana",75,14,0.476923076923077,0.75
"level","women_b12","SierraLeone","domain_index",1,"Malawi",87,14,0.397802197802198,0.5
"level","women_b12","SierraLeone","domain_enet",1,"Malawi",87,14,0.485714285714286,0.75
"level","women_b12","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.56043956043956,0.75
"level","women_b12","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,0.41978021978022,0.5
"prev","child_vitA","Gambia","domain_index",1,"Ghana",75,30,0.629023748560913,0.625
"prev","child_vitA","Gambia","domain_enet",1,"Ghana",75,30,0.598285335918772,0.625
"prev","child_vitA","Gambia","domain_index",1,"Malawi",87,30,0.54660916394068,0.625
"prev","child_vitA","Gambia","domain_enet",1,"Malawi",87,30,NA,0.125
"prev","child_vitA","Gambia","domain_index",2,"Ghana+Malawi",162,30,0.597394367436391,0.625
"prev","child_vitA","Gambia","domain_enet",2,"Ghana+Malawi",162,30,0.602294694089486,0.5
"prev","child_vitA","Gambia","domain_index",2,"Ghana+SierraLeone",89,30,0.629023748560913,0.625
"prev","child_vitA","Gambia","domain_enet",2,"Ghana+SierraLeone",89,30,0.583584355959488,0.625
"prev","child_vitA","Gambia","domain_index",2,"Malawi+SierraLeone",101,30,0.602294694089486,0.625
"prev","child_vitA","Gambia","domain_enet",2,"Malawi+SierraLeone",101,30,NA,0.125
"prev","child_vitA","Gambia","domain_index",3,"Ghana+Malawi+SierraLeone",176,30,0.609199699827938,0.625
"prev","child_vitA","Gambia","domain_enet",3,"Ghana+Malawi+SierraLeone",176,30,0.588261940491987,0.5
"prev","child_vitA","Ghana","domain_index",1,"Gambia",30,75,0.354579838549385,0.526315789473684
"prev","child_vitA","Ghana","domain_enet",1,"Gambia",30,75,0.272869833987282,0.578947368421053
"prev","child_vitA","Ghana","domain_index",1,"Malawi",87,75,0.366541568042617,0.421052631578947
"prev","child_vitA","Ghana","domain_enet",1,"Malawi",87,75,NA,0.157894736842105
"prev","child_vitA","Ghana","domain_index",2,"Gambia+Malawi",117,75,0.342162424123077,0.526315789473684
"prev","child_vitA","Ghana","domain_enet",2,"Gambia+Malawi",117,75,0.354380476391164,0.421052631578947
"prev","child_vitA","Ghana","domain_index",2,"Gambia+SierraLeone",44,75,0.33639516168884,0.473684210526316
"prev","child_vitA","Ghana","domain_enet",2,"Gambia+SierraLeone",44,75,0.287651114003919,0.578947368421053
"prev","child_vitA","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.291880439789026,0.368421052631579
"prev","child_vitA","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,NA,0.157894736842105
"prev","child_vitA","Ghana","domain_index",3,"Gambia+Malawi+SierraLeone",131,75,0.348399611644548,0.526315789473684
"prev","child_vitA","Ghana","domain_enet",3,"Gambia+Malawi+SierraLeone",131,75,0.268854110514554,0.526315789473684
"prev","child_vitA","Malawi","domain_index",1,"Gambia",30,87,0.230914423157611,0.318181818181818
"prev","child_vitA","Malawi","domain_enet",1,"Gambia",30,87,0.0592140400250562,0.227272727272727
"prev","child_vitA","Malawi","domain_index",1,"Ghana",75,87,0.202403122695337,0.227272727272727
"prev","child_vitA","Malawi","domain_enet",1,"Ghana",75,87,0.189344856714993,0.318181818181818
"prev","child_vitA","Malawi","domain_index",2,"Gambia+Ghana",105,87,0.209248545864964,0.181818181818182
"prev","child_vitA","Malawi","domain_enet",2,"Gambia+Ghana",105,87,0.162527967928369,0.227272727272727
"prev","child_vitA","Malawi","domain_index",2,"Gambia+SierraLeone",44,87,0.134310365489874,0.227272727272727
"prev","child_vitA","Malawi","domain_enet",2,"Gambia+SierraLeone",44,87,0.15050894110909,0.318181818181818
"prev","child_vitA","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.136546988901732,0.0909090909090909
"prev","child_vitA","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.15593105847117,0.272727272727273
"prev","child_vitA","Malawi","domain_index",3,"Gambia+Ghana+SierraLeone",119,87,0.189932252762551,0.136363636363636
"prev","child_vitA","Malawi","domain_enet",3,"Gambia+Ghana+SierraLeone",119,87,0.16397386589159,0.272727272727273
"prev","child_vitA","SierraLeone","domain_index",1,"Gambia",30,14,0.0373626373626374,0.5
"prev","child_vitA","SierraLeone","domain_enet",1,"Gambia",30,14,0.261538461538461,0.5
"prev","child_vitA","SierraLeone","domain_index",1,"Ghana",75,14,-0.0153846153846154,0.5
"prev","child_vitA","SierraLeone","domain_enet",1,"Ghana",75,14,0.410989010989011,0.75
"prev","child_vitA","SierraLeone","domain_index",1,"Malawi",87,14,-0.248351648351648,0.25
"prev","child_vitA","SierraLeone","domain_enet",1,"Malawi",87,14,NA,0.5
"prev","child_vitA","SierraLeone","domain_index",2,"Gambia+Ghana",105,14,0.0241758241758242,0.5
"prev","child_vitA","SierraLeone","domain_enet",2,"Gambia+Ghana",105,14,0.217582417582418,0.5
"prev","child_vitA","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,0.0813186813186813,0.5
"prev","child_vitA","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,0.0769230769230769,0.25
"prev","child_vitA","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.0373626373626374,0.5
"prev","child_vitA","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,-0.287912087912088,0.25
