"estimand","target","arm","paired","mean_diff","median_diff","cells_better"
"country","level","domain_enet",22,-0.0344095578981454,-0.0298435277382646,9
"country","prev","domain_enet",22,-0.0290719849915601,-0.0218696250130385,10
"infill","level","domain_enet",18,-0.0704855900047414,-0.0800712427083912,3
"infill","prev","domain_enet",18,-0.0988835466790476,-0.0730893318573242,2
"region","level","domain_enet",18,-0.121729653179466,-0.125464650357599,4
"region","prev","domain_enet",18,-0.195658901150343,-0.124684927174501,4
"country","level","index_soft1",22,-0.00361220275301152,0.00167852062588902,11
"country","prev","index_soft1",22,-0.000987733182846049,-0.00347195549413498,11
"infill","level","index_soft1",18,-0.0106291161075138,-0.0112966200788928,4
"infill","prev","index_soft1",18,0.00285109199923639,0.00240858884406755,10
"region","level","index_soft1",18,-0.0199184257437546,-0.00547652916073968,6
"region","prev","index_soft1",18,-0.0164699860682525,-0.0145649233732412,8
"country","level","index_soft2",22,-0.00271321360063434,0.00214074687758897,11
"country","prev","index_soft2",22,-0.020383600203597,0.00197116721917391,12
"infill","level","index_soft2",18,-0.0222881529602937,-0.0157886825412146,7
"infill","prev","index_soft2",18,-0.00775730670333757,-0.0014176189657259,9
"region","level","index_soft2",18,-0.0315374515133905,-0.0127760861163132,4
"region","prev","index_soft2",18,-0.0534112780214423,-0.0212942146818387,7
"country","level","index_meta",22,-0.00852880307314429,-0.00227596017069703,10
"country","prev","index_meta",22,-0.0245231044534675,-0.0304352877966178,8
"infill","level","index_meta",18,-0.263648728015698,-0.257609171101553,2
"infill","prev","index_meta",18,-0.191494218161507,-0.1195402232541,2
"region","level","index_meta",18,-0.308703601942928,-0.327695620400639,0
"region","prev","index_meta",18,-0.206913664061471,-0.189314589992757,3
"country","level","index_meta_agree",22,-0.0251758646451679,-0.021978021978022,9
"country","prev","index_meta_agree",22,-0.0684993591390928,-0.0700541983626824,4
"infill","level","index_meta_agree",18,-0.323263298602766,-0.300585040460742,1
"infill","prev","index_meta_agree",18,-0.222591556577675,-0.18726588518457,3
"region","level","index_meta_agree",18,-0.426780340757347,-0.382332492071233,1
"region","prev","index_meta_agree",18,-0.347797335310973,-0.338762592839942,2
"country","level","index_decor",22,0.00223510234596016,0.00449584497299012,12
"country","prev","index_decor",22,0.00428606657403016,0.021511902638559,13
"infill","level","index_decor",18,0.0102075136094371,0.00843975525200275,11
"infill","prev","index_decor",18,0.000786446831559321,0.00574403086255014,10
"region","level","index_decor",18,0.0151031834639284,0.0102335928809789,11
"region","prev","index_decor",18,-0.00265934700295623,-0.000268054749447438,9
"country","level","ridge_min",22,0.00118855744435727,-0.00442249630236285,9
"country","prev","ridge_min",21,-0.00121974275311813,-0.0221854968731802,7
"infill","level","ridge_min",18,-0.0448491770685046,-0.0301262980678706,4
"infill","prev","ridge_min",18,-0.0732549460133459,-0.0635261838624643,2
"region","level","ridge_min",18,-0.0782376136498133,-0.0478837185785475,5
"region","prev","ridge_min",18,-0.174767988495075,-0.117841732029231,2
"country","level","ridge_nested",20,-0.0119555127462288,0.0184763693498546,11
"country","prev","ridge_nested",20,-0.0534447965854412,-0.00115240677589952,9
"infill","level","ridge_nested",18,-0.0417485521652943,-0.036779179120799,2
"infill","prev","ridge_nested",18,-0.0406048542999465,-0.0449508754827991,4
"region","level","ridge_nested",18,-0.0529164432542591,-0.0391697846091617,6
"region","prev","ridge_nested",18,-0.0763714750755585,-0.0624118182945818,3
"country","level","enet_1se",18,-0.00964067267290079,0.0108472172988302,10
"country","prev","enet_1se",8,0.0567728478156923,-0.00753240982893829,3
"infill","level","enet_1se",18,-0.229269720691578,-0.158378553690584,0
"infill","prev","enet_1se",18,-0.276814065580566,-0.227565568459458,0
"region","level","enet_1se",18,-0.436435538221261,-0.435197936758935,0
"region","prev","enet_1se",18,-0.533907450086696,-0.502261366602795,1
"country","level","enet_nested",22,-0.0562719152726459,-0.0182624126380347,11
"country","prev","enet_nested",22,-0.0924515251595405,-0.0203247846761204,10
"infill","level","enet_nested",18,-0.0622776619272726,-0.071343291143021,3
"infill","prev","enet_nested",18,-0.0621263496075094,-0.0472484783681524,5
"region","level","enet_nested",18,-0.113172846852551,-0.0775061684315472,4
"region","prev","enet_nested",18,-0.14214192248376,-0.111672815215504,2
"country","level","lasso_min",22,-0.0458389523325707,-0.0355072663205867,8
"country","prev","lasso_min",20,-0.0552223651982472,-0.0390001525307567,7
"infill","level","lasso_min",18,-0.0713838052908159,-0.0730362848853542,3
"infill","prev","lasso_min",18,-0.0917860061374981,-0.0504571538360543,2
"region","level","lasso_min",18,-0.13690280233597,-0.106386913229019,4
"region","prev","lasso_min",18,-0.215262857402232,-0.216336036813458,3
"country","level","lasso_1se",20,-0.0256954546860583,-0.0125938616315521,9
"country","prev","lasso_1se",8,0.0645418447902358,-0.0104281990035721,3
"infill","level","lasso_1se",18,-0.20308202167521,-0.137276522065422,1
"infill","prev","lasso_1se",18,-0.273846123405868,-0.249014269944194,2
"region","level","lasso_1se",18,-0.424289292574359,-0.435197936758935,1
"region","prev","lasso_1se",18,-0.50791197271837,-0.493017871379551,1
"country","level","lasso_nested",22,-0.0559437829004103,-0.000802503809353539,11
"country","prev","lasso_nested",22,-0.113544770328389,-0.0286750922730845,8
"infill","level","lasso_nested",18,-0.0646907503763619,-0.0714918737521371,2
"infill","prev","lasso_nested",18,-0.0625020044538393,-0.0597737540029779,5
"region","level","lasso_nested",18,-0.112433749227412,-0.100260396805681,4
"region","prev","lasso_nested",18,-0.130555765552969,-0.113803283783132,3
"country","level","ridge_nested_1se",8,-0.0294890108942698,0.00528929725932242,5
"country","prev","ridge_nested_1se",8,-0.0378072904743583,-0.0340828830447801,4
