"country","outcome","set","n","n_districts","prevalence","n_pred","picks","auc","brier","brier_skill","pr_auc","pr_gain","pr_norm"
"Malawi","child_vitA","survey_only",1069,86,0.201122544434051,80,"SL.asl_enet 1;SL.mean 4",0.440487990850172,0.16274101344203,-0.0128755692066185,0.19268878562041,0.958066566642876,-0.0105570119107513
"Malawi","child_vitA","proxies_only",1069,86,0.201122544434051,105,"SL.mean 5",0.422509667229454,0.16229355495447,-0.0100906549388631,0.170386029829117,0.847175190173609,-0.0384746301085176
"Malawi","child_vitA","both",1069,86,0.201122544434051,185,"SL.asl_enet 1;SL.mean 4",0.439690104024835,0.162619858566378,-0.0121215194987871,0.192453345340604,0.956895935670261,-0.0108517257972996
"Malawi","women_vitA","survey_only",784,86,0.0216836734693878,79,"SL.asl_ranger 1;SL.mean 4",0.345041797683871,0.0224427410738158,-0.0579465800649823,0.0149074170889798,0.687494999868244,-0.0069264471997912
"Malawi","women_vitA","proxies_only",784,86,0.0216836734693878,105,"SL.asl_ranger 2;SL.mean 3",0.42882889792162,0.0219103876247592,-0.0328515389128003,0.022630158217655,1.04364964956715,0.000967462897837683
"Malawi","women_vitA","both",784,86,0.0216836734693878,184,"SL.asl_enet 1;SL.mean 4",0.3824296341744,0.0215936546576503,-0.0179208065996397,0.0208188888243736,0.960118166959346,-0.000883951970914101
"Malawi","child_iron","survey_only",1069,86,0.0972871842843779,80,"SL.asl_enet 1;SL.asl_ranger 4",0.784057393383818,0.079273770208577,0.0973398473762093,0.264909403288978,2.72296300111459,0.185687204265199
"Malawi","child_iron","proxies_only",1069,86,0.0972871842843779,105,"SL.asl_ranger 5",0.563675767237943,0.0873179854669523,0.00574343971502767,0.132904948643308,1.36610952018939,0.039456362797613
"Malawi","child_iron","both",1069,86,0.0972871842843779,185,"SL.asl_ranger 5",0.79453467516939,0.0781547391295846,0.110081826998174,0.293113128766156,3.01286475625982,0.216930502229037
"Malawi","women_iron","survey_only",784,86,0.100765306122449,79,"SL.asl_enet 2;SL.asl_ranger 3",0.745560642786606,0.08170206264259,0.0983272642850567,0.301020668595952,2.98734435669907,0.222695325076917
"Malawi","women_iron","proxies_only",784,86,0.100765306122449,105,"SL.asl_enet 4;SL.asl_ranger 1",0.518152437382171,0.0915147723978239,-0.00996685416925791,0.113852258491839,1.12987557794433,0.014553433556882
"Malawi","women_iron","both",784,86,0.100765306122449,184,"SL.asl_enet 4;SL.asl_ranger 1",0.74205943082862,0.0818277687254529,0.0969399584574558,0.297981883774662,2.95718730227007,0.219316023942319
