"outcome","target","rank","column","domain","beta","beta_std","share","loco_sign_agree","loco_fits","incountry_sign_agree","incountry_fits"
"child_vitA","level",1,"ihme_wastingprevalence","Child anthropometry",3.51662400588153,3.48225766614006,0.022311081268736,4,4,4,4
"child_vitA","level",2,"lcover_grass_frac_t0","Built environment",3.28415437210222,3.25205985055931,0.0184295757721346,4,4,4,4
"child_vitA","level",3,"wpop_share_under5","Household assets and characteristics",3.16319167507305,3.12031932414792,0.0137638647846897,4,4,4,4
"child_vitA","level",4,"wpop_dependency_ratio","Household assets and characteristics",3.15270288751119,3.11434097264634,0.0166898245704755,4,4,3,4
"child_vitA","level",5,"mics_w_iptp_sp","Infection and inflammation burden",3.10065938300056,2.98889562662035,0.00577094737680541,4,4,3,4
"child_vitA","level",6,"npp_gpp_t0","Ecosystem productivity/greenness",-2.79406067037641,-2.76675560788015,0.0168809290337375,4,4,4,4
"child_vitA","level",7,"ihme_underweightprevalence","Child anthropometry",2.7037692841076,2.67734659756369,0.0158412232662829,4,4,3,4
"child_vitA","level",8,"fprice_staple_rel","Food prices and supply",-2.63866648886655,-2.61287622322704,0.0098244984734224,4,4,3,4
"child_vitA","level",9,"ihme_recommendedhomefluids","Infection and inflammation burden",-2.63013153758354,-2.59794841142824,0.00597491796069383,3,4,3,4
"child_vitA","level",10,"map_sy_pf_mortality_rate","Infection and inflammation burden",-2.43726258681127,-2.4134443469433,0.00317768471692395,4,4,4,4
"child_vitA","level",11,"lcover_crops_frac_t0","Built environment",2.40004745699477,2.37659290337608,0.010216576894432,4,4,4,4
"child_vitA","level",12,"npp_npp_t0","Ecosystem productivity/greenness",-2.38777988947152,-2.35855818812813,0.0137180397547656,4,4,4,4
"child_vitA","level",13,"ihme_overweightprevalence","Child anthropometry",-2.36674985743708,-2.34362070585655,0.0102051706048121,4,4,2,4
"child_vitA","level",14,"glw_ruminant_share","Livestock density",2.21936735023097,2.18672496821196,0.00860315638376636,4,4,4,4
