indicator_id,level1,level2
FP_NDYM_W_TDT,Family Planning,Need and demand for family planning for currently married young women age 15-24
FP_NDYM_W_TDU,Family Planning,Need and demand for family planning for currently married young women age 15-24
FP_NDYM_W_UML,Family Planning,Need and demand for family planning for currently married young women age 15-24
FP_NDYM_W_UMS,Family Planning,Need and demand for family planning for currently married young women age 15-24
FP_NDYM_W_UMT,Family Planning,Need and demand for family planning for currently married young women age 15-24
FP_NDYM_W_UNL,Family Planning,Need and demand for family planning for currently married young women age 15-24
FP_NDYM_W_UNS,Family Planning,Need and demand for family planning for currently married young women age 15-24
FP_NDYM_W_UNT,Family Planning,Need and demand for family planning for currently married young women age 15-24
FP_NDYM_W_UNW,Family Planning,Need and demand for family planning for currently married young women age 15-24
FP_NDYU_W_MNL,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_MNS,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_MNT,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_NUM,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_PDM,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_PDS,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_TDL,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_TDN,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_TDS,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_TDT,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_TDU,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_UML,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_UMS,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_UMT,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_UNL,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_UNS,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_UNT,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NDYU_W_UNW,Family Planning,Need and demand for family planning for sexually active unmarried women age 15-24
FP_NFPP_W_FPW,Family Planning,Contact of nonusers with family planning providers
FP_NFPP_W_HFP,Family Planning,Contact of nonusers with family planning providers
FP_NFPP_W_HNF,Family Planning,Contact of nonusers with family planning providers
FP_NFPP_W_NFP,Family Planning,Contact of nonusers with family planning providers
FP_NFPP_W_NUM,Family Planning,Contact of nonusers with family planning providers
FP_NFPP_W_UNW,Family Planning,Contact of nonusers with family planning providers
FP_PRGP_W_NUM,Family Planning,Pressure to become pregnant
FP_PRGP_W_PPR,Family Planning,Pressure to become pregnant
FP_PRGP_W_UNW,Family Planning,Pressure to become pregnant
FP_RDIS_W_ACC,Family Planning,Reasons for discontinuation
FP_RDIS_W_CST,Family Planning,Reasons for discontinuation
FP_RDIS_W_DES,Family Planning,Reasons for discontinuation
FP_RDIS_W_DIF,Family Planning,Reasons for discontinuation
FP_RDIS_W_DIS,Family Planning,Reasons for discontinuation
FP_RDIS_W_DKN,Family Planning,Reasons for discontinuation
FP_RDIS_W_FAT,Family Planning,Reasons for discontinuation
FP_RDIS_W_INC,Family Planning,Reasons for discontinuation
FP_RDIS_W_INF,Family Planning,Reasons for discontinuation
FP_RDIS_W_MBL,Family Planning,Reasons for discontinuation
FP_RDIS_W_MIS,Family Planning,Reasons for discontinuation
FP_RDIS_W_NUM,Family Planning,Reasons for discontinuation
FP_RDIS_W_OTH,Family Planning,Reasons for discontinuation
FP_RDIS_W_PRG,Family Planning,Reasons for discontinuation
FP_RDIS_W_SEP,Family Planning,Reasons for discontinuation
FP_RDIS_W_SID,Family Planning,Reasons for discontinuation
FP_RDIS_W_TOT,Family Planning,Reasons for discontinuation
FP_RDIS_W_UNW,Family Planning,Reasons for discontinuation
FP_RDIS_W_WME,Family Planning,Reasons for discontinuation
FP_RNIU_W_ACC,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_BOD,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_CST,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_HCN,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_INC,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_INS,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_KNM,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_KNS,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_LKN,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_MAR,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_MEN,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_MIS,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_MTH,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_NUM,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_OFT,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_OKN,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_OMR,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_OOP,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_OPP,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_OTH,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_PPA,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_REL,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_ROP,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_SBF,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_SID,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_SOP,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_TOT,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_UNK,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_UNW,Family Planning,Reason for not intending to use contraception
FP_RNIU_W_WMC,Family Planning,Reason for not intending to use contraception
FP_SOCM_W_CON,Family Planning,Use of social marketing brand pills and condoms
FP_SOCM_W_NCN,Family Planning,Use of social marketing brand pills and condoms
FP_SOCM_W_NPL,Family Planning,Use of social marketing brand pills and condoms
FP_SOCM_W_PIL,Family Planning,Use of social marketing brand pills and condoms
FP_SOCM_W_UCN,Family Planning,Use of social marketing brand pills and condoms
FP_SOCM_W_UPL,Family Planning,Use of social marketing brand pills and condoms
FP_SPUS_W_DKM,Family Planning,Sayana Press use
FP_SPUS_W_NM1,Family Planning,Sayana Press use
FP_SPUS_W_NM2,Family Planning,Sayana Press use
FP_SPUS_W_SPH,Family Planning,Sayana Press use
FP_SPUS_W_SPS,Family Planning,Sayana Press use
FP_SPUS_W_SPU,Family Planning,Sayana Press use
FP_SPUS_W_TOT,Family Planning,Sayana Press use
FP_SPUS_W_UN1,Family Planning,Sayana Press use
FP_SPUS_W_UN2,Family Planning,Sayana Press use
FP_SRCM_W_CHH,Family Planning,Source of modern contraception methods
FP_SRCM_W_DKM,Family Planning,Source of modern contraception methods
FP_SRCM_W_FRR,Family Planning,Source of modern contraception methods
FP_SRCM_W_GFP,Family Planning,Source of modern contraception methods
FP_SRCM_W_GFW,Family Planning,Source of modern contraception methods
FP_SRCM_W_GHC,Family Planning,Source of modern contraception methods
FP_SRCM_W_GHS,Family Planning,Source of modern contraception methods
FP_SRCM_W_GMB,Family Planning,Source of modern contraception methods
FP_SRCM_W_GOT,Family Planning,Source of modern contraception methods
FP_SRCM_W_MIS,Family Planning,Source of modern contraception methods
FP_SRCM_W_NGH,Family Planning,Source of modern contraception methods
FP_SRCM_W_NGS,Family Planning,Source of modern contraception methods
FP_SRCM_W_NUM,Family Planning,Source of modern contraception methods
FP_SRCM_W_ONG,Family Planning,Source of modern contraception methods
FP_SRCM_W_OSR,Family Planning,Source of modern contraception methods
FP_SRCM_W_OTH,Family Planning,Source of modern contraception methods
FP_SRCM_W_PDR,Family Planning,Source of modern contraception methods
FP_SRCM_W_PFW,Family Planning,Source of modern contraception methods
FP_SRCM_W_PHS,Family Planning,Source of modern contraception methods
FP_SRCM_W_PMB,Family Planning,Source of modern contraception methods
FP_SRCM_W_POT,Family Planning,Source of modern contraception methods
FP_SRCM_W_PPH,Family Planning,Source of modern contraception methods
FP_SRCM_W_PRV,Family Planning,Source of modern contraception methods
FP_SRCM_W_PUB,Family Planning,Source of modern contraception methods
FP_SRCM_W_SHP,Family Planning,Source of modern contraception methods
FP_SRCM_W_TOT,Family Planning,Source of modern contraception methods
FP_SRCM_W_UNW,Family Planning,Source of modern contraception methods
HA_AATT_M_AAT,HIV/AIDS,Accepting attitudes toward those living with HIV/AIDS
HA_AATT_M_CRE,HIV/AIDS,Accepting attitudes toward those living with HIV/AIDS
HA_AATT_M_FTC,HIV/AIDS,Accepting attitudes toward those living with HIV/AIDS
HA_AATT_M_NUM,HIV/AIDS,Accepting attitudes toward those living with HIV/AIDS
HA_AATT_M_SEC,HIV/AIDS,Accepting attitudes toward those living with HIV/AIDS
HA_AATT_M_UNW,HIV/AIDS,Accepting attitudes toward those living with HIV/AIDS
HA_AATT_M_VEG,HIV/AIDS,Accepting attitudes toward those living with HIV/AIDS
HA_AATT_W_AAT,HIV/AIDS,Accepting attitudes toward those living with HIV/AIDS
HA_AATT_W_CRE,HIV/AIDS,Accepting attitudes toward those living with HIV/AIDS
HA_AATT_W_FTC,HIV/AIDS,Accepting attitudes toward those living with HIV/AIDS
HA_AATT_W_NUM,HIV/AIDS,Accepting attitudes toward those living with HIV/AIDS
HA_AATT_W_SEC,HIV/AIDS,Accepting attitudes toward those living with HIV/AIDS
HA_AATT_W_UNW,HIV/AIDS,Accepting attitudes toward those living with HIV/AIDS
HA_AATT_W_VEG,HIV/AIDS,Accepting attitudes toward those living with HIV/AIDS
HA_AFSY_M_A15,HIV/AIDS,Age at first sexual intercourse among young people
HA_AFSY_M_A18,HIV/AIDS,Age at first sexual intercourse among young people
HA_AFSY_M_NM1,HIV/AIDS,Age at first sexual intercourse among young people
HA_AFSY_M_NM2,HIV/AIDS,Age at first sexual intercourse among young people
HA_AFSY_M_UN1,HIV/AIDS,Age at first sexual intercourse among young people
HA_AFSY_M_UN2,HIV/AIDS,Age at first sexual intercourse among young people
HA_AFSY_W_A15,HIV/AIDS,Age at first sexual intercourse among young people
HA_AFSY_W_A18,HIV/AIDS,Age at first sexual intercourse among young people
HA_AFSY_W_NM1,HIV/AIDS,Age at first sexual intercourse among young people
HA_AFSY_W_NM2,HIV/AIDS,Age at first sexual intercourse among young people
HA_AFSY_W_UN1,HIV/AIDS,Age at first sexual intercourse among young people
HA_AFSY_W_UN2,HIV/AIDS,Age at first sexual intercourse among young people
HA_AMXY_M_M10,HIV/AIDS,Age-mixing in sexual relationships among young people
HA_AMXY_M_NUM,HIV/AIDS,Age-mixing in sexual relationships among young people
HA_AMXY_M_UNW,HIV/AIDS,Age-mixing in sexual relationships among young people
HA_AMXY_W_M10,HIV/AIDS,Age-mixing in sexual relationships among young people
HA_AMXY_W_NUM,HIV/AIDS,Age-mixing in sexual relationships among young people
HA_AMXY_W_UNW,HIV/AIDS,Age-mixing in sexual relationships among young people
HA_ANSS_M_CND,HIV/AIDS,Attitudes toward negotiating safer sexual relations with husband
HA_ANSS_M_NUM,HIV/AIDS,Attitudes toward negotiating safer sexual relations with husband
HA_ANSS_M_RSX,HIV/AIDS,Attitudes toward negotiating safer sexual relations with husband
HA_ANSS_M_UNW,HIV/AIDS,Attitudes toward negotiating safer sexual relations with husband
HA_ANSS_W_CND,HIV/AIDS,Attitudes toward negotiating safer sexual relations with husband
HA_ANSS_W_NUM,HIV/AIDS,Attitudes toward negotiating safer sexual relations with husband
HA_ANSS_W_RSX,HIV/AIDS,Attitudes toward negotiating safer sexual relations with husband
HA_ANSS_W_UNW,HIV/AIDS,Attitudes toward negotiating safer sexual relations with husband
HA_ASEC_M_AGR,HIV/AIDS,Adult support of education about condom use to prevent AIDS
HA_ASEC_M_NUM,HIV/AIDS,Adult support of education about condom use to prevent AIDS
HA_ASEC_M_UNW,HIV/AIDS,Adult support of education about condom use to prevent AIDS
HA_ASEC_W_AGR,HIV/AIDS,Adult support of education about condom use to prevent AIDS
HA_ASEC_W_NUM,HIV/AIDS,Adult support of education about condom use to prevent AIDS
HA_ASEC_W_UNW,HIV/AIDS,Adult support of education about condom use to prevent AIDS
HA_CATH_W_ATN,HIV/AIDS,Pregnant women counseled and tested for HIV
HA_CATH_W_ATR,HIV/AIDS,Pregnant women counseled and tested for HIV
HA_CATH_W_CSL,HIV/AIDS,Pregnant women counseled and tested for HIV
HA_CATH_W_CTR,HIV/AIDS,Pregnant women counseled and tested for HIV
HA_CATH_W_NRS,HIV/AIDS,Pregnant women counseled and tested for HIV
HA_CATH_W_NUM,HIV/AIDS,Pregnant women counseled and tested for HIV
HA_CATH_W_TNC,HIV/AIDS,Pregnant women counseled and tested for HIV
HA_CATH_W_TRC,HIV/AIDS,Pregnant women counseled and tested for HIV
HA_CATH_W_TRR,HIV/AIDS,Pregnant women counseled and tested for HIV
HA_CATH_W_UNW,HIV/AIDS,Pregnant women counseled and tested for HIV
HA_CHVT_B_ABI,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_B_ABN,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_B_DBI,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_B_DBN,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_B_NUM,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_B_OTI,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_B_OTN,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_B_RFI,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_B_RFN,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_B_TOT,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_B_UNW,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_M_ABI,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_M_ABN,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_M_DBI,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_M_DBN,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_M_NUM,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_M_OTI,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_M_OTN,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_M_RFI,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_M_RFN,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_M_TOT,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_M_UNW,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_W_ABI,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_W_ABN,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_W_DBI,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_W_DBN,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_W_NUM,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_W_OTI,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_W_OTN,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_W_RFI,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_W_RFN,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_W_TOT,HIV/AIDS,Coverage of survey HIV testing
HA_CHVT_W_UNW,HIV/AIDS,Coverage of survey HIV testing
HA_CKNA_M_CKA,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_M_HLT,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_M_KIS,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_M_MOS,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_M_NUM,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_M_REJ,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_M_SHR,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_M_SUP,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_M_UNW,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_W_CKA,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_W_HLT,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_W_KIS,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_W_MOS,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_W_NUM,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_W_REJ,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_W_SHR,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_W_SUP,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNA_W_UNW,HIV/AIDS,Comprehensive knowledge about AIDS
HA_CKNY_M_CKA,HIV/AIDS,Comprehensive knowledge about AIDS and of a source of condoms among young people
HA_CKNY_M_KCN,HIV/AIDS,Comprehensive knowledge about AIDS and of a source of condoms among young people
HA_CKNY_M_NUM,HIV/AIDS,Comprehensive knowledge about AIDS and of a source of condoms among young people
HA_CKNY_M_UNW,HIV/AIDS,Comprehensive knowledge about AIDS and of a source of condoms among young people
HA_CKNY_W_CKA,HIV/AIDS,Comprehensive knowledge about AIDS and of a source of condoms among young people
HA_CKNY_W_KCN,HIV/AIDS,Comprehensive knowledge about AIDS and of a source of condoms among young people
HA_CKNY_W_NUM,HIV/AIDS,Comprehensive knowledge about AIDS and of a source of condoms among young people
HA_CKNY_W_UNW,HIV/AIDS,Comprehensive knowledge about AIDS and of a source of condoms among young people
HA_CONC_M_CNC,HIV/AIDS,Point prevalence and cumulative prevalence of concurrent sexual partners
HA_CONC_M_CPV,HIV/AIDS,Point prevalence and cumulative prevalence of concurrent sexual partners
HA_CONC_M_NM1,HIV/AIDS,Point prevalence and cumulative prevalence of concurrent sexual partners
HA_CONC_M_NUM,HIV/AIDS,Point prevalence and cumulative prevalence of concurrent sexual partners
HA_CONC_M_PPV,HIV/AIDS,Point prevalence and cumulative prevalence of concurrent sexual partners
HA_CONC_M_UN1,HIV/AIDS,Point prevalence and cumulative prevalence of concurrent sexual partners
HA_CONC_M_UNW,HIV/AIDS,Point prevalence and cumulative prevalence of concurrent sexual partners
HA_CONC_W_CNC,HIV/AIDS,Point prevalence and cumulative prevalence of concurrent sexual partners
HA_CONC_W_CPV,HIV/AIDS,Point prevalence and cumulative prevalence of concurrent sexual partners
HA_CONC_W_NM1,HIV/AIDS,Point prevalence and cumulative prevalence of concurrent sexual partners
HA_CONC_W_NUM,HIV/AIDS,Point prevalence and cumulative prevalence of concurrent sexual partners
HA_CONC_W_PPV,HIV/AIDS,Point prevalence and cumulative prevalence of concurrent sexual partners
HA_CONC_W_UN1,HIV/AIDS,Point prevalence and cumulative prevalence of concurrent sexual partners
HA_CONC_W_UNW,HIV/AIDS,Point prevalence and cumulative prevalence of concurrent sexual partners
HA_CPHT_M_ETN,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_M_ETR,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_M_EVT,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_M_KNW,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_M_NEV,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_M_NUM,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_M_T1R,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_M_TOT,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_M_UNW,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_W_ETN,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_W_ETR,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_W_EVT,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_W_KNW,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_W_NEV,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_W_NUM,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_W_T1R,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_W_TOT,HIV/AIDS,Coverage of prior HIV testing
HA_CPHT_W_UNW,HIV/AIDS,Coverage of prior HIV testing
HA_DATT_M_CSC,HIV/AIDS,Discriminatory attitudes toward those living with HIV/AIDS
HA_DATT_M_DIS,HIV/AIDS,Discriminatory attitudes toward those living with HIV/AIDS
HA_DATT_M_NVG,HIV/AIDS,Discriminatory attitudes toward those living with HIV/AIDS
HA_DATT_W_CSC,HIV/AIDS,Discriminatory attitudes toward those living with HIV/AIDS
HA_DATT_W_DIS,HIV/AIDS,Discriminatory attitudes toward those living with HIV/AIDS
HA_DATT_W_NVG,HIV/AIDS,Discriminatory attitudes toward those living with HIV/AIDS
HA_HIVP_B_HIV,HIV/AIDS,HIV prevalence
HA_HIVP_B_HVE,HIV/AIDS,HIV prevalence
HA_HIVP_B_HVL,HIV/AIDS,HIV prevalence
HA_HIVP_B_HVR,HIV/AIDS,HIV prevalence
HA_HIVP_B_HVU,HIV/AIDS,HIV prevalence
HA_HIVP_B_NUM,HIV/AIDS,HIV prevalence
HA_HIVP_B_UNW,HIV/AIDS,HIV prevalence
HA_HIVP_M_HIV,HIV/AIDS,HIV prevalence
HA_HIVP_M_HVE,HIV/AIDS,HIV prevalence
HA_HIVP_M_HVL,HIV/AIDS,HIV prevalence
HA_HIVP_M_HVR,HIV/AIDS,HIV prevalence
HA_HIVP_M_HVU,HIV/AIDS,HIV prevalence
HA_HIVP_M_NUM,HIV/AIDS,HIV prevalence
HA_HIVP_M_UNW,HIV/AIDS,HIV prevalence
HA_HIVP_W_HIV,HIV/AIDS,HIV prevalence
HA_HIVP_W_HVE,HIV/AIDS,HIV prevalence
HA_HIVP_W_HVL,HIV/AIDS,HIV prevalence
HA_HIVP_W_HVR,HIV/AIDS,HIV prevalence
HA_HIVP_W_HVU,HIV/AIDS,HIV prevalence
HA_HIVP_W_NUM,HIV/AIDS,HIV prevalence
HA_HIVP_W_UNW,HIV/AIDS,HIV prevalence
HA_HIVY_B_HIV,HIV/AIDS,HIV prevalence among young people
HA_HIVY_B_HVE,HIV/AIDS,HIV prevalence among young people
HA_HIVY_B_HVL,HIV/AIDS,HIV prevalence among young people
HA_HIVY_B_HVR,HIV/AIDS,HIV prevalence among young people
HA_HIVY_B_HVU,HIV/AIDS,HIV prevalence among young people
HA_HIVY_B_NUM,HIV/AIDS,HIV prevalence among young people
HA_HIVY_B_UNW,HIV/AIDS,HIV prevalence among young people
HA_HIVY_M_HIV,HIV/AIDS,HIV prevalence among young people
HA_HIVY_M_HVE,HIV/AIDS,HIV prevalence among young people
HA_HIVY_M_HVL,HIV/AIDS,HIV prevalence among young people
HA_HIVY_M_HVR,HIV/AIDS,HIV prevalence among young people
HA_HIVY_M_HVU,HIV/AIDS,HIV prevalence among young people
HA_HIVY_M_NUM,HIV/AIDS,HIV prevalence among young people
HA_HIVY_M_UNW,HIV/AIDS,HIV prevalence among young people
HA_HIVY_W_HIV,HIV/AIDS,HIV prevalence among young people
HA_HIVY_W_HVE,HIV/AIDS,HIV prevalence among young people
HA_HIVY_W_HVL,HIV/AIDS,HIV prevalence among young people
HA_HIVY_W_HVR,HIV/AIDS,HIV prevalence among young people
HA_HIVY_W_HVU,HIV/AIDS,HIV prevalence among young people
HA_HIVY_W_NUM,HIV/AIDS,HIV prevalence among young people
HA_HIVY_W_UNW,HIV/AIDS,HIV prevalence among young people
HA_HPAC_B_CNN,HIV/AIDS,HIV prevalence among couples
HA_HPAC_B_CNP,HIV/AIDS,HIV prevalence among couples
HA_HPAC_B_CPN,HIV/AIDS,HIV prevalence among couples
HA_HPAC_B_CPP,HIV/AIDS,HIV prevalence among couples
HA_HPAC_B_NUM,HIV/AIDS,HIV prevalence among couples
HA_HPAC_B_TOT,HIV/AIDS,HIV prevalence among couples
HA_HPAC_B_UNW,HIV/AIDS,HIV prevalence among couples
HA_HPMC_M_HVC,HIV/AIDS,HIV prevalence by male circumcision
HA_HPMC_M_HVU,HIV/AIDS,HIV prevalence by male circumcision
HA_HPMC_M_NM1,HIV/AIDS,HIV prevalence by male circumcision
HA_HPMC_M_NM2,HIV/AIDS,HIV prevalence by male circumcision
HA_HPMC_M_UN1,HIV/AIDS,HIV prevalence by male circumcision
HA_HPMC_M_UN2,HIV/AIDS,HIV prevalence by male circumcision
HA_HRSX_M_CND,HIV/AIDS,Higher risk sex
HA_HRSX_M_HRS,HIV/AIDS,Higher risk sex
HA_HRSX_M_NM1,HIV/AIDS,Higher risk sex
HA_HRSX_M_NM2,HIV/AIDS,Higher risk sex
HA_HRSX_M_UN1,HIV/AIDS,Higher risk sex
HA_HRSX_M_UN2,HIV/AIDS,Higher risk sex
HA_HRSX_W_CND,HIV/AIDS,Higher risk sex
HA_HRSX_W_HRS,HIV/AIDS,Higher risk sex
HA_HRSX_W_NM1,HIV/AIDS,Higher risk sex
HA_HRSX_W_NM2,HIV/AIDS,Higher risk sex
HA_HRSX_W_UN1,HIV/AIDS,Higher risk sex
HA_HRSX_W_UN2,HIV/AIDS,Higher risk sex
HA_HVST_M_HRD,HIV/AIDS,Knowledge and coverage of self-testing for HIV
HA_HVST_M_NUM,HIV/AIDS,Knowledge and coverage of self-testing for HIV
HA_HVST_M_UNW,HIV/AIDS,Knowledge and coverage of self-testing for HIV
HA_HVST_M_USD,HIV/AIDS,Knowledge and coverage of self-testing for HIV
HA_HVST_W_HRD,HIV/AIDS,Knowledge and coverage of self-testing for HIV
HA_HVST_W_NUM,HIV/AIDS,Knowledge and coverage of self-testing for HIV
HA_HVST_W_UNW,HIV/AIDS,Knowledge and coverage of self-testing for HIV
HA_HVST_W_USD,HIV/AIDS,Knowledge and coverage of self-testing for HIV
HA_HVTY_M_NUM,HIV/AIDS,Recent HIV tests among young people
HA_HVTY_M_TRR,HIV/AIDS,Recent HIV tests among young people
HA_HVTY_M_UNW,HIV/AIDS,Recent HIV tests among young people
HA_HVTY_W_NUM,HIV/AIDS,Recent HIV tests among young people
HA_HVTY_W_TRR,HIV/AIDS,Recent HIV tests among young people
HA_HVTY_W_UNW,HIV/AIDS,Recent HIV tests among young people
HA_KAID_M_HRD,HIV/AIDS,Knowledge of AIDS
HA_KAID_M_NUM,HIV/AIDS,Knowledge of AIDS
HA_KAID_M_UNW,HIV/AIDS,Knowledge of AIDS
HA_KAID_W_HRD,HIV/AIDS,Knowledge of AIDS
HA_KAID_W_NUM,HIV/AIDS,Knowledge of AIDS
HA_KAID_W_UNW,HIV/AIDS,Knowledge of AIDS
HA_KHVP_M_CND,HIV/AIDS,Knowledge of HIV prevention methods
HA_KHVP_M_CS1,HIV/AIDS,Knowledge of HIV prevention methods
HA_KHVP_M_NUM,HIV/AIDS,Knowledge of HIV prevention methods
HA_KHVP_M_SX1,HIV/AIDS,Knowledge of HIV prevention methods
HA_KHVP_M_UNW,HIV/AIDS,Knowledge of HIV prevention methods
HA_KHVP_W_CND,HIV/AIDS,Knowledge of HIV prevention methods
HA_KHVP_W_CS1,HIV/AIDS,Knowledge of HIV prevention methods
HA_KHVP_W_NUM,HIV/AIDS,Knowledge of HIV prevention methods
HA_KHVP_W_SX1,HIV/AIDS,Knowledge of HIV prevention methods
HA_KHVP_W_UNW,HIV/AIDS,Knowledge of HIV prevention methods
HA_KMTC_M_BFD,HIV/AIDS,Knowledge of prevention of mother-to-child transmission of HIV
HA_KMTC_M_BRF,HIV/AIDS,Knowledge of prevention of mother-to-child transmission of HIV
