indicator_id,level1,level2
CP_CDIS_C_SVP,Child Protection,Child discipline
CP_CDIS_C_UN1,Child Protection,Child discipline
CP_CDIS_C_UNW,Child Protection,Child discipline
CP_CLAB_C_CHL,Child Protection,Child labor of children age 5-14
CP_CLAB_C_NUM,Child Protection,Child labor of children age 5-14
CP_CLAB_C_UNW,Child Protection,Child labor of children age 5-14
CP_CLBC_C_CHL,Child Protection,Child labor of children age 5-11
CP_CLBC_C_CHM,Child Protection,Child labor of children age 5-11
CP_CLBC_C_CHR,Child Protection,Child labor of children age 5-11
CP_CLBC_C_ECA,Child Protection,Child labor of children age 5-11
CP_CLBC_C_FAM,Child Protection,Child labor of children age 5-11
CP_CLBC_C_NUM,Child Protection,Child labor of children age 5-11
CP_CLBC_C_PWK,Child Protection,Child labor of children age 5-11
CP_CLBC_C_UNW,Child Protection,Child labor of children age 5-11
CP_CLBC_C_UWK,Child Protection,Child labor of children age 5-11
CP_CLBS_C_LAB,Child Protection,Child labor and school attendance
CP_CLBS_C_LBS,Child Protection,Child labor and school attendance
CP_CLBS_C_NM1,Child Protection,Child labor and school attendance
CP_CLBS_C_NM2,Child Protection,Child labor and school attendance
CP_CLBS_C_NM3,Child Protection,Child labor and school attendance
CP_CLBS_C_SCH,Child Protection,Child labor and school attendance
CP_CLBS_C_SLB,Child Protection,Child labor and school attendance
CP_CLBS_C_UN1,Child Protection,Child labor and school attendance
CP_CLBS_C_UN2,Child Protection,Child labor and school attendance
CP_CLBS_C_UN3,Child Protection,Child labor and school attendance
CP_CLBY_C_CHL,Child Protection,Child labor of children age 12-14
CP_CLBY_C_CHM,Child Protection,Child labor of children age 12-14
CP_CLBY_C_CHR,Child Protection,Child labor of children age 12-14
CP_CLBY_C_ECL,Child Protection,Child labor of children age 12-14
CP_CLBY_C_ECM,Child Protection,Child labor of children age 12-14
CP_CLBY_C_FAM,Child Protection,Child labor of children age 12-14
CP_CLBY_C_NUM,Child Protection,Child labor of children age 12-14
CP_CLBY_C_PWK,Child Protection,Child labor of children age 12-14
CP_CLBY_C_UNW,Child Protection,Child labor of children age 12-14
CP_CLBY_C_UWK,Child Protection,Child labor of children age 12-14
DV_AFSV_W_A10,Domestic Violence,Age at first experience of sexual violence
DV_AFSV_W_A12,Domestic Violence,Age at first experience of sexual violence
DV_AFSV_W_A15,Domestic Violence,Age at first experience of sexual violence
DV_AFSV_W_A18,Domestic Violence,Age at first experience of sexual violence
DV_AFSV_W_A22,Domestic Violence,Age at first experience of sexual violence
DV_AFSV_W_NON,Domestic Violence,Age at first experience of sexual violence
DV_AFSV_W_NUM,Domestic Violence,Age at first experience of sexual violence
DV_AFSV_W_UNW,Domestic Violence,Age at first experience of sexual violence
DV_ESVO_W_12M,Domestic Violence,Experience of sexual violence by any non-intimate partner
DV_ESVO_W_EVR,Domestic Violence,Experience of sexual violence by any non-intimate partner
DV_ESVO_W_NUM,Domestic Violence,Experience of sexual violence by any non-intimate partner
DV_ESVO_W_UNW,Domestic Violence,Experience of sexual violence by any non-intimate partner
DV_EXPV_W_12M,Domestic Violence,Experience of physical violence
DV_EXPV_W_12O,Domestic Violence,Experience of physical violence
DV_EXPV_W_12S,Domestic Violence,Experience of physical violence
DV_EXPV_W_EVR,Domestic Violence,Experience of physical violence
DV_EXPV_W_NUM,Domestic Violence,Experience of physical violence
DV_EXPV_W_UNW,Domestic Violence,Experience of physical violence
DV_EXSV_W_12M,Domestic Violence,Experience of sexual violence
DV_EXSV_W_EVR,Domestic Violence,Experience of sexual violence
DV_EXSV_W_NUM,Domestic Violence,Experience of sexual violence
DV_EXSV_W_UNW,Domestic Violence,Experience of sexual violence
DV_FMVL_W_NUM,Domestic Violence,Experience of different forms of violence
DV_FMVL_W_PAS,Domestic Violence,Experience of different forms of violence
DV_FMVL_W_PHS,Domestic Violence,Experience of different forms of violence
DV_FMVL_W_POS,Domestic Violence,Experience of different forms of violence
DV_FMVL_W_SEX,Domestic Violence,Experience of different forms of violence
DV_FMVL_W_UNW,Domestic Violence,Experience of different forms of violence
DV_FSVL_W_ACC,Domestic Violence,Forms of spousal violence
DV_FSVL_W_ACT,Domestic Violence,Forms of spousal violence
DV_FSVL_W_ANY,Domestic Violence,Forms of spousal violence
DV_FSVL_W_BAD,Domestic Violence,Forms of spousal violence
DV_FSVL_W_CHK,Domestic Violence,Forms of spousal violence
DV_FSVL_W_CTR,Domestic Violence,Forms of spousal violence
DV_FSVL_W_EMO,Domestic Violence,Forms of spousal violence
DV_FSVL_W_EMT,Domestic Violence,Forms of spousal violence
DV_FSVL_W_EPS,Domestic Violence,Forms of spousal violence
DV_FSVL_W_FAM,Domestic Violence,Forms of spousal violence
DV_FSVL_W_FFR,Domestic Violence,Forms of spousal violence
DV_FSVL_W_FRC,Domestic Violence,Forms of spousal violence
DV_FSVL_W_HRT,Domestic Violence,Forms of spousal violence
DV_FSVL_W_HUM,Domestic Violence,Forms of spousal violence
DV_FSVL_W_JLS,Domestic Violence,Forms of spousal violence
DV_FSVL_W_KIK,Domestic Violence,Forms of spousal violence
DV_FSVL_W_KNF,Domestic Violence,Forms of spousal violence
DV_FSVL_W_MON,Domestic Violence,Forms of spousal violence
DV_FSVL_W_NUM,Domestic Violence,Forms of spousal violence
DV_FSVL_W_PCH,Domestic Violence,Forms of spousal violence
DV_FSVL_W_PHS,Domestic Violence,Forms of spousal violence
DV_FSVL_W_POS,Domestic Violence,Forms of spousal violence
DV_FSVL_W_PPH,Domestic Violence,Forms of spousal violence
DV_FSVL_W_PPS,Domestic Violence,Forms of spousal violence
DV_FSVL_W_PSH,Domestic Violence,Forms of spousal violence
DV_FSVL_W_PSX,Domestic Violence,Forms of spousal violence
DV_FSVL_W_SEX,Domestic Violence,Forms of spousal violence
DV_FSVL_W_SLP,Domestic Violence,Forms of spousal violence
DV_FSVL_W_SXO,Domestic Violence,Forms of spousal violence
DV_FSVL_W_TWS,Domestic Violence,Forms of spousal violence
DV_FSVL_W_UNW,Domestic Violence,Forms of spousal violence
DV_FSVL_W_WHR,Domestic Violence,Forms of spousal violence
DV_INJR_W_ANY,Domestic Violence,Injuries to women due to spousal violence
DV_INJR_W_CUT,Domestic Violence,Injuries to women due to spousal violence
DV_INJR_W_INJ,Domestic Violence,Injuries to women due to spousal violence
DV_INJR_W_NUM,Domestic Violence,Injuries to women due to spousal violence
DV_INJR_W_UNW,Domestic Violence,Injuries to women due to spousal violence
DV_INJR_W_WND,Domestic Violence,Injuries to women due to spousal violence
DV_MCTL_W_3BH,Domestic Violence,Marital control exercised by husbands
DV_MCTL_W_ACC,Domestic Violence,Marital control exercised by husbands
DV_MCTL_W_FAM,Domestic Violence,Marital control exercised by husbands
DV_MCTL_W_FFR,Domestic Violence,Marital control exercised by husbands
DV_MCTL_W_JLS,Domestic Violence,Marital control exercised by husbands
DV_MCTL_W_MON,Domestic Violence,Marital control exercised by husbands
DV_MCTL_W_NON,Domestic Violence,Marital control exercised by husbands
DV_MCTL_W_NUM,Domestic Violence,Marital control exercised by husbands
DV_MCTL_W_UNW,Domestic Violence,Marital control exercised by husbands
DV_MCTL_W_WHR,Domestic Violence,Marital control exercised by husbands
DV_PCPV_W_CBF,Domestic Violence,First person committing sexual violence
DV_PCPV_W_CHD,Domestic Violence,First person committing sexual violence
DV_PCPV_W_CHP,Domestic Violence,First person committing sexual violence
DV_PCPV_W_EMP,Domestic Violence,First person committing sexual violence
DV_PCPV_W_FBF,Domestic Violence,First person committing sexual violence
DV_PCPV_W_FHP,Domestic Violence,First person committing sexual violence
DV_PCPV_W_FLW,Domestic Violence,First person committing sexual violence
DV_PCPV_W_FTH,Domestic Violence,First person committing sexual violence
DV_PCPV_W_MLW,Domestic Violence,First person committing sexual violence
DV_PCPV_W_MTH,Domestic Violence,First person committing sexual violence
DV_PCPV_W_NUM,Domestic Violence,First person committing sexual violence
DV_PCPV_W_OLW,Domestic Violence,First person committing sexual violence
DV_PCPV_W_OTH,Domestic Violence,First person committing sexual violence
DV_PCPV_W_POL,Domestic Violence,First person committing sexual violence
DV_PCPV_W_REL,Domestic Violence,First person committing sexual violence
DV_PCPV_W_SCH,Domestic Violence,First person committing sexual violence
DV_PCPV_W_SIB,Domestic Violence,First person committing sexual violence
DV_PCPV_W_TCH,Domestic Violence,First person committing sexual violence
DV_PCPV_W_UNW,Domestic Violence,First person committing sexual violence
DV_PCSV_W_BFR,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_BRH,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_CHP,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_DKM,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_EMP,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_FFR,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_FHP,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_FTH,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_ILW,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_NUM,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_OFR,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_OTH,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_POL,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_REL,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_RLG,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_SCH,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_STR,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_TCH,Domestic Violence,Persons committing sexual violence
DV_PCSV_W_UNW,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_BFR,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_BRH,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_CHP,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_DKM,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_EMP,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_FFR,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_FHP,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_FTH,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_ILW,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_NUM,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_OFR,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_OTH,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_POL,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_REL,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_RLG,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_SCH,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_STR,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_TCH,Domestic Violence,Persons committing sexual violence
DV_PPSV_W_UNW,Domestic Violence,Persons committing sexual violence
DV_SPV1_W_ALL,Domestic Violence,Spousal violence in last 12 months
DV_SPV1_W_ANY,Domestic Violence,Spousal violence in last 12 months
DV_SPV1_W_EMT,Domestic Violence,Spousal violence in last 12 months
DV_SPV1_W_NUM,Domestic Violence,Spousal violence in last 12 months
DV_SPV1_W_PAS,Domestic Violence,Spousal violence in last 12 months
DV_SPV1_W_PHS,Domestic Violence,Spousal violence in last 12 months
DV_SPV1_W_POS,Domestic Violence,Spousal violence in last 12 months
DV_SPV1_W_SEX,Domestic Violence,Spousal violence in last 12 months
DV_SPV1_W_UNW,Domestic Violence,Spousal violence in last 12 months
DV_SPVL_W_ALL,Domestic Violence,Spousal violence
DV_SPVL_W_ANY,Domestic Violence,Spousal violence
DV_SPVL_W_EMT,Domestic Violence,Spousal violence
DV_SPVL_W_NUM,Domestic Violence,Spousal violence
DV_SPVL_W_PAS,Domestic Violence,Spousal violence
DV_SPVL_W_PHS,Domestic Violence,Spousal violence
DV_SPVL_W_POS,Domestic Violence,Spousal violence
DV_SPVL_W_SEX,Domestic Violence,Spousal violence
DV_SPVL_W_UNW,Domestic Violence,Spousal violence
DV_SPVM_W_BEF,Domestic Violence,Spousal violence by marriage duration
DV_SPVM_W_M10,Domestic Violence,Spousal violence by marriage duration
DV_SPVM_W_M2Y,Domestic Violence,Spousal violence by marriage duration
DV_SPVM_W_M5Y,Domestic Violence,Spousal violence by marriage duration
DV_SPVM_W_NON,Domestic Violence,Spousal violence by marriage duration
DV_SPVM_W_NUM,Domestic Violence,Spousal violence by marriage duration
DV_SPVM_W_UNW,Domestic Violence,Spousal violence by marriage duration
DV_STPS_W_BFR,Domestic Violence,Sources for help to stop the violence
DV_STPS_W_DRM,Domestic Violence,Sources for help to stop the violence
DV_STPS_W_FAM,Domestic Violence,Sources for help to stop the violence
DV_STPS_W_FRD,Domestic Violence,Sources for help to stop the violence
DV_STPS_W_HFM,Domestic Violence,Sources for help to stop the violence
DV_STPS_W_HSB,Domestic Violence,Sources for help to stop the violence
DV_STPS_W_LWY,Domestic Violence,Sources for help to stop the violence
DV_STPS_W_NEI,Domestic Violence,Sources for help to stop the violence
DV_STPS_W_NUM,Domestic Violence,Sources for help to stop the violence
DV_STPS_W_OTH,Domestic Violence,Sources for help to stop the violence
DV_STPS_W_POL,Domestic Violence,Sources for help to stop the violence
DV_STPS_W_RLG,Domestic Violence,Sources for help to stop the violence
DV_STPS_W_SWO,Domestic Violence,Sources for help to stop the violence
DV_STPS_W_UNW,Domestic Violence,Sources for help to stop the violence
DV_STPV_W_DKM,Domestic Violence,Help seeking to stop violence
DV_STPV_W_HLP,Domestic Violence,Help seeking to stop violence
DV_STPV_W_NTL,Domestic Violence,Help seeking to stop violence
DV_STPV_W_NUM,Domestic Violence,Help seeking to stop violence
DV_STPV_W_TLD,Domestic Violence,Help seeking to stop violence
DV_STPV_W_TOT,Domestic Violence,Help seeking to stop violence
DV_STPV_W_UNW,Domestic Violence,Help seeking to stop violence
DV_VIOW_W_12M,Domestic Violence,Violence by women against their spouse
DV_VIOW_W_EVR,Domestic Violence,Violence by women against their spouse
DV_VIOW_W_NUM,Domestic Violence,Violence by women against their spouse
DV_VIOW_W_UNW,Domestic Violence,Violence by women against their spouse
DV_VPRG_W_NUM,Domestic Violence,Experience of violence during pregnancy
DV_VPRG_W_UNW,Domestic Violence,Experience of violence during pregnancy
DV_VPRG_W_VPG,Domestic Violence,Experience of violence during pregnancy
ED_EDAT_B_CPR,Education,Educational attainment of the household population
ED_EDAT_B_CSC,Education,Educational attainment of the household population
ED_EDAT_B_DKM,Education,Educational attainment of the household population
ED_EDAT_B_HGH,Education,Educational attainment of the household population
ED_EDAT_B_MYR,Education,Educational attainment of the household population
ED_EDAT_B_NED,Education,Educational attainment of the household population
ED_EDAT_B_NUM,Education,Educational attainment of the household population
ED_EDAT_B_PRI,Education,Educational attainment of the household population
ED_EDAT_B_SEC,Education,Educational attainment of the household population
ED_EDAT_B_SPR,Education,Educational attainment of the household population
ED_EDAT_B_SSC,Education,Educational attainment of the household population
ED_EDAT_B_TOT,Education,Educational attainment of the household population
ED_EDAT_B_UNW,Education,Educational attainment of the household population
ED_EDAT_M_CPR,Education,Educational attainment of the household population
ED_EDAT_M_CSC,Education,Educational attainment of the household population
ED_EDAT_M_DKM,Education,Educational attainment of the household population
ED_EDAT_M_HGH,Education,Educational attainment of the household population
ED_EDAT_M_MYR,Education,Educational attainment of the household population
ED_EDAT_M_NED,Education,Educational attainment of the household population
ED_EDAT_M_NUM,Education,Educational attainment of the household population
ED_EDAT_M_PRI,Education,Educational attainment of the household population
ED_EDAT_M_SEC,Education,Educational attainment of the household population
ED_EDAT_M_SPR,Education,Educational attainment of the household population
ED_EDAT_M_SSC,Education,Educational attainment of the household population
ED_EDAT_M_TOT,Education,Educational attainment of the household population
ED_EDAT_M_UNW,Education,Educational attainment of the household population
ED_EDAT_W_CPR,Education,Educational attainment of the household population
ED_EDAT_W_CSC,Education,Educational attainment of the household population
ED_EDAT_W_DKM,Education,Educational attainment of the household population
ED_EDAT_W_HGH,Education,Educational attainment of the household population
ED_EDAT_W_MYR,Education,Educational attainment of the household population
ED_EDAT_W_NED,Education,Educational attainment of the household population
ED_EDAT_W_NUM,Education,Educational attainment of the household population
ED_EDAT_W_PRI,Education,Educational attainment of the household population
ED_EDAT_W_SEC,Education,Educational attainment of the household population
ED_EDAT_W_SPR,Education,Educational attainment of the household population
ED_EDAT_W_SSC,Education,Educational attainment of the household population
ED_EDAT_W_TOT,Education,Educational attainment of the household population
ED_EDAT_W_UNW,Education,Educational attainment of the household population
ED_EDUC_M_CPR,Education,Highest level of schooling
ED_EDUC_M_CSC,Education,Highest level of schooling
ED_EDUC_M_DKM,Education,Highest level of schooling
ED_EDUC_M_HGH,Education,Highest level of schooling
ED_EDUC_M_MYR,Education,Highest level of schooling
ED_EDUC_M_NED,Education,Highest level of schooling
ED_EDUC_M_NUM,Education,Highest level of schooling
ED_EDUC_M_PRI,Education,Highest level of schooling
ED_EDUC_M_SEH,Education,Highest level of schooling
ED_EDUC_M_SPR,Education,Highest level of schooling
ED_EDUC_M_SSC,Education,Highest level of schooling
ED_EDUC_M_TOT,Education,Highest level of schooling
ED_EDUC_M_UNW,Education,Highest level of schooling
ED_EDUC_W_CPR,Education,Highest level of schooling
ED_EDUC_W_CSC,Education,Highest level of schooling
ED_EDUC_W_DKM,Education,Highest level of schooling
ED_EDUC_W_HGH,Education,Highest level of schooling
ED_EDUC_W_MYR,Education,Highest level of schooling
ED_EDUC_W_NED,Education,Highest level of schooling
ED_EDUC_W_NUM,Education,Highest level of schooling
ED_EDUC_W_PRI,Education,Highest level of schooling
ED_EDUC_W_SEH,Education,Highest level of schooling
ED_EDUC_W_SPR,Education,Highest level of schooling
ED_EDUC_W_SSC,Education,Highest level of schooling
ED_EDUC_W_TOT,Education,Highest level of schooling
ED_EDUC_W_UNW,Education,Highest level of schooling
ED_EEDP_C_ECE,Education,Early childhood education participation
ED_EEDP_C_NAR,Education,Early childhood education participation
ED_EEDP_C_NON,Education,Early childhood education participation
ED_EEDP_C_NUM,Education,Early childhood education participation
ED_EEDP_C_PRM,Education,Early childhood education participation
ED_EEDP_C_TOT,Education,Early childhood education participation
ED_EEDP_C_UNW,Education,Early childhood education participation
ED_GARP_B_BTH,Education,Gross attendance ratio - primary
ED_GARP_B_GPI,Education,Gross attendance ratio - primary
ED_GARP_M_MAL,Education,Gross attendance ratio - primary
ED_GARP_W_FEM,Education,Gross attendance ratio - primary
ED_GARS_B_BTH,Education,Gross attendance ratio - secondary
ED_GARS_B_GPI,Education,Gross attendance ratio - secondary
ED_GARS_M_MAL,Education,Gross attendance ratio - secondary
ED_GARS_W_FEM,Education,Gross attendance ratio - secondary
ED_LITR_M_BLD,Education,Literacy
ED_LITR_M_LIT,Education,Literacy
ED_LITR_M_MIS,Education,Literacy
ED_LITR_M_NCD,Education,Literacy
ED_LITR_M_NRD,Education,Literacy
ED_LITR_M_NUM,Education,Literacy
ED_LITR_M_RDP,Education,Literacy
ED_LITR_M_RDW,Education,Literacy
ED_LITR_M_SCH,Education,Literacy
ED_LITR_M_TOT,Education,Literacy
ED_LITR_M_UNW,Education,Literacy
ED_LITR_W_BLD,Education,Literacy
ED_LITR_W_LIT,Education,Literacy
ED_LITR_W_MIS,Education,Literacy
ED_LITR_W_NCD,Education,Literacy
ED_LITR_W_NRD,Education,Literacy
ED_LITR_W_NUM,Education,Literacy
ED_LITR_W_RDP,Education,Literacy
ED_LITR_W_RDW,Education,Literacy
ED_LITR_W_SCH,Education,Literacy
ED_LITR_W_TOT,Education,Literacy
ED_LITR_W_UNW,Education,Literacy
ED_LITY_M_BLD,Education,Literacy - Youth
ED_LITY_M_LIT,Education,Literacy - Youth
ED_LITY_M_MIS,Education,Literacy - Youth
ED_LITY_M_NCD,Education,Literacy - Youth
ED_LITY_M_NRD,Education,Literacy - Youth
ED_LITY_M_NUM,Education,Literacy - Youth
ED_LITY_M_RDP,Education,Literacy - Youth
ED_LITY_M_RDW,Education,Literacy - Youth
ED_LITY_M_SCH,Education,Literacy - Youth
ED_LITY_M_TOT,Education,Literacy - Youth
ED_LITY_M_UNW,Education,Literacy - Youth
ED_LITY_W_BLD,Education,Literacy - Youth
ED_LITY_W_LIT,Education,Literacy - Youth
ED_LITY_W_MIS,Education,Literacy - Youth
ED_LITY_W_NCD,Education,Literacy - Youth
ED_LITY_W_NRD,Education,Literacy - Youth
ED_LITY_W_NUM,Education,Literacy - Youth
ED_LITY_W_RDP,Education,Literacy - Youth
ED_LITY_W_RDW,Education,Literacy - Youth
ED_LITY_W_SCH,Education,Literacy - Youth
ED_LITY_W_TOT,Education,Literacy - Youth
ED_LITY_W_UNW,Education,Literacy - Youth
ED_MDIA_M_3MD,Education,Exposure to mass media
ED_MDIA_M_N3M,Education,Exposure to mass media
ED_MDIA_M_NUM,Education,Exposure to mass media
ED_MDIA_M_NWS,Education,Exposure to mass media
ED_MDIA_M_RDO,Education,Exposure to mass media
ED_MDIA_M_TLV,Education,Exposure to mass media
ED_MDIA_M_UNW,Education,Exposure to mass media
ED_MDIA_W_3MD,Education,Exposure to mass media
ED_MDIA_W_N3M,Education,Exposure to mass media
ED_MDIA_W_NUM,Education,Exposure to mass media
ED_MDIA_W_NWS,Education,Exposure to mass media
ED_MDIA_W_RDO,Education,Exposure to mass media
ED_MDIA_W_TLV,Education,Exposure to mass media
ED_MDIA_W_UNW,Education,Exposure to mass media
ED_NARP_B_BTH,Education,Net attendance ratio - primary
ED_NARP_B_GPI,Education,Net attendance ratio - primary
ED_NARP_M_MAL,Education,Net attendance ratio - primary
ED_NARP_W_FEM,Education,Net attendance ratio - primary
ED_NARS_B_BTH,Education,Net attendance ratio - secondary
ED_NARS_B_GPI,Education,Net attendance ratio - secondary
ED_NARS_M_MAL,Education,Net attendance ratio - secondary
ED_NARS_W_FEM,Education,Net attendance ratio - secondary
ED_SCHA_C_NMA,Education,School attendance by survivorship of parents
ED_SCHA_C_NMD,Education,School attendance by survivorship of parents
ED_SCHA_C_SCA,Education,School attendance by survivorship of parents
ED_SCHA_C_SCD,Education,School attendance by survivorship of parents
ED_SCHA_C_SCR,Education,School attendance by survivorship of parents
ED_SCHA_C_UNA,Education,School attendance by survivorship of parents
ED_SCHA_C_UND,Education,School attendance by survivorship of parents
EM_EMPL_M_DKM,Employment,Employment status
EM_EMPL_M_EMC,Employment,Employment status
EM_EMPL_M_ENC,Employment,Employment status
EM_EMPL_M_N12,Employment,Employment status
EM_EMPL_M_NUM,Employment,Employment status
EM_EMPL_M_TOT,Employment,Employment status
EM_EMPL_M_UNW,Employment,Employment status
EM_EMPL_W_DKM,Employment,Employment status
EM_EMPL_W_EMC,Employment,Employment status
EM_EMPL_W_ENC,Employment,Employment status
EM_EMPL_W_N12,Employment,Employment status
EM_EMPL_W_NUM,Employment,Employment status
EM_EMPL_W_TOT,Employment,Employment status
EM_EMPL_W_UNW,Employment,Employment status
EM_EMPM_M_EMP,Employment,Employment of married persons
EM_EMPM_M_NUM,Employment,Employment of married persons
EM_EMPM_M_UNW,Employment,Employment of married persons
EM_EMPM_W_EMP,Employment,Employment of married persons
EM_EMPM_W_NUM,Employment,Employment of married persons
EM_EMPM_W_UNW,Employment,Employment of married persons
EM_EMPT_W_AYR,Employment,Type of employment
EM_EMPT_W_CAK,Employment,Type of employment
EM_EMPT_W_CMS,Employment,Type of employment
EM_EMPT_W_CSH,Employment,Type of employment
EM_EMPT_W_EMS,Employment,Type of employment
EM_EMPT_W_FAM,Employment,Type of employment
EM_EMPT_W_KND,Employment,Type of employment
EM_EMPT_W_NFM,Employment,Type of employment
EM_EMPT_W_NPD,Employment,Type of employment
EM_EMPT_W_NUM,Employment,Type of employment
EM_EMPT_W_OCC,Employment,Type of employment
EM_EMPT_W_SEM,Employment,Type of employment
EM_EMPT_W_SES,Employment,Type of employment
EM_EMPT_W_TMS,Employment,Type of employment
EM_EMPT_W_TTO,Employment,Type of employment
EM_EMPT_W_UNW,Employment,Type of employment
EM_ERNM_M_CAK,Employment,Earnings of married persons
EM_ERNM_M_CSH,Employment,Earnings of married persons
EM_ERNM_M_DKM,Employment,Earnings of married persons
EM_ERNM_M_KND,Employment,Earnings of married persons
EM_ERNM_M_NM1,Employment,Earnings of married persons
EM_ERNM_M_NPD,Employment,Earnings of married persons
EM_ERNM_M_TOT,Employment,Earnings of married persons
EM_ERNM_M_UN1,Employment,Earnings of married persons
EM_ERNM_W_CAK,Employment,Earnings of married persons
EM_ERNM_W_CSH,Employment,Earnings of married persons
EM_ERNM_W_DKM,Employment,Earnings of married persons
EM_ERNM_W_KND,Employment,Earnings of married persons
EM_ERNM_W_NM1,Employment,Earnings of married persons
EM_ERNM_W_NPD,Employment,Earnings of married persons
EM_ERNM_W_TOT,Employment,Earnings of married persons
EM_ERNM_W_UN1,Employment,Earnings of married persons
EM_MERN_M_DKM,Employment,Control over husband's cash earnings
EM_MERN_M_HUS,Employment,Control over husband's cash earnings
EM_MERN_M_JNT,Employment,Control over husband's cash earnings
EM_MERN_M_NUM,Employment,Control over husband's cash earnings
EM_MERN_M_OTH,Employment,Control over husband's cash earnings
EM_MERN_M_TOT,Employment,Control over husband's cash earnings
EM_MERN_M_UNW,Employment,Control over husband's cash earnings
EM_MERN_M_WIF,Employment,Control over husband's cash earnings
EM_MERN_W_DKM,Employment,Control over husband's cash earnings
EM_MERN_W_HUS,Employment,Control over husband's cash earnings
EM_MERN_W_JNT,Employment,Control over husband's cash earnings
EM_MERN_W_NUM,Employment,Control over husband's cash earnings
EM_MERN_W_OTH,Employment,Control over husband's cash earnings
EM_MERN_W_TOT,Employment,Control over husband's cash earnings
EM_MERN_W_UNW,Employment,Control over husband's cash earnings
EM_MERN_W_WIF,Employment,Control over husband's cash earnings
EM_OCCP_M_AGR,Employment,Occupation
EM_OCCP_M_CLR,Employment,Occupation
EM_OCCP_M_DKM,Employment,Occupation
EM_OCCP_M_DOM,Employment,Occupation
EM_OCCP_M_MNS,Employment,Occupation
EM_OCCP_M_MNU,Employment,Occupation
EM_OCCP_M_NUM,Employment,Occupation
EM_OCCP_M_OTH,Employment,Occupation
EM_OCCP_M_PRO,Employment,Occupation
EM_OCCP_M_SAL,Employment,Occupation
EM_OCCP_M_TOT,Employment,Occupation
EM_OCCP_M_UNW,Employment,Occupation
EM_OCCP_W_AGR,Employment,Occupation
EM_OCCP_W_CLR,Employment,Occupation
EM_OCCP_W_DKM,Employment,Occupation
EM_OCCP_W_DOM,Employment,Occupation
EM_OCCP_W_MNS,Employment,Occupation
EM_OCCP_W_MNU,Employment,Occupation
EM_OCCP_W_NUM,Employment,Occupation
EM_OCCP_W_OTH,Employment,Occupation
EM_OCCP_W_PRO,Employment,Occupation
EM_OCCP_W_SAL,Employment,Occupation
EM_OCCP_W_TOT,Employment,Occupation
EM_OCCP_W_UNW,Employment,Occupation
EM_RERN_W_DKM,Employment,Relative magnitude of women's cash earnings
EM_RERN_W_LES,Employment,Relative magnitude of women's cash earnings
EM_RERN_W_MOR,Employment,Relative magnitude of women's cash earnings
EM_RERN_W_NON,Employment,Relative magnitude of women's cash earnings
EM_RERN_W_NUM,Employment,Relative magnitude of women's cash earnings
EM_RERN_W_SAM,Employment,Relative magnitude of women's cash earnings
EM_RERN_W_TOT,Employment,Relative magnitude of women's cash earnings
EM_RERN_W_UNW,Employment,Relative magnitude of women's cash earnings
EM_WERN_W_DKM,Employment,Control over women's cash earnings
EM_WERN_W_HUS,Employment,Control over women's cash earnings
EM_WERN_W_JNT,Employment,Control over women's cash earnings
EM_WERN_W_NUM,Employment,Control over women's cash earnings
EM_WERN_W_OTH,Employment,Control over women's cash earnings
EM_WERN_W_TOT,Employment,Control over women's cash earnings
EM_WERN_W_UNW,Employment,Control over women's cash earnings
EM_WERN_W_WIF,Employment,Control over women's cash earnings
