"country","outcome","Admin1","Admin2","n_districts","k_worst","obs_prev","obs_worst_fifth","pred_mean","p_worst_fifth","draws"
"Ghana","women_vitA","Volta","South Tongu",75,15,0,FALSE,0.0127173481830998,0,40
"Ghana","women_vitA","Western","Effia Kwesimintsim",75,15,0,FALSE,0.0118918365354281,0.025,40
"Ghana","women_vitA","Western","Ellembelle",75,15,0,FALSE,0.00742592111455221,0,40
"Ghana","women_vitA","Western","Jomoro",75,15,0,FALSE,0.00711588333889062,0,40
"Ghana","women_vitA","Western","Mpohor",75,15,0,FALSE,0.00452704627632025,0,40
"Ghana","women_vitA","Western","Prestea-Huni Valley",75,15,0.0588235294117647,FALSE,0.00323047661766898,0,40
"Ghana","women_vitA","Western North","Sefwi-Akontombra",75,15,0,FALSE,0.00164102261295699,0,40
"Ghana","child_iron","Ahafo","Asunafo North",75,15,0,FALSE,0.0587825246539339,0,40
"Ghana","child_iron","Ahafo","Tano North",75,15,0.172896872182537,FALSE,0.0548284884253973,0,40
"Ghana","child_iron","Ashanti","Adansi Asokwa",75,15,0.125,FALSE,0.0290570813662774,0,40
"Ghana","child_iron","Ashanti","Asante-Akim South",75,15,0.153846153846154,FALSE,0.0500969028844334,0,40
"Ghana","child_iron","Ashanti","Asokore-Mampong",75,15,0.277777777777778,FALSE,0.0437876485161465,0,40
"Ghana","child_iron","Ashanti","Asokwa",75,15,0.4,TRUE,0.035569551911494,0,40
"Ghana","child_iron","Ashanti","Atwima-Mponua",75,15,0.0923449388978557,FALSE,0.0428222675200088,0,40
"Ghana","child_iron","Ashanti","Atwima-Nwabiagya South",75,15,0.181818181818182,FALSE,0.0408765361113345,0,40
"Ghana","child_iron","Ashanti","Bekwai",75,15,0,FALSE,0.0397541680303776,0,40
"Ghana","child_iron","Ashanti","Kumasi",75,15,0.25,FALSE,0.0345689816733178,0,40
"Ghana","child_iron","Ashanti","Kwadaso",75,15,0.181818181818182,FALSE,0.0367810148379059,0,40
"Ghana","child_iron","Ashanti","Obuasi",75,15,0.0588235294117647,FALSE,0.0252890040983508,0,40
"Ghana","child_iron","Ashanti","Sekyere Kumawu",75,15,0.166666666666667,FALSE,0.0650623468592706,0,40
"Ghana","child_iron","Ashanti","Sekyere South",75,15,0,FALSE,0.0600846797007553,0,40
"Ghana","child_iron","Bono","Dormaa West",75,15,0.25,FALSE,0.0587029434526167,0,40
"Ghana","child_iron","Bono","Sunyani West",75,15,0.166666666666667,FALSE,0.0628730442624641,0,40
"Ghana","child_iron","Bono","Wenchi",75,15,0.0909090909090909,FALSE,0.143097659658673,0,40
"Ghana","child_iron","Bono East","Kintampo North",75,15,0.421052631578947,TRUE,0.289399278689153,0,40
"Ghana","child_iron","Bono East","Sene West",75,15,0.214285714285714,FALSE,0.237428001593444,0,40
"Ghana","child_iron","Bono East","Techiman",75,15,0.153846153846154,FALSE,0.0679434328926877,0,40
"Ghana","child_iron","Central","Agona West",75,15,0.19047619047619,FALSE,0.0243396318802804,0,40
"Ghana","child_iron","Central","Asikuma-Odoben-Brakwa",75,15,0.157894736842105,FALSE,0.02403693768221,0,40
"Ghana","child_iron","Central","Awutu Senya West",75,15,0.166666666666667,FALSE,0.0353801370455261,0,40
"Ghana","child_iron","Central","Mfantseman",75,15,0,FALSE,0.0249076983834381,0,40
"Ghana","child_iron","Central","Twifo-Atti-Morkwa",75,15,0,FALSE,0.0264908132332286,0,40
"Ghana","child_iron","Central","Twifo-Hemang-Lower Denkyira",75,15,0,FALSE,0.0205520290443003,0,40
"Ghana","child_iron","Eastern","Abuakwa South",75,15,0.166666666666667,FALSE,0.0271603987610212,0,40
"Ghana","child_iron","Eastern","Akwapem North",75,15,0.0965903069269728,FALSE,0.0252156838063291,0,40
"Ghana","child_iron","Eastern","Atiwa East",75,15,0.4,TRUE,0.0443238645995774,0,40
"Ghana","child_iron","Eastern","Denkyembour",75,15,0.285714285714286,FALSE,0.0309565568962942,0,40
"Ghana","child_iron","Eastern","Kwahu Afram Plains North",75,15,0.261923351650394,FALSE,0.196734974720217,0,40
"Ghana","child_iron","Greater Accra","Ablekuma Central",75,15,0.166666666666667,FALSE,0.0208388391772284,0,40
"Ghana","child_iron","Greater Accra","Ablekuma North",75,15,0.201663631849032,FALSE,0.0236663063691573,0,40
"Ghana","child_iron","Greater Accra","Ashaiman",75,15,0,FALSE,0.0384881146881648,0,40
"Ghana","child_iron","Greater Accra","Ayawaso West",75,15,0,FALSE,0.0391684968735241,0,40
"Ghana","child_iron","Greater Accra","Ga East",75,15,0.333333333333333,FALSE,0.0232369245144565,0,40
"Ghana","child_iron","Greater Accra","La-Dade-Kotopon",75,15,0,FALSE,0.0337094677307605,0,40
"Ghana","child_iron","Greater Accra","Tema West",75,15,0.1,FALSE,0.0332155984912484,0,40
"Ghana","child_iron","Greater Accra","Weija Gbawe",75,15,0.162653605501566,FALSE,0.0330997127539833,0,40
"Ghana","child_iron","North East","Chereponi",75,15,0.166666666666667,FALSE,0.727799096939646,1,40
"Ghana","child_iron","North East","West Mamprusi",75,15,0.260869565217391,FALSE,0.674416611258923,1,40
"Ghana","child_iron","North East","Yunyoo-Nasuan",75,15,0.1,FALSE,0.705031684208846,1,40
"Ghana","child_iron","Northern","Gushegu",75,15,0.4,TRUE,0.755569677472043,1,40
"Ghana","child_iron","Northern","Kpandai",75,15,0.666666666666667,TRUE,0.422199893928092,0,40
"Ghana","child_iron","Northern","Nanumba South",75,15,0.454545454545455,TRUE,0.534072984261201,0.675,40
"Ghana","child_iron","Northern","Sagnerigu",75,15,0.279507682074777,FALSE,0.414756346390484,0.025,40
"Ghana","child_iron","Northern","Savelugu",75,15,0.705882352941177,TRUE,0.640892145755906,1,40
"Ghana","child_iron","Northern","Tamale",75,15,0.76,TRUE,0.482230264827967,0.1,40
"Ghana","child_iron","Northern","Tatale Sanguli",75,15,0.36,TRUE,0.506186619904718,0.25,40
"Ghana","child_iron","Northern","Tolon",75,15,0.53125,TRUE,0.635216108460772,1,40
"Ghana","child_iron","Oti","Nkwanta South",75,15,0.0714285714285714,FALSE,0.254993404229173,0,40
"Ghana","child_iron","Savannah","Bole",75,15,0.25,FALSE,0.395623551670491,0,40
"Ghana","child_iron","Savannah","Central Gonja",75,15,0.432776451869531,TRUE,0.507671764260522,0.25,40
"Ghana","child_iron","Savannah","North East Gonja",75,15,0.0909090909090909,FALSE,0.521342740883163,0.25,40
"Ghana","child_iron","Savannah","Sawla-Tuna-Kalba",75,15,0.111111111111111,FALSE,0.478202334890457,0.05,40
"Ghana","child_iron","Upper East","Bawku West",75,15,0.333333333333333,FALSE,0.704624142747416,1,40
"Ghana","child_iron","Upper East","Binduri",75,15,0.669477234401349,TRUE,0.768206269979113,1,40
"Ghana","child_iron","Upper East","Builsa South",75,15,0.285714285714286,FALSE,0.629619878670196,1,40
"Ghana","child_iron","Upper East","Kasena Nankana East",75,15,0.390446202288611,TRUE,0.523112518481423,0.4,40
"Ghana","child_iron","Upper East","Talensi",75,15,0.538461538461539,TRUE,0.66619204511364,1,40
"Ghana","child_iron","Upper West","Jirapa",75,15,0.111111111111111,FALSE,0.612893150092588,1,40
"Ghana","child_iron","Upper West","Lambussie-Karni",75,15,0.285714285714286,FALSE,0.566234605680879,0.925,40
"Ghana","child_iron","Upper West","Sissala East",75,15,0.529411764705882,TRUE,0.558771146829134,0.875,40
"Ghana","child_iron","Upper West","Wa East",75,15,0.357142857142857,FALSE,0.509682923499249,0.2,40
"Ghana","child_iron","Upper West","Wa Municipal",75,15,0.0502114164904863,FALSE,0.389515610046752,0,40
"Ghana","child_iron","Volta","Afadzato South",75,15,0.0869565217391304,FALSE,0.0703104600974271,0,40
"Ghana","child_iron","Volta","Akatsi South",75,15,0.125,FALSE,0.0892593316651831,0,40
"Ghana","child_iron","Volta","Ho Municipal",75,15,0,FALSE,0.0435404822386164,0,40
"Ghana","child_iron","Volta","South Tongu",75,15,0.25,FALSE,0.0791078137452042,0,40
"Ghana","child_iron","Western","Effia Kwesimintsim",75,15,0,FALSE,0.0102913425545809,0,40
"Ghana","child_iron","Western","Ellembelle",75,15,0.111111111111111,FALSE,0.0209568185656196,0,40
"Ghana","child_iron","Western","Jomoro",75,15,0.125,FALSE,0.0309832841468118,0,40
"Ghana","child_iron","Western","Mpohor",75,15,0,FALSE,0.0167825124149605,0,40
"Ghana","child_iron","Western","Prestea-Huni Valley",75,15,0,FALSE,0.018766864665526,0,40
"Ghana","child_iron","Western North","Sefwi-Akontombra",75,15,0,FALSE,0.0492773702791118,0,40
"Ghana","women_iron","Ahafo","Asunafo North",75,15,0.0714285714285714,FALSE,0.00420783569739279,0,40
"Ghana","women_iron","Ahafo","Tano North",75,15,0.0467951238694455,FALSE,0.00772084617282806,0,40
"Ghana","women_iron","Ashanti","Adansi Asokwa",75,15,0.0625,FALSE,0.00826812099144983,0,40
"Ghana","women_iron","Ashanti","Asante-Akim South",75,15,0.136363636363636,FALSE,0.00783643787228096,0,40
"Ghana","women_iron","Ashanti","Asokore-Mampong",75,15,0.214285714285714,FALSE,0.05081312402516,0,40
"Ghana","women_iron","Ashanti","Asokwa",75,15,0,FALSE,0.10639049146592,0.05,40
"Ghana","women_iron","Ashanti","Atwima-Mponua",75,15,0.0562944396132795,FALSE,0.00467295756960191,0,40
"Ghana","women_iron","Ashanti","Atwima-Nwabiagya South",75,15,0.142857142857143,FALSE,0.0266988235819833,0,40
"Ghana","women_iron","Ashanti","Bekwai",75,15,0.142857142857143,FALSE,0.0168990960419965,0,40
"Ghana","women_iron","Ashanti","Kumasi",75,15,0.220256494574153,FALSE,0.0656341359210755,0,40
"Ghana","women_iron","Ashanti","Kwadaso",75,15,0.2,FALSE,0.0620271637969904,0,40
"Ghana","women_iron","Ashanti","Obuasi",75,15,0,FALSE,0.0395458352809907,0,40
"Ghana","women_iron","Ashanti","Sekyere Kumawu",75,15,0.142857142857143,FALSE,0.0131428168319309,0,40
"Ghana","women_iron","Ashanti","Sekyere South",75,15,0,FALSE,0.020748305050213,0,40
"Ghana","women_iron","Bono","Dormaa West",75,15,0.111111111111111,FALSE,0.00420615853024541,0,40
"Ghana","women_iron","Bono","Sunyani West",75,15,0,FALSE,0.0143717478507123,0,40
"Ghana","women_iron","Bono","Wenchi",75,15,0,FALSE,0.0172344857639215,0,40
"Ghana","women_iron","Bono East","Kintampo North",75,15,0.133333333333333,FALSE,0.0399456042127689,0,40
"Ghana","women_iron","Bono East","Sene West",75,15,0.0833333333333333,FALSE,0.0214434447947239,0,40
"Ghana","women_iron","Bono East","Techiman",75,15,0.0769230769230769,FALSE,0.01352190218048,0,40
"Ghana","women_iron","Central","Agona West",75,15,0.181818181818182,FALSE,0.0240385008229853,0,40
"Ghana","women_iron","Central","Asikuma-Odoben-Brakwa",75,15,0.15,FALSE,0.00989274592797785,0,40
"Ghana","women_iron","Central","Awutu Senya West",75,15,0.0909090909090909,FALSE,0.091809457728051,0.025,40
"Ghana","women_iron","Central","Mfantseman",75,15,0,FALSE,0.0699991391683064,0,40
"Ghana","women_iron","Central","Twifo-Atti-Morkwa",75,15,0.111111111111111,FALSE,0.00854871986210964,0,40
"Ghana","women_iron","Central","Twifo-Hemang-Lower Denkyira",75,15,0.333333333333333,TRUE,0.00912532170583415,0,40
"Ghana","women_iron","Eastern","Abuakwa South",75,15,0.2,FALSE,0.0181209743058245,0,40
"Ghana","women_iron","Eastern","Akwapem North",75,15,0.179102919403212,FALSE,0.0538385439122004,0,40
"Ghana","women_iron","Eastern","Atiwa East",75,15,0.0714285714285714,FALSE,0.0158147467450665,0,40
"Ghana","women_iron","Eastern","Denkyembour",75,15,0.266666666666667,TRUE,0.0127041721472227,0,40
"Ghana","women_iron","Eastern","Kwahu Afram Plains North",75,15,0.14000487588725,FALSE,0.0739293882791997,0,40
"Ghana","women_iron","Greater Accra","Ablekuma Central",75,15,0.2,FALSE,0.338265394564559,0.675,40
"Ghana","women_iron","Greater Accra","Ablekuma North",75,15,0.0565343659244918,FALSE,0.461745417220374,0.925,40
"Ghana","women_iron","Greater Accra","Ashaiman",75,15,0.307692307692308,TRUE,0.332718626894784,0.675,40
"Ghana","women_iron","Greater Accra","Ayawaso West",75,15,0,FALSE,0.410823193336225,0.85,40
"Ghana","women_iron","Greater Accra","Ga East",75,15,0.333333333333333,TRUE,0.182891703756006,0.25,40
"Ghana","women_iron","Greater Accra","La-Dade-Kotopon",75,15,0.111111111111111,FALSE,0.528031920392638,0.925,40
"Ghana","women_iron","Greater Accra","Tema West",75,15,0.153846153846154,FALSE,0.356480882493775,0.775,40
"Ghana","women_iron","Greater Accra","Weija Gbawe",75,15,0.0823258696656562,FALSE,0.311075004433465,0.65,40
"Ghana","women_iron","North East","Chereponi",75,15,0.142857142857143,FALSE,0.243166121813595,0.4,40
"Ghana","women_iron","North East","West Mamprusi",75,15,0.4,TRUE,0.322415502799995,0.825,40
"Ghana","women_iron","North East","Yunyoo-Nasuan",75,15,0,FALSE,0.343576227776955,0.75,40
"Ghana","women_iron","Northern","Gushegu",75,15,0.25,TRUE,0.0885770659626476,0,40
"Ghana","women_iron","Northern","Kpandai",75,15,0,FALSE,0.075791339387735,0,40
"Ghana","women_iron","Northern","Nanumba South",75,15,0.2,FALSE,0.0606636078485945,0,40
"Ghana","women_iron","Northern","Sagnerigu",75,15,0.316334049122847,TRUE,0.459285337967667,1,40
"Ghana","women_iron","Northern","Savelugu",75,15,0.375,TRUE,0.284435936633935,0.625,40
"Ghana","women_iron","Northern","Tamale",75,15,0.166666666666667,FALSE,0.370490772264158,0.95,40
"Ghana","women_iron","Northern","Tatale Sanguli",75,15,0,FALSE,0.106019859951827,0,40
"Ghana","women_iron","Northern","Tolon",75,15,0.230769230769231,TRUE,0.266705623610841,0.55,40
"Ghana","women_iron","Oti","Nkwanta South",75,15,0,FALSE,0.023665597200988,0,40
"Ghana","women_iron","Savannah","Bole",75,15,0,FALSE,0.0430231776101944,0,40
"Ghana","women_iron","Savannah","Central Gonja",75,15,0.0704313498940882,FALSE,0.0726493177657434,0,40
"Ghana","women_iron","Savannah","North East Gonja",75,15,0.1,FALSE,0.0548486280081113,0,40
"Ghana","women_iron","Savannah","Sawla-Tuna-Kalba",75,15,0,FALSE,0.0422103390547408,0,40
"Ghana","women_iron","Upper East","Bawku West",75,15,0.181818181818182,FALSE,0.477601663341019,0.9,40
"Ghana","women_iron","Upper East","Binduri",75,15,0.24920936116382,TRUE,0.589582976425218,0.975,40
"Ghana","women_iron","Upper East","Builsa South",75,15,0.5,TRUE,0.174516090621353,0.25,40
"Ghana","women_iron","Upper East","Kasena Nankana East",75,15,0.420768566493955,TRUE,0.257392382171727,0.525,40
"Ghana","women_iron","Upper East","Talensi",75,15,0.25,TRUE,0.38900374107704,0.9,40
"Ghana","women_iron","Upper West","Jirapa",75,15,0,FALSE,0.139698865903971,0.05,40
"Ghana","women_iron","Upper West","Lambussie-Karni",75,15,0,FALSE,0.19281775922677,0.2,40
"Ghana","women_iron","Upper West","Sissala East",75,15,0.142857142857143,FALSE,0.0944112248888887,0.05,40
"Ghana","women_iron","Upper West","Wa East",75,15,0,FALSE,0.0888458193976556,0,40
"Ghana","women_iron","Upper West","Wa Municipal",75,15,0.151631477927063,FALSE,0.131374248004216,0,40
"Ghana","women_iron","Volta","Afadzato South",75,15,0.166666666666667,FALSE,0.0442470637962669,0,40
"Ghana","women_iron","Volta","Akatsi South",75,15,0.25,TRUE,0.13873531381479,0.025,40
"Ghana","women_iron","Volta","Ho Municipal",75,15,0.125,FALSE,0.0725216997196303,0,40
"Ghana","women_iron","Volta","South Tongu",75,15,0.25,TRUE,0.21207145768724,0.225,40
"Ghana","women_iron","Western","Effia Kwesimintsim",75,15,0,FALSE,0.0809838909632785,0,40
"Ghana","women_iron","Western","Ellembelle",75,15,0,FALSE,0.0125129893849721,0,40
"Ghana","women_iron","Western","Jomoro",75,15,0,FALSE,0.0150018620725377,0,40
"Ghana","women_iron","Western","Mpohor",75,15,0,FALSE,0.0157244410031835,0,40
"Ghana","women_iron","Western","Prestea-Huni Valley",75,15,0.0588235294117647,FALSE,0.0126224366999652,0,40
"Ghana","women_iron","Western North","Sefwi-Akontombra",75,15,0,FALSE,0.00492217725126731,0,40
"Ghana","women_folate","Ahafo","Asunafo North",75,15,0.428571428571429,FALSE,0.588271502511072,0,40
"Ghana","women_folate","Ahafo","Tano North",75,15,0.443562231759657,FALSE,0.564694406042878,0,40
"Ghana","women_folate","Ashanti","Adansi Asokwa",75,15,0.333333333333333,FALSE,0.18187320641252,0,40
"Ghana","women_folate","Ashanti","Asante-Akim South",75,15,0.8,TRUE,0.380262046180675,0,40
"Ghana","women_folate","Ashanti","Asokore-Mampong",75,15,0.375,FALSE,0.173478434177416,0,40
"Ghana","women_folate","Ashanti","Asokwa",75,15,0.666666666666667,FALSE,0.083419722730367,0,40
"Ghana","women_folate","Ashanti","Atwima-Mponua",75,15,0.376873414802859,FALSE,0.436154178358602,0,40
"Ghana","women_folate","Ashanti","Atwima-Nwabiagya South",75,15,0.8,TRUE,0.176823697012561,0,40
"Ghana","women_folate","Ashanti","Bekwai",75,15,0.333333333333333,FALSE,0.175254035410541,0,40
"Ghana","women_folate","Ashanti","Kumasi",75,15,0.738733962464214,FALSE,0.082356359172788,0,40
"Ghana","women_folate","Ashanti","Kwadaso",75,15,0.375,FALSE,0.0799646044068249,0,40
"Ghana","women_folate","Ashanti","Obuasi",75,15,0,FALSE,0.0964114624028237,0,40
"Ghana","women_folate","Ashanti","Sekyere Kumawu",75,15,0.714285714285714,FALSE,0.571796909593638,0,40
"Ghana","women_folate","Ashanti","Sekyere South",75,15,0.333333333333333,FALSE,0.462931021975238,0,40
"Ghana","women_folate","Bono","Dormaa West",75,15,0.6,FALSE,0.583782557941716,0,40
"Ghana","women_folate","Bono","Sunyani West",75,15,0.75,FALSE,0.395681957434227,0,40
"Ghana","women_folate","Bono","Wenchi",75,15,0.875,TRUE,0.828299305977694,0,40
"Ghana","women_folate","Bono East","Kintampo North",75,15,1,TRUE,0.94467566539886,0.525,40
"Ghana","women_folate","Bono East","Sene West",75,15,0.714285714285714,FALSE,0.949662481260893,0.55,40
"Ghana","women_folate","Bono East","Techiman",75,15,0.625,FALSE,0.603184729185003,0,40
"Ghana","women_folate","Central","Agona West",75,15,0.2,FALSE,0.121646183235911,0,40
"Ghana","women_folate","Central","Asikuma-Odoben-Brakwa",75,15,0.555555555555556,FALSE,0.206177891790796,0,40
"Ghana","women_folate","Central","Awutu Senya West",75,15,0.6,FALSE,0.215568713925478,0,40
"Ghana","women_folate","Central","Mfantseman",75,15,0,FALSE,0.109913352561446,0,40
"Ghana","women_folate","Central","Twifo-Atti-Morkwa",75,15,0.833333333333333,TRUE,0.087447194685731,0,40
"Ghana","women_folate","Central","Twifo-Hemang-Lower Denkyira",75,15,1,TRUE,0.0562803783721826,0,40
"Ghana","women_folate","Eastern","Abuakwa South",75,15,0.75,FALSE,0.121594436810776,0,40
"Ghana","women_folate","Eastern","Akwapem North",75,15,0.243904024200743,FALSE,0.171933754226801,0,40
"Ghana","women_folate","Eastern","Atiwa East",75,15,0.777777777777778,FALSE,0.29872215003881,0,40
"Ghana","women_folate","Eastern","Denkyembour",75,15,0.571428571428571,FALSE,0.168800690798847,0,40
"Ghana","women_folate","Eastern","Kwahu Afram Plains North",75,15,0.78178148618062,FALSE,0.913834606787233,0.175,40
"Ghana","women_folate","Greater Accra","Ablekuma Central",75,15,0.714285714285714,FALSE,0.0254236647193003,0,40
"Ghana","women_folate","Greater Accra","Ablekuma North",75,15,0.574815688587437,FALSE,0.0587835480277099,0,40
"Ghana","women_folate","Greater Accra","Ashaiman",75,15,0.75,FALSE,0.068549802388016,0,40
"Ghana","women_folate","Greater Accra","Ayawaso West",75,15,0.4,FALSE,0.0831981788903494,0,40
"Ghana","women_folate","Greater Accra","Ga East",75,15,0.333333333333333,FALSE,0.0801525313330313,0,40
"Ghana","women_folate","Greater Accra","La-Dade-Kotopon",75,15,0.2,FALSE,0.051306512017216,0,40
"Ghana","women_folate","Greater Accra","Tema West",75,15,0.833333333333333,TRUE,0.0210889166369467,0,40
"Ghana","women_folate","Greater Accra","Weija Gbawe",75,15,0.40256110773217,FALSE,0.0904234473635361,0,40
"Ghana","women_folate","North East","Chereponi",75,15,0.333333333333333,FALSE,0.982443928222338,1,40
"Ghana","women_folate","North East","West Mamprusi",75,15,0.666666666666667,FALSE,0.948025704063541,0.6,40
"Ghana","women_folate","North East","Yunyoo-Nasuan",75,15,0.285714285714286,FALSE,0.958904221397448,0.9,40
"Ghana","women_folate","Northern","Gushegu",75,15,0.6,FALSE,0.986523639875968,1,40
"Ghana","women_folate","Northern","Kpandai",75,15,1,TRUE,0.974923484594541,1,40
"Ghana","women_folate","Northern","Nanumba South",75,15,0.75,FALSE,0.980713593550531,1,40
"Ghana","women_folate","Northern","Sagnerigu",75,15,0.606318992131621,FALSE,0.756621280221679,0,40
"Ghana","women_folate","Northern","Savelugu",75,15,0.625,FALSE,0.963330202129709,0.9,40
"Ghana","women_folate","Northern","Tamale",75,15,0.857142857142857,TRUE,0.827570531996204,0,40
"Ghana","women_folate","Northern","Tatale Sanguli",75,15,0.8,TRUE,0.972211870420056,0.975,40
"Ghana","women_folate","Northern","Tolon",75,15,0.375,FALSE,0.96904008702399,0.975,40
"Ghana","women_folate","Oti","Nkwanta South",75,15,1,TRUE,0.940784864377941,0.5,40
"Ghana","women_folate","Savannah","Bole",75,15,0.666666666666667,FALSE,0.966441183292399,0.925,40
"Ghana","women_folate","Savannah","Central Gonja",75,15,1,TRUE,0.95095499884463,0.65,40
"Ghana","women_folate","Savannah","North East Gonja",75,15,0.6,FALSE,0.977107946391436,1,40
"Ghana","women_folate","Savannah","Sawla-Tuna-Kalba",75,15,0.666666666666667,FALSE,0.942370044666962,0.55,40
"Ghana","women_folate","Upper East","Bawku West",75,15,1,TRUE,0.81808551883255,0,40
"Ghana","women_folate","Upper East","Binduri",75,15,0.878172588832487,TRUE,0.824922708691716,0.1,40
"Ghana","women_folate","Upper East","Builsa South",75,15,1,TRUE,0.911999322335332,0.225,40
"Ghana","women_folate","Upper East","Kasena Nankana East",75,15,0.233280881195909,FALSE,0.843310886377294,0.025,40
"Ghana","women_folate","Upper East","Talensi",75,15,0.142857142857143,FALSE,0.935098202999537,0.375,40
"Ghana","women_folate","Upper West","Jirapa",75,15,0.2,FALSE,0.923173861991831,0.25,40
"Ghana","women_folate","Upper West","Lambussie-Karni",75,15,0,FALSE,0.926754229890612,0.325,40
"Ghana","women_folate","Upper West","Sissala East",75,15,0.75,FALSE,0.905518583966173,0.15,40
"Ghana","women_folate","Upper West","Wa East",75,15,0.333333333333333,FALSE,0.936995305231458,0.3,40
"Ghana","women_folate","Upper West","Wa Municipal",75,15,0.300632911392405,FALSE,0.68908942244554,0,40
"Ghana","women_folate","Volta","Afadzato South",75,15,0.7,FALSE,0.597144327873751,0,40
"Ghana","women_folate","Volta","Akatsi South",75,15,0.25,FALSE,0.717206109362545,0.025,40
"Ghana","women_folate","Volta","Ho Municipal",75,15,0.75,FALSE,0.233286524033486,0,40
"Ghana","women_folate","Volta","South Tongu",75,15,0.75,FALSE,0.511614807165787,0,40
"Ghana","women_folate","Western","Effia Kwesimintsim",75,15,0,FALSE,0.00710548404726773,0,40
"Ghana","women_folate","Western","Ellembelle",75,15,0,FALSE,0.0571433903695594,0,40
"Ghana","women_folate","Western","Jomoro",75,15,0,FALSE,0.113791543441394,0,40
"Ghana","women_folate","Western","Mpohor",75,15,0.254884678747941,FALSE,0.0399191036303129,0,40
"Ghana","women_folate","Western","Prestea-Huni Valley",75,15,0,FALSE,0.0778923030458057,0,40
"Ghana","women_folate","Western North","Sefwi-Akontombra",75,15,0,FALSE,0.530429894322177,0,40
"Ghana","women_b12","Ahafo","Asunafo North",75,15,0,FALSE,0.0109194994402272,0,40
"Ghana","women_b12","Ahafo","Tano North",75,15,0.102145922746781,FALSE,0.00924774619995823,0,40
"Ghana","women_b12","Ashanti","Adansi Asokwa",75,15,0,FALSE,0.00724407722916756,0,40
"Ghana","women_b12","Ashanti","Asante-Akim South",75,15,0,FALSE,0.0144535321633835,0,40
"Ghana","women_b12","Ashanti","Asokore-Mampong",75,15,0.125,FALSE,0.00404867618563029,0,40
"Ghana","women_b12","Ashanti","Asokwa",75,15,0,FALSE,0.00502026843521328,0,40
"Ghana","women_b12","Ashanti","Atwima-Mponua",75,15,0,FALSE,0.00928492549078527,0,40
"Ghana","women_b12","Ashanti","Atwima-Nwabiagya South",75,15,0,FALSE,0.00678046540824178,0,40
"Ghana","women_b12","Ashanti","Bekwai",75,15,0.166666666666667,FALSE,0.00533521887655318,0,40
"Ghana","women_b12","Ashanti","Kumasi",75,15,0.130633018767893,FALSE,0.00221654259865741,0,40
"Ghana","women_b12","Ashanti","Kwadaso",75,15,0,FALSE,0.00420855079421168,0,40
"Ghana","women_b12","Ashanti","Obuasi",75,15,0,FALSE,0.00460898410655375,0,40
"Ghana","women_b12","Ashanti","Sekyere Kumawu",75,15,0,FALSE,0.0195564547402759,0,40
"Ghana","women_b12","Ashanti","Sekyere South",75,15,0.166666666666667,FALSE,0.00754410461715852,0,40
"Ghana","women_b12","Bono","Dormaa West",75,15,0,FALSE,0.0173325370984059,0,40
"Ghana","women_b12","Bono","Sunyani West",75,15,0,FALSE,0.0146594170789999,0,40
"Ghana","women_b12","Bono","Wenchi",75,15,0.125,FALSE,0.0351559550531758,0,40
"Ghana","women_b12","Bono East","Kintampo North",75,15,0.166666666666667,FALSE,0.0983037685553619,0,40
"Ghana","women_b12","Bono East","Sene West",75,15,0,FALSE,0.139784999223088,0.05,40
"Ghana","women_b12","Bono East","Techiman",75,15,0.25,TRUE,0.0094102144503549,0,40
"Ghana","women_b12","Central","Agona West",75,15,0,FALSE,0.00524092516523697,0,40
"Ghana","women_b12","Central","Asikuma-Odoben-Brakwa",75,15,0,FALSE,0.00501280394274109,0,40
"Ghana","women_b12","Central","Awutu Senya West",75,15,0,FALSE,0.00712311972841223,0,40
"Ghana","women_b12","Central","Mfantseman",75,15,0,FALSE,0.00339009251256798,0,40
"Ghana","women_b12","Central","Twifo-Atti-Morkwa",75,15,0,FALSE,0.00596982191164454,0,40
"Ghana","women_b12","Central","Twifo-Hemang-Lower Denkyira",75,15,0,FALSE,0.00402261023899804,0,40
"Ghana","women_b12","Eastern","Abuakwa South",75,15,0.25,TRUE,0.00466442241388387,0,40
"Ghana","women_b12","Eastern","Akwapem North",75,15,0,FALSE,0.00362344508559363,0,40
"Ghana","women_b12","Eastern","Atiwa East",75,15,0.111111111111111,FALSE,0.00799576388740398,0,40
"Ghana","women_b12","Eastern","Denkyembour",75,15,0,FALSE,0.0069113514936209,0,40
"Ghana","women_b12","Eastern","Kwahu Afram Plains North",75,15,0,FALSE,0.0769726448259964,0,40
"Ghana","women_b12","Greater Accra","Ablekuma Central",75,15,0,FALSE,0.00147186574059903,0,40
"Ghana","women_b12","Greater Accra","Ablekuma North",75,15,0,FALSE,0.00208701755863363,0,40
"Ghana","women_b12","Greater Accra","Ashaiman",75,15,0,FALSE,0.00206537191002949,0,40
"Ghana","women_b12","Greater Accra","Ayawaso West",75,15,0.2,TRUE,0.00123372541103474,0,40
"Ghana","women_b12","Greater Accra","Ga East",75,15,0,FALSE,0.00238582172740812,0,40
"Ghana","women_b12","Greater Accra","La-Dade-Kotopon",75,15,0,FALSE,0.000935717734753649,0,40
"Ghana","women_b12","Greater Accra","Tema West",75,15,0,FALSE,0.0018648377525593,0,40
"Ghana","women_b12","Greater Accra","Weija Gbawe",75,15,0.0778132643820082,FALSE,0.00194032695922363,0,40
"Ghana","women_b12","North East","Chereponi",75,15,1,TRUE,0.432492518718852,1,40
