"country","Admin1","Admin2","gid_2","pcode","pcode_name","overlap_share","second_share","n_cod_polys","cod_level","many_to_one"
"Malawi","Rumphi","SC Mwalweni","MWI.25.7_1","MW10404","TA Mwalweni",0.96,0.019,5,3,FALSE
"Malawi","Rumphi","SC Mwankhunikira","MWI.25.8_1","MW10407","TA Mwankhunikira",0.952,0.019,6,3,FALSE
"Malawi","Rumphi","TA Chikulamayembe","MWI.25.9_1","MW10401","TA Chikulamayembe",0.844,0.099,11,3,FALSE
"Malawi","Rumphi","TA Katumbi","MWI.25.10_1","MW10408","TA Katumbi",0.906,0.004,3,3,FALSE
"Malawi","Rumphi","TA Mwamlowe","MWI.25.11_1","MW10402","TA Mwamlowe",0.689,0.264,5,3,FALSE
"Malawi","Rumphi","Vwaza Marsh Game Reserve - Rumph","MWI.25.12_1","MW10413","Vwaza Marsh Reserve",0.57,0.226,7,3,FALSE
"Malawi","Salima","Salima Town","MWI.26.2_1","MW20520","Salima Town",0.916,0.084,3,3,FALSE
"Malawi","Salima","SC Kambalame","MWI.26.3_1","MW20506","TA Kambalame",0.973,0.008,3,3,FALSE
"Malawi","Salima","SC Kambwiri","MWI.26.4_1","MW20504","TA Kambwiri",0.963,0.027,6,3,FALSE
"Malawi","Salima","SC Mwanza","MWI.26.5_1","MW20508","TA Mwanza",0.975,0.018,4,3,FALSE
"Malawi","Salima","TA Karonga","MWI.26.6_1","MW20502","TA Karonga",0.971,0.01,6,3,FALSE
"Malawi","Salima","TA Khombedza","MWI.26.7_1","MW20507","TA Khombedza",0.941,0.029,6,3,FALSE
"Malawi","Salima","TA Kuluunda","MWI.26.8_1","MW20509","TA Kuluunda",0.874,0.015,5,3,FALSE
"Malawi","Salima","TA Maganga","MWI.26.9_1","MW20501","TA Maganga",0.964,0.014,6,3,FALSE
"Malawi","Salima","TA Ndindi","MWI.26.10_1","MW20505","TA Ndindi",0.961,0.017,6,3,FALSE
"Malawi","Salima","TA Pemba","MWI.26.11_1","MW20503","TA Pemba",0.863,0.119,4,3,FALSE
"Malawi","Thyolo","Luchenza Town","MWI.27.1_1","MW30721","Luchenza Town",0.919,0.042,4,3,FALSE
"Malawi","Thyolo","SC Kwethemule","MWI.27.2_1","MW30706","TA Kwethemule",0.969,0.016,5,3,FALSE
"Malawi","Thyolo","SC Mbawela","MWI.27.3_1","MW30703","STA Mbawela",0.966,0.019,5,3,FALSE
"Malawi","Thyolo","SC Mphuka","MWI.27.4_1","MW30705","TA Mphuka",0.967,0.012,7,3,FALSE
"Malawi","Thyolo","SC Thukuta","MWI.27.5_1","MW30702","STA Thukuta",0.977,0.019,3,3,FALSE
"Malawi","Thyolo","TA Bvumbwe","MWI.27.6_1","MW30710","TA Bvumbwe",0.967,0.006,12,3,FALSE
"Malawi","Thyolo","TA Changata","MWI.27.7_1","MW30704","TA Changata",0.97,0.014,7,3,FALSE
"Malawi","Thyolo","TA Chimaliro","MWI.27.8_1","MW30709","TA Chimaliro",0.341,0.271,10,3,FALSE
"Malawi","Thyolo","TA Kapichi","MWI.27.9_1","MW30707","TA Kapichi",0.979,0.013,8,3,FALSE
"Malawi","Thyolo","TA Nchilamwela","MWI.27.10_1","MW30708","TA Nchilamwela",0.967,0.012,10,3,FALSE
"Malawi","Thyolo","TA Nsabwe","MWI.27.11_1","MW30701","TA Nsabwe",0.95,0.035,5,3,FALSE
"Malawi","Thyolo","TA Thomas","MWI.27.12_1","MW30711","TA Thomas",0.971,0.015,5,3,FALSE
"Malawi","Thyolo","Thyolo Boma","MWI.27.13_1","MW30720","Thyolo Boma",0.72,0.28,2,3,FALSE
"Malawi","Zomba","SC Mbiza","MWI.28.2_1","MW30305","TA Mbiza",0.466,0.27,11,3,FALSE
"Malawi","Zomba","SC Mkumbira","MWI.28.3_1","MW30303","TA Mkumbira",0.157,0,1,3,FALSE
"Malawi","Zomba","TA Chikowi","MWI.28.4_1","MW30304","TA Chikowi",0.966,0.012,8,3,FALSE
"Malawi","Zomba","TA Kuntumanji","MWI.28.5_1","MW30308","STA Nkagula",0.341,0.327,6,3,FALSE
"Malawi","Zomba","TA Malemia","MWI.28.6_1","MW30306","TA Malemia",0.98,0.008,10,3,FALSE
"Malawi","Zomba","TA Mlumbe","MWI.28.7_1","MW30307","TA Mlumbe",0.701,0.254,14,3,FALSE
"Malawi","Zomba","TA Mwambo","MWI.28.8_1","MW30302","TA Mwambo",0.932,0.009,6,3,FALSE
"Malawi","Zomba","Zomba City","MWI.28.9_1","MW31436","Masongola Ward",0.218,0.168,13,3,FALSE
"SierraLeone","Eastern","Kailahun","SLE.1.1_1","SL0101","Kailahun",0.918,0.048,3,2,FALSE
"SierraLeone","Eastern","Kenema","SLE.1.2_1","SL0102","Kenema",0.957,0.017,6,2,FALSE
"SierraLeone","Eastern","Kono","SLE.1.3_1","SL0103","Kono",0.961,0.015,6,2,FALSE
"SierraLeone","Northern","Bombali","SLE.2.1_1","SL0502","Karene",0.5,0.472,6,2,FALSE
"SierraLeone","Northern","Kambia","SLE.2.2_1","SL0501","Kambia",0.907,0.031,4,2,FALSE
"SierraLeone","Northern","Koinadugu","SLE.2.3_1","SL0206","Fabala",0.52,0.454,6,2,FALSE
"SierraLeone","Northern","Port Loko","SLE.2.4_1","SL0503","Port Loko",0.752,0.21,8,2,FALSE
"SierraLeone","Northern","Tonkolili","SLE.2.5_1","SL0205","Tonkolili",0.955,0.016,8,2,FALSE
"SierraLeone","Southern","Bo","SLE.3.1_1","SL0301","Bo",0.941,0.03,6,2,FALSE
"SierraLeone","Southern","Bonthe","SLE.3.2_1","SL0302","Bonthe",0.939,0.021,4,2,FALSE
"SierraLeone","Southern","Moyamba","SLE.3.3_1","SL0303","Moyamba",0.972,0.016,6,2,FALSE
"SierraLeone","Southern","Pujehun","SLE.3.4_1","SL0304","Pujehun",0.981,0.005,4,2,FALSE
"SierraLeone","Western","Western Rural","SLE.4.1_1","SL0401","Western Area Rural",0.889,0.05,4,2,FALSE
"SierraLeone","Western","Western Urban","SLE.4.2_1","SL0402","Western Area Urban",0.509,0.47,2,2,FALSE
