"cell","natprev","n","strategy","pearson","spearman","mae","s2_minus_s1b_gain","gain_lo","gain_hi"
"child_vitA",0.237740533829919,63,"S1",-0.158441224467407,-0.446444314236556,0.0919558910751742,NA,NA,NA
"child_vitA",0.237740533829919,63,"S1b",0.211400330179155,0.183858353456367,0.125222984443131,NA,NA,NA
"child_vitA",0.237740533829919,63,"S2",0.222678027971161,0.15113509769735,0.134338856123202,0.0112776977920063,-0.0559169703542086,0.0862889706985392
"child_iron",0.220360024829299,63,"S1",0.476040817216657,0.467229510478427,0.146740591468722,NA,NA,NA
"child_iron",0.220360024829299,63,"S1b",0.476297929123909,0.456798563588117,0.127608740855736,NA,NA,NA
"child_iron",0.220360024829299,63,"S2",0.514817119528225,0.444906855123611,0.11817967327161,0.0385191904043161,-0.0382321448281311,0.103506804682172
"women_iron",0.122918056480059,62,"S1",-0.181715814469366,-0.176769542865289,0.098985923669366,NA,NA,NA
"women_iron",0.122918056480059,62,"S1b",0.0556961154836243,0.171940050276637,0.0882955655096576,NA,NA,NA
"women_iron",0.122918056480059,62,"S2",0.176782767611364,0.196163369124433,0.086616793094936,0.12108665212774,0.00323590779283505,0.242309801349464
