"outcome","column","rank","beta","beta_std","domain","country","Admin2","x","contribution"
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Mwabulambya",-1.1088620163929,-3.30346496992979
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Mwenemisuku",-1.03555129830421,-3.08506143049376
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Mwenewenya",-1.07148676774832,-3.19211854195723
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Kaphuka",0.757818458115628,2.25765396680713
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Pemba",0.888102539603559,2.64578963470105
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Tambala",0.814012377795664,2.42506401642711
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Kayembe",-0.176269395338657,-0.525132761482954
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Mkukula",-0.207792554345417,-0.619044943504578
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Mponela",-0.626687350027507,-1.86699488061502
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Dzoole",-0.482248214837923,-1.43668920116006
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","Karonga Town",-2.86919144321933,-8.547748308243
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Kilupula",-1.71459365376609,-5.10802966387592
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Kyungu",-2.08535556603183,-6.21258457805567
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Wasambo",-1.81217702574853,-5.39874505156704
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Kawamba",0.134503915345218,0.400707180959017
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Kaluluma",-0.589455797849779,-1.75607654580243
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Mwase",0.05159960181383,0.153722892960845
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Santhe",0.0412730856763104,0.122958664574089
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","Lilongwe City",-1.59321881802305,-4.74643596494806
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Chiseka",0.4025996076355,1.1994041468367
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Kabudula",-0.0929718485610738,-0.276976973122596
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Khongoni",0.218344770767368,0.650481566627832
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Kawinga",-0.134503915345218,-0.400707180959017
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Chowe",0.0309509690163808,0.0922075428858118
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Mponda",-0.47069286225845,-1.40226408613479
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Nankumba",0.447767518482949,1.3339660752314
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Dambe",-0.165802018978056,-0.493948889528531
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Mduwa",-0.0722702607492868,-0.215303862178978
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Mlonyeni",-0.517312153215785,-1.54114989187418
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Zulu",-0.271497749389658,-0.808832200277767
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Juma",0.744142742220168,2.21691197390676
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Mabuka",1.1088620163929,3.30346496992979
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","Majete Game Reserve - Mwanza",2.18612331913159,6.51278671100134
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Nthache",1.3763145187641,4.10024577731769
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","Mzimba Boma",-2.31567296344613,-6.89873438125533
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","Mzuzu City",-2.50210647334306,-7.45414755265153
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Chindi",-0.703921788828513,-2.09708776798912
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA M'Mbelwa",-0.828464648581135,-2.46811948191329
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Mabulabo",-0.577227165432323,-1.71964562994094
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Mtwalo",-1.52374662899053,-4.53946797482804
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Ngozi",1.16802085207708,3.47970794557094
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Symon",0.626687350027507,1.86699488061502
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Malanda",-2.00216033916466,-5.96473361593591
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Fukamapiri",-1.3763145187641,-4.10024577731769
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Kabunduli",-1.46093630637359,-4.35234667619251
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Musisya",-1.08998406252085,-3.24722473588955
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Timbiri",-1.27687582425257,-3.80400310769956
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","Nkhotakota Boma",-0.690767067918806,-2.05789789668685
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Kanyenda",-0.614182630132668,-1.82974145907051
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Malenga Chanzi",0.103337047614707,0.307856443673326
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Mwadzama",0.614182630132667,1.82974145907051
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","Nsanje Boma",0.282216147062508,0.84076390207888
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Mbenje",1.27687582425257,3.80400310769956
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Ndamera",2.08535556603183,6.21258457805568
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Goodson Ganya",0.589455797849779,1.75607654580243
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Makwangwala",0.541043839288096,1.61185011648127
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Njolomole",0.176269395338657,0.525132761482954
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Phambala",0.771637397553023,2.29882264395374
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Chilooko",-0.124101932720938,-0.369718126677124
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Nthondo",0.165802018978056,0.493948889528531
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Kalumo",-0.380325641763631,-1.13304668764761
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Mkhumba",0.303751955150233,0.90492227937487
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","Rumphi Boma",-2.18612331913159,-6.51278671100134
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Chapinduka",-0.757818458115628,-2.25765396680713
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Kachulu",-1.20984741420994,-3.60431549887855
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Mwankhunikira",-1.25390498417371,-3.7355695565376
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Chikulamayembe",-1.18867418906468,-3.5412373101285
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Kambwiri",0.55302409142755,1.64754107053013
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Karonga",0.49386832337402,1.47130723381723
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Khombedza",0.703921788828513,2.09708776798912
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Maganga",0.347261247029718,1.03454293502496
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Mbawela",1.43158238266412,4.2648969689515
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Bvumbwe",0.314572291838885,0.937157672674828
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Nchilamwela",1.1478540824318,3.41962813753805
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","SC Mbiza",0.11371336113175,0.338769025864631
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","Malawi","TA Malemia",-0.730604805195844,-2.17658044476804
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","SierraLeone","Kailahun",0.271880005399261,0.809970997818489
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","SierraLeone","Kenema",0.0896423510757625,0.267057904611282
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","SierraLeone","Kono",-0.271880005399261,-0.80997099781849
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","SierraLeone","Bombali",0.674489750196082,2.0094053447674
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","SierraLeone","Kambia",1.24186679184332,3.69970599003716
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","SierraLeone","Koinadugu",1.80274309073919,5.37063995519687
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","SierraLeone","Port Loko",-0.0896423510757625,-0.267057904611282
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","SierraLeone","Tonkolili",0.920822976368379,2.74326868534524
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","SierraLeone","Bo",-0.463707751457179,-1.38145440151945
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","SierraLeone","Bonthe",-0.920822976368379,-2.74326868534524
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","SierraLeone","Moyamba",-0.674489750196082,-2.0094053447674
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","SierraLeone","Pujehun",0.463707751457179,1.38145440151945
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","SierraLeone","Western Rural",-1.24186679184332,-3.69970599003716
"women_vitA","ihme_underweightprevalence",3,2.97914882202916,2.95003497864215,"Child anthropometry","SierraLeone","Western Urban",-1.80274309073919,-5.37063995519687
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Banjul",-1.74444754214097,-5.07406340451321
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Kanifing",-2.21112724108533,-6.43149165892583
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Jarra East",0.204659918570476,0.595292995692264
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Jarra West",-0.832006270016473,-2.42005131426014
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Kiang Central",1.16691860113532,3.39420866895176
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Kiang East",0.345485073719798,1.00491022344856
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Fulladu West",-0.204659918570476,-0.595292995692265
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Lower Saloum",0.73973721941389,2.15166891712761
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Niamina Dankunku",1.31298147897337,3.81906082718081
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Niamina East",2.21112724108533,6.43149165892584
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Niani",0.418371287911654,1.21691388832834
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Nianija",1.4941549086209,4.346038822814
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Sami",0.653376610971535,1.90047236790318
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Upper Saloum",0.832006270016473,2.42005131426014
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Central Baddibu",-0.93197131234319,-2.71081899328022
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Jokadu",0.93197131234319,2.71081899328022
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Lower Baddibu",-0.571637525165086,-1.66271841200042
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Lower Nuimi",0.13591068064648,0.395322527213639
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Upper Baddibu",-0.493553395089545,-1.43559560244703
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Upper Nuimi",0.571637525165086,1.66271841200042
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Fulladu East",-0.345485073719799,-1.00491022344856
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Kantora",0.274391487860037,0.798120765128765
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Sandu",0.493553395089545,1.43559560244703
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Wuli",-0.13591068064648,-0.395322527213639
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Foni Bintang Karanai",-0.418371287911654,-1.21691388832834
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Foni Brefet",-0.73973721941389,-2.15166891712761
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Kombo Central",-1.16691860113532,-3.39420866895176
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Kombo East",-0.274391487860037,-0.798120765128765
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Kombo Saint Mary",-1.4941549086209,-4.346038822814
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Gambia","Kombo South",-1.31298147897337,-3.81906082718081
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Asunafo North",0.0530497010899381,0.154305326138072
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Tano North",-0.644531606106613,-1.87474495884463
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Adansi Asokwa",0.680553835523494,1.97952258707233
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Asante-Akim South",-0.248372571136216,-0.72243970852824
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Asokore-Mampong",-1.55801045722621,-4.53177504848213
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Asokwa",-1.66379278588507,-4.83946343103639
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Atwima-Mponua",-0.14999414987386,-0.436287024046562
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Atwima-Nwabiagya South",-0.705065892900024,-2.05082065153057
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Bekwai",-0.218649517041404,-0.635984451256499
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Kumasi",-1.95996398454005,-5.70093470160361
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Kwadaso",-1.70356952741126,-4.95516178461433
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Obuasi",-0.680553835523494,-1.97952258707233
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Sekyere Kumawu",0.268308922916213,0.780428447394089
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Sekyere South",-0.475240750513245,-1.38232973033578
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Dormaa West",-0.298417393529362,-0.868004763226748
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Sunyani West",-0.43249096783909,-1.25798371099284
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Wenchi",-0.668450367192444,-1.94431730617813
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Kintampo North",0.101402730238438,0.294949472650296
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Sene West",0.278316734974513,0.809538106296153
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Techiman",-0.91977125496962,-2.67533276445604
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Agona West",-0.768302158979812,-2.23475557407901
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Asikuma-Odoben-Brakwa",-0.597760126042478,-1.73870105403504
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Awutu Senya West",-0.717481701678105,-2.08693443508463
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Mfantseman",-0.359487042815593,-1.0456376613702
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Twifo-Atti-Morkwa",0.43249096783909,1.25798371099283
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Twifo-Hemang-Lower Denkyira",0.518877521727267,1.50925572756952
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Abuakwa South",0.218649517041404,0.635984451256499
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Akwapem North",-0.541066803322412,-1.57379754897401
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Atiwa East",0.597760126042478,1.73870105403504
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Denkyembour",0.159751382713581,0.464667824778798
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Kwahu Afram Plains North",0.905152475028504,2.63281121277509
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Ablekuma Central",-1.84261929059343,-5.35961494111508
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Ablekuma North",-1.6264867308608,-4.73095154747864
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Ashaiman",-2.27215876072415,-6.60901364960784
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Ayawaso West",-1.33839032607253,-3.89296737816741
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Ga East",-1.11375428122414,-3.23956995178169
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","La-Dade-Kotopon",-1.36238338941802,-3.96275584800819
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Tema West",-1.2285761311018,-3.57355153186848
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Weija Gbawe",-1.02822042257837,-2.9907781644009
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Chereponi",1.55801045722621,4.53177504848213
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","West Mamprusi",1.49614687621636,4.35183284621391
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Yunyoo-Nasuan",0.91977125496962,2.67533276445604
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Gushegu",0.768302158979812,2.23475557407901
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Kpandai",1.02822042257837,2.9907781644009
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Nanumba South",0.949615435875687,2.76214034250868
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Sagnerigu",0.359487042815593,1.0456376613702
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Savelugu",1.15034938037601,3.34601388254223
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Tamale",0.717481701678105,2.08693443508463
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Tatale Sanguli",0.574862023775481,1.67209749047751
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Tolon",1.84261929059343,5.35961494111508
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Nkwanta South",1.09600423059349,3.18794049308057
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Bole",0.742652148147067,2.16014755168352
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Central Gonja",1.13186235454918,3.2922407888033
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","North East Gonja",1.74624015037539,5.07927755261522
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Sawla-Tuna-Kalba",0.781318172372694,2.27261516895592
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Bawku West",1.5913160722245,4.62865087773188
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Binduri",1.41287558935073,4.10962218689363
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Builsa South",1.2493462419631,3.63396542043956
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Kasena Nankana East",0.755415026360469,2.19727085388349
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Talensi",1.46725135154798,4.26778461849014
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Jirapa",0.890724620518984,2.59084500467545
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Lambussie-Karni",0.862410729199674,2.50848857015271
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Sissala East",2.11282925648482,6.14557294004783
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Wa East",2.34102713763045,6.80933065688201
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Wa Municipal",1.07859293817238,3.13729637821612
"women_vitA","glw_tlu_per_capita",4,2.9086936018069,2.88026828469698,"Livestock density","Ghana","Afadzato South",-0.552261461085988,-1.60635937838534
