"outcome","heldout","n_districts","truth_rank","rank_med","rank_lo","rank_hi","score"
"women_vitA","Malawi",87,67,26.5,14,37.05,0.46551724137931
"women_vitA","Malawi",87,69,48,38.95,58.05,0.241379310344828
"women_vitA","Malawi",87,18,67,56,72,0.563218390804598
"women_vitA","Malawi",87,52,81,76,83,0.333333333333333
"women_vitA","Malawi",87,28,5,4,7.05,0.264367816091954
"women_vitA","Malawi",87,23,36,26.95,42.05,0.149425287356322
"women_vitA","Malawi",87,33,19,10.95,28.05,0.160919540229885
"women_vitA","Malawi",87,82,76,74,80.05,0.0689655172413793
"women_vitA","Malawi",87,78,8,4,12,0.804597701149425
"women_vitA","Malawi",87,75,12,8,19.05,0.724137931034483
"women_vitA","Malawi",87,50,39.5,34,45.05,0.120689655172414
"women_vitA","Malawi",87,42,51,42,57,0.103448275862069
"women_vitA","Malawi",87,84,51,44,57.05,0.379310344827586
"women_vitA","Malawi",87,37,7,5,9,0.344827586206897
"women_vitA","Malawi",87,68,77,74,81,0.103448275862069
"women_vitA","Malawi",87,47,74,69.95,77,0.310344827586207
"women_vitA","Malawi",87,41,85,85,86,0.505747126436782
"women_vitA","Malawi",87,85,83,82,84,0.0229885057471264
"women_vitA","Malawi",87,74,81,77,83.05,0.0804597701149425
"women_vitA","Malawi",87,21,8,4,16,0.149425287356322
"women_vitA","Malawi",87,73,42,28,54,0.35632183908046
"women_vitA","Malawi",87,26,14,10,25.05,0.137931034482759
"women_vitA","Malawi",87,24,21,15,31,0.0344827586206897
"women_vitA","Malawi",87,81,2,1,3,0.908045977011494
"women_vitA","Malawi",87,2,1,1,2,0.0114942528735632
"women_vitA","Malawi",87,22,7,4,10.05,0.172413793103448
"women_vitA","Malawi",87,27,14,11.95,19.05,0.149425287356322
"women_vitA","Malawi",87,53,20,15,24,0.379310344827586
"women_vitA","Malawi",87,20,54,46,63,0.390804597701149
"women_vitA","Malawi",87,48,33,26.95,41,0.172413793103448
"women_vitA","Malawi",87,44,27,19.95,36.05,0.195402298850575
"women_vitA","Malawi",87,16,52,46.95,63,0.413793103448276
"women_vitA","Malawi",87,15,45,35.95,58,0.344827586206897
"women_vitA","Malawi",87,56,71,58.9,73,0.172413793103448
"women_vitA","Malawi",87,36,34,23,48.15,0.0229885057471264
"women_vitA","Malawi",87,70,84,83,85,0.160919540229885
"women_vitA","Malawi",87,61,86,84,86,0.28735632183908
"women_vitA","Malawi",87,80,79,75.95,82,0.0114942528735632
"women_vitA","Malawi",87,38,61.5,57.95,69,0.270114942528736
"women_vitA","Malawi",87,3,16,12,24.05,0.149425287356322
"women_vitA","Malawi",87,46,22,16,32.05,0.275862068965517
"women_vitA","Malawi",87,1,12,9,21.05,0.126436781609195
"women_vitA","Malawi",87,32,41,23.95,58,0.103448275862069
"women_vitA","Malawi",87,49,63,47.95,68.05,0.160919540229885
"women_vitA","Malawi",87,60,70,66.9,72,0.114942528735632
"women_vitA","Malawi",87,59,73,69,74,0.160919540229885
"women_vitA","Malawi",87,10,49,38.95,58.05,0.448275862068966
"women_vitA","Malawi",87,13,76,74,80,0.724137931034483
"women_vitA","SierraLeone",14,5,9,8,11,0.285714285714286
"women_vitA","SierraLeone",14,6,11,9,12,0.357142857142857
"women_vitA","SierraLeone",14,7,8.5,8,11.05,0.107142857142857
"women_vitA","SierraLeone",14,2,2,1,3,0
"women_vitA","SierraLeone",14,10,3,2,4,0.5
"women_vitA","SierraLeone",14,1,4,2,5,0.214285714285714
"women_vitA","SierraLeone",14,11,6,5,6,0.357142857142857
"women_vitA","SierraLeone",14,9,7,7,7,0.142857142857143
"women_vitA","SierraLeone",14,8,11,8,13,0.214285714285714
"women_vitA","SierraLeone",14,13,13,9,14,0
"women_vitA","SierraLeone",14,14,12,8,12,0.142857142857143
"women_vitA","SierraLeone",14,4,14,13,14,0.714285714285714
"women_vitA","SierraLeone",14,12,5,4,6,0.5
"women_vitA","SierraLeone",14,3,1,1,4,0.142857142857143
"women_folate","Ghana",75,51,38,24,54,0.173333333333333
"women_folate","Ghana",75,42,57,31.95,70,0.2
"women_folate","Ghana",75,70,60,38,71.05,0.133333333333333
"women_folate","Ghana",75,26,52,33.9,64.05,0.346666666666667
"women_folate","Ghana",75,44,14,6,34.05,0.4
"women_folate","Ghana",75,45,18,10,41.05,0.36
"women_folate","Ghana",75,61,34.5,21,52.05,0.353333333333333
"women_folate","Ghana",75,28,32,15,52,0.0533333333333333
"women_folate","Ghana",75,67,64,44,72,0.04
"women_folate","Ghana",75,32,10,3,23.1,0.293333333333333
"women_folate","Ghana",75,56,19,10.95,36,0.493333333333333
"women_folate","Ghana",75,58,33,18.95,54.05,0.333333333333333
"women_folate","Ghana",75,37,34.5,17.95,50.1,0.0333333333333333
"women_folate","Ghana",75,47,65,35.95,75,0.24
"women_folate","Ghana",75,46,47.5,28.9,62.05,0.02
"women_folate","Ghana",75,11,67.5,47.95,75,0.753333333333333
"women_folate","Ghana",75,16,52.5,43.95,61.05,0.486666666666667
"women_folate","Ghana",75,2,27,11,46,0.333333333333333
"women_folate","Ghana",75,21,34,18.9,56,0.173333333333333
"women_folate","Ghana",75,20,70,58,74.05,0.666666666666667
"women_folate","Ghana",75,64,37.5,15.95,59.05,0.353333333333333
"women_folate","Ghana",75,40,47,22.95,68,0.0933333333333333
"women_folate","Ghana",75,23,14,5,32.05,0.12
"women_folate","Ghana",75,68,19,8,48.05,0.653333333333333
"women_folate","Ghana",75,25,45,19.9,67.1,0.266666666666667
"women_folate","Ghana",75,10,48,18.95,71,0.506666666666667
"women_folate","Ghana",75,13,53.5,22,68.05,0.54
"women_folate","Ghana",75,60,33,17.95,54,0.36
"women_folate","Ghana",75,15,54.5,25,68.05,0.526666666666667
"women_folate","Ghana",75,41,55,35,70,0.186666666666667
"women_folate","Ghana",75,12,10.5,2,19,0.02
"women_folate","Ghana",75,24,8,3,35,0.213333333333333
"women_folate","Ghana",75,39,2,1,6.05,0.493333333333333
"women_folate","Ghana",75,22,5,3,12,0.226666666666667
"women_folate","Ghana",75,53,6,3,15,0.626666666666667
"women_folate","Ghana",75,52,9,5,18.15,0.573333333333333
"women_folate","Ghana",75,71,5,3,26.05,0.88
"women_folate","Ghana",75,33,11,7,27.1,0.293333333333333
"women_folate","Ghana",75,57,11,7,30.1,0.613333333333333
"women_folate","Ghana",75,43,61.5,39.95,68,0.246666666666667
"women_folate","Ghana",75,29,29.5,14.95,57,0.00666666666666667
"women_folate","Ghana",75,65,66.5,43.95,74.05,0.02
"women_folate","Ghana",75,17,52,27,65,0.466666666666667
"women_folate","Ghana",75,3,33,14,53.05,0.4
"women_folate","Ghana",75,14,44.5,23.95,59.05,0.406666666666667
"women_folate","Ghana",75,38,51.5,24,66,0.18
"women_folate","Ghana",75,35,24,9.95,54.05,0.146666666666667
"women_folate","Ghana",75,6,49.5,20.95,64,0.58
"women_folate","Ghana",75,7,42,22,57,0.466666666666667
"women_folate","Ghana",75,50,24.5,3.95,55.1,0.34
"women_folate","Ghana",75,1,36,20.95,47.05,0.466666666666667
"women_folate","Ghana",75,30,37,15.85,50.05,0.0933333333333333
"women_folate","Ghana",75,9,29,11.85,51,0.266666666666667
"women_folate","Ghana",75,19,26.5,8.95,52,0.1
"women_folate","Ghana",75,31,66,46.9,70,0.466666666666667
"women_folate","Ghana",75,4,46.5,14.95,66.05,0.566666666666667
"women_folate","Ghana",75,5,57,17.95,72,0.693333333333333
"women_folate","Ghana",75,18,29,10.95,59,0.146666666666667
"women_folate","Ghana",75,54,40,15,64,0.186666666666667
"women_folate","Ghana",75,59,36,11,63.05,0.306666666666667
"women_folate","Ghana",75,62,72,52.9,75,0.133333333333333
"women_folate","Ghana",75,66,71,46.95,75,0.0666666666666667
"women_folate","Ghana",75,36,71,49.95,75,0.466666666666667
"women_folate","Ghana",75,48,68,47.75,71,0.266666666666667
"women_folate","Ghana",75,49,72,56.8,75,0.306666666666667
"women_folate","Ghana",75,27,21,13,37.05,0.08
"women_folate","Ghana",75,55,6,1,14.05,0.653333333333333
"women_folate","Ghana",75,8,28,18.95,44.05,0.266666666666667
"women_folate","Ghana",75,34,2,1,3,0.426666666666667
"women_folate","Ghana",75,72,40.5,20,68.15,0.42
"women_folate","Ghana",75,75,52.5,20,74.05,0.3
"women_folate","Ghana",75,74,50,12.95,74.05,0.32
"women_folate","Ghana",75,63,59,28.9,75,0.0533333333333333
"women_folate","Ghana",75,69,38,10.9,70,0.413333333333333
"women_folate","Ghana",75,73,40.5,22,65,0.433333333333333
"women_folate","Malawi",87,66,47,26.9,75.15,0.218390804597701
"women_folate","Malawi",87,50,38,21.95,65.05,0.137931034482759
"women_folate","Malawi",87,31,65.5,45.9,77,0.396551724137931
"women_folate","Malawi",87,82,48.5,30,74.15,0.385057471264368
"women_folate","Malawi",87,27,18,5.95,60.05,0.103448275862069
"women_folate","Malawi",87,6,4,1,48.05,0.0229885057471264
"women_folate","Malawi",87,18,35,12,59,0.195402298850575
"women_folate","Malawi",87,35,59,32.95,71.1,0.275862068965517
"women_folate","Malawi",87,25,26,9.9,43,0.0114942528735632
"women_folate","Malawi",87,78,13,2,48.4,0.747126436781609
"women_folate","Malawi",87,33,87,65.8,87,0.620689655172414
"women_folate","Malawi",87,71,43,21,66.2,0.32183908045977
"women_folate","Malawi",87,75,73,35,83,0.0229885057471264
"women_folate","Malawi",87,49,78,48.7,86,0.333333333333333
"women_folate","Malawi",87,43,70,52.85,81,0.310344827586207
"women_folate","Malawi",87,64,75,53.9,85,0.126436781609195
"women_folate","Malawi",87,61,38,23,60.1,0.264367816091954
"women_folate","Malawi",87,60,65,32,86,0.0574712643678161
"women_folate","Malawi",87,41,58.5,35.85,73,0.201149425287356
"women_folate","Malawi",87,62,76,57.9,85,0.160919540229885
"women_folate","Malawi",87,7,71,51.85,83,0.735632183908046
"women_folate","Malawi",87,30,12,3,44.4,0.206896551724138
"women_folate","Malawi",87,70,39.5,9,72.05,0.350574712643678
"women_folate","Malawi",87,23,50.5,21.95,70,0.316091954022989
"women_folate","Malawi",87,8,7,1.95,29.35,0.0114942528735632
"women_folate","Malawi",87,37,57,32,77,0.229885057471264
"women_folate","Malawi",87,84,51,20.95,77,0.379310344827586
"women_folate","Malawi",87,58,44.5,18.95,73.15,0.155172413793103
"women_folate","Malawi",87,81,51,19.95,76.05,0.344827586206897
"women_folate","Malawi",87,45,42.5,19.95,64,0.028735632183908
"women_folate","Malawi",87,44,71,48.95,83,0.310344827586207
"women_folate","Malawi",87,54,76,52.9,86,0.252873563218391
"women_folate","Malawi",87,72,61.5,39.9,76.05,0.120689655172414
"women_folate","Malawi",87,65,84,59.8,87,0.218390804597701
"women_folate","Malawi",87,85,38.5,16.95,58.05,0.53448275862069
"women_folate","Malawi",87,26,22,13.95,44.05,0.0459770114942529
"women_folate","Malawi",87,11,15,5.95,34.1,0.0459770114942529
"women_folate","Malawi",87,69,71,40.9,86,0.0229885057471264
"women_folate","Malawi",87,77,74,53,84,0.0344827586206897
"women_folate","Malawi",87,87,48.5,22,75,0.442528735632184
"women_folate","Malawi",87,80,68.5,44,79.1,0.132183908045977
"women_folate","Malawi",87,38,54.5,7.95,77.05,0.189655172413793
"women_folate","Malawi",87,51,66,11.95,82,0.172413793103448
"women_folate","Malawi",87,68,12,3,54.05,0.64367816091954
"women_folate","Malawi",87,46,27.5,14,45.2,0.21264367816092
"women_folate","Malawi",87,42,18,4,65.1,0.275862068965517
"women_folate","Malawi",87,29,40.5,2,73.05,0.132183908045977
"women_folate","Malawi",87,67,21,3,66,0.528735632183908
"women_folate","Malawi",87,59,24,7.95,63.15,0.402298850574713
"women_folate","Malawi",87,79,36.5,15.95,57.05,0.488505747126437
"women_folate","Malawi",87,40,28,8,52,0.137931034482759
"women_folate","Malawi",87,76,42,26,57.1,0.390804597701149
"women_folate","Malawi",87,12,26,10,75.2,0.160919540229885
"women_folate","Malawi",87,28,45,5,77,0.195402298850575
"women_folate","Malawi",87,86,38.5,3.95,73,0.545977011494253
"women_folate","Malawi",87,32,83,34.7,86,0.586206896551724
"women_folate","Malawi",87,10,74,18.85,83,0.735632183908046
"women_folate","Malawi",87,39,63,10.95,82,0.275862068965517
"women_folate","Malawi",87,9,9,1,59,0
"women_folate","Malawi",87,2,14.5,3,37.05,0.14367816091954
"women_folate","Malawi",87,21,9.5,2,28.3,0.132183908045977
"women_folate","Malawi",87,14,11,3.95,29.05,0.0344827586206897
"women_folate","Malawi",87,24,13,3.95,58.1,0.126436781609195
"women_folate","Malawi",87,19,7,2,47.2,0.137931034482759
"women_folate","Malawi",87,17,8,2.95,56,0.103448275862069
"women_folate","Malawi",87,73,18,7,44,0.632183908045977
"women_folate","Malawi",87,56,40.5,27,64,0.17816091954023
"women_folate","Malawi",87,74,57,33.95,75,0.195402298850575
"women_folate","Malawi",87,15,43.5,25,65.1,0.327586206896552
"women_folate","Malawi",87,63,25.5,10,62.05,0.431034482758621
"women_folate","Malawi",87,83,30,14.95,46.05,0.609195402298851
"women_folate","Malawi",87,57,57,27.95,79.05,0
"women_folate","Malawi",87,34,60,14.95,77,0.298850574712644
"women_folate","Malawi",87,16,2,1,18.05,0.160919540229885
"women_folate","Malawi",87,4,75.5,22.75,84,0.82183908045977
"women_folate","Malawi",87,48,82,24.6,86,0.390804597701149
"women_folate","Malawi",87,53,59.5,7.95,77,0.0747126436781609
"women_folate","Malawi",87,13,32,9.95,52.05,0.218390804597701
"women_folate","Malawi",87,5,35,15.95,67,0.344827586206897
"women_folate","Malawi",87,1,48,22.9,77.15,0.540229885057471
"women_folate","Malawi",87,22,23,8.95,55.2,0.0114942528735632
"women_folate","Malawi",87,20,55.5,18,84,0.408045977011494
"women_folate","Malawi",87,55,26,7.95,59.05,0.333333333333333
"women_folate","Malawi",87,36,45,15.95,70,0.103448275862069
"women_folate","Malawi",87,3,39,7,69.1,0.413793103448276
"women_folate","Malawi",87,47,58,29.9,72,0.126436781609195
"women_folate","Malawi",87,52,80,44.85,85,0.32183908045977
"women_folate","SierraLeone",14,13,11,6.95,13,0.142857142857143
"women_folate","SierraLeone",14,3,7,3.95,9,0.285714285714286
"women_folate","SierraLeone",14,2,9,4,13,0.5
"women_folate","SierraLeone",14,8,3,1,6.05,0.357142857142857
"women_folate","SierraLeone",14,4,2,1,7.05,0.142857142857143
"women_folate","SierraLeone",14,11,3,1,6.05,0.571428571428571
"women_folate","SierraLeone",14,10,10,6,14,0
"women_folate","SierraLeone",14,14,13,8.95,14,0.0714285714285714
"women_folate","SierraLeone",14,7,8,3.95,11.05,0.0714285714285714
"women_folate","SierraLeone",14,1,6,1,13,0.357142857142857
"women_folate","SierraLeone",14,5,13,10.95,14,0.571428571428571
"women_folate","SierraLeone",14,6,10,3,14,0.285714285714286
"women_folate","SierraLeone",14,12,7,4,13,0.357142857142857
"women_folate","SierraLeone",14,9,3,1,11,0.428571428571429
"women_b12","Ghana",75,44,37.5,33,46.05,0.0866666666666667
"women_b12","Ghana",75,26,23,13.95,32,0.04
"women_b12","Ghana",75,62,35,24.95,43.05,0.36
"women_b12","Ghana",75,29,38,32.9,44.05,0.12
"women_b12","Ghana",75,47,65,52.95,71,0.24
"women_b12","Ghana",75,51,64,52.95,69.05,0.173333333333333
"women_b12","Ghana",75,48,51,44.9,59.05,0.04
"women_b12","Ghana",75,53,44,36,54.05,0.12
"women_b12","Ghana",75,30,31,20,34,0.0133333333333333
"women_b12","Ghana",75,37,73,66,74,0.48
"women_b12","Ghana",75,67,61,52,67,0.08
"women_b12","Ghana",75,74,58,49,67,0.213333333333333
"women_b12","Ghana",75,46,43,36.95,51,0.04
"women_b12","Ghana",75,15,25.5,12.95,34,0.14
"women_b12","Ghana",75,34,27,17,34,0.0933333333333333
"women_b12","Ghana",75,7,10,7,18.05,0.04
"women_b12","Ghana",75,24,20,15,25.05,0.0533333333333333
"women_b12","Ghana",75,21,27,23,32,0.08
"women_b12","Ghana",75,64,35,30,47,0.386666666666667
"women_b12","Ghana",75,27,12,8,19,0.2
"women_b12","Ghana",75,57,53,46,65,0.0533333333333333
"women_b12","Ghana",75,54,50,40.95,67,0.0533333333333333
"women_b12","Ghana",75,43,61,51.95,69.05,0.24
"women_b12","Ghana",75,73,69,57.95,73.05,0.0533333333333333
"women_b12","Ghana",75,60,56.5,45,68,0.0466666666666667
"women_b12","Ghana",75,66,58,46,70.05,0.106666666666667
"women_b12","Ghana",75,28,39,25,50,0.146666666666667
"women_b12","Ghana",75,69,39,32,46,0.4
"women_b12","Ghana",75,33,43,31.95,54,0.133333333333333
"women_b12","Ghana",75,70,39,28,50.1,0.413333333333333
"women_b12","Ghana",75,45,64,41,74,0.253333333333333
"women_b12","Ghana",75,25,63.5,41.9,73,0.513333333333333
"women_b12","Ghana",75,38,75,63,75,0.493333333333333
"women_b12","Ghana",75,71,66.5,50.95,73,0.06
"women_b12","Ghana",75,19,55.5,39,68,0.486666666666667
"women_b12","Ghana",75,59,55,44,66,0.0533333333333333
"women_b12","Ghana",75,65,58.5,40.95,70,0.0866666666666667
"women_b12","Ghana",75,58,49,35,65.05,0.12
"women_b12","Ghana",75,56,57,47.95,68,0.0133333333333333
"women_b12","Ghana",75,1,12,10,15.05,0.146666666666667
"women_b12","Ghana",75,14,23,17,34,0.12
"women_b12","Ghana",75,3,8,6,10,0.0666666666666667
"women_b12","Ghana",75,4,15,12,18.05,0.146666666666667
"women_b12","Ghana",75,8,32,27.95,41.05,0.32
"women_b12","Ghana",75,6,24.5,19,30.05,0.246666666666667
"women_b12","Ghana",75,40,15,11,23,0.333333333333333
"women_b12","Ghana",75,9,30,22.95,42,0.28
"women_b12","Ghana",75,10,19,14,26,0.12
"women_b12","Ghana",75,2,22,18,26,0.266666666666667
"women_b12","Ghana",75,5,29,21,42,0.32
"women_b12","Ghana",75,68,40,35,52,0.373333333333333
"women_b12","Ghana",75,36,18,13.95,25.05,0.24
"women_b12","Ghana",75,32,27,23,33,0.0666666666666667
"women_b12","Ghana",75,18,30,25,38.05,0.16
"women_b12","Ghana",75,31,6,4,8,0.333333333333333
"women_b12","Ghana",75,23,9,8,12.05,0.186666666666667
"women_b12","Ghana",75,52,7,3,9.05,0.6
"women_b12","Ghana",75,16,19,13,28,0.04
"women_b12","Ghana",75,61,14,10,22.05,0.626666666666667
"women_b12","Ghana",75,35,13,10,18.05,0.293333333333333
"women_b12","Ghana",75,12,2,1,2,0.133333333333333
"women_b12","Ghana",75,22,1,1,3,0.28
"women_b12","Ghana",75,13,4,3,6,0.12
"women_b12","Ghana",75,11,6,5,7,0.0666666666666667
"women_b12","Ghana",75,39,3,2,5,0.48
"women_b12","Ghana",75,17,54,47.95,62,0.493333333333333
"women_b12","Ghana",75,42,52,38.9,67,0.133333333333333
"women_b12","Ghana",75,41,43,38,49,0.0266666666666667
"women_b12","Ghana",75,55,71,56.95,74,0.213333333333333
"women_b12","Ghana",75,75,67,55,73,0.106666666666667
"women_b12","Ghana",75,72,64.5,42,74,0.1
"women_b12","Ghana",75,49,57,35.95,73,0.106666666666667
"women_b12","Ghana",75,20,62,46,74,0.56
"women_b12","Ghana",75,50,72.5,57,75,0.3
"women_b12","Ghana",75,63,58,46,69.05,0.0666666666666667
"women_b12","Malawi",87,67,55,45,62,0.137931034482759
"women_b12","Malawi",87,48,49,39.95,56,0.0114942528735632
"women_b12","Malawi",87,60,72,70,76.05,0.137931034482759
"women_b12","Malawi",87,9,56,48,60.05,0.540229885057471
"women_b12","Malawi",87,49,53,33,64.05,0.0459770114942529
"women_b12","Malawi",87,54,51.5,24.95,71.05,0.028735632183908
"women_b12","Malawi",87,33,60,48.95,63,0.310344827586207
"women_b12","Malawi",87,58,67,64,71,0.103448275862069
"women_b12","Malawi",87,64,43,31.95,51.05,0.241379310344828
"women_b12","Malawi",87,51,3,1,7,0.551724137931034
"women_b12","Malawi",87,14,87,74.95,87,0.839080459770115
"women_b12","Malawi",87,13,42,32.95,54,0.333333333333333
"women_b12","Malawi",87,46,80,77,84,0.390804597701149
"women_b12","Malawi",87,41,65,51.9,72.1,0.275862068965517
"women_b12","Malawi",87,12,37.5,20,57,0.293103448275862
"women_b12","Malawi",87,31,30.5,12,55.05,0.00574712643678161
"women_b12","Malawi",87,21,23,17,29.05,0.0229885057471264
"women_b12","Malawi",87,26,22,13,38.05,0.0459770114942529
"women_b12","Malawi",87,7,35,22,51,0.32183908045977
"women_b12","Malawi",87,39,51,31,62,0.137931034482759
"women_b12","Malawi",87,23,41,25.9,56,0.206896551724138
"women_b12","Malawi",87,61,59,43.9,68.05,0.0229885057471264
"women_b12","Malawi",87,70,74.5,70.95,82.05,0.0517241379310345
"women_b12","Malawi",87,74,70,64,75,0.0459770114942529
"women_b12","Malawi",87,84,51,30.9,62,0.379310344827586
"women_b12","Malawi",87,25,15.5,12,27,0.109195402298851
"women_b12","Malawi",87,15,8,5,14,0.0804597701149425
"women_b12","Malawi",87,35,11,8,19.05,0.275862068965517
"women_b12","Malawi",87,18,9,4,16.05,0.103448275862069
"women_b12","Malawi",87,30,24,18.95,34.05,0.0689655172413793
"women_b12","Malawi",87,16,24,11.95,47.05,0.0919540229885057
"women_b12","Malawi",87,27,43,23,60.05,0.183908045977011
"women_b12","Malawi",87,24,27,16,49.05,0.0344827586206897
"women_b12","Malawi",87,65,81,76,87,0.183908045977011
"women_b12","Malawi",87,17,62,56,66,0.517241379310345
"women_b12","Malawi",87,85,28,17,39,0.655172413793103
"women_b12","Malawi",87,73,37,21,45,0.413793103448276
"women_b12","Malawi",87,34,18,12,33.1,0.183908045977011
"women_b12","Malawi",87,11,33,17,49.05,0.252873563218391
"women_b12","Malawi",87,22,8,3,13.05,0.160919540229885
"women_b12","Malawi",87,10,22,10,41,0.137931034482759
"women_b12","Malawi",87,72,70.5,64.95,74.05,0.0172413793103448
"women_b12","Malawi",87,63,86,82.95,87,0.264367816091954
"women_b12","Malawi",87,2,23,9.95,42.05,0.241379310344828
"women_b12","Malawi",87,40,52,44.95,56,0.137931034482759
"women_b12","Malawi",87,59,2,1,5,0.655172413793103
"women_b12","Malawi",87,56,55.5,30,63,0.00574712643678161
"women_b12","Malawi",87,37,2,1,4,0.402298850574713
"women_b12","Malawi",87,3,4,3,7.09999999999999,0.0114942528735632
"women_b12","Malawi",87,1,20,13,30,0.218390804597701
"women_b12","Malawi",87,19,20,13,30.05,0.0114942528735632
"women_b12","Malawi",87,29,57,50,60.05,0.32183908045977
"women_b12","Malawi",87,38,35,16,49.05,0.0344827586206897
"women_b12","Malawi",87,79,78,71.95,84,0.0114942528735632
"women_b12","Malawi",87,75,74,67,79,0.0114942528735632
"women_b12","Malawi",87,78,85,78.85,86,0.0804597701149425
"women_b12","Malawi",87,86,77,70,81,0.103448275862069
"women_b12","Malawi",87,81,81.5,76,86,0.00574712643678161
"women_b12","Malawi",87,83,33.5,10.9,60,0.568965517241379
"women_b12","Malawi",87,82,47,27,56.05,0.402298850574713
"women_b12","Malawi",87,69,21,9,43,0.551724137931034
"women_b12","Malawi",87,80,17,8.95,36.05,0.724137931034483
"women_b12","Malawi",87,62,39.5,14,57.05,0.258620689655172
"women_b12","Malawi",87,68,51,20.9,67.1,0.195402298850575
"women_b12","Malawi",87,66,39,19,54.05,0.310344827586207
"women_b12","Malawi",87,45,12,7,24.05,0.379310344827586
"women_b12","Malawi",87,20,29.5,21,38,0.109195402298851
"women_b12","Malawi",87,6,27.5,17.95,40.05,0.247126436781609
"women_b12","Malawi",87,32,35,28.95,43.05,0.0344827586206897
"women_b12","Malawi",87,8,6,4,8,0.0229885057471264
"women_b12","Malawi",87,28,41.5,31.9,50.05,0.155172413793103
"women_b12","Malawi",87,5,10,4.95,22.05,0.0574712643678161
"women_b12","Malawi",87,55,76,74,82.05,0.241379310344828
"women_b12","Malawi",87,44,5,1,13.05,0.448275862068966
"women_b12","Malawi",87,87,82,76.95,84,0.0574712643678161
"women_b12","Malawi",87,77,83,74,86,0.0689655172413793
"women_b12","Malawi",87,52,65,52.95,73,0.149425287356322
"women_b12","Malawi",87,42,42,30,52,0
"women_b12","Malawi",87,36,40,23,49,0.0459770114942529
"women_b12","Malawi",87,71,48,35.95,57.05,0.264367816091954
"women_b12","Malawi",87,4,18.5,11,37.05,0.166666666666667
"women_b12","Malawi",87,76,72,64,83.05,0.0459770114942529
"women_b12","Malawi",87,43,65,61.95,68,0.252873563218391
"women_b12","Malawi",87,53,67,62.9,71,0.160919540229885
"women_b12","Malawi",87,57,70,65.95,75,0.149425287356322
"women_b12","Malawi",87,47,61,52.9,63.05,0.160919540229885
"women_b12","Malawi",87,50,81,77,85,0.35632183908046
"women_b12","SierraLeone",14,10,7,6,9,0.214285714285714
"women_b12","SierraLeone",14,8,7,6,9,0.0714285714285714
"women_b12","SierraLeone",14,11,3,3,4,0.571428571428571
"women_b12","SierraLeone",14,9,2,1,2,0.5
"women_b12","SierraLeone",14,3,7,5,9,0.285714285714286
"women_b12","SierraLeone",14,1,1,1,2,0
"women_b12","SierraLeone",14,6,9,7,9,0.214285714285714
"women_b12","SierraLeone",14,2,4,3,5,0.142857142857143
"women_b12","SierraLeone",14,4,5,4,6,0.0714285714285714
"women_b12","SierraLeone",14,7,14,14,14,0.5
"women_b12","SierraLeone",14,12,10,10,10,0.142857142857143
"women_b12","SierraLeone",14,5,12,11,13,0.5
"women_b12","SierraLeone",14,14,12,11,12,0.142857142857143
"women_b12","SierraLeone",14,13,13,11,13,0
