"country","outcome","Admin1","Admin2","surveyed","y_prev","n_psu","pred_fit","pred_med","pred_lo","pred_hi","p_ge20","p_ge10","refits"
"Ghana","women_iron","Ahafo","Asunafo North",TRUE,0.0714285714285714,1,0.00364785793784556,0.00467308699776537,0.00238140302561574,0.0110600440556497,0,0,200
"Ghana","women_iron","Ahafo","Asunafo South",FALSE,NA,NA,0.00482681065016506,0.00580982233821934,0.00339755636274681,0.0125500236764733,0,0,200
"Ghana","women_iron","Ahafo","Asutifi North",FALSE,NA,NA,0.00656076777600982,0.00773201234558195,0.00397085727465261,0.0163268160084787,0,0,200
"Ghana","women_iron","Ahafo","Asutifi South",FALSE,NA,NA,0.00766944152475903,0.00846819637953497,0.00453836379155305,0.0194030837783894,0,0,200
"Ghana","women_iron","Ahafo","Tano North",TRUE,0.0467951238694455,2,0.00998378243978023,0.0106416867890455,0.00524865342402579,0.0218409508032249,0,0,200
"Ghana","women_iron","Ahafo","Tano South",FALSE,NA,NA,0.0100439415897158,0.0104526625520396,0.00511463770144018,0.021284344802451,0,0,200
"Ghana","women_iron","Ashanti","Adansi Akrofuom",FALSE,NA,NA,0.00866859676455805,0.0104236822734085,0.00655434614454538,0.0194882028444219,0,0,200
"Ghana","women_iron","Ashanti","Adansi Asokwa",TRUE,0.0625,1,0.00636996010507353,0.00777088977644202,0.00476430664423821,0.01416314200606,0,0,200
"Ghana","women_iron","Ashanti","Adansi North",FALSE,NA,NA,0.013606631743284,0.0151009288742329,0.00814734902471124,0.0332626005126098,0,0,200
"Ghana","women_iron","Ashanti","Adansi South",FALSE,NA,NA,0.00766988647582104,0.00945060060896753,0.00573285316470758,0.0169388851717598,0,0,200
"Ghana","women_iron","Ashanti","Afigya-Kwabre North",FALSE,NA,NA,0.0134970629335821,0.0147610706566687,0.00836304479659241,0.0293440897301528,0,0,200
"Ghana","women_iron","Ashanti","Afigya-Kwabre South",FALSE,NA,NA,0.0328996496716329,0.0364030021019939,0.0184645868291157,0.0747453928322164,0,0.02,200
"Ghana","women_iron","Ashanti","Ahafo-Ano North",FALSE,NA,NA,0.0102802899708426,0.0114750914114024,0.00723201458527369,0.0212116074410657,0,0,200
"Ghana","women_iron","Ashanti","Ahafo-Ano South East",FALSE,NA,NA,0.00823013323384002,0.0088762297312656,0.00513061742248752,0.0179847441137487,0,0,200
"Ghana","women_iron","Ashanti","Ahafo-Ano South West",FALSE,NA,NA,0.00528415705265537,0.00648759433170789,0.00378458392493401,0.0131677637284851,0,0,200
"Ghana","women_iron","Ashanti","Amansie Central",FALSE,NA,NA,0.011403274294583,0.0129868873334984,0.00858402610751733,0.021928405541023,0,0,200
"Ghana","women_iron","Ashanti","Amansie South",FALSE,NA,NA,0.0130187520714204,0.0154332411070584,0.00985904238480465,0.0246888905460185,0,0,200
"Ghana","women_iron","Ashanti","Amansie West",FALSE,NA,NA,0.0147923299861233,0.0165971364970186,0.010194281504235,0.0279552428716267,0,0,200
"Ghana","women_iron","Ashanti","Asante-Akim Central",FALSE,NA,NA,0.0167104096166599,0.0180521067570863,0.0105222369756478,0.0364675582550731,0,0,200
"Ghana","women_iron","Ashanti","Asante-Akim North",FALSE,NA,NA,0.0248242031008244,0.0273675995656463,0.0177669363426613,0.0410273585234886,0,0,200
"Ghana","women_iron","Ashanti","Asante-Akim South",TRUE,0.136363636363636,1,0.00701674298535181,0.00809619082842708,0.00534523342087527,0.0141106136433334,0,0,200
"Ghana","women_iron","Ashanti","Asokore-Mampong",TRUE,0.214285714285714,1,0.0838687069629004,0.101354143132638,0.0245490009088728,0.320622212643001,0.18,0.505,200
"Ghana","women_iron","Ashanti","Asokwa",TRUE,0,1,0.0710937356522479,0.088447204751546,0.0258154776805463,0.253924903007942,0.125,0.395,200
"Ghana","women_iron","Ashanti","Atwima-Kwanwoma",FALSE,NA,NA,0.0347657106698093,0.0360642277807405,0.0160480597612635,0.0820041157681827,0,0.02,200
"Ghana","women_iron","Ashanti","Atwima-Mponua",TRUE,0.0562944396132795,2,0.00711451636111082,0.00834375108874959,0.00543649622075538,0.0146889422290187,0,0,200
"Ghana","women_iron","Ashanti","Atwima-Nwabiagya North",FALSE,NA,NA,0.0227800399125288,0.0240487363872622,0.0145898512984806,0.0436641664530582,0,0,200
"Ghana","women_iron","Ashanti","Atwima-Nwabiagya South",TRUE,0.142857142857143,1,0.0318339338910823,0.0329158308268626,0.0169381837053066,0.0696591709126005,0,0.01,200
"Ghana","women_iron","Ashanti","Bekwai",TRUE,0.142857142857143,1,0.014594408589868,0.0157145242693677,0.00925692899334821,0.0300027977442441,0,0,200
"Ghana","women_iron","Ashanti","Bosome Freho",FALSE,NA,NA,0.0095545901873618,0.0110943367939892,0.00750752490960249,0.0193131554354474,0,0,200
