"country","Admin1","Admin2","y_prev","n_psu","n_raw","n_eff","urbanicity","pred","pred_lo","pred_hi"
"Gambia","Banjul","Banjul",0.473593738668456,13,96,49.0124527878871,0.959459459459459,0.362948647912959,0.331875403804199,0.428184164583652
"Gambia","Banjul","Kanifing",0.473611993521602,8,72,37.1930579659364,0.993243243243243,0.311403803981925,0.267019328034112,0.341607765552761
"Gambia","Lower River","Jarra East",0.803331843115757,2,52,13.6616803309317,0.462837837837838,0.728528055715193,0.698825891880215,0.747589301393763
"Gambia","Lower River","Jarra West",0.359107369139993,3,35,12.5114448852745,0.810810810810811,0.699751941333883,0.671872782496883,0.717262098387571
"Gambia","Lower River","Kiang Central",0.666666666666667,1,24,7.52225930270842,0.266891891891892,0.679878750804579,0.631082097153258,0.712087157851892
"Gambia","Lower River","Kiang East",0.772727272727273,1,22,7.3332114505269,0.293918918918919,0.675063106970998,0.65314382638045,0.706789863243023
"Gambia","Maccarthy Island","Fulladu West",0.724936871605935,5,112,18.262680240129,0.540540540540541,0.757108797244749,0.691951845729919,0.778014933496783
"Gambia","Maccarthy Island","Lower Saloum",0.634062462463658,2,39,12.818860833305,0.570945945945946,0.803057864361509,0.789938879044183,0.822367579891219
"Gambia","Maccarthy Island","Niamina Dankunku",0.764705882352941,1,34,8.20674133628247,0.199324324324324,0.768396310452285,0.739307872433337,0.798967520101048
"Gambia","Maccarthy Island","Niamina East",0.714285714285714,1,28,7.83985927208275,0.361486486486487,0.782910908553739,0.765612713837527,0.804200964445134
"Gambia","Maccarthy Island","Niani",0.671920634424059,3,44,16.657138018844,0.199324324324324,0.844684078816848,0.802093460718143,0.862845160297551
"Gambia","Maccarthy Island","Nianija",0.590402153182099,2,22,11.2677351975499,0.212837837837838,0.846002191069506,0.828462920592527,0.864256184372746
"Gambia","Maccarthy Island","Sami",0.944444444444444,1,18,6.87262135268598,0.202702702702703,0.787277317014861,0.742099566325038,0.830525317550757
"Gambia","Maccarthy Island","Upper Saloum",0.888888888888889,1,9,5.10805303835197,0.266891891891892,0.815123096120268,0.769618825834587,0.835815139915614
"Gambia","North Bank","Central Baddibu",0.642857142857143,1,14,6.25523287920004,0.449324324324324,0.678434673825219,0.632265160965128,0.73057277962256
"Gambia","North Bank","Jokadu",0.785714285714286,1,14,6.25523287920004,0.425675675675676,0.625321707130035,0.593599497979955,0.644077595169786
"Gambia","North Bank","Lower Baddibu",0.666666666666667,1,9,5.10805303835197,0.581081081081081,0.648728209638662,0.603462176153617,0.674558278946726
"Gambia","North Bank","Lower Nuimi",0.574655145648432,2,13,7.69041120575074,0.763513513513513,0.601984508279206,0.560491361028231,0.647409998571613
"Gambia","North Bank","Upper Baddibu",0.707440350601493,2,34,13.4698553899056,0.662162162162162,0.677823015631349,0.644017630847703,0.721762923246296
"Gambia","North Bank","Upper Nuimi",0.444444444444444,1,9,5.10805303835197,0.402027027027027,0.633810719470446,0.606188081018909,0.663238884177412
"Gambia","Upper River","Fulladu East",0.608320856214532,5,124,32.5848015600795,0.777027027027027,0.708877523875264,0.615953471333941,0.76849945927867
"Gambia","Upper River","Kantora",0.866666666666667,1,15,6.42847984665341,0.577702702702703,0.685668090307839,0.607053824293753,0.734643229166661
"Gambia","Upper River","Sandu",0.4375,1,16,6.58813867717119,0.206081081081081,0.819696739512156,0.786146086723603,0.84205848412185
"Gambia","Upper River","Wuli",0.777777777777778,1,9,5.10805303835197,0.364864864864865,0.754508051196852,0.659525594869434,0.826578784784089
"Gambia","Western","Foni Bintang Karanai",0.470588235294118,1,17,6.73574766560183,0.337837837837838,0.513716132260479,0.466389351254023,0.544945521627092
"Gambia","Western","Foni Brefet",0.636363636363636,1,11,5.63407782286396,0.611486486486487,0.432819894403906,0.378030928694824,0.480186199627558
"Gambia","Western","Kombo Central",0.330018248151879,2,26,11.9010821953874,0.918918918918919,0.435477785296916,0.414592255166634,0.465332389200562
"Gambia","Western","Kombo East",0.6,1,20,7.11852976380755,0.810810810810811,0.427090461049431,0.378835787677104,0.464343875964882
"Gambia","Western","Kombo Saint Mary",0.634709256775542,4,56,20.9603971237925,0.966216216216216,0.348798599893984,0.322603043592268,0.39115421161542
"Gambia","Western","Kombo South",0.473684210526316,1,19,6.9998897805236,0.891891891891892,0.395281095202795,0.364359679747268,0.41606100346639
"Ghana","Ahafo","Asunafo North",0,1,19,7.61013757981062,0.335576923076923,0.0605980533551031,0.0482807956248391,0.0684747880133577
"Ghana","Ahafo","Tano North",0.172896872182537,2,43,13.7889557041408,0.475961538461538,0.0678154319828304,0.045411044613081,0.087387436588252
"Ghana","Ashanti","Adansi Asokwa",0.125,1,16,7.11989307190604,0.3625,0.0237757856068707,0.0178029778914584,0.0354752173314297
"Ghana","Ashanti","Asante-Akim South",0.153846153846154,1,26,8.44510117961567,0.401923076923077,0.0288327671281926,0.022609904292486,0.0392258404917012
"Ghana","Ashanti","Asokore-Mampong",0.277777777777778,1,18,7.457982365297,0.932692307692308,0.0540526152713864,0.0440880467083788,0.0830736728194289
"Ghana","Ashanti","Asokwa",0.4,1,15,6.93136328459815,0.933653846153846,0.0552067252868668,0.0427538598039104,0.0812191676828477
"Ghana","Ashanti","Atwima-Mponua",0.0923449388978557,2,32,14.2301969954952,0.308653846153846,0.0375706962302169,0.0305032138993622,0.0441506468225578
"Ghana","Ashanti","Atwima-Nwabiagya South",0.181818181818182,1,11,6.00606118582756,0.826923076923077,0.0397376138491286,0.0323463725555535,0.0461779380498012
"Ghana","Ashanti","Bekwai",0,1,8,5.05676784039476,0.7,0.0360494706235428,0.0310400488626218,0.041488856517561
"Ghana","Ashanti","Kumasi",0.25,2,24,12.3690931005188,0.971153846153846,0.0435431960034077,0.03000551385855,0.0602656740930835
"Ghana","Ashanti","Kwadaso",0.181818181818182,1,11,6.00606118582756,0.944230769230769,0.0482873468937039,0.039053161344419,0.0656802382569799
"Ghana","Ashanti","Obuasi",0.0588235294117647,1,17,7.29496927554999,0.85,0.0303948404278288,0.0183492185600776,0.0386828830395166
"Ghana","Ashanti","Sekyere Kumawu",0.166666666666667,1,12,6.2675246167886,0.346153846153846,0.0498742929130886,0.0412626360993635,0.0653534790441462
"Ghana","Ashanti","Sekyere South",0,1,14,6.72776720606064,0.675,0.0414924192779084,0.0332931763909879,0.0528065364176121
"Ghana","Bono","Dormaa West",0.25,1,16,7.11989307190604,0.339423076923077,0.0633457729548458,0.0519578461492162,0.0809740071252281
"Ghana","Bono","Sunyani West",0.166666666666667,1,6,4.23806156183858,0.535576923076923,0.082621440770535,0.0690285651015728,0.100748545266084
"Ghana","Bono","Wenchi",0.0909090909090909,1,11,6.00606118582756,0.400961538461538,0.138375330677264,0.117603724590361,0.160162746587808
"Ghana","Bono East","Kintampo North",0.421052631578947,1,19,7.61013757981062,0.0951923076923077,0.22457354184674,0.206134835074528,0.244525625056977
"Ghana","Bono East","Sene West",0.214285714285714,1,14,6.72776720606064,0.0586538461538462,0.1867805619531,0.150299971270013,0.245961162950375
"Ghana","Bono East","Techiman",0.153846153846154,1,13,6.50722364284187,0.719230769230769,0.072914355236517,0.0619086057277419,0.0940612608896253
"Ghana","Central","Agona West",0.19047619047619,1,21,7.88594269165366,0.729807692307692,0.0180370274801371,0.0133685064063648,0.0231378727382142
