"country","Admin1","Admin2","y_prev","n_psu","n_raw","n_eff","urbanicity","pred","pred_lo","pred_hi"
"Ghana","Central","Asikuma-Odoben-Brakwa",0.157894736842105,1,19,7.61013757981063,0.475,0.0164280171892632,0.0118608596653612,0.020749627325489
"Ghana","Central","Awutu Senya West",0.166666666666667,1,12,6.2675246167886,0.756730769230769,0.0345922867560844,0.0279339538545322,0.0431320340543333
"Ghana","Central","Mfantseman",0,1,6,4.23806156183858,0.795192307692308,0.0233063229531993,0.0184803287130392,0.0261612246939826
"Ghana","Central","Twifo-Atti-Morkwa",0,1,8,5.05676784039476,0.321153846153846,0.0225516862570354,0.0151038530362447,0.0349674797632374
"Ghana","Central","Twifo-Hemang-Lower Denkyira",0,1,6,4.23806156183858,0.365384615384615,0.0223872023722347,0.0170832412975597,0.0331524365193038
"Ghana","Eastern","Abuakwa South",0.166666666666667,1,18,7.457982365297,0.669230769230769,0.0153411453692763,0.0124984930083511,0.0186598482250687
"Ghana","Eastern","Akwapem North",0.0965903069269728,2,23,11.498778848518,0.719230769230769,0.0268857008165471,0.0214149228211714,0.0317099963093056
"Ghana","Eastern","Atiwa East",0.4,1,10,5.7197280975988,0.458653846153846,0.0232410276954742,0.0188537996393411,0.0302372570413831
"Ghana","Eastern","Denkyembour",0.285714285714286,1,14,6.72776720606064,0.603846153846154,0.0232082744140463,0.0190163998909076,0.0284798631325588
"Ghana","Eastern","Kwahu Afram Plains North",0.261923351650394,3,45,15.4503760449617,0.121153846153846,0.164323941616437,0.127902383598601,0.204747481055179
"Ghana","Greater Accra","Ablekuma Central",0.166666666666667,1,6,4.23806156183858,0.976923076923077,0.0368526362253996,0.0205918004273089,0.0650564767202456
"Ghana","Greater Accra","Ablekuma North",0.201663631849032,2,10,7.49172439512504,0.986538461538462,0.0320487440809307,0.0188703544345647,0.0450653088587918
"Ghana","Greater Accra","Ashaiman",0,1,5,3.75208258590771,0.947115384615385,0.0477256974343416,0.0250342006618383,0.0655927324260283
"Ghana","Greater Accra","Ayawaso West",0,1,2,1.84646919354444,0.945192307692308,0.0593333466040268,0.0457273568077677,0.0704751960173446
"Ghana","Greater Accra","Ga East",0.333333333333333,1,6,4.23806156183857,0.916346153846154,0.0293274410613199,0.0228253800596102,0.0404405514914319
"Ghana","Greater Accra","La-Dade-Kotopon",0,1,13,6.50722364284187,0.932692307692308,0.0648395373790632,0.0540487968363353,0.0779408851448516
"Ghana","Greater Accra","Tema West",0.1,1,10,5.7197280975988,0.933653846153846,0.0563518186530372,0.0389382274271851,0.0870328220022425
"Ghana","Greater Accra","Weija Gbawe",0.162653605501566,3,47,18.2894147403849,0.896153846153846,0.0437637540105651,0.029106573903508,0.0580374388869889
"Ghana","North East","Chereponi",0.166666666666667,1,12,6.2675246167886,0.146153846153846,0.65282508379221,0.598165446188541,0.744683850953902
"Ghana","North East","West Mamprusi",0.260869565217391,1,23,8.12932560575371,0.192307692307692,0.67929803133204,0.629569979214028,0.727568827463046
"Ghana","North East","Yunyoo-Nasuan",0.1,1,10,5.7197280975988,0.133653846153846,0.690117314807024,0.655977726827652,0.746566262931739
"Ghana","Northern","Gushegu",0.4,1,10,5.7197280975988,0.100961538461538,0.619624875322705,0.583791357796353,0.666253999235742
"Ghana","Northern","Kpandai",0.666666666666667,1,3,2.57224441091256,0.217307692307692,0.421870165404044,0.356268522727958,0.497927421707771
"Ghana","Northern","Nanumba South",0.454545454545455,1,11,6.00606118582756,0.214423076923077,0.466269391423652,0.404585550439479,0.51821342808174
"Ghana","Northern","Sagnerigu",0.279507682074777,2,20,10.5447934333808,0.858653846153846,0.517869419966929,0.418382186099572,0.574469496152959
"Ghana","Northern","Savelugu",0.705882352941177,1,17,7.29496927554999,0.288461538461538,0.617041885184689,0.571763685928703,0.675732019440096
"Ghana","Northern","Tamale",0.76,1,25,8.34568601672318,0.770192307692308,0.492796236964779,0.455048869464258,0.526648651938586
"Ghana","Northern","Tatale Sanguli",0.36,1,25,8.34568601672318,0.169230769230769,0.468798521505719,0.428892730097823,0.512670078235953
"Ghana","Northern","Tolon",0.53125,1,32,8.94454923507455,0.209615384615385,0.587910089878047,0.544323534960493,0.61938070589078
"Ghana","Oti","Nkwanta South",0.0714285714285714,1,14,6.72776720606064,0.111538461538462,0.202910151701552,0.155161274006832,0.2566292339139
"Ghana","Savannah","Bole",0.25,1,4,3.20142155408588,0.0875,0.396786978174964,0.368471116668812,0.437875065883384
"Ghana","Savannah","Central Gonja",0.432776451869531,2,30,13.1560520006247,0.0615384615384615,0.495644310892928,0.441927806498469,0.565674894500728
"Ghana","Savannah","North East Gonja",0.0909090909090909,1,11,6.00606118582756,0.075,0.533438139337587,0.487235971604408,0.614511474116726
"Ghana","Savannah","Sawla-Tuna-Kalba",0.111111111111111,1,18,7.457982365297,0.103846153846154,0.524411743952069,0.46561607292913,0.58076869682515
"Ghana","Upper East","Bawku West",0.333333333333333,1,9,5.40479987731646,0.298076923076923,0.724379967751749,0.685717259485507,0.783015499608923
"Ghana","Upper East","Binduri",0.669477234401349,2,30,13.8540197667642,0.375,0.724482809346969,0.67777142185166,0.776999712337795
"Ghana","Upper East","Builsa South",0.285714285714286,1,7,4.67012285642276,0.0548076923076923,0.664398041324447,0.620452636070091,0.716546477934505
"Ghana","Upper East","Kasena Nankana East",0.390446202288611,2,22,8.56943012333821,0.542307692307692,0.637325213181188,0.566496072994327,0.688598459723612
"Ghana","Upper East","Talensi",0.538461538461539,1,13,6.50722364284187,0.359615384615385,0.655249367885248,0.597114545333598,0.700617443685319
"Ghana","Upper West","Jirapa",0.111111111111111,1,9,5.40479987731646,0.329807692307692,0.618109321630577,0.558972845337215,0.674744565111699
"Ghana","Upper West","Lambussie-Karni",0.285714285714286,1,14,6.72776720606064,0.220192307692308,0.628160267564338,0.543132638834967,0.703050209245429
"Ghana","Upper West","Sissala East",0.529411764705882,1,17,7.29496927554999,0.0557692307692308,0.61278055004783,0.571668294876718,0.677035580827329
"Ghana","Upper West","Wa East",0.357142857142857,1,14,6.72776720606064,0.0384615384615385,0.53925579500047,0.479510915718939,0.611422138291027
"Ghana","Upper West","Wa Municipal",0.0502114164904863,2,16,9.9848693993582,0.689423076923077,0.553066328256102,0.509198389140357,0.635191164469236
"Ghana","Volta","Afadzato South",0.0869565217391304,1,23,8.12932560575371,0.507692307692308,0.0690746222089817,0.0522419242776807,0.0871440835226663
"Ghana","Volta","Akatsi South",0.125,1,8,5.05676784039476,0.643269230769231,0.105949517876909,0.0875992250546798,0.114469108981442
"Ghana","Volta","Ho Municipal",0,1,1,1,0.761538461538461,0.0660744719729647,0.0455291205898927,0.0825070369319754
"Ghana","Volta","South Tongu",0.25,1,8,5.05676784039476,0.625961538461538,0.0943687112712824,0.069913089992088,0.118102218634502
"Ghana","Western","Effia Kwesimintsim",0,1,7,4.67012285642276,0.876923076923077,0.0159060416062909,0.0115713642180762,0.0191543164384455
"Ghana","Western","Ellembelle",0.111111111111111,1,18,7.457982365297,0.420192307692308,0.0127130235187047,0.00941968513452546,0.0173536425810495
"Ghana","Western","Jomoro",0.125,1,8,5.05676784039476,0.409615384615385,0.0187379745104689,0.0134006493061058,0.025140228572448
"Ghana","Western","Mpohor",0,2,13,8.03549074530684,0.349038461538462,0.0142792613057803,0.00889986861264618,0.0214940147272121
"Ghana","Western","Prestea-Huni Valley",0,1,18,7.457982365297,0.418269230769231,0.0182906389203006,0.0150036672204996,0.0280391894695244
"Ghana","Western North","Sefwi-Akontombra",0,1,19,7.61013757981062,0.2,0.0302582624571689,0.0229582965662611,0.0415875914836516
"Malawi","Balaka","TA Kalembo",0.571428571428571,1,7,3.29546282289937,0.603909465020576,0.186810738491264,0.124073849660868,0.274947677808786
"Malawi","Balaka","TA Nsamala",0.333333333333333,1,6,3.09792996034603,0.42798353909465,0.205791072581381,0.105820459527927,0.381546853328161
"Malawi","Blantyre","Blantyre City",0.443361861370418,2,9,5.43459103080315,0.989711934156379,0.478433021627616,0.208805502111514,0.600133251788576
"Malawi","Blantyre","TA Kuntaja",0,1,2,1.68441558867987,0.696502057613169,0.273581245540633,0.16165673444574,0.39808092582762
"Malawi","Chikwawa","TA Kasisi",0.111111111111111,1,9,3.60166618708239,0.328189300411523,0.19450233151387,0.0937994818965908,0.410589313225221
"Malawi","Chikwawa","TA Lundu",0.5,1,16,4.19910972188687,0.787037037037037,0.203030762107725,0.0441250023183994,0.422790415187122
"Malawi","Chiradzulu","TA Kadewere",0.1875,1,16,4.19910972188687,0.681584362139918,0.162584875223903,0.142197520140012,0.199540847848202
"Malawi","Chiradzulu","TA Mpama",0.166666666666667,1,6,3.09792996034603,0.784979423868313,0.24365550219102,0.132390780240002,0.339578906132555
"Malawi","Chiradzulu","TA Nchema",0.153846153846154,1,13,4.00213628939869,0.638374485596708,0.212689356353159,0.12805950502219,0.360521517383559
"Malawi","Chitipa","Chitipa Boma",0.6,1,5,2.858087282755,0.782407407407407,0.359219007438111,0.0789222636521297,0.562592107021262
"Malawi","Chitipa","Nyika N.P. - Chitipa",0.1,1,10,3.72273252888168,0.101337448559671,0.148446729893693,0.0782917930869058,0.260418377920276
"Malawi","Chitipa","TA Mwabulambya",0.142857142857143,1,7,3.29546282289937,0.284465020576132,0.257840555066033,0.1009042742393,0.346294631888123
"Malawi","Chitipa","TA Mwenemisuku",0.0593890980947765,2,16,6.89996921594281,0.170267489711934,0.174445883375801,0.0340285442916252,0.308597459978609
"Malawi","Chitipa","TA Mwenewenya",0.266666666666667,1,15,4.1402426529008,0.134259259259259,0.103847299649925,0.0294612824634282,0.236646024040251
"Malawi","Dedza","TA Kaphuka",0.1,1,10,3.72273252888168,0.661522633744856,0.0329634204084578,0.0156161259861577,0.0450732677314309
"Malawi","Dedza","TA Pemba",0,1,32,4.70033981518449,0.578189300411523,0.0267728753803515,0.0180930588883936,0.0419512213128176
"Malawi","Dedza","TA Tambala",0.0555555555555556,1,18,4.30103174006302,0.392489711934156,0.0206426942284588,0.0181172493997784,0.0262755012129865
"Malawi","Dowa","SC Kayembe",0.125,1,8,3.46097401416033,0.646090534979424,0.0552038061617625,0.0306333954870814,0.123514470226871
"Malawi","Dowa","SC Mkukula",0.111111111111111,1,9,3.60166618708239,0.675925925925926,0.0389734738681909,0.02603382045087,0.0766793753805099
"Malawi","Dowa","SC Mponela",0.142857142857143,1,7,3.29546282289937,0.753086419753086,0.0554378649601179,0.035755686521792,0.101948711874234
"Malawi","Dowa","TA Dzoole",0,1,3,2.18227707067639,0.711934156378601,0.0607488672657513,0.029010893908758,0.0826181062294251
"Malawi","Karonga","Karonga Town",0.0909090909090909,1,11,3.82801184578536,0.915637860082305,0.829801131581104,0.776811903946375,0.884075724834241
"Malawi","Karonga","TA Kilupula",0.164322286368891,2,19,7.30801279438,0.416152263374486,0.310568480528104,0.169821097952435,0.429043723496843
"Malawi","Karonga","TA Kyungu",0.220424927439165,3,43,11.6806787388377,0.259259259259259,0.226300322195601,0.0668270611640944,0.413922971768718
"Malawi","Karonga","TA Wasambo",0.133333333333333,1,15,4.1402426529008,0.390432098765432,0.391051235051178,0.279716216524527,0.601819612731663
"Malawi","Kasungu","SC Kawamba",0.285714285714286,1,14,4.07495516304543,0.256172839506173,0.0564890202023643,0.0328807188427,0.0789440999581408
"Malawi","Kasungu","TA Kaluluma",0.125,1,8,3.46097401416033,0.443415637860082,0.18964587336573,0.0965903215206508,0.277202265992818
"Malawi","Kasungu","TA Mwase",0.111111111111111,1,9,3.60166618708239,0.461934156378601,0.122856172438479,0.0697080353868664,0.196544592144812
"Malawi","Kasungu","TA Santhe",0.2,1,10,3.72273252888168,0.397119341563786,0.0965894596547274,0.0529170325821126,0.168191642391806
"Malawi","Lilongwe","Lilongwe City",0.6,1,10,3.72273252888168,0.97119341563786,0.376329091983268,0.202231439797667,0.59224325412188
"Malawi","Lilongwe","TA Chiseka",0,1,13,4.00213628939869,0.425411522633745,0.0444951478689547,0.0299032287661137,0.0823009875929347
"Malawi","Lilongwe","TA Kabudula",0.25,1,8,3.46097401416033,0.606481481481482,0.0236957618586511,0.0114815705515246,0.0408295227769097
"Malawi","Lilongwe","TA Khongoni",0,1,8,3.46097401416033,0.595679012345679,0.0364941508657755,0.0234669629821022,0.0775405260457758
"Malawi","Machinga","TA Kawinga",0.222222222222222,1,18,4.30103174006302,0.411522633744856,0.221148215189175,0.100152011268892,0.366644795012255
"Malawi","Mangochi","SC Chowe",0.3,1,10,3.72273252888168,0.515432098765432,0.135859326987448,0.0775911709532525,0.187228029158976
"Malawi","Mangochi","TA Mponda",0.285714285714286,1,7,3.29546282289937,0.602880658436214,0.268227711192223,0.216133088555694,0.334024140800156
"Malawi","Mangochi","TA Nankumba",0.117647058823529,1,17,4.25245906755329,0.313786008230453,0.236246453716952,0.104151730142622,0.348038887745107
"Malawi","Mchinji","SC Dambe",0.19047619047619,1,21,4.42374538654143,0.449588477366255,0.0443280444699522,0.0229292129506144,0.0794564417593767
"Malawi","Mchinji","SC Mduwa",0.0714285714285714,1,14,4.07495516304543,0.481481481481482,0.0412938218619713,0.0300666985187429,0.065968688572397
"Malawi","Mchinji","TA Mlonyeni",0.166666666666667,1,12,3.92040306501977,0.609053497942387,0.0579207667121838,0.0359268787733589,0.0719835956879709
"Malawi","Mchinji","TA Zulu",0.166666666666667,1,12,3.92040306501977,0.715020576131687,0.0478831355152891,0.0373174499665659,0.0628147833112831
"Malawi","Mulanje","SC Juma",0.285714285714286,1,14,4.07495516304543,0.454218106995885,0.120491683015953,0.0635910058682495,0.177748130829662
"Malawi","Mulanje","TA Mabuka",0.206781780629792,2,18,6.79894578255907,0.688271604938272,0.200194601597926,0.077980258654342,0.376160080248866
"Malawi","Mwanza","Majete Game Reserve - Mwanza",0.0909090909090909,1,11,3.82801184578536,0.130144032921811,0.124443697741869,0.0611694717072784,0.213910499202657
"Malawi","Mwanza","TA Nthache",0,1,5,2.858087282755,0.555555555555556,0.121803061039315,0.0482433031836305,0.166598264750139
"Malawi","Mzimba","Mzimba Boma",0.333333333333333,1,6,3.09792996034603,0.972222222222222,0.517234126742099,0.151434069548011,0.673784552167589
"Malawi","Mzimba","Mzuzu City",0.374391218396001,2,10,5.59576075723843,0.932098765432099,0.64320322882628,0.217922831658813,0.855284497404736
"Malawi","Mzimba","TA Chindi",0.267805863338109,2,25,7.50020983707884,0.296810699588477,0.181197293705911,0.0776810230296903,0.273406914374116
"Malawi","Mzimba","TA M'Mbelwa",0.315789473684211,1,19,4.3454417748099,0.462962962962963,0.25951446007139,0.105751897499012,0.417445300800088
"Malawi","Mzimba","TA Mabulabo",0.0555555555555556,1,18,4.30103174006302,0.354938271604938,0.303088056402038,0.144020386639258,0.411702638274927
"Malawi","Mzimba","TA Mtwalo",0.214285714285714,1,14,4.07495516304543,0.333333333333333,0.262940743604028,0.0772482040594809,0.516585161059182
"Malawi","Neno","TA Ngozi",0.485441853884006,2,16,3.88735069344043,0.210390946502058,0.0348161068947681,0.0208051037148774,0.0890081945489352
"Malawi","Neno","TA Symon",0.285714285714286,1,7,3.29546282289937,0.37037037037037,0.169757656022597,0.0675801601530731,0.326376923575928
"Malawi","Nkhata Bay","SC Malanda",0.142857142857143,1,7,3.29546282289937,0.437242798353909,0.198868638301755,0.0697873810557452,0.497338263577884
"Malawi","Nkhata Bay","TA Fukamapiri",0,1,12,3.92040306501977,0.190843621399177,0.176894932329874,0.0779232275129968,0.305833570624815
"Malawi","Nkhata Bay","TA Kabunduli",0.176470588235294,1,17,4.25245906755329,0.169753086419753,0.112417030981072,0.0170345766121084,0.346707915188105
"Malawi","Nkhata Bay","TA Musisya",0.153846153846154,1,13,4.00213628939869,0.116769547325103,0.0981397557428003,0.0322118553283339,0.3636182754587
"Malawi","Nkhata Bay","TA Timbiri",0.0473807043972464,3,32,10.6679435799863,0.184670781893004,0.299311900097173,0.180055277012199,0.497548183296866
"Malawi","Nkhotakota","Nkhotakota Boma",0.166666666666667,1,6,3.09792996034603,0.965020576131687,0.57178361645694,0.442275151079872,0.731400803167538
"Malawi","Nkhotakota","TA Kanyenda",0.133333333333333,1,15,4.1402426529008,0.570987654320988,0.308439249719966,0.225612244720971,0.418760747587266
"Malawi","Nkhotakota","TA Malenga Chanzi",0.222222222222222,1,9,3.60166618708239,0.589506172839506,0.249030476646871,0.151848316414138,0.347133902446089
"Malawi","Nkhotakota","TA Mwadzama",0.315789473684211,1,19,4.3454417748099,0.294753086419753,0.075521068730749,0.0372877208268914,0.136830103752575
"Malawi","Nsanje","Nsanje Boma",0.5,1,4,2.56071077490138,0.929012345679012,0.291254908211243,0.108603686778311,0.463699327212897
"Malawi","Nsanje","SC Mbenje",0.3125,1,16,4.19910972188687,0.531893004115226,0.441318557638806,0.220226641454122,0.611795155286698
"Malawi","Nsanje","TA Ndamera",0.1,1,10,3.72273252888168,0.336934156378601,0.423495819903416,0.235303314819806,0.643841336198057
"Malawi","Ntcheu","SC Goodson Ganya",0.153846153846154,1,13,4.00213628939869,0.478909465020576,0.0657266469296626,0.0482293588864872,0.0891058498012785
"Malawi","Ntcheu","SC Makwangwala",0.307692307692308,1,13,4.00213628939869,0.541666666666667,0.0705210593765324,0.0516118285454307,0.104028861526725
"Malawi","Ntcheu","TA Njolomole",0.2,1,15,4.1402426529008,0.698559670781893,0.052174158606762,0.0309502356537527,0.0861608368592286
"Malawi","Ntcheu","TA Phambala",0.0769230769230769,1,13,4.00213628939869,0.22582304526749,0.10506060966269,0.0670443669521168,0.133949767323338
"Malawi","Ntchisi","SC Chilooko",0.2,1,10,3.72273252888168,0.512345679012346,0.0290422373118668,0.0211554903308779,0.038816182077809
"Malawi","Ntchisi","SC Nthondo",0.117647058823529,1,17,4.25245906755329,0.270061728395062,0.0197474366475581,0.01314013656389,0.0284050859169186
"Malawi","Ntchisi","TA Kalumo",0.0833333333333333,1,12,3.92040306501977,0.673868312757202,0.0526667030450251,0.0345188892504415,0.0830806981044488
"Malawi","Phalombe","TA Mkhumba",0.400512033528297,3,35,8.7057166450073,0.595164609053498,0.23141180920117,0.162505813532656,0.303498263396432
"Malawi","Rumphi","Rumphi Boma",0.400862445520816,2,17,6.99338327850274,0.954732510288066,0.662391600522763,0.190417510973991,0.917770260812736
"Malawi","Rumphi","SC Chapinduka",0.363636363636364,1,11,3.82801184578536,0.101337448559671,0.130910787249901,0.038100126596891,0.239253957783125
"Malawi","Rumphi","SC Kachulu",0.666666666666667,1,9,3.60166618708239,0.191872427983539,0.0784182086981927,0.0275135727377887,0.174174841181846
"Malawi","Rumphi","SC Mwankhunikira",0.2,1,5,2.858087282755,0.188786008230453,0.234270631849143,0.0884482053592414,0.365560318245277
"Malawi","Rumphi","TA Chikulamayembe",0.37299931240732,2,27,8.06000915741201,0.37962962962963,0.169982975614395,0.0581914946214621,0.353390973522544
"Malawi","Salima","SC Kambwiri",0.0769230769230769,1,13,4.00213628939869,0.380658436213992,0.0492876131491666,0.018670760807322,0.122008156511647
"Malawi","Salima","TA Karonga",0.142857142857143,1,7,3.29546282289937,0.439300411522634,0.0587000318160696,0.0206108267203909,0.193966943566685
"Malawi","Salima","TA Khombedza",0.181818181818182,1,11,3.82801184578536,0.380144032921811,0.0489047673387206,0.0224845717567662,0.0941211860851219
"Malawi","Salima","TA Maganga",0.0833333333333333,1,12,3.92040306501977,0.713991769547325,0.166651667674217,0.0757909205949149,0.415314665564667
"Malawi","Thyolo","SC Mbawela",0.181818181818182,1,11,3.82801184578536,0.53858024691358,0.0695944534007318,0.0246216200612681,0.146809985630613
"Malawi","Thyolo","TA Bvumbwe",0.181818181818182,1,11,3.82801184578536,0.860082304526749,0.0744285274501272,0.0514514504677278,0.0979936906803603
"Malawi","Thyolo","TA Nchilamwela",0,1,1,1,0.745884773662551,0.173177754721596,0.0597716230757829,0.279293021443007
"Malawi","Zomba","SC Mbiza",0,1,14,4.07495516304543,0.588477366255144,0.326085993877037,0.192068589215548,0.462015126564848
"Malawi","Zomba","TA Malemia",0.214520152149098,2,46,8.96710157566915,0.734567901234568,0.272145469903875,0.175802308933877,0.364842885867015
