method,outcome,held_out,n_train,n_test,pearson_r,spearman_r,mae_pp,rmse_pp,mean_bias_pp
h6_plus_bucketA,child_vitA,Gambia,176,30,0.605,0.633,9.48,11.88,0.04
h6_plus_bucketA,child_vitA,Ghana,131,75,0.278,0.289,10.82,13.53,1.61
h6_plus_bucketA,child_vitA,SierraLeone,192,14,0.123,0.182,8.15,9.93,-5.96
h6_plus_bucketA,child_vitA,Malawi,119,87,-0.024,-0.026,15.04,18.2,8.06
h6_plus_bucketA,women_vitA,Gambia,176,30,0.408,0.344,3.85,5.91,-2.13
h6_plus_bucketA,women_vitA,Ghana,131,75,-0.032,-0.052,3.24,4.04,1.42
h6_plus_bucketA,women_vitA,SierraLeone,192,14,0.018,-0.165,1.5,2.25,-1.47
h6_plus_bucketA,women_vitA,Malawi,119,87,0.168,0.107,5.17,5.97,2.27
h6_plus_bucketA,child_iron,Gambia,176,30,0.487,0.5,37.08,39.88,-37.08
h6_plus_bucketA,child_iron,Ghana,131,75,0.56,0.528,14.25,17.81,-3.85
h6_plus_bucketA,child_iron,SierraLeone,192,14,0.437,0.591,4.94,6.23,1.3
h6_plus_bucketA,child_iron,Malawi,119,87,0.019,0.058,17.01,22.11,8.95
h6_plus_bucketA,women_iron,Gambia,176,30,-0.7,-0.715,33.73,38.73,-33.73
h6_plus_bucketA,women_iron,Ghana,131,75,0.351,0.324,13.28,16.35,7.48
h6_plus_bucketA,women_iron,SierraLeone,192,14,0.034,0.064,6.67,8.57,-4.22
h6_plus_bucketA,women_iron,Malawi,119,87,0.066,0.074,15.04,18.89,0.84
