outcome,label,domain,n_dom_cols,auc_full,auc_reduced,delta_auc,brier_full,brier_reduced,delta_brier
child_vitA,VAD — children,GW,3,0.8781625781625781,0.6323953823953823,0.24576719576719586,0.1309377823134414,0.2159282253157408,0.08499044300229941
child_vitA,VAD — children,DHS,2,0.8781625781625781,0.8133237133237133,0.06483886483886481,0.1309377823134414,0.16442104805366564,0.033483265740224255
child_vitA,VAD — children,MICS,1,0.8781625781625781,0.8536315536315536,0.024531024531024515,0.1309377823134414,0.14196120261961062,0.011023420306169235
women_vitA,VAD — women,GW,3,0.8970307529162248,0.6457051961823965,0.2513255567338283,0.13078941924958415,0.23265536332514045,0.1018659440755563
women_vitA,VAD — women,DHS,2,0.8970307529162248,0.8562036055143161,0.04082714740190874,0.13078941924958415,0.15407010030679452,0.023280681057210373
women_vitA,VAD — women,MICS,1,0.8970307529162248,0.8960763520678685,0.000954400848356296,0.13078941924958415,0.13081433832682468,2.4919077240531662e-05
