outcome,label,n,obs_prevalence,rmse,r2,auc_cont,auc_bin,brier_bin,brier_null,calib_intercept,calib_slope
child_vitA,VAD — children,303,0.6534653465346535,0.256648464274677,0.6244717834637223,0.8840788840788841,0.8781625781625781,0.1309377823134414,0.22644838741299872,0.5098362067274235,0.125677271959958
women_vitA,VAD — women,197,0.41624365482233505,0.20779467696972087,0.7250064765640907,0.9132555673382821,0.8970307529162248,0.13078941924958415,0.24298487464247984,0.4853085470529841,0.12394891045042176
