"column","outcome","country","n","rho","z"
"tmc_lst_night_win","child_vitA","Gambia",30,0.376195773081201,2.05570625142635
"tmc_lst_night_anom","child_vitA","Gambia",30,0.096329254727475,0.502098396899383
"tmc_lst_night_lag1","child_vitA","Gambia",30,0.304115684093437,1.63184392505932
"tmc_lst_night_lag2","child_vitA","Gambia",30,0.373526140155729,2.03956643742293
"tmc_precip_win","child_vitA","Gambia",30,-0.30055617352614,-1.61148740692379
"tmc_precip_anom","child_vitA","Gambia",30,0.33392658509455,1.80431792787859
"tmc_precip_prev3","child_vitA","Gambia",30,-0.0696329254727475,-0.36240979783968
"tmc_fieldwork_month","child_vitA","Gambia",30,-0.216928825357571,-1.14539311575998
"sea_precip_amp","child_vitA","Gambia",30,-0.516796440489433,-2.97198555025263
"sea_precip_cv","child_vitA","Gambia",30,-0.393993325917686,-2.16429310428484
"sea_precip_peak_month","child_vitA","Gambia",30,0.592473584521129,3.54101691496456
"sea_precip_conc","child_vitA","Gambia",30,-0.508787541713014,-2.91552193315084
"sea_lst_night_peak_month","child_vitA","Gambia",30,-0.667456184354768,-4.18883377936521
"tmc_lst_night_win","women_vitA","Gambia",30,0.412235817575083,2.27748295101976
"tmc_lst_night_anom","women_vitA","Gambia",30,0.150166852057842,0.786235710065445
"tmc_lst_night_lag1","women_vitA","Gambia",30,0.303225806451613,1.62675026848737
"tmc_lst_night_lag2","women_vitA","Gambia",30,0.328587319243604,1.77315458852015
"tmc_precip_win","women_vitA","Gambia",30,-0.410901001112347,-2.26913258203021
"tmc_precip_anom","women_vitA","Gambia",30,0.433147942157953,2.40979444203165
"tmc_precip_prev3","women_vitA","Gambia",30,-0.118131256952169,-0.616707487605838
"tmc_fieldwork_month","women_vitA","Gambia",30,-0.11355838853197,-0.592622906399529
"sea_precip_amp","women_vitA","Gambia",30,-0.54972191323693,-3.21113235710465
"sea_precip_cv","women_vitA","Gambia",30,-0.221357063403782,-1.16956372339947
"sea_precip_peak_month","women_vitA","Gambia",30,0.407588210628011,2.24845581492186
"sea_precip_conc","women_vitA","Gambia",30,-0.360177975528365,-1.95941915295653
"sea_lst_night_peak_month","women_vitA","Gambia",30,-0.396206867425205,-2.1779226391178
"tmc_lst_night_win","child_iron","Gambia",30,0.28587319243604,1.52801369531152
"tmc_lst_night_anom","child_iron","Gambia",30,0.17908787541713,0.940712376424089
"tmc_lst_night_lag1","child_iron","Gambia",30,0.25650723025584,1.36329390844727
"tmc_lst_night_lag2","child_iron","Gambia",30,0.238709677419355,1.26477142267226
"tmc_precip_win","child_iron","Gambia",30,0.0674082313681869,0.350795412951687
"tmc_precip_anom","child_iron","Gambia",30,0.111457174638487,0.5815646996681
"tmc_precip_prev3","child_iron","Gambia",30,-0.14972191323693,-0.783870563754231
"tmc_fieldwork_month","child_iron","Gambia",30,-0.00621216567461542,-0.0322797749609718
"sea_precip_amp","child_iron","Gambia",30,-0.234705228031146,-1.24272858756372
"sea_precip_cv","child_iron","Gambia",30,-0.234260289210234,-1.24028210465711
"sea_precip_peak_month","child_iron","Gambia",30,0.306741643049946,1.64689266728758
"sea_precip_conc","child_iron","Gambia",30,-0.349054505005562,-1.89330476999256
"sea_lst_night_peak_month","child_iron","Gambia",30,-0.396483935164663,-2.1796306336525
"tmc_lst_night_win","women_iron","Gambia",30,0.413125695216908,2.28305601437529
"tmc_lst_night_anom","women_iron","Gambia",30,0.218687430478309,1.15498619847878
"tmc_lst_night_lag1","women_iron","Gambia",30,0.339710789766407,1.83821973205496
"tmc_lst_night_lag2","women_iron","Gambia",30,0.332591768631813,1.79651546130692
"tmc_precip_win","women_iron","Gambia",30,-0.224026696329255,-1.18415937632295
"tmc_precip_anom","women_iron","Gambia",30,0.373971078976641,2.04225379976077
"tmc_precip_prev3","women_iron","Gambia",30,-0.300111234705228,-1.60894622112569
"tmc_fieldwork_month","women_iron","Gambia",30,-0.00571519242064619,-0.0296973342844695
"sea_precip_amp","women_iron","Gambia",30,-0.492324805339266,-2.80137201815421
"sea_precip_cv","women_iron","Gambia",30,-0.335261401557286,-1.81212822692524
"sea_precip_peak_month","women_iron","Gambia",30,0.424395971891022,2.35407307849085
"sea_precip_conc","women_iron","Gambia",30,-0.464293659621802,-2.61247506947376
"sea_lst_night_peak_month","women_iron","Gambia",30,-0.434165147730976,-2.4163042127755
"tmc_lst_night_win","child_vitA","Ghana",75,0.315817923186344,2.77464318162745
