"outcome","country","rank_from","set","n_raw_total","f_cross_A1","f_cross_A2","f_cross_C_A1","mae_A1_f05","mae_B_f05","mae_C_f05","mae_A1_f25","mae_B_f25","resp_cross_A1","resp_cross_A2"
"child_iron","Gambia","level","climate_soil",1013,0.6,0.6,0.6,16.1964187207436,30.7319540792985,23.4843733649243,12.0828833541211,18.0616519730944,608,608
"child_iron","Gambia","level","full",1013,0.6,0.6,0.6,13.4580370905167,31.6847418256567,23.5658778378578,11.7577831867671,17.8304058849866,608,608
"child_iron","Gambia","prev","climate_soil",1013,0.6,0.6,0.6,13.8239547018262,31.816422391965,22.5451528474448,11.3573549194064,19.222883719847,608,608
"child_iron","Gambia","prev","full",1013,0.6,0.6,0.6,13.7591546781584,32.6195242195199,20.515797805217,11.324898062425,18.3063294860057,608,608
"child_iron","Ghana","level","climate_soil",1165,0.4,0.6,0.25,13.9012364045091,26.3590672892482,19.4203738053448,12.744713760463,15.2695907754346,466,699
"child_iron","Ghana","level","full",1165,0.4,0.6,0.25,14.7775412051883,27.1947787566453,19.2497464208239,13.6791718275127,14.7040022664973,466,699
"child_iron","Ghana","prev","climate_soil",1165,0.4,0.6,0.25,14.8606281564849,25.429020462826,18.0780550306442,13.0659823864476,15.0985983620307,466,699
"child_iron","Ghana","prev","full",1165,0.4,0.6,0.15,15.2842902179831,26.1910625422172,19.0362272037439,13.6399980917903,15.1358096718178,466,699
"child_iron","Malawi","level","climate_soil",1149,0.6,0.6,0.25,11.3350447669845,26.5506228429725,13.6831453489912,9.66308150661345,14.4154816289003,689,689
"child_iron","Malawi","level","full",1149,0.6,0.6,0.1,12.2910394666034,26.01498272115,12.3515264808488,10.9889392744156,14.9860565163894,689,689
"child_iron","Malawi","prev","climate_soil",1149,0.6,0.6,0.15,11.205799348665,24.9286293533878,14.7953037589346,9.725707381892,14.219868864157,689,689
"child_iron","Malawi","prev","full",1149,0.4,0.6,0.1,12.6651100190575,26.7231647068269,14.2520268419959,10.9616517688545,14.3557973023032,460,689
"child_iron","SierraLeone","level","climate_soil",486,0.4,0.4,0.25,5.08446792442947,10.1183737825264,6.92305676852738,4.55799396625643,4.67786206877847,194,194
"child_iron","SierraLeone","level","full",486,0.4,0.6,0.25,4.73860980797379,10.6104833020925,6.68316182328869,4.50063472790293,4.66456956344528,194,292
"child_iron","SierraLeone","prev","climate_soil",486,0.6,0.6,0.4,5.05385813588741,10.3414576974313,6.04670568776697,4.21022769236491,5.47311643984954,292,292
