"estimand","n_train","n_test","country","outcome","target","rep","mse_pick","rank_pick","library","w_mean","wr_mean","rho_mean","w_lasso","wr_lasso","rho_lasso","w_enet","wr_enet","rho_enet","w_ridge","wr_ridge","rho_ridge","w_ranger","wr_ranger","rho_ranger","w_xgb","wr_xgb","rho_xgb","w_domain_index","wr_domain_index","rho_domain_index","w_domain_pc_ridge","wr_domain_pc_ridge","rho_domain_pc_ridge","w_domain_pc_enet","wr_domain_pc_enet","rho_domain_pc_enet","w_domain_pc1_ols","wr_domain_pc1_ols","rho_domain_pc1_ols","w_hapc","wr_hapc","rho_hapc","w_hapc_lasso","wr_hapc_lasso","rho_hapc_lasso","w_spatial_gam","wr_spatial_gam","rho_spatial_gam","w_spatial_plus_domain","wr_spatial_plus_domain","rho_spatial_plus_domain"
"infill",12,2,"SierraLeone","child_vitA","prev",1,"ranger","domain_pc1_ols","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.550242278011401,NA,-0.301870714603505,0.0758846521390693,NA,-0.11267885043264,0,NA,-0.170229891701122,0,NA,-0.11267885043264,0.146483466423861,NA,0.055944055944056,0.18910966539473,NA,0.034965034965035,0,NA,0.195804195804196,0,NA,-0.1408485630408,0,NA,-0.301870714603505,0.0382799380309391,NA,0.244755244755245,0,NA,0.041958041958042,0,NA,-0.0915515659765198,0,NA,-0.301870714603505,0,NA,-0.301870714603505
"infill",12,2,"SierraLeone","child_vitA","prev",2,"enet","domain_pc1_ols","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.425391001355726,0,NA,-0.435555689521186,0.97922275515819,NA,-0.425391001355726,0,NA,-0.413594898452891,0,NA,-0.412587412587413,0,NA,-0.223776223776224,0,NA,-0.0979020979020979,0,NA,-0.381402333248451,0,NA,-0.413594898452891,0.0207772448418099,NA,0.384615384615385,0,NA,0.020979020979021,0,NA,-0.23944255716936,0,NA,-0.425391001355726,0,NA,-0.425391001355726
"infill",12,2,"SierraLeone","child_vitA","prev",3,"domain_pc_enet","domain_pc1_ols","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.305699202718803,0,NA,-0.311798927039176,0,NA,-0.323283882467735,0,NA,-0.290045513524815,0,NA,-0.223776223776224,0,NA,-0.125874125874126,0,NA,-0.020979020979021,0,NA,-0.242470857989028,0.982906067003666,NA,0.0427889749392402,0.0170939329963339,NA,0.244755244755245,0,NA,-0.153846153846154,0,NA,-0.199681883049787,0,NA,-0.291142097827431,0,NA,-0.291142097827431
"region",12,2,"SierraLeone","child_vitA","prev",1,"enet","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0.608595294091298,NA,-0.294268519542886,0,NA,-0.211536124290592,0.0919759921783327,NA,-0.0106778470847004,0,NA,-0.0747449295929027,0,NA,0.055944055944056,0,NA,-0.195804195804196,0.276713606997018,NA,0.20979020979021,0,NA,-0.0492969970642799,0,NA,0.18310313195304,0.022715106733352,NA,0.0909090909090909,0,NA,0.034965034965035,0,NA,-0.0818634943160363,0,NA,-0.294268519542886,0,NA,-0.294268519542886
"infill",12,2,"SierraLeone","child_vitA","level",1,"spatial_gam","xgb","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.449124721727166,0,NA,-0.449124721727166,0,NA,-0.622377622377623,0,NA,-0.457757829882599,0,NA,-0.342657342657343,0,NA,-0.0699300699300699,0,NA,-0.181818181818182,0,NA,-0.460295662990953,0,NA,-0.504133345180567,1,NA,-0.0909090909090909,0,NA,-0.34965034965035,0,NA,-0.401845420071467,0,NA,-0.346046916740603,0,NA,-0.346046916740603
"infill",12,2,"SierraLeone","child_vitA","level",2,"lasso","xgb","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.0770104399006055,0,NA,0.15006540563335,0,NA,-0.0770104399006055,0,NA,-0.334181091989119,0,NA,0.020979020979021,0,NA,0.27972027972028,0,NA,0.034965034965035,0,NA,-0.0909819055710723,0,NA,-0.229274402039102,1,NA,0.027972027972028,0,NA,-0.251748251748252,0,NA,-0.223776223776224,0,NA,-0.304374595797631,0,NA,-0.304374595797631
"infill",12,2,"SierraLeone","child_vitA","level",3,"mean","xgb","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.065506972011172,0,NA,-0.065506972011172,0,NA,-0.121456460042182,0,NA,-0.181818181818182,0,NA,0.055944055944056,0.880925463310637,NA,0.41958041958042,0,NA,-0.027972027972028,0,NA,-0.050011483546781,0,NA,-0.065506972011172,0.119074536689363,NA,0.00699300699300699,0,NA,-0.27972027972028,0,NA,-0.458548804078204,0,NA,-0.458548804078204,0,NA,-0.458548804078204
"region",12,2,"SierraLeone","child_vitA","level",1,"spatial_gam","lasso","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.320342945325166,0,NA,0.118262479197817,0,NA,-0.321476336057173,0,NA,-0.365314018246788,0,NA,-0.482517482517483,0,NA,-0.367776395877632,0,NA,-0.454545454545455,0,NA,-0.365314018246788,0,NA,-0.372620298611724,0,NA,-0.188811188811189,0,NA,-0.587412587412588,0,NA,-0.493077372992185,1,NA,-0.43954032032988,0,NA,-0.43954032032988
"infill",12,2,"SierraLeone","women_vitA","prev",1,"domain_index","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.145055074124784,0.341751981815761,NA,0.0584190661288535,0,NA,-0.0530318248561117,0,NA,-0.136367549630001,0,NA,0.152273894600528,0,NA,0.0507579648668426,0.658248018184239,NA,0.166776170276769,0,NA,-0.378798748972226,0,NA,0,0,NA,0.0870136540574445,0,NA,-0.253789824334213,0,NA,-0.248281031047627,0,NA,-0.0763447758551496,0,NA,-0.0763447758551496
"infill",12,2,"SierraLeone","women_vitA","prev",2,"domain_index","domain_index","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.0722480464772593,0,NA,-0.0722480464772593,0,NA,-0.0722480464772593,0,NA,-0.0417476095649488,0,NA,0.0145022756762407,0,NA,0.0507579648668426,0.633714002885806,NA,0.253789824334213,0,NA,-0.0417476095649488,0,NA,-0.0722480464772593,0.0433197381312247,NA,0.174027308114889,0,NA,0.0507579648668426,0,NA,-0.0989336268082113,0.32296625898297,NA,-0.0722480464772593,0,NA,-0.0722480464772593
"infill",12,2,"SierraLeone","women_vitA","prev",3,"domain_index","domain_pc1_ols","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.132080922297702,0,NA,-0.132080922297702,0.0474970237259329,NA,0.0648241422966152,0,NA,-0.00190312273167978,0.0861668710003545,NA,0.227672175646703,0.493108512507739,NA,0.156757891428878,0.263322560559707,NA,0.24260149863993,0,NA,-0.102751004492914,0,NA,-0.102751004492914,0.109905032206266,NA,0.257530821633156,0,NA,0.0373233074830661,0,NA,-0.160911950432299,0,NA,-0.256392378577891,0,NA,-0.256392378577891
"region",12,2,"SierraLeone","women_vitA","prev",1,"mean","domain_pc1_ols","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.174950643951039,0,NA,-0.174950643951039,0,NA,-0.362656480207059,0,NA,-0.173578460851896,0,NA,-0.481470666531552,0,NA,-0.0933082687076652,0,NA,-0.156757891428878,0.900384895491863,NA,-0.105243823222934,0,NA,-0.240642866181037,0.0996151045081374,NA,0.40682405156542,0,NA,-0.4516120205451,0,NA,-0.445061637312293,0,NA,-0.254473663928784,0,NA,-0.254473663928784
"infill",12,2,"SierraLeone","women_vitA","level",1,"domain_pc_enet","domain_pc_enet","mean,lasso,enet,ridge,ranger,xgb,domain_index,domain_pc_ridge,domain_pc_enet,domain_pc1_ols,hapc,hapc_lasso,spatial_gam,spatial_plus_domain",0,NA,-0.176704808548393,0,NA,0.0146125607298715,0,NA,0.0362556891906019,0,NA,0.145022756762407,0,NA,0.118881118881119,0.272660918097613,NA,0.314685314685315,0,NA,-0.048951048951049,0,NA,0.0511439625545503,0.532536306866629,NA,0.471842686186679,0.194802775035758,NA,0.251748251748252,0,NA,0.265734265734266,0,NA,0.272727272727273,0,NA,-0.26505721282259,0,NA,-0.26505721282259
