"estimand","target","arm","cells","scored","mean_spearman","median_spearman","cells_positive","mean_wmae"
"infill","level","domain_index",6,0,NA,NA,0,NA
"infill","level","sl_disc",6,0,NA,NA,0,NA
"infill","level","sl_nnls",6,0,NA,NA,0,NA
"infill","level","sl_rank_disc",6,0,NA,NA,0,NA
"infill","level","sl_rank_nnls",6,0,NA,NA,0,NA
"infill","level","sl_lrn_mean",6,0,NA,NA,0,NA
"infill","level","sl_lrn_lasso",6,0,NA,NA,0,NA
"infill","level","sl_lrn_enet",6,0,NA,NA,0,NA
"infill","level","sl_lrn_ridge",6,0,NA,NA,0,NA
"infill","level","sl_lrn_ranger",6,0,NA,NA,0,NA
"infill","level","sl_lrn_xgb",6,0,NA,NA,0,NA
"infill","level","sl_lrn_domain_index",6,0,NA,NA,0,NA
"infill","level","sl_lrn_domain_pc_ridge",6,0,NA,NA,0,NA
"infill","level","sl_lrn_domain_pc_enet",6,0,NA,NA,0,NA
"infill","level","sl_lrn_domain_pc1_ols",6,0,NA,NA,0,NA
"infill","level","sl_lrn_hapc",6,0,NA,NA,0,NA
"infill","level","sl_lrn_hapc_lasso",6,0,NA,NA,0,NA
"infill","level","sl_lrn_spatial_gam",6,0,NA,NA,0,NA
"infill","level","sl_lrn_spatial_plus_domain",6,0,NA,NA,0,NA
"infill","level","ridge_min",6,0,NA,NA,0,NA
"infill","level","domain_enet",6,0,NA,NA,0,NA
"infill","prev","domain_index",6,0,NA,NA,0,NA
"infill","prev","sl_disc",6,0,NA,NA,0,NA
"infill","prev","sl_nnls",6,0,NA,NA,0,NA
"infill","prev","sl_rank_disc",6,0,NA,NA,0,NA
"infill","prev","sl_rank_nnls",6,0,NA,NA,0,NA
"infill","prev","sl_lrn_mean",6,0,NA,NA,0,NA
"infill","prev","sl_lrn_lasso",6,0,NA,NA,0,NA
"infill","prev","sl_lrn_enet",6,0,NA,NA,0,NA
"infill","prev","sl_lrn_ridge",6,0,NA,NA,0,NA
"infill","prev","sl_lrn_ranger",6,0,NA,NA,0,NA
"infill","prev","sl_lrn_xgb",6,0,NA,NA,0,NA
"infill","prev","sl_lrn_domain_index",6,0,NA,NA,0,NA
"infill","prev","sl_lrn_domain_pc_ridge",6,0,NA,NA,0,NA
"infill","prev","sl_lrn_domain_pc_enet",6,0,NA,NA,0,NA
"infill","prev","sl_lrn_domain_pc1_ols",6,0,NA,NA,0,NA
"infill","prev","sl_lrn_hapc",6,0,NA,NA,0,NA
"infill","prev","sl_lrn_hapc_lasso",6,0,NA,NA,0,NA
"infill","prev","sl_lrn_spatial_gam",6,0,NA,NA,0,NA
"infill","prev","sl_lrn_spatial_plus_domain",6,0,NA,NA,0,NA
"infill","prev","ridge_min",6,0,NA,NA,0,NA
"infill","prev","domain_enet",6,0,NA,NA,0,NA
"region","level","domain_index",6,0,NA,NA,0,NA
"region","level","sl_disc",6,0,NA,NA,0,NA
"region","level","sl_nnls",6,0,NA,NA,0,NA
"region","level","sl_rank_disc",6,0,NA,NA,0,NA
"region","level","sl_rank_nnls",6,0,NA,NA,0,NA
"region","level","sl_lrn_mean",6,0,NA,NA,0,NA
"region","level","sl_lrn_lasso",6,0,NA,NA,0,NA
"region","level","sl_lrn_enet",6,0,NA,NA,0,NA
"region","level","sl_lrn_ridge",6,0,NA,NA,0,NA
"region","level","sl_lrn_ranger",6,0,NA,NA,0,NA
"region","level","sl_lrn_xgb",6,0,NA,NA,0,NA
"region","level","sl_lrn_domain_index",6,0,NA,NA,0,NA
"region","level","sl_lrn_domain_pc_ridge",6,0,NA,NA,0,NA
"region","level","sl_lrn_domain_pc_enet",6,0,NA,NA,0,NA
"region","level","sl_lrn_domain_pc1_ols",6,0,NA,NA,0,NA
"region","level","sl_lrn_hapc",6,0,NA,NA,0,NA
"region","level","sl_lrn_hapc_lasso",6,0,NA,NA,0,NA
"region","level","sl_lrn_spatial_gam",6,0,NA,NA,0,NA
"region","level","sl_lrn_spatial_plus_domain",6,0,NA,NA,0,NA
"region","level","ridge_min",6,0,NA,NA,0,NA
"region","level","domain_enet",6,0,NA,NA,0,NA
"region","prev","domain_index",6,0,NA,NA,0,NA
"region","prev","sl_disc",6,0,NA,NA,0,NA
"region","prev","sl_nnls",6,0,NA,NA,0,NA
"region","prev","sl_rank_disc",6,0,NA,NA,0,NA
"region","prev","sl_rank_nnls",6,0,NA,NA,0,NA
"region","prev","sl_lrn_mean",6,0,NA,NA,0,NA
"region","prev","sl_lrn_lasso",6,0,NA,NA,0,NA
"region","prev","sl_lrn_enet",6,0,NA,NA,0,NA
"region","prev","sl_lrn_ridge",6,0,NA,NA,0,NA
"region","prev","sl_lrn_ranger",6,0,NA,NA,0,NA
"region","prev","sl_lrn_xgb",6,0,NA,NA,0,NA
"region","prev","sl_lrn_domain_index",6,0,NA,NA,0,NA
"region","prev","sl_lrn_domain_pc_ridge",6,0,NA,NA,0,NA
"region","prev","sl_lrn_domain_pc_enet",6,0,NA,NA,0,NA
"region","prev","sl_lrn_domain_pc1_ols",6,0,NA,NA,0,NA
"region","prev","sl_lrn_hapc",6,0,NA,NA,0,NA
"region","prev","sl_lrn_hapc_lasso",6,0,NA,NA,0,NA
"region","prev","sl_lrn_spatial_gam",6,0,NA,NA,0,NA
"region","prev","sl_lrn_spatial_plus_domain",6,0,NA,NA,0,NA
"region","prev","ridge_min",6,0,NA,NA,0,NA
"region","prev","domain_enet",6,0,NA,NA,0,NA
