"country","outcome","rep","arm","n_areas","spearman","topk","secs_sl","secs_mlr3"
"Gambia","child_vitA",1,"sl_discrete",30,0.499833318615683,0.625,28.7100605964661,0
"Gambia","child_vitA",1,"sl_nnls",30,0.525225920363539,0.625,28.7100605964661,0
"Gambia","child_vitA",1,"mlr3_discrete",30,NA,NA,28.7100605964661,0
"Gambia","child_vitA",1,"domain_index",30,0.619445837375319,0.625,28.7100605964661,0
"Gambia","child_vitA",1,"enet",30,0.384007415906167,0.375,28.7100605964661,0
"Gambia","child_vitA",1,"rf",30,0.540372384564014,0.625,28.7100605964661,0
"Gambia","child_vitA",1,"mean",30,-0.19358197634098,0.125,28.7100605964661,0
"Gambia","child_vitA",1,"hapc",30,0.45149827844652,0.5,28.7100605964661,0
"Gambia","child_vitA",2,"sl_discrete",30,0.480677496244494,0.375,12.2165439128876,0
"Gambia","child_vitA",2,"sl_nnls",30,0.435015361522473,0.375,12.2165439128876,0
"Gambia","child_vitA",2,"mlr3_discrete",30,NA,NA,12.2165439128876,0
"Gambia","child_vitA",2,"domain_index",30,0.574674671135679,0.5,12.2165439128876,0
"Gambia","child_vitA",2,"enet",30,0.355050940228787,0.25,12.2165439128876,0
"Gambia","child_vitA",2,"rf",30,0.504288161027588,0.5,12.2165439128876,0
"Gambia","child_vitA",2,"mean",30,-0.18676570956841,0.25,12.2165439128876,0
"Gambia","child_vitA",2,"hapc",30,0.389130484679857,0.25,12.2165439128876,0
"Gambia","child_vitA",3,"sl_discrete",30,0.44726617815521,0.5,6.63589692115784,0
"Gambia","child_vitA",3,"sl_nnls",30,0.468203937491161,0.625,6.63589692115784,0
"Gambia","child_vitA",3,"mlr3_discrete",30,NA,NA,6.63589692115784,0
"Gambia","child_vitA",3,"domain_index",30,0.575120155376869,0.625,6.63589692115784,0
"Gambia","child_vitA",3,"enet",30,0.325426238189623,0.375,6.63589692115784,0
"Gambia","child_vitA",3,"rf",30,0.492928312877231,0.5,6.63589692115784,0
"Gambia","child_vitA",3,"mean",30,-0.437604326798976,0.125,6.63589692115784,0
"Gambia","child_vitA",3,"hapc",30,0.379998057735453,0.5,6.63589692115784,0
"Gambia","child_vitA",4,"sl_discrete",30,0.44214310938152,0.375,5.72534728050232,0
"Gambia","child_vitA",4,"sl_nnls",30,0.540817868805204,0.5,5.72534728050232,0
"Gambia","child_vitA",4,"mlr3_discrete",30,NA,NA,5.72534728050232,0
"Gambia","child_vitA",4,"domain_index",30,0.577347576582821,0.625,5.72534728050232,0
"Gambia","child_vitA",4,"enet",30,0.349482387213907,0.25,5.72534728050232,0
"Gambia","child_vitA",4,"rf",30,0.44214310938152,0.375,5.72534728050232,0
"Gambia","child_vitA",4,"mean",30,-0.384437445972932,0,5.72534728050232,0
"Gambia","child_vitA",4,"hapc",30,0.295133309788672,0.25,5.72534728050232,0
"Gambia","child_vitA",5,"sl_discrete",30,0.485577822897589,0.625,5.96692633628845,0
"Gambia","child_vitA",5,"sl_nnls",30,0.472881522023661,0.5,5.96692633628845,0
"Gambia","child_vitA",5,"mlr3_discrete",30,NA,NA,5.96692633628845,0
"Gambia","child_vitA",5,"domain_index",30,0.588484682612582,0.625,5.96692633628845,0
"Gambia","child_vitA",5,"enet",30,0.415636797030688,0.375,5.96692633628845,0
"Gambia","child_vitA",5,"rf",30,0.485577822897589,0.625,5.96692633628845,0
"Gambia","child_vitA",5,"mean",30,-0.211304269949661,0.375,5.96692633628845,0
"Gambia","child_vitA",5,"hapc",30,0.326539948792599,0.25,5.96692633628845,0
"Gambia","women_vitA",1,"sl_discrete",30,0.147368313403432,0.25,5.84866690635681,0
"Gambia","women_vitA",1,"sl_nnls",30,0.158162807697314,0.25,5.84866690635681,0
"Gambia","women_vitA",1,"mlr3_discrete",30,NA,NA,5.84866690635681,0
"Gambia","women_vitA",1,"domain_index",30,0.441635614371432,0.375,5.84866690635681,0
"Gambia","women_vitA",1,"enet",30,0.129299268607151,0.375,5.84866690635681,0
"Gambia","women_vitA",1,"rf",30,0.314917637878035,0.375,5.84866690635681,0
"Gambia","women_vitA",1,"mean",30,-0.0746830486507854,0.375,5.84866690635681,0
"Gambia","women_vitA",1,"hapc",30,0.252262638389633,0.25,5.84866690635681,0
"Gambia","women_vitA",2,"sl_discrete",30,0.293328649290271,0.25,5.96173477172852,0
"Gambia","women_vitA",2,"sl_nnls",30,0.371706064380631,0.25,5.96173477172852,0
"Gambia","women_vitA",2,"mlr3_discrete",30,NA,NA,5.96173477172852,0
"Gambia","women_vitA",2,"domain_index",30,0.439054322257678,0.375,5.96173477172852,0
"Gambia","women_vitA",2,"enet",30,0.435769041385627,0.375,5.96173477172852,0
"Gambia","women_vitA",2,"rf",30,0.318906907508383,0.375,5.96173477172852,0
"Gambia","women_vitA",2,"mean",30,-0.498365728496587,0.125,5.96173477172852,0
"Gambia","women_vitA",2,"hapc",30,0.340730559015579,0.25,5.96173477172852,0
"Gambia","women_vitA",3,"sl_discrete",30,0.424035895414016,0.5,6.29497098922729,0
"Gambia","women_vitA",3,"sl_nnls",30,0.461581962523171,0.375,6.29497098922729,0
"Gambia","women_vitA",3,"mlr3_discrete",30,NA,NA,6.29497098922729,0
