"country","outcome","rep","arm","n_areas","spearman","topk"
"Gambia","child_vitA",1,"mse_discrete",30,0.535026573669729,0.625
"Gambia","child_vitA",1,"mse_nnls",30,0.543490774252347,0.625
"Gambia","child_vitA",1,"rank_discrete",30,0.619445837375319,0.625
"Gambia","child_vitA",1,"rank_nnls",30,0.607863247104367,0.625
"Gambia","child_vitA",1,"domain_index",30,0.619445837375319,0.625
"Gambia","child_vitA",1,"enet",30,0.425437450336878,0.375
"Gambia","child_vitA",1,"rf",30,0.540372384564014,0.625
"Gambia","child_vitA",1,"mean",30,-0.19358197634098,0.125
"Gambia","child_vitA",2,"mse_discrete",30,0.474440716867828,0.375
"Gambia","child_vitA",2,"mse_nnls",30,0.539481416081633,0.375
"Gambia","child_vitA",2,"rank_discrete",30,0.598953562280558,0.5
"Gambia","child_vitA",2,"rank_nnls",30,0.574451929015083,0.5
"Gambia","child_vitA",2,"domain_index",30,0.574674671135679,0.5
"Gambia","child_vitA",2,"enet",30,0.292683146462125,0.5
"Gambia","child_vitA",2,"rf",30,0.504288161027588,0.5
"Gambia","child_vitA",2,"mean",30,-0.18676570956841,0.25
"Gambia","child_vitA",3,"mse_discrete",30,0.440806656657949,0.5
"Gambia","child_vitA",3,"mse_nnls",30,0.477781848676756,0.625
"Gambia","child_vitA",3,"rank_discrete",30,0.586925487768416,0.5
"Gambia","child_vitA",3,"rank_nnls",30,0.579797739909369,0.5
"Gambia","child_vitA",3,"domain_index",30,0.575120155376869,0.625
"Gambia","child_vitA",3,"enet",30,0.224746799680581,0.25
"Gambia","child_vitA",3,"rf",30,0.492928312877231,0.5
"Gambia","child_vitA",3,"mean",30,-0.437604326798976,0.125
"Gambia","child_vitA",4,"mse_discrete",30,0.44214310938152,0.375
"Gambia","child_vitA",4,"mse_nnls",30,0.540817868805204,0.5
"Gambia","child_vitA",4,"rank_discrete",30,0.577347576582821,0.625
"Gambia","child_vitA",4,"rank_nnls",30,0.584029840200678,0.625
"Gambia","child_vitA",4,"domain_index",30,0.577347576582821,0.625
"Gambia","child_vitA",4,"enet",30,0.386903063473905,0.25
"Gambia","child_vitA",4,"rf",30,0.44214310938152,0.375
"Gambia","child_vitA",4,"mean",30,-0.384437445972932,0
"Gambia","child_vitA",5,"mse_discrete",30,0.485577822897589,0.625
"Gambia","child_vitA",5,"mse_nnls",30,0.492260086515446,0.5
"Gambia","child_vitA",5,"rank_discrete",30,0.588484682612582,0.625
"Gambia","child_vitA",5,"rank_nnls",30,0.587816456250797,0.625
"Gambia","child_vitA",5,"domain_index",30,0.588484682612582,0.625
"Gambia","child_vitA",5,"enet",30,0.367747241102715,0.375
"Gambia","child_vitA",5,"rf",30,0.485577822897589,0.625
"Gambia","child_vitA",5,"mean",30,-0.211304269949661,0.375
"Gambia","women_vitA",1,"mse_discrete",30,0.361850221764478,0.25
"Gambia","women_vitA",1,"mse_nnls",30,0.31656027831406,0.25
"Gambia","women_vitA",1,"rank_discrete",30,0.364431513878233,0.25
"Gambia","women_vitA",1,"rank_nnls",30,0.384847187868836,0.25
"Gambia","women_vitA",1,"domain_index",30,0.441635614371432,0.375
"Gambia","women_vitA",1,"enet",30,0.355983648778673,0.375
"Gambia","women_vitA",1,"rf",30,0.314917637878035,0.375
"Gambia","women_vitA",1,"mean",30,-0.0746830486507854,0.375
"Gambia","women_vitA",2,"mse_discrete",30,0.318906907508383,0.375
"Gambia","women_vitA",2,"mse_nnls",30,0.393060390048963,0.375
"Gambia","women_vitA",2,"rank_discrete",30,0.466275220911815,0.375
"Gambia","women_vitA",2,"rank_nnls",30,0.411598760684108,0.375
"Gambia","women_vitA",2,"domain_index",30,0.439054322257678,0.375
"Gambia","women_vitA",2,"enet",30,0.440696962693703,0.375
"Gambia","women_vitA",2,"rf",30,0.318906907508383,0.375
"Gambia","women_vitA",2,"mean",30,-0.498365728496587,0.125
"Gambia","women_vitA",3,"mse_discrete",30,0.482466962352638,0.375
"Gambia","women_vitA",3,"mse_nnls",30,0.463224602959196,0.375
"Gambia","women_vitA",3,"rank_discrete",30,0.426851850447202,0.625
"Gambia","women_vitA",3,"rank_nnls",30,0.457592692892823,0.5
"Gambia","women_vitA",3,"domain_index",30,0.423097243736287,0.375
"Gambia","women_vitA",3,"enet",30,0.318506705319916,0.25
"Gambia","women_vitA",3,"rf",30,0.400334940551362,0.375
"Gambia","women_vitA",3,"mean",30,-0.333201293980427,0.25
"Gambia","women_vitA",4,"mse_discrete",30,0.471907130978188,0.5
"Gambia","women_vitA",4,"mse_nnls",30,0.452899434504178,0.5
"Gambia","women_vitA",4,"rank_discrete",30,0.530807523755674,0.5
"Gambia","women_vitA",4,"rank_nnls",30,0.486690894902418,0.5
"Gambia","women_vitA",4,"domain_index",30,0.481762973594341,0.5
"Gambia","women_vitA",4,"enet",30,0.455715389537365,0.5
"Gambia","women_vitA",4,"rf",30,0.366074154314258,0.375
"Gambia","women_vitA",4,"mean",30,-0.24559233306316,0
"Gambia","women_vitA",5,"mse_discrete",30,0.324069491735891,0.375
"Gambia","women_vitA",5,"mse_nnls",30,0.372410053138928,0.375
"Gambia","women_vitA",5,"rank_discrete",30,0.437646344741084,0.25
"Gambia","women_vitA",5,"rank_nnls",30,0.376633985688708,0.375
"Gambia","women_vitA",5,"domain_index",30,0.423331906655719,0.5
"Gambia","women_vitA",5,"enet",30,0.228561683526979,0.25
"Gambia","women_vitA",5,"rf",30,0.324069491735891,0.375
"Gambia","women_vitA",5,"mean",30,-0.180962771730749,0.25
"Gambia","child_iron",1,"mse_discrete",30,0.293837275842962,0.25
"Gambia","child_iron",1,"mse_nnls",30,0.406274337812706,0.375
"Gambia","child_iron",1,"rank_discrete",30,0.417621540018866,0.375
"Gambia","child_iron",1,"rank_nnls",30,0.411614197674429,0.375
"Gambia","child_iron",1,"domain_index",30,0.417621540018866,0.375
"Gambia","child_iron",1,"enet",30,0.212481923664367,0.125
"Gambia","child_iron",1,"rf",30,0.329291358139543,0.125
"Gambia","child_iron",1,"mean",30,-0.213792514560276,0.125
"Gambia","child_iron",2,"mse_discrete",30,0.471020138636089,0.375
"Gambia","child_iron",2,"mse_nnls",30,0.470130161992469,0.375
"Gambia","child_iron",2,"rank_discrete",30,0.478807434267768,0.375
"Gambia","child_iron",2,"rank_nnls",30,0.465457784613462,0.375
"Gambia","child_iron",2,"domain_index",30,0.478807434267768,0.375
"Gambia","child_iron",2,"enet",30,0.241234707647586,0.375
