"target","outcome","heldout","set","n_train_countries","train_set","spearman"
"prev","child_iron","Malawi","climate_soil",1,"Ghana",0.131902056830093
"prev","child_iron","Malawi","full",2,"Gambia+Ghana",-0.074323735382964
"prev","child_iron","Malawi","climate_soil",2,"Gambia+Ghana",0.141104738018142
"prev","child_iron","Malawi","full",2,"Gambia+SierraLeone",-0.144515840856923
"prev","child_iron","Malawi","climate_soil",2,"Gambia+SierraLeone",0.13842328284541
"prev","child_iron","Malawi","full",2,"Ghana+SierraLeone",-0.107367654059179
"prev","child_iron","Malawi","climate_soil",2,"Ghana+SierraLeone",0.142126244750611
"prev","child_iron","Malawi","full",3,"Gambia+Ghana+SierraLeone",-0.0945258551367086
"prev","child_iron","Malawi","climate_soil",3,"Gambia+Ghana+SierraLeone",0.141159461593095
"prev","child_iron","SierraLeone","full",1,"Gambia",0.195604395604396
"prev","child_iron","SierraLeone","climate_soil",1,"Gambia",0.305494505494505
"prev","child_iron","SierraLeone","full",1,"Ghana",0.252747252747253
"prev","child_iron","SierraLeone","climate_soil",1,"Ghana",-0.00659340659340659
"prev","child_iron","SierraLeone","full",1,"Malawi",-0.327472527472527
"prev","child_iron","SierraLeone","climate_soil",1,"Malawi",0.287912087912088
"prev","child_iron","SierraLeone","full",2,"Gambia+Ghana",0.265934065934066
"prev","child_iron","SierraLeone","climate_soil",2,"Gambia+Ghana",0.0241758241758242
"prev","child_iron","SierraLeone","full",2,"Gambia+Malawi",0.0197802197802198
"prev","child_iron","SierraLeone","climate_soil",2,"Gambia+Malawi",0.358241758241758
"prev","child_iron","SierraLeone","full",2,"Ghana+Malawi",0.103296703296703
"prev","child_iron","SierraLeone","climate_soil",2,"Ghana+Malawi",0.107692307692308
"prev","child_iron","SierraLeone","full",3,"Gambia+Ghana+Malawi",0.243956043956044
"prev","child_iron","SierraLeone","climate_soil",3,"Gambia+Ghana+Malawi",0.221978021978022
"prev","women_iron","Gambia","full",1,"Ghana",0.612971413293541
"prev","women_iron","Gambia","climate_soil",1,"Ghana",0.675937260829683
"prev","women_iron","Gambia","full",1,"Malawi",-0.309044389497179
"prev","women_iron","Gambia","climate_soil",1,"Malawi",0.503949274450044
"prev","women_iron","Gambia","full",2,"Ghana+Malawi",0.47191011527971
"prev","women_iron","Gambia","climate_soil",2,"Ghana+Malawi",0.685059521426792
"prev","women_iron","Gambia","full",2,"Ghana+SierraLeone",0.641450665889393
"prev","women_iron","Gambia","climate_soil",2,"Ghana+SierraLeone",0.712426303218119
"prev","women_iron","Gambia","full",2,"Malawi+SierraLeone",-0.306374459566318
"prev","women_iron","Gambia","climate_soil",2,"Malawi+SierraLeone",0.606964070949103
"prev","women_iron","Gambia","full",3,"Ghana+Malawi+SierraLeone",0.548225612470158
"prev","women_iron","Gambia","climate_soil",3,"Ghana+Malawi+SierraLeone",0.734898213469534
"prev","women_iron","Ghana","full",1,"Gambia",0.165521691438201
"prev","women_iron","Ghana","climate_soil",1,"Gambia",0.267203001712346
"prev","women_iron","Ghana","full",1,"Malawi",0.336021695223205
"prev","women_iron","Ghana","climate_soil",1,"Malawi",0.380150261603678
"prev","women_iron","Ghana","full",2,"Gambia+Malawi",0.396250641707932
"prev","women_iron","Ghana","climate_soil",2,"Gambia+Malawi",0.345949543544863
"prev","women_iron","Ghana","full",2,"Gambia+SierraLeone",0.156816838924283
"prev","women_iron","Ghana","climate_soil",2,"Gambia+SierraLeone",0.243232283880632
"prev","women_iron","Ghana","full",2,"Malawi+SierraLeone",0.249577473894909
"prev","women_iron","Ghana","climate_soil",2,"Malawi+SierraLeone",0.31478473272644
"prev","women_iron","Ghana","full",3,"Gambia+Malawi+SierraLeone",0.348697687065786
"prev","women_iron","Ghana","climate_soil",3,"Gambia+Malawi+SierraLeone",0.302497221905141
"prev","women_iron","Malawi","full",1,"Gambia",-0.0639701200624557
"prev","women_iron","Malawi","climate_soil",1,"Gambia",0.083676730627203
"prev","women_iron","Malawi","full",1,"Ghana",0.226815775142586
"prev","women_iron","Malawi","climate_soil",1,"Ghana",0.181626638093692
"prev","women_iron","Malawi","full",2,"Gambia+Ghana",0.205257909475467
"prev","women_iron","Malawi","climate_soil",2,"Gambia+Ghana",0.164604347427384
"prev","women_iron","Malawi","full",2,"Gambia+SierraLeone",-0.0595456203677873
"prev","women_iron","Malawi","climate_soil",2,"Gambia+SierraLeone",0.079418843891748
"prev","women_iron","Malawi","full",2,"Ghana+SierraLeone",0.240015224022497
"prev","women_iron","Malawi","climate_soil",2,"Ghana+SierraLeone",0.162438378957609
"prev","women_iron","Malawi","full",3,"Gambia+Ghana+SierraLeone",0.212477804374717
"prev","women_iron","Malawi","climate_soil",3,"Gambia+Ghana+SierraLeone",0.165770638141878
"prev","women_iron","SierraLeone","full",1,"Gambia",-0.243956043956044
"prev","women_iron","SierraLeone","climate_soil",1,"Gambia",0.186813186813187
"prev","women_iron","SierraLeone","full",1,"Ghana",-0.287912087912088
"prev","women_iron","SierraLeone","climate_soil",1,"Ghana",-0.0021978021978022
"prev","women_iron","SierraLeone","full",1,"Malawi",-0.0417582417582418
"prev","women_iron","SierraLeone","climate_soil",1,"Malawi",-0.30989010989011
"prev","women_iron","SierraLeone","full",2,"Gambia+Ghana",-0.235164835164835
"prev","women_iron","SierraLeone","climate_soil",2,"Gambia+Ghana",0.0461538461538462
"prev","women_iron","SierraLeone","full",2,"Gambia+Malawi",-0.00659340659340659
"prev","women_iron","SierraLeone","climate_soil",2,"Gambia+Malawi",0.27032967032967
"prev","women_iron","SierraLeone","full",2,"Ghana+Malawi",-0.213186813186813
"prev","women_iron","SierraLeone","climate_soil",2,"Ghana+Malawi",-0.0901098901098901
"prev","women_iron","SierraLeone","full",3,"Gambia+Ghana+Malawi",-0.195604395604396
"prev","women_iron","SierraLeone","climate_soil",3,"Gambia+Ghana+Malawi",0.0593406593406593
"prev","women_folate","Ghana","full",1,"Malawi",0.0537729643763457
"prev","women_folate","Ghana","climate_soil",1,"Malawi",0.165936555588071
"prev","women_folate","Ghana","full",2,"Malawi+SierraLeone",0.0361146810839279
"prev","women_folate","Ghana","climate_soil",2,"Malawi+SierraLeone",0.0759491458154111
"prev","women_folate","Malawi","full",1,"Ghana",0.044942271675445
"prev","women_folate","Malawi","climate_soil",1,"Ghana",0.206801472150308
"prev","women_folate","Malawi","full",2,"Ghana+SierraLeone",0.208895923502208
"prev","women_folate","Malawi","climate_soil",2,"Ghana+SierraLeone",0.435590029159232
"prev","women_folate","SierraLeone","full",1,"Ghana",0.0285714285714286
"prev","women_folate","SierraLeone","climate_soil",1,"Ghana",-0.213186813186813
"prev","women_folate","SierraLeone","full",1,"Malawi",0.287912087912088
"prev","women_folate","SierraLeone","climate_soil",1,"Malawi",0.112087912087912
"prev","women_folate","SierraLeone","full",2,"Ghana+Malawi",0.120879120879121
"prev","women_folate","SierraLeone","climate_soil",2,"Ghana+Malawi",-0.0197802197802198
"prev","women_b12","Ghana","full",1,"Malawi",0.251717517753577
"prev","women_b12","Ghana","climate_soil",1,"Malawi",0.282915800695159
"prev","women_b12","Ghana","full",2,"Malawi+SierraLeone",0.233634645402255
"prev","women_b12","Ghana","climate_soil",2,"Malawi+SierraLeone",0.291817885633299
"prev","women_b12","Malawi","full",1,"Ghana",0.299962526854685
"prev","women_b12","Malawi","climate_soil",1,"Ghana",0.344785175273578
"prev","women_b12","Malawi","full",2,"Ghana+SierraLeone",0.262882146687943
"prev","women_b12","Malawi","climate_soil",2,"Ghana+SierraLeone",0.234119668100649
"prev","women_b12","SierraLeone","full",1,"Ghana",-0.30557532441858
"prev","women_b12","SierraLeone","climate_soil",1,"Ghana",0.250516707406223
"prev","women_b12","SierraLeone","full",1,"Malawi",-0.115623095725949
"prev","women_b12","SierraLeone","climate_soil",1,"Malawi",0.132140680829656
"prev","women_b12","SierraLeone","full",2,"Ghana+Malawi",-0.151411196783981
"prev","women_b12","SierraLeone","climate_soil",2,"Ghana+Malawi",0.0908467180703886
