"country","admin1","admin2","cluster_id","rain_annual_mean_50km","rain_july_25km","rain_seasonality_sd_10km","temp_may_25km","temp_oct_10km","temp_seasonality_sd_10km","temp_peak_month_25km","ndvi_april_50km","ndvi_november_25km","ndvi_december_25km","human_modification_index","grassland_fraction_50km","built_surface_nonres_10km","pop_density_cropland_10km","malaria_effective_treatment","malaria_pf_repro_number","prev_women_iron","n_women_iron","ndef_women_iron","var_women_iron","prev_women_vitA","n_women_vitA","ndef_women_vitA","var_women_vitA","prev_women_b12","n_women_b12","ndef_women_b12","var_women_b12","prev_women_folate","n_women_folate","ndef_women_folate","var_women_folate","prev_women_zinc","n_women_zinc","ndef_women_zinc","var_women_zinc","prev_child_iron","n_child_iron","ndef_child_iron","var_child_iron","prev_child_vitA","n_child_vitA","ndef_child_vitA","var_child_vitA","prev_child_zinc","n_child_zinc","ndef_child_zinc","var_child_zinc"
"Gambia","Banjul","Banjul","13",0.0908388984511627,0.200749044617017,0.143652102522996,17.9953575134277,24.1926403045654,2.25369894115183,10,0.15002948914965,0.187476282318433,0.158876066406568,0.638212859630585,0.466228333274523,3.30014264583588,4.27020343144735,0.523368833676578,1.32751770694625,0.111111111111111,9,1,0.0109739368998628,0,12,0,0,,,,,,,,,,,,,0.666666666666667,3,2,0.0740740740740741,0.333333333333333,3,1,0.0740740740740741,,,,
"Gambia","Banjul","Banjul","16",0.0908388984511627,0.200749044617017,0.143652102522996,17.9953575134277,24.1926403045654,2.25369894115183,10,0.15002948914965,0.187476282318433,0.158876066406568,0.638212859630585,0.465835949017976,3.30014264583588,4.27020343144735,0.523369941131931,1.32669351153268,0.222222222222222,18,4,0.00960219478737997,0,18,0,0,,,,,,,,,,,,,0.4,5,2,0.048,0,5,0,0,,,,
"Gambia","Banjul","Banjul","2",0.0908388984511627,0.200749044617017,0.143652102522996,17.9953575134277,24.1926403045654,2.25369894115183,10,0.15002948914965,0.187476282318433,0.158876066406568,0.638212859630585,0.463083793000688,3.30014264583588,4.27020343144735,0.523562380781243,1.32493247212925,0,20,0,0,0,20,0,0,,,,,,,,,,,,,0.461538461538462,13,6,0.0191169776968594,0.230769230769231,13,3,0.0136549840691853,,,,
"Gambia","Banjul","Banjul","20",0.0908388984511627,0.200749044617017,0.143652102522996,17.9953575134277,24.1926403045654,2.25369894115183,10,0.15002948914965,0.187476282318433,0.158876066406568,0.638212859630585,0.464924240253222,3.30014264583588,4.27020343144735,0.523386379883157,1.32367703637971,0.142857142857143,14,2,0.0087463556851312,0,14,0,0,,,,,,,,,,,,,0.5,4,2,0.0625,0.25,4,1,0.046875,,,,
"Gambia","Banjul","Banjul","23",0.0908388984511627,0.200749044617017,0.143652102522996,17.9953575134277,24.1926403045654,2.25369894115183,10,0.15002948914965,0.187476282318433,0.158876066406568,0.638212859630585,0.464630411467857,3.30014264583588,4.27020343144735,0.523396016561728,1.32146056235597,0.363636363636364,22,8,0.0105184072126221,0,22,0,0,,,,,,,,,,,,,0.285714285714286,7,2,0.0291545189504373,0,7,0,0,,,,
"Gambia","Banjul","Banjul","26",0.0908388984511627,0.200749044617017,0.143652102522996,17.9953575134277,24.1926403045654,2.25369894115183,10,0.15002948914965,0.187476282318433,0.158876066406568,0.638212859630585,0.464596169376748,3.30014264583588,4.27020343144735,0.523427033963943,1.32454179201227,0.28,25,7,0.008064,0,29,0,0,,,,,,,,,,,,,0,9,0,0,0.111111111111111,9,1,0.0109739368998628,,,,
"Gambia","Banjul","Banjul","30",0.0908388984511627,0.200749044617017,0.143652102522996,17.9953575134277,24.1926403045654,2.25369894115183,10,0.15002948914965,0.187476282318433,0.158876066406568,0.638212859630585,0.465704377625087,3.30014264583588,4.27020343144735,0.523337028855702,1.32496552025634,0.25,8,2,0.0234375,0,8,0,0,,,,,,,,,,,,,0.2,5,1,0.032,0,5,0,0,,,,
"Gambia","Banjul","Banjul","33",0.0908388984511627,0.200749044617017,0.143652102522996,17.9953575134277,24.1926403045654,2.25369894115183,10,0.15002948914965,0.187476282318433,0.158876066406568,0.638212859630585,0.466183375863397,3.30014264583588,4.27020343144735,0.523299526324467,1.32636155940523,0.125,16,2,0.0068359375,0,16,0,0,,,,,,,,,,,,,0.2,5,1,0.032,0,5,0,0,,,,
"Gambia","Banjul","Banjul","37",0.0908388984511627,0.200749044617017,0.143652102522996,17.9953575134277,24.1926403045654,2.25369894115183,10,0.15002948914965,0.187476282318433,0.158876066406568,0.638212859630585,0.465716322336424,3.30014264583588,4.27020343144735,0.523320723199362,1.31834766188842,0.0909090909090909,11,1,0.00751314800901578,0,11,0,0,,,,,,,,,,,,,0.142857142857143,7,1,0.0174927113702624,0.142857142857143,7,1,0.0174927113702624,,,,
"Gambia","Banjul","Banjul","40",0.0908388984511627,0.200749044617017,0.143652102522996,17.9953575134277,24.1926403045654,2.25369894115183,10,0.15002948914965,0.187476282318433,0.158876066406568,0.638212859630585,0.466597408387018,3.30014264583588,4.27020343144735,0.523246199678298,1.320840894269,0.0588235294117647,17,1,0.00325666598819459,0,17,0,0,,,,,,,,,,,,,0.6,5,3,0.048,0,5,0,0,,,,
