"target","outcome","heldout","source","variant","n_cols","spearman"
"level","child_vitA","Gambia","ALL","full",395,0.693882091212458
"level","child_vitA","Ghana","ALL","full",395,0.391152204836415
"level","child_vitA","Malawi","ALL","full",395,0.223445359772545
"level","child_vitA","SierraLeone","ALL","full",395,-0.0901098901098901
"level","child_vitA","Gambia","GEE","drop",319,0.709010011123471
"level","child_vitA","Gambia","GEE","only",76,0.587986651835373
"level","child_vitA","Ghana","GEE","drop",319,0.394964438122333
"level","child_vitA","Ghana","GEE","only",76,0.356301564722617
"level","child_vitA","Malawi","GEE","drop",319,0.212309542902967
"level","child_vitA","Malawi","GEE","only",76,0.24715681271415
"level","child_vitA","SierraLeone","GEE","drop",319,-0.12967032967033
"level","child_vitA","SierraLeone","GEE","only",76,0.38021978021978
"level","child_vitA","Gambia","AlphaEarth","drop",331,0.727252502780868
"level","child_vitA","Gambia","AlphaEarth","only",64,0.443381535038932
"level","child_vitA","Ghana","AlphaEarth","drop",331,0.41977240398293
"level","child_vitA","Ghana","AlphaEarth","only",64,0.316756756756757
"level","child_vitA","Malawi","AlphaEarth","drop",331,0.20110082379529
"level","child_vitA","Malawi","AlphaEarth","only",64,0.28900269738281
"level","child_vitA","SierraLeone","AlphaEarth","drop",331,-0.0989010989010989
"level","child_vitA","SierraLeone","AlphaEarth","only",64,0.415384615384615
"level","child_vitA","Gambia","DHS","drop",264,0.6146829810901
"level","child_vitA","Gambia","DHS","only",131,0.730367074527253
"level","child_vitA","Ghana","DHS","drop",264,0.378691322901849
"level","child_vitA","Ghana","DHS","only",131,0.369701280227596
"level","child_vitA","Malawi","DHS","drop",264,0.232576365094408
"level","child_vitA","Malawi","DHS","only",131,0.15905445797186
"level","child_vitA","SierraLeone","DHS","drop",264,0.169230769230769
"level","child_vitA","SierraLeone","DHS","only",131,-0.274725274725275
"level","child_vitA","Gambia","SoilGrids/iSDA","drop",350,0.664516129032258
"level","child_vitA","Gambia","SoilGrids/iSDA","only",45,0.728587319243604
"level","child_vitA","Ghana","SoilGrids/iSDA","drop",350,0.415504978662873
"level","child_vitA","Ghana","SoilGrids/iSDA","only",45,0.161251778093883
"level","child_vitA","Malawi","SoilGrids/iSDA","drop",350,0.253553984107312
"level","child_vitA","Malawi","SoilGrids/iSDA","only",45,0.048024349347525
"level","child_vitA","SierraLeone","SoilGrids/iSDA","drop",350,-0.103296703296703
"level","child_vitA","SierraLeone","SoilGrids/iSDA","only",45,0.296703296703297
"level","child_vitA","Gambia","MapSPAM","drop",383,0.69210233592881
"level","child_vitA","Gambia","MapSPAM","only",12,0.174638487208009
"level","child_vitA","Ghana","MapSPAM","drop",383,0.391607396870555
"level","child_vitA","Ghana","MapSPAM","only",12,0.300601154696005
"level","child_vitA","Malawi","MapSPAM","drop",383,0.215334985784064
"level","child_vitA","Malawi","MapSPAM","only",12,0.152727208384627
"level","child_vitA","SierraLeone","MapSPAM","drop",383,-0.0901098901098901
