"column","outcome","country","n","rho","z"
"fe_elev","child_vitA","Gambia",30,0.484315906562848,2.74672493430063
"fe_hand","child_vitA","Gambia",30,0.464738598442714,2.61542316565106
"fe_log_upa","child_vitA","Gambia",30,0.540378197997775,3.14205950310029
"fe_slope","child_vitA","Gambia",30,0.462068965517241,2.59775781187179
"fe_tri","child_vitA","Gambia",30,0.481201334816463,2.72562323077403
"fe_tpi","child_vitA","Gambia",30,-0.429143492769744,-2.38423560035513
"fe_roughness","child_vitA","Gambia",30,0.468298109010011,2.63906419715032
"fe_vrm","child_vitA","Gambia",30,0.532012292519845,3.08104648396438
"fe_cti","child_vitA","Gambia",30,0.412680756395996,2.28026886601687
"fe_elev_sd90","child_vitA","Gambia",30,0.458954393770857,2.57721811330636
"fe_elev","women_vitA","Gambia",30,0.426028921023359,2.3644308851101
"fe_hand","women_vitA","Gambia",30,0.47853170189099,2.70760148691127
"fe_log_upa","women_vitA","Gambia",30,0.584427141268076,3.47705799183418
"fe_slope","women_vitA","Gambia",30,0.507452725250278,2.90617199668071
"fe_tri","women_vitA","Gambia",30,0.508787541713014,2.91552193315084
"fe_tpi","women_vitA","Gambia",30,-0.450945494994438,-2.52474023963298
"fe_roughness","women_vitA","Gambia",30,0.490989988876529,2.79222503171099
"fe_vrm","women_vitA","Gambia",30,0.483688028193011,2.74246429348866
"fe_cti","women_vitA","Gambia",30,0.417130144605117,2.30819625248829
"fe_elev_sd90","women_vitA","Gambia",30,0.498109010011124,2.84119375739971
"fe_elev","child_iron","Gambia",30,0.43448275862069,2.41833826563441
"fe_hand","child_iron","Gambia",30,0.47007786429366,2.65092255014723
"fe_log_upa","child_iron","Gambia",30,0.339710789766407,1.83821973205496
"fe_slope","child_iron","Gambia",30,0.47230255839822,2.66578137169
"fe_tri","child_iron","Gambia",30,0.478086763070078,2.70460367927322
"fe_tpi","child_iron","Gambia",30,-0.50166852057842,-2.8658511943688
"fe_roughness","child_iron","Gambia",30,0.467853170189099,2.63610356883221
"fe_vrm","child_iron","Gambia",30,0.509965738748617,2.92378905091489
"fe_cti","child_iron","Gambia",30,0.163959955506118,0.859720859647527
"fe_elev_sd90","child_iron","Gambia",30,0.475417130144605,2.68665142523258
"fe_elev","women_iron","Gambia",30,0.516351501668521,2.96883208116948
"fe_hand","women_iron","Gambia",30,0.509232480533927,2.91864238472189
"fe_log_upa","women_iron","Gambia",30,0.598665183537264,3.59087457166391
"fe_slope","women_iron","Gambia",30,0.517241379310345,2.97514099866184
"fe_tri","women_iron","Gambia",30,0.527030033370412,3.04507024109732
"fe_tpi","women_iron","Gambia",30,-0.647163515016685,-4.00312952220829
