"target","outcome","heldout","arm","n_train_countries","train_set","n_train_areas","n_areas","spearman","topk"
"prev","child_vitA","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,-0.274725274725275,0.25
"prev","child_vitA","SierraLeone","domain_index",3,"Gambia+Ghana+Malawi",192,14,-0.0241758241758242,0.5
"prev","child_vitA","SierraLeone","domain_enet",3,"Gambia+Ghana+Malawi",192,14,-0.257142857142857,0.25
"prev","women_vitA","Gambia","domain_index",1,"Ghana",75,30,0.420750614541965,0.5
"prev","women_vitA","Gambia","domain_enet",1,"Ghana",75,30,-0.0936305048534545,0.125
"prev","women_vitA","Gambia","domain_index",1,"Malawi",87,30,0.286054098787872,0.375
"prev","women_vitA","Gambia","domain_enet",1,"Malawi",87,30,NA,0.125
"prev","women_vitA","Gambia","domain_index",2,"Ghana+Malawi",162,30,0.488802861177308,0.625
"prev","women_vitA","Gambia","domain_enet",2,"Ghana+Malawi",162,30,0.621152747737078,0.625
"prev","women_vitA","Gambia","domain_index",2,"Ghana+SierraLeone",89,30,0.277136907849448,0.375
"prev","women_vitA","Gambia","domain_enet",2,"Ghana+SierraLeone",89,30,NA,0.125
"prev","women_vitA","Gambia","domain_index",2,"Malawi+SierraLeone",101,30,-0.180221122123943,0.25
"prev","women_vitA","Gambia","domain_enet",2,"Malawi+SierraLeone",101,30,NA,0.125
"prev","women_vitA","Gambia","domain_index",3,"Ghana+Malawi+SierraLeone",176,30,0.354810334181512,0.375
"prev","women_vitA","Gambia","domain_enet",3,"Ghana+Malawi+SierraLeone",176,30,0.614347523073544,0.5
"prev","women_vitA","Ghana","domain_index",1,"Gambia",30,75,0.0734046230512491,0.315789473684211
"prev","women_vitA","Ghana","domain_enet",1,"Gambia",30,75,0.210691008444161,0.421052631578947
"prev","women_vitA","Ghana","domain_index",1,"Malawi",87,75,0.12911609990887,0.421052631578947
"prev","women_vitA","Ghana","domain_enet",1,"Malawi",87,75,NA,0.105263157894737
"prev","women_vitA","Ghana","domain_index",2,"Gambia+Malawi",117,75,0.0763656661125794,0.315789473684211
"prev","women_vitA","Ghana","domain_enet",2,"Gambia+Malawi",117,75,0.172599565605813,0.421052631578947
"prev","women_vitA","Ghana","domain_index",2,"Gambia+SierraLeone",44,75,0.0994508351648024,0.368421052631579
"prev","women_vitA","Ghana","domain_enet",2,"Gambia+SierraLeone",44,75,0.218294674576959,0.421052631578947
"prev","women_vitA","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.0831650983274859,0.263157894736842
"prev","women_vitA","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,NA,0.105263157894737
"prev","women_vitA","Ghana","domain_index",3,"Gambia+Malawi+SierraLeone",131,75,0.0774075145971215,0.368421052631579
"prev","women_vitA","Ghana","domain_enet",3,"Gambia+Malawi+SierraLeone",131,75,NA,0.105263157894737
"prev","women_vitA","Malawi","domain_index",1,"Gambia",30,87,0.13865134331466,0.227272727272727
"prev","women_vitA","Malawi","domain_enet",1,"Gambia",30,87,0.123768262412023,0.272727272727273
"prev","women_vitA","Malawi","domain_index",1,"Ghana",75,87,0.0996183575511404,0.409090909090909
"prev","women_vitA","Malawi","domain_enet",1,"Ghana",75,87,NA,0.909090909090909
"prev","women_vitA","Malawi","domain_index",2,"Gambia+Ghana",105,87,0.135773011630659,0.181818181818182
"prev","women_vitA","Malawi","domain_enet",2,"Gambia+Ghana",105,87,0.123768262412023,0.318181818181818
"prev","women_vitA","Malawi","domain_index",2,"Gambia+SierraLeone",44,87,0.147567151213881,0.272727272727273
"prev","women_vitA","Malawi","domain_enet",2,"Gambia+SierraLeone",44,87,0.132754273523049,0.363636363636364
"prev","women_vitA","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.165468970224128,0.454545454545455
"prev","women_vitA","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,NA,0.909090909090909
"prev","women_vitA","Malawi","domain_index",3,"Gambia+Ghana+SierraLeone",119,87,0.165960392706762,0.272727272727273
"prev","women_vitA","Malawi","domain_enet",3,"Gambia+Ghana+SierraLeone",119,87,0.117730786196802,0.318181818181818
"prev","women_vitA","SierraLeone","domain_index",1,"Gambia",30,14,-0.138471330606279,0.5
"prev","women_vitA","SierraLeone","domain_enet",1,"Gambia",30,14,0.105613726733602,0.5
"prev","women_vitA","SierraLeone","domain_index",1,"Ghana",75,14,0.0211227453467205,0.25
"prev","women_vitA","SierraLeone","domain_enet",1,"Ghana",75,14,NA,0.5
"prev","women_vitA","SierraLeone","domain_index",1,"Malawi",87,14,-0.072756122860926,0.25
"prev","women_vitA","SierraLeone","domain_enet",1,"Malawi",87,14,NA,0.5
"prev","women_vitA","SierraLeone","domain_index",2,"Gambia+Ghana",105,14,0.10091978332322,0.5
"prev","women_vitA","SierraLeone","domain_enet",2,"Gambia+Ghana",105,14,-0.0633682360401614,0.25
"prev","women_vitA","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,-0.0774500662713084,0.5
"prev","women_vitA","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,NA,0.5
"prev","women_vitA","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,-0.0445924623986321,0.25
"prev","women_vitA","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,-0.0821440096816907,0.5
"prev","women_vitA","SierraLeone","domain_index",3,"Gambia+Ghana+Malawi",192,14,-0.0680621794505437,0.25
"prev","women_vitA","SierraLeone","domain_enet",3,"Gambia+Ghana+Malawi",192,14,-0.0539803492193967,0.5
"prev","child_iron","Gambia","domain_index",1,"Ghana",75,30,0.628768498717803,0.5
"prev","child_iron","Gambia","domain_enet",1,"Ghana",75,30,0.525308713896933,0.5
"prev","child_iron","Gambia","domain_index",1,"Malawi",87,30,-0.521303819000641,0
"prev","child_iron","Gambia","domain_enet",1,"Malawi",87,30,-0.551340530722829,0
"prev","child_iron","Gambia","domain_index",2,"Ghana+Malawi",162,30,0.607186565110008,0.5
"prev","child_iron","Gambia","domain_enet",2,"Ghana+Malawi",162,30,0.506174216059095,0.375
"prev","child_iron","Gambia","domain_index",2,"Ghana+SierraLeone",89,30,0.630993440326854,0.5
"prev","child_iron","Gambia","domain_enet",2,"Ghana+SierraLeone",89,30,0.5544554489755,0.5
"prev","child_iron","Gambia","domain_index",2,"Malawi+SierraLeone",101,30,-0.443875851005668,0
"prev","child_iron","Gambia","domain_enet",2,"Malawi+SierraLeone",101,30,-0.186672600999376,0.25
"prev","child_iron","Gambia","domain_index",3,"Ghana+Malawi+SierraLeone",176,30,0.600734234443761,0.5
"prev","child_iron","Gambia","domain_enet",3,"Ghana+Malawi+SierraLeone",176,30,0.376460120251423,0.375
"prev","child_iron","Ghana","domain_index",1,"Gambia",30,75,0.545653014920695,0.526315789473684
"prev","child_iron","Ghana","domain_enet",1,"Gambia",30,75,0.535001808673976,0.526315789473684
"prev","child_iron","Ghana","domain_index",1,"Malawi",87,75,-0.199445978633257,0.105263157894737
"prev","child_iron","Ghana","domain_enet",1,"Malawi",87,75,0.12213192792819,0.315789473684211
"prev","child_iron","Ghana","domain_index",2,"Gambia+Malawi",117,75,0.517925612063956,0.473684210526316
"prev","child_iron","Ghana","domain_enet",2,"Gambia+Malawi",117,75,0.39675029381208,0.578947368421053
"prev","child_iron","Ghana","domain_index",2,"Gambia+SierraLeone",44,75,0.542811741404479,0.578947368421053
"prev","child_iron","Ghana","domain_enet",2,"Gambia+SierraLeone",44,75,0.420893979821733,0.421052631578947
"prev","child_iron","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,-0.0264281270277156,0.157894736842105
"prev","child_iron","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,NA,0.105263157894737
"prev","child_iron","Ghana","domain_index",3,"Gambia+Malawi+SierraLeone",131,75,0.606733256641152,0.578947368421053
"prev","child_iron","Ghana","domain_enet",3,"Gambia+Malawi+SierraLeone",131,75,0.516183725787683,0.578947368421053
"prev","child_iron","Malawi","domain_index",1,"Gambia",30,87,-0.116533852863926,0.272727272727273
"prev","child_iron","Malawi","domain_enet",1,"Gambia",30,87,-0.0905401547609134,0.272727272727273
"prev","child_iron","Malawi","domain_index",1,"Ghana",75,87,-0.0750077800698853,0.272727272727273
"prev","child_iron","Malawi","domain_enet",1,"Ghana",75,87,-0.0740318763165442,0.318181818181818
"prev","child_iron","Malawi","domain_index",2,"Gambia+Ghana",105,87,-0.0910873905104505,0.272727272727273
"prev","child_iron","Malawi","domain_enet",2,"Gambia+Ghana",105,87,-0.162218917354448,0.272727272727273
"prev","child_iron","Malawi","domain_index",2,"Gambia+SierraLeone",44,87,-0.160814345597303,0.227272727272727
"prev","child_iron","Malawi","domain_enet",2,"Gambia+SierraLeone",44,87,-0.214443449051939,0.227272727272727
"prev","child_iron","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,-0.137091675854869,0.227272727272727
"prev","child_iron","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,-0.0962314065560992,0.272727272727273
"prev","child_iron","Malawi","domain_index",3,"Gambia+Ghana+SierraLeone",119,87,-0.112347499379967,0.272727272727273
"prev","child_iron","Malawi","domain_enet",3,"Gambia+Ghana+SierraLeone",119,87,-0.0658415812651389,0.272727272727273
"prev","child_iron","SierraLeone","domain_index",1,"Gambia",30,14,0.367032967032967,0.5
"prev","child_iron","SierraLeone","domain_enet",1,"Gambia",30,14,0.446153846153846,0.75
"prev","child_iron","SierraLeone","domain_index",1,"Ghana",75,14,0.265934065934066,0.25
"prev","child_iron","SierraLeone","domain_enet",1,"Ghana",75,14,0.142857142857143,0.25
"prev","child_iron","SierraLeone","domain_index",1,"Malawi",87,14,-0.450549450549451,0.25
"prev","child_iron","SierraLeone","domain_enet",1,"Malawi",87,14,-0.23956043956044,0.25
"prev","child_iron","SierraLeone","domain_index",2,"Gambia+Ghana",105,14,0.384615384615385,0.25
"prev","child_iron","SierraLeone","domain_enet",2,"Gambia+Ghana",105,14,0.432967032967033,0.25
"prev","child_iron","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,-0.0593406593406593,0.25
"prev","child_iron","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,-0.468131868131868,0
"prev","child_iron","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.0153846153846154,0.25
"prev","child_iron","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,0.0725274725274725,0.25
"prev","child_iron","SierraLeone","domain_index",3,"Gambia+Ghana+Malawi",192,14,0.349450549450549,0.25
"prev","child_iron","SierraLeone","domain_enet",3,"Gambia+Ghana+Malawi",192,14,0.151648351648352,0.25
"prev","women_iron","Gambia","domain_index",1,"Ghana",75,30,0.590944491363936,0.625
"prev","women_iron","Gambia","domain_enet",1,"Ghana",75,30,0.28857492669391,0.25
"prev","women_iron","Gambia","domain_index",1,"Malawi",87,30,-0.582267219088638,0
"prev","women_iron","Gambia","domain_enet",1,"Malawi",87,30,NA,0.125
"prev","women_iron","Gambia","domain_index",2,"Ghana+Malawi",162,30,0.177327846241362,0.25
"prev","women_iron","Gambia","domain_enet",2,"Ghana+Malawi",162,30,0.501501838680087,0.375
"prev","women_iron","Gambia","domain_index",2,"Ghana+SierraLeone",89,30,0.588274561433075,0.625
"prev","women_iron","Gambia","domain_enet",2,"Ghana+SierraLeone",89,30,0.150851041093655,0.125
"prev","women_iron","Gambia","domain_index",2,"Malawi+SierraLeone",101,30,-0.657692739635465,0
"prev","women_iron","Gambia","domain_enet",2,"Malawi+SierraLeone",101,30,NA,0.125
"prev","women_iron","Gambia","domain_index",3,"Ghana+Malawi+SierraLeone",176,30,0.156858383438093,0.25
"prev","women_iron","Gambia","domain_enet",3,"Ghana+Malawi+SierraLeone",176,30,0.137278897278445,0.375
"prev","women_iron","Ghana","domain_index",1,"Gambia",30,75,0.144011353407941,0.368421052631579
"prev","women_iron","Ghana","domain_enet",1,"Gambia",30,75,0.306252538444203,0.526315789473684
"prev","women_iron","Ghana","domain_index",1,"Malawi",87,75,0.303173466645891,0.368421052631579
"prev","women_iron","Ghana","domain_enet",1,"Malawi",87,75,NA,0.157894736842105
"prev","women_iron","Ghana","domain_index",2,"Gambia+Malawi",117,75,0.417847308854033,0.578947368421053
"prev","women_iron","Ghana","domain_enet",2,"Gambia+Malawi",117,75,0.391675198568385,0.578947368421053
"prev","women_iron","Ghana","domain_index",2,"Gambia+SierraLeone",44,75,0.138601395481936,0.421052631578947
"prev","women_iron","Ghana","domain_enet",2,"Gambia+SierraLeone",44,75,-0.297446968628471,0.105263157894737
"prev","women_iron","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.233951903927777,0.315789473684211
"prev","women_iron","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,NA,0.157894736842105
"prev","women_iron","Ghana","domain_index",3,"Gambia+Malawi+SierraLeone",131,75,0.382840852380707,0.526315789473684
"prev","women_iron","Ghana","domain_enet",3,"Gambia+Malawi+SierraLeone",131,75,0.33524473318064,0.473684210526316
"prev","women_iron","Malawi","domain_index",1,"Gambia",30,87,-0.153172847170238,0.136363636363636
"prev","women_iron","Malawi","domain_enet",1,"Gambia",30,87,0.0201694243403402,0.363636363636364
"prev","women_iron","Malawi","domain_index",1,"Ghana",75,87,0.282871779642403,0.409090909090909
"prev","women_iron","Malawi","domain_enet",1,"Ghana",75,87,NA,0.272727272727273
"prev","women_iron","Malawi","domain_index",2,"Gambia+Ghana",105,87,0.172046392938918,0.409090909090909
"prev","women_iron","Malawi","domain_enet",2,"Gambia+Ghana",105,87,0.223168802590914,0.363636363636364
"prev","women_iron","Malawi","domain_index",2,"Gambia+SierraLeone",44,87,-0.144046159515546,0.181818181818182
"prev","women_iron","Malawi","domain_enet",2,"Gambia+SierraLeone",44,87,0.109279588693004,0.363636363636364
"prev","women_iron","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.299792251278081,0.409090909090909
"prev","women_iron","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.25158556841232,0.454545454545455
"prev","women_iron","Malawi","domain_index",3,"Gambia+Ghana+SierraLeone",119,87,0.179118187429978,0.363636363636364
"prev","women_iron","Malawi","domain_enet",3,"Gambia+Ghana+SierraLeone",119,87,0.235831387491137,0.454545454545455
"prev","women_iron","SierraLeone","domain_index",1,"Gambia",30,14,-0.301098901098901,0.25
"prev","women_iron","SierraLeone","domain_enet",1,"Gambia",30,14,-0.23956043956044,0.25
"prev","women_iron","SierraLeone","domain_index",1,"Ghana",75,14,-0.103296703296703,0
"prev","women_iron","SierraLeone","domain_enet",1,"Ghana",75,14,0.12967032967033,0
"prev","women_iron","SierraLeone","domain_index",1,"Malawi",87,14,0.0197802197802198,0
"prev","women_iron","SierraLeone","domain_enet",1,"Malawi",87,14,NA,0.5
"prev","women_iron","SierraLeone","domain_index",2,"Gambia+Ghana",105,14,-0.186813186813187,0.25
"prev","women_iron","SierraLeone","domain_enet",2,"Gambia+Ghana",105,14,0.252747252747253,0.25
"prev","women_iron","SierraLeone","domain_index",2,"Gambia+Malawi",117,14,-0.0285714285714286,0.25
"prev","women_iron","SierraLeone","domain_enet",2,"Gambia+Malawi",117,14,0.125274725274725,0
"prev","women_iron","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.0505494505494506,0
"prev","women_iron","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,0.156043956043956,0
"prev","women_iron","SierraLeone","domain_index",3,"Gambia+Ghana+Malawi",192,14,-0.112087912087912,0
"prev","women_iron","SierraLeone","domain_enet",3,"Gambia+Ghana+Malawi",192,14,-0.0505494505494506,0
"prev","women_folate","Ghana","domain_index",1,"Malawi",87,75,-0.0157200052231935,0.105263157894737
"prev","women_folate","Ghana","domain_enet",1,"Malawi",87,75,0.110595866302794,0.263157894736842
"prev","women_folate","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,-0.0273781777277922,0.0526315789473684
"prev","women_folate","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,0.183680351148249,0.315789473684211
"prev","women_folate","Malawi","domain_index",1,"Ghana",75,87,-0.0686980043423331,0.181818181818182
"prev","women_folate","Malawi","domain_enet",1,"Ghana",75,87,0.183027122138069,0.409090909090909
"prev","women_folate","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,-0.0121292004956721,0.227272727272727
"prev","women_folate","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.402097424874176,0.545454545454545
"prev","women_folate","SierraLeone","domain_index",1,"Ghana",75,14,0.00659340659340659,0
"prev","women_folate","SierraLeone","domain_enet",1,"Ghana",75,14,0.424175824175824,0.5
"prev","women_folate","SierraLeone","domain_index",1,"Malawi",87,14,0.134065934065934,0.25
"prev","women_folate","SierraLeone","domain_enet",1,"Malawi",87,14,-0.0681318681318681,0.25
"prev","women_folate","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,0.0373626373626374,0.25
"prev","women_folate","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,0.134065934065934,0.25
"prev","women_b12","Ghana","domain_index",1,"Malawi",87,75,0.263111530703866,0.368421052631579
"prev","women_b12","Ghana","domain_enet",1,"Malawi",87,75,0.273653041965788,0.421052631578947
"prev","women_b12","Ghana","domain_index",2,"Malawi+SierraLeone",101,75,0.223289865299187,0.368421052631579
"prev","women_b12","Ghana","domain_enet",2,"Malawi+SierraLeone",101,75,-0.068970665441533,0.263157894736842
"prev","women_b12","Malawi","domain_index",1,"Ghana",75,87,0.334318242605553,0.409090909090909
"prev","women_b12","Malawi","domain_enet",1,"Ghana",75,87,0.0378670790473819,0.318181818181818
"prev","women_b12","Malawi","domain_index",2,"Ghana+SierraLeone",89,87,0.265011989998944,0.409090909090909
"prev","women_b12","Malawi","domain_enet",2,"Ghana+SierraLeone",89,87,0.00750242103244304,0.363636363636364
"prev","women_b12","SierraLeone","domain_index",1,"Ghana",75,14,-0.346869287177847,0.25
"prev","women_b12","SierraLeone","domain_enet",1,"Ghana",75,14,-0.0440468936098854,0.25
"prev","women_b12","SierraLeone","domain_index",1,"Malawi",87,14,-0.104611372323478,0.25
"prev","women_b12","SierraLeone","domain_enet",1,"Malawi",87,14,0.10185844147286,0.25
"prev","women_b12","SierraLeone","domain_index",2,"Ghana+Malawi",162,14,-0.151411196783981,0.25
"prev","women_b12","SierraLeone","domain_enet",2,"Ghana+Malawi",162,14,-0.0880937872197707,0
