"Admin1","Admin2","n_raw","n_raw_cont","n_kish","n_kish_cont","n_psu","n_psu_cont","y_prev","y_level","sd_level","n_eff_national","n_eff_national_cont","n_eff_district","n_eff_district_cont","n_eff","n_eff_cont","deff_binary","deff_cont","country","outcome","at_clamp","svy_prev_pipeline","n_svy_pipeline"
"Banjul","Banjul",97,97,79.7393600575737,79.7393600575737,13,13,0.0747119309212328,-0.0114609625343136,0.263644747200226,30.0492248425622,18.0753975093553,69.7905813120042,51.3659050301926,69.7905813120042,51.3659050301926,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.0747119309212328,97
"Banjul","Kanifing",72,72,65.5313324235619,65.5313324235619,8,8,0.129379459724291,0.00803119270994451,0.271519923375269,22.3045792645822,13.4167899038514,55.7005806071862,38.9164501325255,55.7005806071862,38.9164501325255,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.129379459724291,72
"Lower River","Jarra East",52,52,46.1903015931357,46.1903015931357,2,2,0.208221526787354,0.168901413997825,0.282813690541155,16.1088628021983,9.68990381944823,29.7706156159604,14.7235043359445,29.7706156159604,14.7235043359445,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.208221526787354,52
"Lower River","Jarra West",35,35,25.2218010076486,25.2218010076486,3,3,0.0755206393695848,-0.00442725712170799,0.295329339921421,10.8425038091719,6.52205064770554,20.4171587897983,13.1922569087833,20.4171587897983,13.1922569087833,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.0755206393695848,35
"Lower River","Kiang Central",24,24,24,24,1,1,0.208333333333333,0.169336224873259,0.262233484204827,7.43485975486074,4.4722633012838,15.9212765075587,8.09114201926208,15.9212765075587,8.09114201926208,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.208333333333333,24
"Lower River","Kiang East",22,22,22,22,1,1,0.227272727272727,0.206196991473516,0.208952925561649,6.81528810862235,4.09957469284348,15.0345766074264,7.87054459056397,15.0345766074264,7.87054459056397,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.227272727272727,22
"Maccarthy Island","Fulladu West",113,113,54.951388207495,54.951388207495,5,5,0.322404265149205,0.182667078727624,0.295796811869866,35.0057980124693,21.0569063768779,37.2165595515054,19.3047298345817,37.2165595515054,19.3047298345817,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.322404265149205,113
"Maccarthy Island","Lower Saloum",39,39,35.4050358593291,35.4050358593291,2,2,0.178749949951543,0.137689974583922,0.247756793460005,12.0816471016487,7.26742786458617,25.1431288908619,13.714833328099,25.1431288908619,13.714833328099,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.178749949951543,39
"Maccarthy Island","Niamina Dankunku",34,34,34,34,1,1,0.382352941176471,0.242764042750349,0.273064685451387,10.5327179860527,6.33570634348538,19.6755521315124,8.89800966959263,19.6755521315124,8.89800966959263,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.382352941176471,34
"Maccarthy Island","Niamina East",28,28,28,28,1,1,0.25,0.12845091093877,0.255026741944504,8.67400304733754,5.21764051816443,17.5475624131504,8.46393042084835,17.5475624131504,8.46393042084835,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.25,28
"Maccarthy Island","Niani",45,45,39.1299932784428,39.1299932784428,3,3,0.307965738346523,0.218093150086027,0.306068796714478,13.9403620403639,8.38549368990712,29.8961853578613,17.8120950545685,29.8961853578613,17.8120950545685,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.307965738346523,45
"Maccarthy Island","Nianija",22,22,21.9991791150026,21.9991791150026,2,2,0.136160861272839,0.109981907756678,0.273480152334515,6.81528810862235,4.09957469284348,18.0230137569366,11.8602109640223,18.0230137569366,11.8602109640223,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.136160861272839,22
"Maccarthy Island","Sami",18,18,18,18,1,1,0.388888888888889,0.225308906797558,0.232020038808736,5.57614481614556,3.35419747596285,13.0904595918843,7.33710632425198,13.0904595918843,7.33710632425198,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.388888888888889,18
"Maccarthy Island","Upper Saloum",10,10,10,10,1,1,0.3,0.148459739055105,0.295050733912172,3.09785823119198,1.86344304220158,8.34338427641994,5.65168044657479,8.34338427641994,5.65168044657479,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.3,10
"North Bank","Central Baddibu",14,14,14,14,1,1,0.357142857142857,0.195940527766505,0.352318074720152,4.33700152366877,2.60882025908221,10.8796947268853,6.63087809696431,10.8796947268853,6.63087809696431,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.357142857142857,14
"North Bank","Jokadu",14,14,14,14,1,1,0.142857142857143,0.0993728838780615,0.21860463342547,4.33700152366877,2.60882025908221,10.8796947268853,6.63087809696431,10.8796947268853,6.63087809696431,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.142857142857143,14
"North Bank","Lower Baddibu",9,9,9,9,1,1,0,0.0557396684190289,0.184405948278078,2.78807240807278,1.67709873798142,7.64985552597173,5.34474179357289,7.64985552597173,5.34474179357289,3.22803668008792,5.36641033480981,"Gambia","child_vitA",TRUE,0,9
"North Bank","Lower Nuimi",13,13,11.7188222671001,11.7188222671001,2,2,0,-0.0679661007436726,0.272247001598563,4.02721570054957,2.42247595486206,10.4507417540947,7.9710125839106,10.4507417540947,7.9710125839106,3.22803668008792,5.36641033480981,"Gambia","child_vitA",TRUE,0,13
"North Bank","Upper Baddibu",34,34,33.9958610382319,33.9958610382319,2,2,0.0887310206459296,0.0749749129006761,0.245111823755953,10.5327179860527,6.33570634348538,25.1265502695219,14.357597161254,25.1265502695219,14.357597161254,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.0887310206459296,34
"North Bank","Upper Nuimi",9,9,9,9,1,1,0.222222222222222,-0.0138535250080305,0.432011447597566,2.78807240807278,1.67709873798142,7.64985552597173,5.34474179357289,7.64985552597173,5.34474179357289,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.222222222222222,9
"Upper River","Fulladu East",124,124,106.445526471229,106.445526471229,5,5,0.246336969602765,0.144247559546626,0.28620203306794,38.4134420667805,23.1066937232996,69.7973198918646,35.0773241331084,69.7973198918646,35.0773241331084,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.246336969602765,124
"Upper River","Kantora",16,16,16,16,1,1,0.5625,0.397225876386178,0.32991108051972,4.95657316990716,2.98150886752253,12.0217231373481,7.0104450333922,12.0217231373481,7.0104450333922,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.5625,16
"Upper River","Sandu",16,16,16,16,1,1,0.25,0.180160150782617,0.243382420918564,4.95657316990716,2.98150886752253,12.0217231373481,7.0104450333922,12.0217231373481,7.0104450333922,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.25,16
"Upper River","Wuli",9,9,9,9,1,1,0.111111111111111,0.193095761985382,0.206441049147866,2.78807240807278,1.67709873798142,7.64985552597173,5.34474179357289,7.64985552597173,5.34474179357289,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.111111111111111,9
"Western","Foni Bintang Karanai",17,17,17,17,1,1,0,-0.017216901231767,0.213882686141687,5.26635899302636,3.16785317174269,12.564804700828,7.17967259210836,12.564804700828,7.17967259210836,3.22803668008792,5.36641033480981,"Gambia","child_vitA",TRUE,0,17
"Western","Foni Brefet",12,12,12,12,1,1,0,-0.0971767685539199,0.195739045172372,3.71742987743037,2.2361316506419,9.656567325756,6.18442019661145,9.656567325756,6.18442019661145,3.22803668008792,5.36641033480981,"Gambia","child_vitA",TRUE,0,12
"Western","Kombo Central",27,27,26.4800798019981,26.4800798019981,2,2,0.174231843559703,0.0718142344352463,0.324187335866974,8.36421722421834,5.03129621394427,20.7561547761523,12.8010247868865,20.7561547761523,12.8010247868865,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.174231843559703,27
"Western","Kombo East",20,20,20,20,1,1,0.1,0.0630071783751431,0.238568319030756,6.19571646238395,3.72688608440316,14.0927402161318,7.62120262638169,14.0927402161318,7.62120262638169,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.1,20
"Western","Kombo Saint Mary",56,56,46.9120119746243,46.9120119746243,4,4,0.128387617887681,0.0741210941260076,0.266154628509842,17.3480060946751,10.4352810363289,36.4563120934214,22.2191309062188,36.4563120934214,22.2191309062188,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.128387617887681,56
"Western","Kombo South",19,19,19,19,1,1,0.0526315789473684,-0.013458471010826,0.257775419028501,5.88593063926476,3.54054178018301,13.5995133588647,7.48393761966968,13.5995133588647,7.48393761966968,3.22803668008792,5.36641033480981,"Gambia","child_vitA",FALSE,0.0526315789473684,19
"Banjul","Banjul",232,232,199.381291727766,199.381291727766,13,13,0,-0.40642367281106,0.332636789779703,122.057722196877,41.5767541016908,199.381291727766,98.3894361690637,199.381291727766,98.3894361690637,1.90074004187779,5.58004117956302,"Gambia","women_vitA",TRUE,0,232
"Banjul","Kanifing",139,139,121.915646958318,121.915646958318,8,8,0.0132270263647896,-0.357024731010881,0.299944447089629,73.1294111438186,24.9102104316164,121.915646958318,61.0267105928105,121.915646958318,61.0267105928105,1.90074004187779,5.58004117956302,"Gambia","women_vitA",FALSE,0.0132270263647896,139
"Lower River","Jarra East",43,43,42.3120338810193,42.3120338810193,2,2,0.141791677971889,-0.0944975592843524,0.351433733094006,22.6227674761453,7.70603632057199,42.3120338810193,18.8130234205521,42.3120338810193,18.8130234205521,1.90074004187779,5.58004117956302,"Gambia","women_vitA",FALSE,0.141791677971889,43
"Lower River","Jarra West",61,61,59.1848887500634,59.1848887500634,3,3,0,-0.285467160973674,0.327366181434381,32.092763163834,10.9318189663928,59.1848887500634,27.17401031414,59.1848887500634,27.17401031414,1.90074004187779,5.58004117956302,"Gambia","women_vitA",TRUE,0,61
"Lower River","Kiang Central",20,20,20,20,1,1,0,-0.222394423862375,0.301091054762046,10.5222174307653,3.58420293980093,20,9.26919002923102,20,9.26919002923102,1.90074004187779,5.58004117956302,"Gambia","women_vitA",TRUE,0,20
"Lower River","Kiang East",21,21,21,21,1,1,0,-0.0781595053551232,0.221636702175171,11.0483283023035,3.76341308679097,21,9.46535754869154,21,9.46535754869154,1.90074004187779,5.58004117956302,"Gambia","women_vitA",TRUE,0,21
"Maccarthy Island","Fulladu West",147,147,80.4289433047818,80.4289433047818,5,5,0.0218873492044434,-0.236837780918302,0.373589568320279,77.3382981161247,26.3438916075368,80.4289433047818,29.4564506119884,80.4289433047818,29.4564506119884,1.90074004187779,5.58004117956302,"Gambia","women_vitA",FALSE,0.0218873492044434,147
"Maccarthy Island","Lower Saloum",29,29,24.2964380264264,24.2964380264264,2,2,0.0118656087318595,-0.127637934881497,0.223889578010987,15.2572152746096,5.19709426271134,24.2964380264264,13.3308943031548,24.2964380264264,13.3308943031548,1.90074004187779,5.58004117956302,"Gambia","women_vitA",FALSE,0.0118656087318595,29
"Maccarthy Island","Niamina Dankunku",20,20,20,20,1,1,0,-0.132343173730334,0.185219939653657,10.5222174307653,3.58420293980093,20,9.26919002923102,20,9.26919002923102,1.90074004187779,5.58004117956302,"Gambia","women_vitA",TRUE,0,20
"Maccarthy Island","Niamina East",23,23,23,23,1,1,0.130434782608696,-0.131808822301506,0.349617327212491,12.1005500453801,4.12183338077107,23,9.82705102962643,23,9.82705102962643,1.90074004187779,5.58004117956302,"Gambia","women_vitA",FALSE,0.130434782608696,23
"Maccarthy Island","Niani",45,45,35.6664618421289,35.6664618421289,3,3,0.101351662685147,-0.0252430873852492,0.316691494441781,23.6749892192218,8.06445661455209,35.6664618421289,19.2476267421184,35.6664618421289,19.2476267421184,1.90074004187779,5.58004117956302,"Gambia","women_vitA",FALSE,0.101351662685147,45
"Maccarthy Island","Nianija",21,21,20.9998981050086,20.9998981050086,2,2,0.0477098880449538,-0.209922212091986,0.308242437906092,11.0483283023035,3.76341308679097,20.9998981050086,13.3008153580892,20.9998981050086,13.3008153580892,1.90074004187779,5.58004117956302,"Gambia","women_vitA",FALSE,0.0477098880449538,21
"Maccarthy Island","Sami",19,19,19,19,1,1,0.0526315789473684,-0.0156772906026151,0.29823420782038,9.996106559227,3.40499279281088,19,9.06162141576858,19,9.06162141576858,1.90074004187779,5.58004117956302,"Gambia","women_vitA",FALSE,0.0526315789473684,19
"Maccarthy Island","Upper Saloum",14,14,14,14,1,1,0.0714285714285714,-0.109694908159385,0.222493971813662,7.36555220153568,2.50894205786065,14,7.81206043032449,14,7.81206043032449,1.90074004187779,5.58004117956302,"Gambia","women_vitA",FALSE,0.0714285714285714,14
