"country","outcome","rep","arm","n_areas","spearman","topk","secs_sl","secs_mlr3"
"Gambia","child_vitA",1,"sl_discrete",30,0.430560519110569,0.5,32.2420060634613,0
"Gambia","child_vitA",1,"sl_nnls",30,0.530126247016634,0.625,32.2420060634613,0
"Gambia","child_vitA",1,"mlr3_discrete",30,NA,NA,32.2420060634613,0
"Gambia","child_vitA",1,"domain_index",30,0.657534739997102,0.625,32.2420060634613,0
"Gambia","child_vitA",1,"enet",30,0.341240928751884,0.375,32.2420060634613,0
"Gambia","child_vitA",1,"rf",30,0.50696106647473,0.5,32.2420060634613,0
"Gambia","child_vitA",1,"mean",30,-0.19358197634098,0.125,32.2420060634613,0
"Gambia","child_vitA",1,"hapc",30,0.464862805682233,0.5,32.2420060634613,0
"Gambia","child_vitA",2,"sl_discrete",30,0.556187075126275,0.625,16.2790012359619,0
"Gambia","child_vitA",2,"sl_nnls",30,0.460853447511519,0.5,16.2790012359619,0
"Gambia","child_vitA",2,"mlr3_discrete",30,NA,NA,16.2790012359619,0
"Gambia","child_vitA",2,"domain_index",30,0.619223095254723,0.625,16.2790012359619,0
"Gambia","child_vitA",2,"enet",30,0.15093972051898,0.375,16.2790012359619,0
"Gambia","child_vitA",2,"rf",30,0.556187075126275,0.625,16.2790012359619,0
"Gambia","child_vitA",2,"mean",30,-0.18676570956841,0.25,16.2790012359619,0
"Gambia","child_vitA",2,"hapc",30,0.448602630878782,0.375,16.2790012359619,0
"Gambia","child_vitA",3,"sl_discrete",30,0.322116544307541,0.375,16.2115001678467,0
"Gambia","child_vitA",3,"sl_nnls",30,0.50651558223354,0.5,16.2115001678467,0
"Gambia","child_vitA",3,"mlr3_discrete",30,NA,NA,16.2115001678467,0
"Gambia","child_vitA",3,"domain_index",30,0.584475324441868,0.625,16.2115001678467,0
"Gambia","child_vitA",3,"enet",30,0.279764103467602,0.25,16.2115001678467,0
"Gambia","child_vitA",3,"rf",30,0.443479562105092,0.5,16.2115001678467,0
"Gambia","child_vitA",3,"mean",30,-0.437604326798976,0.125,16.2115001678467,0
"Gambia","child_vitA",3,"hapc",30,0.467758453249971,0.625,16.2115001678467,0
"Gambia","child_vitA",4,"sl_discrete",30,0.458626026305567,0.375,16.3377487659454,0
"Gambia","child_vitA",4,"sl_nnls",30,0.538813189719847,0.5,16.3377487659454,0
"Gambia","child_vitA",4,"mlr3_discrete",30,NA,NA,16.3377487659454,0
"Gambia","child_vitA",4,"domain_index",30,0.60118098348651,0.625,16.3377487659454,0
