"target","outcome","heldout","domain","variant","spearman"
"level","child_vitA","SierraLeone","Household assets and characteristics","drop",-0.107692307692308
"level","child_vitA","SierraLeone","Household assets and characteristics","only",-0.204395604395604
"level","child_vitA","Gambia","Infant and child morbidity/mortality","drop",0.704115684093437
"level","child_vitA","Gambia","Infant and child morbidity/mortality","only",0.383314794215795
"level","child_vitA","Ghana","Infant and child morbidity/mortality","drop",0.392318634423898
"level","child_vitA","Ghana","Infant and child morbidity/mortality","only",0.417752489331437
"level","child_vitA","Malawi","Infant and child morbidity/mortality","drop",0.219727345629511
"level","child_vitA","Malawi","Infant and child morbidity/mortality","only",0.0969599766712838
"level","child_vitA","SierraLeone","Infant and child morbidity/mortality","drop",-0.0945054945054945
"level","child_vitA","SierraLeone","Infant and child morbidity/mortality","only",-0.120879120879121
"level","child_vitA","Gambia","Livestock density","drop",0.701001112347052
"level","child_vitA","Gambia","Livestock density","only",0.359733036707453
"level","child_vitA","Ghana","Livestock density","drop",0.385035561877667
"level","child_vitA","Ghana","Livestock density","only",0.306372688477952
"level","child_vitA","Malawi","Livestock density","drop",0.216428519355544
"level","child_vitA","Malawi","Livestock density","only",0.148173798935627
"level","child_vitA","SierraLeone","Livestock density","drop",-0.0989010989010989
"level","child_vitA","SierraLeone","Livestock density","only",0.296703296703297
"level","child_vitA","Gambia","Malaria","drop",0.697441601779755
"level","child_vitA","Gambia","Malaria","only",-0.0860956618464961
"level","child_vitA","Ghana","Malaria","drop",0.389815078236131
"level","child_vitA","Ghana","Malaria","only",0.237211948790896
"level","child_vitA","Malawi","Malaria","drop",0.226634832689364
"level","child_vitA","Malawi","Malaria","only",0.0705693664795509
"level","child_vitA","SierraLeone","Malaria","drop",-0.0989010989010989
"level","child_vitA","SierraLeone","Malaria","only",0.345054945054945
"level","child_vitA","Gambia","Malaria incidence and treatment","drop",0.69210233592881
"level","child_vitA","Gambia","Malaria incidence and treatment","only",-0.426028921023359
"level","child_vitA","Ghana","Malaria incidence and treatment","drop",0.386201991465149
"level","child_vitA","Ghana","Malaria incidence and treatment","only",0.0210241820768137
"level","child_vitA","Malawi","Malaria incidence and treatment","drop",0.219617992272363
"level","child_vitA","Malawi","Malaria incidence and treatment","only",-0.0838375738135161
"level","child_vitA","SierraLeone","Malaria incidence and treatment","drop",-0.107692307692308
"level","child_vitA","SierraLeone","Malaria incidence and treatment","only",0.120879120879121
"level","child_vitA","Gambia","Nutrition status (MODELLED SURFACE)","drop",0.681868743047831
"level","child_vitA","Gambia","Nutrition status (MODELLED SURFACE)","only",0.737041156840934
"level","child_vitA","Ghana","Nutrition status (MODELLED SURFACE)","drop",0.389530583214794
"level","child_vitA","Ghana","Nutrition status (MODELLED SURFACE)","only",0.353399715504979
"level","child_vitA","Malawi","Nutrition status (MODELLED SURFACE)","drop",0.21298388860538
"level","child_vitA","Malawi","Nutrition status (MODELLED SURFACE)","only",0.211544069402931
"level","child_vitA","SierraLeone","Nutrition status (MODELLED SURFACE)","drop",-0.103296703296703
"level","child_vitA","SierraLeone","Nutrition status (MODELLED SURFACE)","only",-0.134065934065934
"level","child_vitA","Gambia","Ruralness, population density, built environment","drop",0.703225806451613
"level","child_vitA","Gambia","Ruralness, population density, built environment","only",-0.571968854282536
"level","child_vitA","Ghana","Ruralness, population density, built environment","drop",0.388847795163585
"level","child_vitA","Ghana","Ruralness, population density, built environment","only",-0.202190611664296
"level","child_vitA","Malawi","Ruralness, population density, built environment","drop",0.223536487570168
"level","child_vitA","Malawi","Ruralness, population density, built environment","only",-0.165998396150762
"level","child_vitA","SierraLeone","Ruralness, population density, built environment","drop",-0.0901098901098901
"level","child_vitA","SierraLeone","Ruralness, population density, built environment","only",-0.358241758241758
"level","child_vitA","Gambia","Satellite embedding","drop",0.727252502780868
"level","child_vitA","Gambia","Satellite embedding","only",0.443381535038932
"level","child_vitA","Ghana","Satellite embedding","drop",0.41977240398293
"level","child_vitA","Ghana","Satellite embedding","only",0.316756756756757
"level","child_vitA","Malawi","Satellite embedding","drop",0.20110082379529
"level","child_vitA","Malawi","Satellite embedding","only",0.28900269738281
"level","child_vitA","SierraLeone","Satellite embedding","drop",-0.0989010989010989
"level","child_vitA","SierraLeone","Satellite embedding","only",0.415384615384615
"level","child_vitA","Gambia","Soil characteristics","drop",0.664516129032258
"level","child_vitA","Gambia","Soil characteristics","only",0.728587319243604
"level","child_vitA","Ghana","Soil characteristics","drop",0.415504978662873
"level","child_vitA","Ghana","Soil characteristics","only",0.161251778093883
"level","child_vitA","Malawi","Soil characteristics","drop",0.253553984107312
"level","child_vitA","Malawi","Soil characteristics","only",0.048024349347525
"level","child_vitA","SierraLeone","Soil characteristics","drop",-0.103296703296703
"level","child_vitA","SierraLeone","Soil characteristics","only",0.296703296703297
"level","child_vitA","Gambia","Water and coast proximity","drop",0.702780867630701
"level","child_vitA","Gambia","Water and coast proximity","only",0.00200222469410456
"level","child_vitA","Ghana","Water and coast proximity","drop",0.391095305832148
"level","child_vitA","Ghana","Water and coast proximity","only",0.26927453769559
"level","child_vitA","Malawi","Water and coast proximity","drop",0.236203251439819
"level","child_vitA","Malawi","Water and coast proximity","only",-0.148337828971349
"level","child_vitA","SierraLeone","Water and coast proximity","drop",-0.0901098901098901
"level","child_vitA","SierraLeone","Water and coast proximity","only",-0.265934065934066
"level","child_vitA","Gambia","Water and sanitation","drop",0.688987764182425
"level","child_vitA","Gambia","Water and sanitation","only",0.361512791991101
"level","child_vitA","Ghana","Water and sanitation","drop",0.393769559032717
"level","child_vitA","Ghana","Water and sanitation","only",0.195789473684211
"level","child_vitA","Malawi","Water and sanitation","drop",0.225267915725013
"level","child_vitA","Malawi","Water and sanitation","only",0.0291244441204345
"level","child_vitA","SierraLeone","Water and sanitation","drop",-0.0901098901098901
"level","child_vitA","SierraLeone","Water and sanitation","only",-0.687912087912088
"level","women_vitA","Gambia","ALL","full",0.75083426028921
"level","women_vitA","Ghana","ALL","full",0.252830725462304
"level","women_vitA","Malawi","ALL","full",0.205821243712182
"level","women_vitA","SierraLeone","ALL","full",-0.0857142857142857
"level","women_vitA","Gambia","Adult nutrition","drop",0.76952169076752
"level","women_vitA","Gambia","Adult nutrition","only",0.498998887652948
"level","women_vitA","Ghana","Adult nutrition","drop",0.264779516358464
"level","women_vitA","Ghana","Adult nutrition","only",0.193058321479374
"level","women_vitA","Malawi","Adult nutrition","drop",0.181727054020558
"level","women_vitA","Malawi","Adult nutrition","only",0.336917693373186
"level","women_vitA","SierraLeone","Adult nutrition","drop",-0.0769230769230769
"level","women_vitA","SierraLeone","Adult nutrition","only",0.0945054945054945
"level","women_vitA","Gambia","Agricultural production, land use","drop",0.745494994438265
"level","women_vitA","Gambia","Agricultural production, land use","only",0.610678531701891
"level","women_vitA","Ghana","Agricultural production, land use","drop",0.258918918918919
"level","women_vitA","Ghana","Agricultural production, land use","only",0.13126600284495
"level","women_vitA","Malawi","Agricultural production, land use","drop",0.253225924035868
"level","women_vitA","Malawi","Agricultural production, land use","only",-0.242855580666326
"level","women_vitA","SierraLeone","Agricultural production, land use","drop",-0.0901098901098901
"level","women_vitA","SierraLeone","Agricultural production, land use","only",0.472527472527473
"level","women_vitA","Gambia","Built environment","drop",0.737486095661847
"level","women_vitA","Gambia","Built environment","only",0.412680756395996
"level","women_vitA","Ghana","Built environment","drop",0.265007112375533
"level","women_vitA","Ghana","Built environment","only",0.00301564722617354
"level","women_vitA","Malawi","Built environment","drop",0.210468761390975
"level","women_vitA","Malawi","Built environment","only",-0.00942261427425822
"level","women_vitA","SierraLeone","Built environment","drop",-0.0769230769230769
"level","women_vitA","SierraLeone","Built environment","only",-0.564835164835165
"level","women_vitA","Gambia","Climate and weather","drop",0.745050055617353
"level","women_vitA","Gambia","Climate and weather","only",0.758843159065628
"level","women_vitA","Ghana","Climate and weather","drop",0.206628733997155
"level","women_vitA","Ghana","Climate and weather","only",0.475931721194879
"level","women_vitA","Malawi","Climate and weather","drop",0.171247357293869
"level","women_vitA","Malawi","Climate and weather","only",0.343843405992564
"level","women_vitA","SierraLeone","Climate and weather","drop",-0.0725274725274725
"level","women_vitA","SierraLeone","Climate and weather","only",0.0989010989010989
"level","women_vitA","Gambia","Dietary diversity","drop",0.753503893214683
"level","women_vitA","Gambia","Dietary diversity","only",0.42825361512792
"level","women_vitA","Ghana","Dietary diversity","drop",0.262190611664296
"level","women_vitA","Ghana","Dietary diversity","only",0.208079658605974
"level","women_vitA","Malawi","Dietary diversity","drop",0.21555369249836
"level","women_vitA","Malawi","Dietary diversity","only",0.118976452577094
"level","women_vitA","SierraLeone","Dietary diversity","drop",-0.0857142857142857
"level","women_vitA","SierraLeone","Dietary diversity","only",-0.0593406593406593
"level","women_vitA","Gambia","Ecosystem productivity/greenness","drop",0.737486095661847
"level","women_vitA","Gambia","Ecosystem productivity/greenness","only",0.401557285873192
"level","women_vitA","Ghana","Ecosystem productivity/greenness","drop",0.262674253200569
"level","women_vitA","Ghana","Ecosystem productivity/greenness","only",0.197297297297297
"level","women_vitA","Malawi","Ecosystem productivity/greenness","drop",0.195104614711672
"level","women_vitA","Malawi","Ecosystem productivity/greenness","only",0.204344973390683
"level","women_vitA","SierraLeone","Ecosystem productivity/greenness","drop",-0.0549450549450549
"level","women_vitA","SierraLeone","Ecosystem productivity/greenness","only",-0.2
"level","women_vitA","Gambia","Education, employment, SES","drop",0.738375973303671
"level","women_vitA","Gambia","Education, employment, SES","only",0.775305895439377
"level","women_vitA","Ghana","Education, employment, SES","drop",0.269445234708393
"level","women_vitA","Ghana","Education, employment, SES","only",0.154054054054054
"level","women_vitA","Malawi","Education, employment, SES","drop",0.21298388860538
"level","women_vitA","Malawi","Education, employment, SES","only",0.19096741269957
"level","women_vitA","SierraLeone","Education, employment, SES","drop",-0.0857142857142857
"level","women_vitA","SierraLeone","Education, employment, SES","only",-0.23956043956044
"level","women_vitA","Gambia","Fertility, reproductive health","drop",0.75706340378198
"level","women_vitA","Gambia","Fertility, reproductive health","only",-0.196440489432703
"level","women_vitA","Ghana","Fertility, reproductive health","drop",0.268193456614509
"level","women_vitA","Ghana","Fertility, reproductive health","only",0.132631578947368
"level","women_vitA","Malawi","Fertility, reproductive health","drop",0.204837063497849
"level","women_vitA","Malawi","Fertility, reproductive health","only",0.018134431727054
"level","women_vitA","SierraLeone","Fertility, reproductive health","drop",-0.0285714285714286
"level","women_vitA","SierraLeone","Fertility, reproductive health","only",-0.0681318681318681
"level","women_vitA","Gambia","Food fortification and supplementation","drop",0.738820912124583
"level","women_vitA","Gambia","Food fortification and supplementation","only",0.0812013348164627
"level","women_vitA","Ghana","Food fortification and supplementation","drop",0.248079658605974
"level","women_vitA","Ghana","Food fortification and supplementation","only",-0.107396870554765
"level","women_vitA","Malawi","Food fortification and supplementation","drop",0.20449077786688
"level","women_vitA","Malawi","Food fortification and supplementation","only",0.106346139826493
"level","women_vitA","SierraLeone","Food fortification and supplementation","drop",-0.0769230769230769
"level","women_vitA","SierraLeone","Food fortification and supplementation","only",-0.217582417582418
"level","women_vitA","Gambia","Food prices and supply","drop",0.739710789766407
"level","women_vitA","Gambia","Food prices and supply","only",0.0224694104560623
"level","women_vitA","Ghana","Food prices and supply","drop",0.25701280227596
"level","women_vitA","Ghana","Food prices and supply","only",0.0417638691322902
"level","women_vitA","Malawi","Food prices and supply","drop",0.20226725960487
"level","women_vitA","Malawi","Food prices and supply","only",0.0697309907414158
"level","women_vitA","SierraLeone","Food prices and supply","drop",-0.0945054945054945
"level","women_vitA","SierraLeone","Food prices and supply","only",0.103296703296703
"level","women_vitA","Gambia","Healthcare access","drop",0.759733036707453
"level","women_vitA","Gambia","Healthcare access","only",0.192436040044494
"level","women_vitA","Ghana","Healthcare access","drop",0.250697012802276
"level","women_vitA","Ghana","Healthcare access","only",0.0484495021337127
"level","women_vitA","Malawi","Healthcare access","drop",0.209502806736167
"level","women_vitA","Malawi","Healthcare access","only",0.16470438142451
"level","women_vitA","SierraLeone","Healthcare access","drop",-0.0857142857142857
"level","women_vitA","SierraLeone","Healthcare access","only",0.0505494505494506
"level","women_vitA","Gambia","Helminth burden and control","drop",0.756173526140156
"level","women_vitA","Gambia","Helminth burden and control","only",0.151371395650993
"level","women_vitA","Ghana","Helminth burden and control","drop",0.247169274537696
"level","women_vitA","Ghana","Helminth burden and control","only",0.016439646103969
"level","women_vitA","Malawi","Helminth burden and control","drop",0.212473572938689
"level","women_vitA","Malawi","Helminth burden and control","only",-0.00560962731492465
"level","women_vitA","SierraLeone","Helminth burden and control","drop",-0.0857142857142857
"level","women_vitA","SierraLeone","Helminth burden and control","only",0.217582417582418
"level","women_vitA","Gambia","Household assets and characteristics","drop",0.756618464961068
"level","women_vitA","Gambia","Household assets and characteristics","only",0.111012235817575
"level","women_vitA","Ghana","Household assets and characteristics","drop",0.275761024182077
"level","women_vitA","Ghana","Household assets and characteristics","only",0.0514935988620199
"level","women_vitA","Malawi","Household assets and characteristics","drop",0.204199168914486
"level","women_vitA","Malawi","Household assets and characteristics","only",0.166563388496027
"level","women_vitA","SierraLeone","Household assets and characteristics","drop",-0.0285714285714286
"level","women_vitA","SierraLeone","Household assets and characteristics","only",-0.397802197802198
"level","women_vitA","Gambia","Infant and child morbidity/mortality","drop",0.75083426028921
"level","women_vitA","Gambia","Infant and child morbidity/mortality","only",0.250723025583982
"level","women_vitA","Ghana","Infant and child morbidity/mortality","drop",0.278150782361309
"level","women_vitA","Ghana","Infant and child morbidity/mortality","only",0.219431009957326
"level","women_vitA","Malawi","Infant and child morbidity/mortality","drop",0.187285849675585
"level","women_vitA","Malawi","Infant and child morbidity/mortality","only",0.21099730261719
"level","women_vitA","SierraLeone","Infant and child morbidity/mortality","drop",-0.0989010989010989
"level","women_vitA","SierraLeone","Infant and child morbidity/mortality","only",0.595604395604396
"level","women_vitA","Gambia","Livestock density","drop",0.747274749721913
"level","women_vitA","Gambia","Livestock density","only",0.27741935483871
"level","women_vitA","Ghana","Livestock density","drop",0.236699857752489
"level","women_vitA","Ghana","Livestock density","only",0.451635846372688
"level","women_vitA","Malawi","Livestock density","drop",0.203816432164467
"level","women_vitA","Malawi","Livestock density","only",0.181289640591966
"level","women_vitA","SierraLeone","Livestock density","drop",-0.0901098901098901
"level","women_vitA","SierraLeone","Livestock density","only",0.107692307692308
"level","women_vitA","Gambia","Malaria","drop",0.74860956618465
"level","women_vitA","Gambia","Malaria","only",-0.374860956618465
"level","women_vitA","Ghana","Malaria","drop",0.253001422475107
"level","women_vitA","Ghana","Malaria","only",-0.472403982930299
"level","women_vitA","Malawi","Malaria","drop",0.204855289057374
"level","women_vitA","Malawi","Malaria","only",0.129984690529999
"level","women_vitA","SierraLeone","Malaria","drop",-0.0769230769230769
"level","women_vitA","SierraLeone","Malaria","only",-0.107692307692308
"level","women_vitA","Gambia","Malaria incidence and treatment","drop",0.756173526140156
"level","women_vitA","Gambia","Malaria incidence and treatment","only",-0.264071190211346
"level","women_vitA","Ghana","Malaria incidence and treatment","drop",0.241024182076814
"level","women_vitA","Ghana","Malaria incidence and treatment","only",0.096728307254623
"level","women_vitA","Malawi","Malaria incidence and treatment","drop",0.209885543486185
"level","women_vitA","Malawi","Malaria incidence and treatment","only",-0.170882846103375
"level","women_vitA","SierraLeone","Malaria incidence and treatment","drop",-0.0769230769230769
"level","women_vitA","SierraLeone","Malaria incidence and treatment","only",-0.107692307692308
"level","women_vitA","Gambia","Nutrition status (MODELLED SURFACE)","drop",0.73615127919911
"level","women_vitA","Gambia","Nutrition status (MODELLED SURFACE)","only",0.721913236929922
"level","women_vitA","Ghana","Nutrition status (MODELLED SURFACE)","drop",0.259544807965861
"level","women_vitA","Ghana","Nutrition status (MODELLED SURFACE)","only",0.333428165007112
"level","women_vitA","Malawi","Nutrition status (MODELLED SURFACE)","drop",0.180032076984763
"level","women_vitA","Malawi","Nutrition status (MODELLED SURFACE)","only",0.305168768681198
"level","women_vitA","SierraLeone","Nutrition status (MODELLED SURFACE)","drop",-0.0901098901098901
"level","women_vitA","SierraLeone","Nutrition status (MODELLED SURFACE)","only",0.0153846153846154
"level","women_vitA","Gambia","Ruralness, population density, built environment","drop",0.75083426028921
"level","women_vitA","Gambia","Ruralness, population density, built environment","only",-0.647163515016685
"level","women_vitA","Ghana","Ruralness, population density, built environment","drop",0.257439544807966
"level","women_vitA","Ghana","Ruralness, population density, built environment","only",-0.00412517780938833
"level","women_vitA","Malawi","Ruralness, population density, built environment","drop",0.206914777283663
"level","women_vitA","Malawi","Ruralness, population density, built environment","only",-0.119486768243785
"level","women_vitA","SierraLeone","Ruralness, population density, built environment","drop",-0.0857142857142857
"level","women_vitA","SierraLeone","Ruralness, population density, built environment","only",0.0637362637362637
"level","women_vitA","Gambia","Satellite embedding","drop",0.738820912124583
"level","women_vitA","Gambia","Satellite embedding","only",0.337931034482759
"level","women_vitA","Ghana","Satellite embedding","drop",0.255419630156472
"level","women_vitA","Ghana","Satellite embedding","only",0.295647226173542
"level","women_vitA","Malawi","Satellite embedding","drop",0.200645184807174
"level","women_vitA","Malawi","Satellite embedding","only",0.237114529416053
"level","women_vitA","SierraLeone","Satellite embedding","drop",-0.032967032967033
"level","women_vitA","SierraLeone","Satellite embedding","only",0.0197802197802198
"level","women_vitA","Gambia","Soil characteristics","drop",0.732146829810901
"level","women_vitA","Gambia","Soil characteristics","only",0.705005561735261
"level","women_vitA","Ghana","Soil characteristics","drop",0.23800853485064
"level","women_vitA","Ghana","Soil characteristics","only",0.36827880512091
"level","women_vitA","Malawi","Soil characteristics","drop",0.229988335641904
"level","women_vitA","Malawi","Soil characteristics","only",0.0582671138003937
"level","women_vitA","SierraLeone","Soil characteristics","drop",-0.103296703296703
"level","women_vitA","SierraLeone","Soil characteristics","only",0.485714285714286
"level","women_vitA","Gambia","Water and coast proximity","drop",0.749944382647386
"level","women_vitA","Gambia","Water and coast proximity","only",-0.182647385984427
"level","women_vitA","Ghana","Water and coast proximity","drop",0.25900426742532
"level","women_vitA","Ghana","Water and coast proximity","only",-0.461479374110953
"level","women_vitA","Malawi","Water and coast proximity","drop",0.221531676022454
"level","women_vitA","Malawi","Water and coast proximity","only",-0.272071152584384
"level","women_vitA","SierraLeone","Water and coast proximity","drop",-0.0857142857142857
"level","women_vitA","SierraLeone","Water and coast proximity","only",-0.437362637362637
"level","women_vitA","Gambia","Water and sanitation","drop",0.747719688542825
"level","women_vitA","Gambia","Water and sanitation","only",-0.0197997775305895
"level","women_vitA","Ghana","Water and sanitation","drop",0.254765291607397
"level","women_vitA","Ghana","Water and sanitation","only",-0.0524039829302987
"level","women_vitA","Malawi","Water and sanitation","drop",0.219617992272363
"level","women_vitA","Malawi","Water and sanitation","only",-0.204472552307356
"level","women_vitA","SierraLeone","Water and sanitation","drop",-0.0857142857142857
"level","women_vitA","SierraLeone","Water and sanitation","only",-0.195604395604396
"level","child_iron","Gambia","ALL","full",0.518131256952169
"level","child_iron","Ghana","ALL","full",0.568620199146515
"level","child_iron","Malawi","ALL","full",-0.0349019464897572
"level","child_iron","SierraLeone","ALL","full",0.208791208791209
"level","child_iron","Gambia","Adult nutrition","drop",0.524360400444939
"level","child_iron","Gambia","Adult nutrition","only",0.227586206896552
"level","child_iron","Ghana","Adult nutrition","drop",0.568421052631579
"level","child_iron","Ghana","Adult nutrition","only",0.356927453769559
"level","child_iron","Malawi","Adult nutrition","drop",-0.0347196908945105
"level","child_iron","Malawi","Adult nutrition","only",-0.0404425165852592
"level","child_iron","SierraLeone","Adult nutrition","drop",0.257142857142857
"level","child_iron","SierraLeone","Adult nutrition","only",0.261538461538461
"level","child_iron","Gambia","Agricultural production, land use","drop",0.475862068965517
"level","child_iron","Gambia","Agricultural production, land use","only",0.595105672969967
"level","child_iron","Ghana","Agricultural production, land use","drop",0.557894736842105
"level","child_iron","Ghana","Agricultural production, land use","only",0.443954480796586
"level","child_iron","Malawi","Agricultural production, land use","drop",-0.0260625501202887
"level","child_iron","Malawi","Agricultural production, land use","only",-0.027793978275133
"level","child_iron","SierraLeone","Agricultural production, land use","drop",0.208791208791209
"level","child_iron","SierraLeone","Agricultural production, land use","only",0.652747252747253
"level","child_iron","Gambia","Built environment","drop",0.53726362625139
"level","child_iron","Gambia","Built environment","only",0.117241379310345
"level","child_iron","Ghana","Built environment","drop",0.559687055476529
"level","child_iron","Ghana","Built environment","only",0.473741109530583
"level","child_iron","Malawi","Built environment","drop",-0.0330064882991908
"level","child_iron","Malawi","Built environment","only",-0.0153276955602537
