"outcome","target","rank","column","domain","beta","beta_std","share","loco_sign_agree","loco_fits","incountry_sign_agree","incountry_fits"
"child_vitA","level",1,"npp_gpp_t0","Ecosystem productivity/greenness",-3.02391314638174,-2.99436184195925,0.0153472154230227,4,4,4,4
"child_vitA","level",2,"dhs_CN_NUTS_C_HA2","Adult nutrition",2.98153220703229,2.95239507192611,0.0117702078046366,4,4,3,4
"child_vitA","level",3,"lcover_grass_frac_t0","Built environment",2.97515965904076,2.94608479989838,0.0146618037486084,4,4,4,4
"child_vitA","level",4,"ihme_underweightprevalence","Nutrition status (MODELLED SURFACE)",2.93311207849387,2.90444813090643,0.0154030993805101,4,4,3,4
"child_vitA","level",5,"ihme_stuntingprevalence","Nutrition status (MODELLED SURFACE)",2.91096561601329,2.88251809555949,0.0129954425600746,4,4,3,4
"child_vitA","level",6,"fprice_staple_rel","Food prices and supply",-2.63866648886655,-2.61287622322704,0.00909242709138093,4,4,3,4
"child_vitA","level",7,"npp_npp_t0","Ecosystem productivity/greenness",-2.59479867929391,-2.56304347757415,0.0118570435559874,4,4,4,4
"child_vitA","level",8,"dhs_CN_NUTS_C_WH2","Adult nutrition",2.58348195119565,2.55823477711556,0.0101195626026543,4,4,4,4
"child_vitA","level",9,"dhs_w_no_education","Education, employment, SES",2.51998060196288,2.49535399719532,0.0140995081703283,4,4,3,4
"child_vitA","level",10,"dhs_w_primary_edu","Education, employment, SES",-2.51780760119615,-2.49320223215992,0.0140826264047667,4,4,3,4
"child_vitA","level",11,"wpop_share_under5","Household assets and characteristics",2.46148267486206,2.4281209440936,0.00937574510281005,4,4,4,4
"child_vitA","level",12,"wpop_dependency_ratio","Household assets and characteristics",2.4116344086006,2.38228977411748,0.01091632210658,4,4,4,4
"child_vitA","level",13,"wapor_sd_t0","Ecosystem productivity/greenness",2.24137500733785,2.2194710861733,0.00784230126092902,4,4,3,4
"child_vitA","level",14,"ihme_wastingprevalence","Nutrition status (MODELLED SURFACE)",2.22677434864671,2.20501311296579,0.0115111595936987,4,4,4,4
"child_vitA","level",15,"glw_ruminant_share","Livestock density",2.21936735023097,2.18672496821196,0.00683685509805835,4,4,4,4
"child_vitA","level",16,"aef_A54","Satellite embedding",-2.18932437602708,-2.16792912160551,0.00917241871149364,4,4,4,4
"child_vitA","level",17,"glw_tlu_per_capita","Livestock density",2.1822179542215,2.16089214757306,0.00813895173805685,4,4,2,4
"child_vitA","level",18,"lcover_crops_frac_t0","Built environment",2.17292761554155,2.15169259907564,0.00776378168282354,4,4,4,4
"child_vitA","level",19,"dhs_c_fg_dairy","Dietary diversity",-2.16113516149346,-2.14001538722618,0.00984158453969979,4,4,3,4
"child_vitA","level",20,"dhs_w_bmi_overweight","Adult nutrition",-2.14911102344882,-2.12810875552071,0.0107492047587042,4,4,4,4
"child_vitA","prev",1,"dhs_CN_NUTS_C_HA2","Adult nutrition",3.27801201862091,3.24597752345734,0.0180622133138797,4,4,4,4
"child_vitA","prev",2,"glw_tlu_per_capita","Livestock density",3.14593034812238,3.11518662602819,0.0189377221243218,4,4,3,4
"child_vitA","prev",3,"wapor_sd_t0","Ecosystem productivity/greenness",2.57269047168783,2.5475487577452,0.0125588248895786,4,4,4,4
"child_vitA","prev",4,"ihme_stuntingprevalence","Nutrition status (MODELLED SURFACE)",2.48505989619035,2.4607745553272,0.0149462689613538,4,4,3,4
"child_vitA","prev",5,"dhs_CN_NUTS_C_WH2","Adult nutrition",2.48145743185717,2.45720729621157,0.0102388686739519,4,4,4,4
"child_vitA","prev",6,"ihme_underweightprevalence","Nutrition status (MODELLED SURFACE)",2.44795832306217,2.4240355587113,0.0160239093237814,4,4,4,4
"child_vitA","prev",7,"npp_gpp_t0","Ecosystem productivity/greenness",-2.21963211189609,-2.19794067399118,0.0124163889573443,4,4,4,4
"child_vitA","prev",8,"fprice_staple_rel","Food prices and supply",-2.12613804955127,-2.10535722510242,0.00978291421350968,3,4,2,4
"child_vitA","prev",9,"wdist_coast_km_mean","Water and coast proximity",2.00289200017066,1.9833186631212,0.0101457071857307,4,4,3,4
"child_vitA","prev",10,"wpop_share_under5","Household assets and characteristics",1.91489443284253,1.88894089143803,0.00954581217024544,4,4,4,4
"child_vitA","prev",11,"ihme_wastingprevalence","Nutrition status (MODELLED SURFACE)",1.83844311370403,1.82047685955367,0.00897323300081506,4,4,3,4
"child_vitA","prev",12,"wdist_coast_km_min","Water and coast proximity",1.90050342405065,1.8090597638943,0.00798331368442612,4,4,3,4
"child_vitA","prev",13,"dhs_hh_horses_any","Agricultural production, land use",1.82540301314073,1.80756419386128,0.00921326700659326,4,4,3,4
"child_vitA","prev",14,"wpop_dependency_ratio","Household assets and characteristics",1.76371672076154,1.74225591297163,0.0100140611220567,4,4,3,4
"child_vitA","prev",15,"tclim_vap_t0","Climate and weather",-1.73849469564388,-1.72150519115056,0.00889771894028231,4,4,3,4
"child_vitA","prev",16,"dhs_c_mean_waz","Infant and child morbidity/mortality",-1.75340725718505,-1.71017046953492,0.00653255661571229,4,4,4,4
"child_vitA","prev",17,"dhs_c_fg_dairy","Dietary diversity",-1.71945893327337,-1.70265545648041,0.00998904892878102,4,4,4,4
"child_vitA","prev",18,"dhs_w_any_media","Fertility, reproductive health",-1.71355718091844,-1.6968113792213,0.0108637948302358,4,4,4,4
"child_vitA","prev",19,"lcover_grass_frac_t0","Built environment",1.68746407884721,1.67097327296686,0.00989435640065578,4,4,4,4
"child_vitA","prev",20,"dhs_c_underweight","Infant and child morbidity/mortality",1.65346262668195,1.63730410126571,0.00851459525220067,4,4,4,4
"women_vitA","level",1,"ihme_underweightprevalence","Nutrition status (MODELLED SURFACE)",2.9355572250473,2.90686938217364,0.0146634823187772,4,4,4,4
"women_vitA","level",2,"glw_tlu_per_capita","Livestock density",2.9086936018069,2.88026828469698,0.00906601061825665,4,4,3,4
"women_vitA","level",3,"glw_sheep_km2","Livestock density",2.87273035438205,2.84465648945387,0.00880866284024613,4,4,4,4
"women_vitA","level",4,"npp_npp_t0","Ecosystem productivity/greenness",-2.83046276529824,-2.79582350145493,0.0138061765903651,4,4,3,4
"women_vitA","level",5,"lcover_grass_frac_t0","Built environment",2.74760488196155,2.72075381039664,0.0125210624327938,4,4,3,4
"women_vitA","level",6,"npp_gpp_t0","Ecosystem productivity/greenness",-2.72870667739335,-2.70204028924003,0.0132527913064731,4,4,4,4
"women_vitA","level",7,"ihme_stuntingprevalence","Nutrition status (MODELLED SURFACE)",2.71173878802264,2.68523821920338,0.0110029452401718,4,4,3,4
"women_vitA","level",8,"dhs_CN_NUTS_C_WH2","Adult nutrition",2.6392375409005,2.61344549323281,0.0106561957381163,4,4,4,4
"women_vitA","level",9,"dhs_w_height_low","Adult nutrition",-2.57278443706062,-2.54764180483786,0.00822769415918482,4,4,4,4
"women_vitA","level",10,"fprice_staple_rel","Food prices and supply",-2.52010067330478,-2.49546926722254,0.0074614469652571,4,4,4,4
"women_vitA","level",11,"dhs_w_primary_edu","Education, employment, SES",-2.51426865702162,-2.48969787244983,0.01304905101355,4,4,3,4
"women_vitA","level",12,"dhs_w_no_education","Education, employment, SES",2.51381673790126,2.48925036972599,0.0130531122635293,4,4,3,4
"women_vitA","level",13,"dhs_CN_BRFS_C_EXB","Adult nutrition",2.50884906723587,2.48433124580814,0.00833557236789037,4,4,3,4
"women_vitA","level",14,"dhs_c_wasted","Infant and child morbidity/mortality",2.45659974294385,2.4325925299937,0.00985161072261253,4,4,4,4
