"country","outcome","rep","fold","pick_mse","pick_rank","w_mse_index","w_rank_index","w_mse_mean","w_rank_mean"
"Gambia","child_iron",3,2,"rf","domain_index",0.444367840988755,0.914877504384333,0.555632159011245,0.0851224956156667
"Gambia","child_iron",3,4,"enet","domain_index",0.383700170791153,1,0.616299829208847,0
"Gambia","child_iron",4,2,"rf","domain_index",0.413895386284375,0.856478198388846,0.586104613715625,0.143521801611154
"Gambia","child_iron",4,4,"rf","domain_index",0.522800722722159,0.965305011111105,0.477199277277841,0.0346949888888952
"Gambia","child_iron",4,5,"rf","domain_index",0.52967646407299,0.645581731812592,0.47032353592701,0.354418268187408
"Gambia","child_iron",4,1,"rf","domain_index",0.415575863463057,1,0.584424136536943,0
"Gambia","child_iron",4,3,"rf","domain_index",0.488931738129082,0.885303112983667,0.511068261870918,0.114696887016333
"Gambia","child_iron",5,5,"rf","enet",0.440564204775183,0.420762619924338,0.515271096090583,0.204676744131353
"Gambia","child_iron",5,3,"rf","domain_index",0.562618959469034,0.719785826231342,0.437381040530966,0.271459511155495
"Gambia","child_iron",5,4,"rf","domain_index",0.394084245671284,0.777056730592613,0.605915754328716,0.222943269407387
"Gambia","child_iron",5,1,"rf","domain_index",0.442274935379342,0.853736633523422,0.557725064620658,0.146263366476578
"Gambia","child_iron",5,2,"rf","domain_index",0.4506823827325,0.880132744442547,0.5493176172675,0.119867255557453
"Gambia","women_iron",1,4,"rf","domain_index",0.642890913012344,1,0.357109086987656,0
"Gambia","women_iron",1,2,"enet","enet",0,0.482430009008919,0.0354188355338174,0.0515980019081368
"Gambia","women_iron",1,3,"enet","domain_index",0.301228050376782,0.504856143387595,0,0
"Gambia","women_iron",1,5,"rf","rf",0,0.209092601237238,0.0458641301045305,0.0703609522741534
"Gambia","women_iron",1,1,"rf","domain_index",0.602374083404342,0.894218084811846,0.397625916595658,0.0594835982007042
"Gambia","women_iron",2,3,"rf","domain_index",1,0.928892516516059,0,0.0711074834839413
"Gambia","women_iron",2,5,"rf","domain_index",0.128150725347753,0.626983042808313,0.0347982101633693,0.194408725031403
"Gambia","women_iron",2,1,"rf","domain_index",1,1,0,0
"Gambia","women_iron",2,4,"rf","domain_index",0.370536961927359,0.819878624779021,0.38852566078213,0.180121375220979
"Gambia","women_iron",2,2,"rf","domain_index",0.665344704998791,0.839010146617946,0.33465529500121,0.160989853382054
"Gambia","women_iron",3,5,"rf","domain_index",1,1,0,0
"Gambia","women_iron",3,1,"enet","domain_index",0.42717152954149,0.858350640172307,0.57282847045851,0.138900798627975
"Gambia","women_iron",3,3,"rf","domain_index",1,1,0,0
"Gambia","women_iron",3,2,"rf","domain_index",0.808698940578137,0.904197200393389,0.191301059421863,0.0958027996066109
"Gambia","women_iron",3,4,"rf","domain_index",1,0.860250297973778,0,0
"Gambia","women_iron",4,2,"rf","rf",0.601405313096229,0,0.39859468690377,0.148145098878662
"Gambia","women_iron",4,4,"rf","domain_index",0.667719120468173,0.523690411598623,0.332280879531827,0.0945963933091112
"Gambia","women_iron",4,5,"rf","rf",0,0.503489264912649,0.0581518469282485,0.134811253864432
"Gambia","women_iron",4,1,"enet","domain_index",0.575060365873983,0.926566216526142,0.424939634126017,0.0312017100507964
"Gambia","women_iron",4,3,"rf","domain_index",0.360388515000102,0.709460839375064,0.603854266924733,0.290539160624936
"Gambia","women_iron",5,5,"enet","domain_index",1,0.772977199392808,0,0.0603832385181799
"Gambia","women_iron",5,3,"rf","domain_index",0.649220081137641,0.893694460309716,0.350779918862359,0
"Gambia","women_iron",5,4,"rf","domain_index",0.645219957623812,0.925954039594021,0.354780042376188,0.0740459604059795
"Gambia","women_iron",5,1,"enet","domain_index",0.499878135100183,0.734536022454162,0,0.0688322793965859
"Gambia","women_iron",5,2,"rf","domain_index",0.517984850622593,0.701589012595302,0.247821410236465,0.0534529330214818
"Ghana","child_vitA",1,1,"rf","rf",0.163691448599026,0.324381025242586,0.415302692898625,0.00937079162459064
"Ghana","child_vitA",1,3,"rf","rf",0.272332741692931,0.268701899357033,0.583434895736446,0.1550067952442
"Ghana","child_vitA",1,4,"rf","rf",0.176485722208809,0.0562420537440382,0.55763612289697,0.191163475595027
"Ghana","child_vitA",1,5,"mean","domain_index",0.179383997030459,0.513646591115996,0.820616002969541,0.355275229862856
"Ghana","child_vitA",1,2,"rf","rf",0.333107257429137,0.220126497695229,0.586845082281254,0.130953584242297
"Ghana","child_vitA",2,2,"enet","domain_index",0.260135388093101,0.540587070423767,0.739864611906899,0.205530019689262
"Ghana","child_vitA",2,3,"enet","domain_index",0.308741330803373,0.621402258713993,0.691258669196627,0.137235286394708
"Ghana","child_vitA",2,1,"rf","rf",0.0967795131097197,0.137285806169887,0.303597165460542,0.297785757675302
