"country","outcome","variable","n1","n2","r_admin1","r_admin2","slope_admin1_pp","slope_admin2_pp","sign_flip"
"tanzania","child_vitA","MAP_201201_Sickle_Haemoglobin_HbS_Allele_Frequency",31,162,0.009,0.039,0.07,0.6,FALSE
"tanzania","child_vitA","MAP_201201_G6PDd_Allele_Frequency",31,162,-0.006,0.021,-0.05,0.32,TRUE
"tanzania","women_vitA","gee_ndvi",31,163,-0.263,0.098,-0.88,0.84,TRUE
"tanzania","women_vitA","gee_elevation",31,163,0.065,0,0.22,0,FALSE
"tanzania","women_vitA","gee_popdensity",31,163,0.096,0.047,0.32,0.4,FALSE
"tanzania","women_vitA","gee_ccnl",31,163,0.134,0.058,0.45,0.49,FALSE
"tanzania","women_vitA","gee_globalhumanmodification",31,163,0.028,0.052,0.09,0.45,FALSE
"tanzania","women_vitA","gee_ghsl_smod",31,163,0.01,0.068,0.03,0.58,FALSE
"tanzania","women_vitA","gee_wsf",31,163,0.012,0.069,0.04,0.59,FALSE
"tanzania","women_vitA","gee_trmm",31,163,0.038,0.001,0.13,0,FALSE
"tanzania","women_vitA","gee_soiltotalcarbon_mean_0_20",31,163,-0.034,0.038,-0.11,0.32,TRUE
"tanzania","women_vitA","gee_soilzinc_mean_0_20",31,163,-0.018,-0.042,-0.06,-0.36,FALSE
"tanzania","women_vitA","gee_soiliron_mean_0_20",31,163,-0.106,-0.029,-0.35,-0.25,FALSE
"tanzania","women_vitA","gee_soilnitrogen_mean_0_20",31,163,-0.009,-0.082,-0.03,-0.7,FALSE
"tanzania","women_vitA","MAP_202206_Pf_Parasite_Rate",31,163,-0.144,-0.079,-0.48,-0.67,FALSE
"tanzania","women_vitA","MAP_202106_Insecticide_Treated_Net_Use",31,163,-0.057,-0.001,-0.19,-0.01,FALSE
"tanzania","women_vitA","MAP_201201_Sickle_Haemoglobin_HbS_Allele_Frequency",31,163,-0.193,-0.07,-0.64,-0.6,FALSE
"tanzania","women_vitA","MAP_201201_G6PDd_Allele_Frequency",31,163,-0.039,0.043,-0.13,0.37,TRUE
