outcome,label,auc_blocked,auc_random,optimism_auc,brier_blocked,brier_random,ece_blocked,ece_random,calib_slope_blocked,calib_slope_random
child_vitA,VAD — children,0.8762760666608499,0.8773667219265334,0.0010906552656835267,0.14430679534611762,0.14359378034487263,0.022415724500997204,0.04030986466243422,0.9860986108165577,0.9859437306883233
women_vitA,VAD — women,0.9251519756838905,0.9250253292806485,-0.00012664640324200338,0.09797106485439598,0.09617353032132758,0.04578018569667567,0.022680381756206486,1.0210496720980187,1.0178939730146948
