"Admin2","country","outcome","direct_prev","direct_se","partial_pooled_prev","insample_pooled_prev","loao_used_fh","estimate_type","method","ml_prev"
"Pujehun","Sierra Leone","women_iron",0.1622,0.0356,0.1806,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 7/14 folds grand-mean fallback",0.116570524453943
"Tonkolili","Sierra Leone","women_iron",0.1313,0.0767,0.2452,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 7/14 folds grand-mean fallback",0.0785453487820605
"Western Rural","Sierra Leone","women_iron",0.1891,0.0946,0.1778,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 7/14 folds grand-mean fallback",0.0703806264788879
"Western Urban","Sierra Leone","women_iron",0.1799,0.0409,0.1789,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 7/14 folds grand-mean fallback",0.0867521497034449
"Bo","Sierra Leone","women_folate",0.8364,0.0618,0.7887,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.866240642498999
"Bombali","Sierra Leone","women_folate",0.7607,0.0568,0.7937,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.711286650824364
"Bonthe","Sierra Leone","women_folate",0.98,0.014,0.7818,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.992346168628143
"Kailahun","Sierra Leone","women_folate",0.6168,0.1818,0.8055,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.699639343774051
"Kambia","Sierra Leone","women_folate",0.8715,0.061,0.7895,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.768235331017042
"Kenema","Sierra Leone","women_folate",0.838,0.0313,0.7863,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.85709005448789
"Koinadugu","Sierra Leone","women_folate",0.6958,0.1062,0.7975,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.659761957357584
"Kono","Sierra Leone","women_folate",0.9385,0.0389,0.7861,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.889254985594635
"Moyamba","Sierra Leone","women_folate",0.8832,0.02,0.7882,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.856343657338828
"Port Loko","Sierra Leone","women_folate",0.7803,0.0436,0.7938,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.762838217007682
"Pujehun","Sierra Leone","women_folate",0.9259,0.0181,0.7849,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.912277478672748
"Tonkolili","Sierra Leone","women_folate",0.6904,0.1213,0.8011,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.729705288106152
"Western Rural","Sierra Leone","women_folate",0.7589,0.0375,0.7967,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.741423410853191
"Western Urban","Sierra Leone","women_folate",0.732,0.06,0.8014,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.749228927864703
"Bo","Sierra Leone","women_b12",0.0129,0.0118,0.0055,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.021983393601913
"Bombali","Sierra Leone","women_b12",0,0,0.0063,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"Bonthe","Sierra Leone","women_b12",0,0,0.0064,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000884372667180713
"Kailahun","Sierra Leone","women_b12",0,0,0.0065,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00489859831045257
"Kambia","Sierra Leone","women_b12",0,0,0.0063,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00617713492806007
"Kenema","Sierra Leone","women_b12",0.02,0.0168,0.0042,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00425118319365813
"Koinadugu","Sierra Leone","women_b12",0,0,0.0064,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00237211871236403
"Kono","Sierra Leone","women_b12",0,0,0.0063,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00325942228739148
"Moyamba","Sierra Leone","women_b12",0,0,0.0063,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000380810488591181
"Port Loko","Sierra Leone","women_b12",0,0,0.0067,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0040200007034721
"Pujehun","Sierra Leone","women_b12",0,0,0.0064,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00235686867183326
"Tonkolili","Sierra Leone","women_b12",0.0132,0.0109,0.0055,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00392062571329495
"Western Rural","Sierra Leone","women_b12",0,0,0.0068,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000381345804531526
"Western Urban","Sierra Leone","women_b12",0.0128,0.0124,0.005,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.007404387283363
"Blantyre City","Malawi","child_vitA",0.1133,0.1063,0.0919,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.201537575226461
"Chitipa Boma","Malawi","child_vitA",0,0,0.0925,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0745643624106799
"Karonga Town","Malawi","child_vitA",0.0909,0,0.0921,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0714174806076733
"Lilongwe City","Malawi","child_vitA",0.2,0,0.0911,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0103357672099059
"Majete Game Reserve - Mwanza","Malawi","child_vitA",0.0909,0,0.0921,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.147252878955185
"Mzimba Boma","Malawi","child_vitA",0.1667,0,0.0917,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0772901345282675
"Mzuzu City","Malawi","child_vitA",0,0,0.0929,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00406550396080912
"Nkhotakota Boma","Malawi","child_vitA",0.3333,0,0.0908,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0923470191903034
"Nsanje Boma","Malawi","child_vitA",0,0,0.0924,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0531421182437498
"Nyika N.P. - Chitipa","Malawi","child_vitA",0.1,0,0.092,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0303557339669227
"Rumphi Boma","Malawi","child_vitA",0,0,0.0935,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0831674317593485
"SC Chapinduka","Malawi","child_vitA",0,0,0.093,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.1938144476207
"SC Chilooko","Malawi","child_vitA",0,0,0.0929,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0496714158700993
"SC Chowe","Malawi","child_vitA",0,0,0.0929,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.473627172954004
"SC Dambe","Malawi","child_vitA",0.2381,0,0.0893,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0919934646259429
"SC Goodson Ganya","Malawi","child_vitA",0.0769,0,0.0923,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.110620623305868
"SC Juma","Malawi","child_vitA",0.1429,0,0.0915,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.218715965248446
"SC Kachulu","Malawi","child_vitA",0,0,0.0929,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.035945900147685
"SC Kambwiri","Malawi","child_vitA",0.1538,0,0.0914,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.127706555158241
"SC Kawamba","Malawi","child_vitA",0,0,0.0933,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0915787259423421
"SC Kayembe","Malawi","child_vitA",0.125,0,0.0919,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0312200153923476
"SC Makwangwala","Malawi","child_vitA",0.2308,0,0.0905,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.103868992733688
"SC Malanda","Malawi","child_vitA",0,0,0.0927,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0329894675511355
"SC Mbawela","Malawi","child_vitA",0,0,0.093,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00210751568660114
"SC Mbenje","Malawi","child_vitA",0.1875,0,0.0907,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0642805502470387
"SC Mbiza","Malawi","child_vitA",0.3571,0,0.0887,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0939025044299179
"SC Mduwa","Malawi","child_vitA",0.1429,0,0.0915,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.146535542483821
"SC Mkukula","Malawi","child_vitA",0,0,0.0929,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0100194685098737
"SC Mponela","Malawi","child_vitA",0,0,0.0927,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.10627056940998
"SC Mwankhunikira","Malawi","child_vitA",0,0,0.0925,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0257418587794783
"SC Nthondo","Malawi","child_vitA",0.0588,0,0.0926,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0474863671046887
"TA Bvumbwe","Malawi","child_vitA",0,0,0.093,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00288529346437892
"TA Chikulamayembe","Malawi","child_vitA",0.0731,0.0133,0.0926,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0705722294800824
"TA Chindi","Malawi","child_vitA",0,0,0.0942,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00209050614874113
"TA Chiseka","Malawi","child_vitA",0,0,0.0932,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0423131968495927
"TA Dzoole","Malawi","child_vitA",0,0,0.0924,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0851614893160383
"TA Fukamapiri","Malawi","child_vitA",0,0,0.0931,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0554429001578657
"TA Kabudula","Malawi","child_vitA",0,0,0.0928,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.038825956428731
"TA Kabunduli","Malawi","child_vitA",0.2941,0,0.0889,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0210250599921991
"TA Kadewere","Malawi","child_vitA",0,0,0.0935,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.113422934521619
"TA Kalembo","Malawi","child_vitA",0.1429,0,0.0918,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0823494501355001
"TA Kaluluma","Malawi","child_vitA",0,0,0.0928,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0849974148944737
"TA Kalumo","Malawi","child_vitA",0.0833,0,0.0922,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0432022447302028
"TA Kanyenda","Malawi","child_vitA",0.0667,0,0.0925,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.312629941668929
"TA Kaphuka","Malawi","child_vitA",0.1,0,0.092,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0834031863234773
"TA Karonga","Malawi","child_vitA",0,0,0.0927,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.324190550368195
"TA Kasisi","Malawi","child_vitA",0,0,0.0929,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.22831263094914
"TA Kawinga","Malawi","child_vitA",0.2778,0,0.089,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.373454168430568
"TA Khombedza","Malawi","child_vitA",0.3636,0,0.0894,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.133718464379583
"TA Khongoni","Malawi","child_vitA",0,0,0.0928,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.153957770296266
"TA Kilupula","Malawi","child_vitA",0.0548,0.0267,0.0928,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0352738412337111
"TA Kuntaja","Malawi","child_vitA",0.5,0,0.0914,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.167924613523681
"TA Kyungu","Malawi","child_vitA",0.1204,0.062,0.091,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0784280881468429
"TA Lundu","Malawi","child_vitA",0,0,0.0928,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0814943977514318
"TA M'Mbelwa","Malawi","child_vitA",0.1053,0,0.0919,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0149596661508426
"TA Mabuka","Malawi","child_vitA",0,0,0.0936,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000363192426246994
"TA Mabulabo","Malawi","child_vitA",0.1111,0,0.0918,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0422616488342326
"TA Maganga","Malawi","child_vitA",0.1667,0,0.0913,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.360300336062586
"TA Malemia","Malawi","child_vitA",0.0865,0.008,0.0922,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.265251551952795
"TA Malenga Chanzi","Malawi","child_vitA",0.1111,0,0.0919,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0933480789100312
"TA Mkhumba","Malawi","child_vitA",0.043,0.009,0.0937,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0196364012238904
"TA Mlonyeni","Malawi","child_vitA",0,0,0.0931,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.1608256990114
"TA Mpama","Malawi","child_vitA",0,0,0.0926,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0768783392872726
"TA Mponda","Malawi","child_vitA",0.1429,0,0.0918,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.301820021722719
"TA Mtwalo","Malawi","child_vitA",0,0,0.0933,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0207686485113994
"TA Musisya","Malawi","child_vitA",0,0,0.0932,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0892830691033585
"TA Mwabulambya","Malawi","child_vitA",0,0,0.0927,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0438998665835403
"TA Mwadzama","Malawi","child_vitA",0.0526,0,0.0928,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.107775889497336
"TA Mwase","Malawi","child_vitA",0.1111,0,0.0919,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0985844762047513
"TA Mwenemisuku","Malawi","child_vitA",0.0594,0.0393,0.0926,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.043753405046484
"TA Mwenewenya","Malawi","child_vitA",0,0,0.0934,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0254599838516803
"TA Nankumba","Malawi","child_vitA",0.4706,0,0.0862,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000416666666666667
"TA Nchema","Malawi","child_vitA",0.2308,0,0.0905,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.111178049751584
"TA Nchilamwela","Malawi","child_vitA",0,0,0.0922,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0157280390154538
"TA Ndamera","Malawi","child_vitA",0,0,0.0929,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.154598479889788
"TA Ngozi","Malawi","child_vitA",0.0073,0.0097,0.0934,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.136309042870822
"TA Njolomole","Malawi","child_vitA",0.0667,0,0.0925,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.094314203199706
"TA Nsamala","Malawi","child_vitA",0,0,0.0926,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0899151687702568
"TA Nthache","Malawi","child_vitA",0,0,0.0925,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0217394799779924
"TA Pemba","Malawi","child_vitA",0.125,0,0.0916,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.223355446947159
"TA Phambala","Malawi","child_vitA",0.1538,0,0.0914,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.130673615852655
"TA Santhe","Malawi","child_vitA",0.1,0,0.092,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.117536892470633
"TA Symon","Malawi","child_vitA",0,0,0.0927,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0587915932787232
"TA Tambala","Malawi","child_vitA",0.1667,0,0.0909,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0633387569512701
"TA Timbiri","Malawi","child_vitA",0.0541,0.0297,0.0932,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0625132274513647
"TA Wasambo","Malawi","child_vitA",0.1333,0,0.0915,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.122102048029416
"TA Zulu","Malawi","child_vitA",0.1667,0,0.0913,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0744366389746118
"Blantyre City","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0270227297198628
"Chitipa Boma","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",4.21608989813305e-05
"Karonga Town","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0154977597215954
"Lilongwe City","Malawi","women_vitA",0.25,0,0.0125,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00700332958528122
"Majete Game Reserve - Mwanza","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0507926177147915
"Mzimba Boma","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00400793650793651
"Mzuzu City","Malawi","women_vitA",0,0,0.0139,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00817573662742431
"Nkhotakota Boma","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000478632478632479
"Nsanje Boma","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0135501032639497
"Nyika N.P. - Chitipa","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00206349206349206
"Rumphi Boma","Malawi","women_vitA",0,0,0.014,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000787037037037037
"SC Chapinduka","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00816281866281866
"SC Chilooko","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0140484230801175
"SC Chowe","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0280984804280604
"SC Dambe","Malawi","women_vitA",0.0833,0,0.0126,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0203219115749387
"SC Goodson Ganya","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0180733252116925
"SC Juma","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0139678932178932
"SC Kachulu","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00102884991306357
"SC Kambwiri","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0143664622414622
"SC Kawamba","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00490596240752132
"SC Kayembe","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0144694533762058
"SC Makwangwala","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000890155330681925
"SC Malanda","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000240162652664203
"SC Mbawela","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0144694533762058
"SC Mbenje","Malawi","women_vitA",0.1111,0,0.0125,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0305175451285023
"SC Mbiza","Malawi","women_vitA",0.125,0,0.0125,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00368013468013468
"SC Mduwa","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0242395511408669
"SC Mkukula","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0211540101905393
"SC Mponela","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0540064965442711
"SC Mwankhunikira","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000417006249937414
"SC Nthondo","Malawi","women_vitA",0.125,0,0.0125,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000343967384587979
"TA Bvumbwe","Malawi","women_vitA",0.0667,0,0.0126,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0144694533762058
"TA Chikulamayembe","Malawi","women_vitA",0,0,0.0139,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00181213928426378
"TA Chindi","Malawi","women_vitA",0,0,0.0139,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00653357749795678
"TA Chiseka","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0311131831131831
"TA Dzoole","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0230335037593105
"TA Fukamapiri","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0144694533762058
"TA Kabudula","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0775328092959671
"TA Kabunduli","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00467173534752673
"TA Kadewere","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0144694533762058
"TA Kalembo","Malawi","women_vitA",0,0,0.0137,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00203848003848004
"TA Kaluluma","Malawi","women_vitA",0,0,0.0138,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0150616281866282
