iso3,year,indicator,indicator_code,pop_dim,value_num,value_str,value_low,value_high
GHA,2009,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,71.7,71.7 [65.2-76.8],65.2,76.8
GHA,2008,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,72.6,72.6 [66.2-77.8],66.2,77.8
GHA,2008,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,72.6,72.6 [66.2-77.8],66.2,77.8
GHA,2007,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,73.5,73.5 [67.2-78.5],67.2,78.5
GHA,2007,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,73.5,73.5 [67.2-78.5],67.2,78.5
GHA,2006,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,74.2,74.2 [67.9-79.1],67.9,79.1
GHA,2006,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,74.2,74.2 [67.9-79.1],67.9,79.1
GHA,2005,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,74.8,74.8 [68.7-79.3],68.7,79.3
GHA,2005,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,74.8,74.8 [68.7-79.3],68.7,79.3
GHA,2004,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,75.3,75.3 [69.1-79.7],69.1,79.7
GHA,2004,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,75.3,75.3 [69.1-79.7],69.1,79.7
GHA,2003,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,75.7,75.7 [69.7-80.1],69.7,80.1
GHA,2003,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,75.7,75.7 [69.7-80.1],69.7,80.1
GHA,2002,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,76,76.0 [69.8-80.5],69.8,80.5
GHA,2002,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,76,76.0 [69.8-80.5],69.8,80.5
GHA,2001,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,76.2,76.2 [69.7-81.0],69.7,81
GHA,2001,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,76.2,76.2 [69.7-81.0],69.7,81
GHA,2000,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,76.4,76.4 [69.8-81.5],69.8,81.5
GHA,2000,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,76.4,76.4 [69.8-81.5],69.8,81.5
GHA,2019,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,34.5,34.5 [23.5-47.7],23.5,47.7
GHA,2018,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,35.6,35.6 [25.6-47.0],25.6,47
GHA,2017,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,36.9,36.9 [27.9-47.0],27.9,47
GHA,2016,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,38.4,38.4 [30.3-47.3],30.3,47.3
GHA,2015,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,39.8,39.8 [32.1-48.0],32.1,48
GHA,2014,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,41.1,41.1 [33.7-48.8],33.7,48.8
GHA,2013,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,42.4,42.4 [35.1-50.0],35.1,50
GHA,2012,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,43.4,43.4 [36.0-51.0],36,51
GHA,2011,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,44.5,44.5 [36.9-52.4],36.9,52.4
GHA,2010,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,45.7,45.7 [37.9-53.7],37.9,53.7
GHA,2009,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,46.7,46.7 [38.9-54.8],38.9,54.8
GHA,2008,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,47.5,47.5 [39.5-55.5],39.5,55.5
GHA,2007,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,48.1,48.1 [40.1-56.3],40.1,56.3
GHA,2006,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,48.6,48.6 [40.7-56.6],40.7,56.6
GHA,2005,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,48.8,48.8 [40.9-56.8],40.9,56.8
GHA,2004,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,48.9,48.9 [41.0-57.2],41,57.2
GHA,2003,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,48.8,48.8 [40.7-57.6],40.7,57.6
GHA,2002,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,48.6,48.6 [40.2-58.1],40.2,58.1
GHA,2001,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,48.4,48.4 [39.3-58.6],39.3,58.6
GHA,2000,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,48.4,48.4 [38.3-59.7],38.3,59.7
GHA,2019,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,47.2,47.2 [37.5-53.3],37.5,53.3
GHA,2018,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,48.1,48.1 [40.2-53.5],40.2,53.5
GHA,2017,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,49,49.0 [42.5-53.7],42.5,53.7
GHA,2016,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,50,50.0 [44.4-54.1],44.4,54.1
GHA,2015,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,50.8,50.8 [45.8-54.5],45.8,54.5
GHA,2014,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,51.4,51.4 [46.9-54.8],46.9,54.8
GHA,2013,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,52,52.0 [47.7-55.3],47.7,55.3
GHA,2012,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,52.5,52.5 [48.3-55.8],48.3,55.8
GHA,2011,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,53,53.0 [48.8-56.2],48.8,56.2
GHA,2010,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,53.5,53.5 [49.5-56.8],49.5,56.8
GHA,2009,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,54,54.0 [50.0-57.2],50,57.2
GHA,2008,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,54.3,54.3 [50.6-57.6],50.6,57.6
GHA,2007,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,54.7,54.7 [51.0-57.9],51,57.9
GHA,2006,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,54.9,54.9 [51.3-58.2],51.3,58.2
GHA,2005,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,55.1,55.1 [51.5-58.3],51.5,58.3
GHA,2004,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,55.2,55.2 [51.8-58.5],51.8,58.5
GHA,2003,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,55.3,55.3 [51.7-58.6],51.7,58.6
GHA,2002,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,55.3,55.3 [51.3-58.5],51.3,58.5
GHA,2001,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,55.2,55.2 [51.1-58.7],51.1,58.7
GHA,2000,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,55.2,55.2 [50.9-58.8],50.9,58.8
GMB,2019,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,52.3,52.3 [45.8-62.3],45.8,62.3
GMB,2019,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,52.3,52.3 [45.8-62.3],45.8,62.3
GMB,2018,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,55.3,55.3 [48.5-64.0],48.5,64
GMB,2018,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,55.3,55.3 [48.5-64.0],48.5,64
GMB,2017,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,58.3,58.3 [50.7-66.2],50.7,66.2
GMB,2017,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,58.3,58.3 [50.7-66.2],50.7,66.2
GMB,2016,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,61.2,61.2 [52.2-68.9],52.2,68.9
GMB,2016,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,61.2,61.2 [52.2-68.9],52.2,68.9
GMB,2015,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,63.8,63.8 [53.6-71.5],53.6,71.5
GMB,2015,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,63.8,63.8 [53.6-71.5],53.6,71.5
GMB,2014,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,65.9,65.9 [54.8-73.8],54.8,73.8
GMB,2014,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,65.9,65.9 [54.8-73.8],54.8,73.8
GMB,2013,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,67.6,67.6 [56.0-75.8],56,75.8
GMB,2013,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,67.6,67.6 [56.0-75.8],56,75.8
GMB,2012,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,69,69.0 [57.0-77.2],57,77.2
GMB,2012,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,69,69.0 [57.0-77.2],57,77.2
GMB,2011,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,70.1,70.1 [57.8-78.5],57.8,78.5
GMB,2011,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,70.1,70.1 [57.8-78.5],57.8,78.5
GMB,2010,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,71,71.0 [58.4-79.7],58.4,79.7
GMB,2010,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,71,71.0 [58.4-79.7],58.4,79.7
GMB,2009,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,71.8,71.8 [58.8-80.5],58.8,80.5
GMB,2009,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,71.8,71.8 [58.8-80.5],58.8,80.5
GMB,2008,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,72.5,72.5 [59.2-81.1],59.2,81.1
GMB,2008,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,72.5,72.5 [59.2-81.1],59.2,81.1
GMB,2007,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,73.1,73.1 [60.0-81.7],60,81.7
GMB,2007,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,73.1,73.1 [60.0-81.7],60,81.7
GMB,2006,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,73.6,73.6 [60.7-82.0],60.7,82
GMB,2006,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,73.6,73.6 [60.7-82.0],60.7,82
GMB,2005,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,74.1,74.1 [61.3-82.4],61.3,82.4
GMB,2005,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,74.1,74.1 [61.3-82.4],61.3,82.4
GMB,2004,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,74.4,74.4 [62.2-82.6],62.2,82.6
GMB,2004,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,74.4,74.4 [62.2-82.6],62.2,82.6
GMB,2003,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,74.7,74.7 [62.9-82.7],62.9,82.7
GMB,2003,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,74.7,74.7 [62.9-82.7],62.9,82.7
GMB,2002,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,74.9,74.9 [63.5-82.8],63.5,82.8
GMB,2002,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,74.9,74.9 [63.5-82.8],63.5,82.8
GMB,2001,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,75,75.0 [63.9-82.7],63.9,82.7
GMB,2001,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,75,75.0 [63.9-82.7],63.9,82.7
GMB,2000,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,75,75.0 [64.3-82.8],64.3,82.8
GMB,2000,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,75,75.0 [64.3-82.8],64.3,82.8
GMB,2019,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,48.9,48.9 [42.0-56.6],42,56.6
GMB,2018,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,50.1,50.1 [43.7-57.2],43.7,57.2
GMB,2017,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,51.2,51.2 [44.8-57.9],44.8,57.9
GMB,2016,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,52.4,52.4 [45.8-59.2],45.8,59.2
GMB,2015,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,53.5,53.5 [46.7-60.6],46.7,60.6
GMB,2014,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,54.5,54.5 [47.1-61.9],47.1,61.9
GMB,2013,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,55.3,55.3 [47.5-63.1],47.5,63.1
GMB,2012,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,56.2,56.2 [47.9-64.2],47.9,64.2
GMB,2011,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,57,57.0 [48.0-65.4],48,65.4
GMB,2010,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,57.7,57.7 [48.2-66.5],48.2,66.5
GMB,2009,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,58.4,58.4 [48.6-67.5],48.6,67.5
GMB,2008,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,59.1,59.1 [49.0-68.4],49,68.4
GMB,2007,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,59.7,59.7 [49.2-69.4],49.2,69.4
GMB,2006,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,60.2,60.2 [49.4-70.2],49.4,70.2
GMB,2005,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,60.6,60.6 [49.5-71.0],49.5,71
GMB,2004,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,61.1,61.1 [49.8-71.8],49.8,71.8
GMB,2003,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,61.4,61.4 [50.1-72.4],50.1,72.4
GMB,2002,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,61.7,61.7 [50.1-73.3],50.1,73.3
GMB,2001,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,61.9,61.9 [50.3-73.8],50.3,73.8
GMB,2000,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,62.2,62.2 [49.8-74.6],49.8,74.6
GMB,2019,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,55.1,55.1 [51.3-58.4],51.3,58.4
GMB,2018,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,55.7,55.7 [52.3-58.7],52.3,58.7
GMB,2017,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,56.2,56.2 [53.1-59.1],53.1,59.1
GMB,2016,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,56.8,56.8 [53.7-59.5],53.7,59.5
GMB,2015,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,57.3,57.3 [54.4-59.9],54.4,59.9
GMB,2014,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,57.7,57.7 [54.8-60.4],54.8,60.4
GMB,2013,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,58.1,58.1 [55.1-60.8],55.1,60.8
GMB,2012,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,58.5,58.5 [55.5-61.2],55.5,61.2
GMB,2011,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,58.9,58.9 [55.8-61.6],55.8,61.6
GMB,2010,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,59.2,59.2 [56.0-62.0],56,62
GMB,2009,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,59.5,59.5 [56.3-62.4],56.3,62.4
GMB,2008,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,59.8,59.8 [56.5-62.6],56.5,62.6
GMB,2007,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,60.1,60.1 [56.7-62.9],56.7,62.9
GMB,2006,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,60.3,60.3 [56.9-63.2],56.9,63.2
GMB,2005,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,60.5,60.5 [57.2-63.4],57.2,63.4
GMB,2004,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,60.7,60.7 [57.4-63.6],57.4,63.6
GMB,2003,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,60.8,60.8 [57.6-63.7],57.6,63.7
GMB,2002,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,60.9,60.9 [57.7-63.9],57.7,63.9
GMB,2001,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,61,61.0 [57.9-64.0],57.9,64
GMB,2000,women_pregnant,NUTRITION_ANAEMIA_PREGNANT_PREV,SEVERITY_TOTAL,61.1,61.1 [57.9-64.2],57.9,64.2
KEN,2019,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,42.8,42.8 [28.0-58.7],28,58.7
KEN,2019,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,42.8,42.8 [28.0-58.7],28,58.7
KEN,2018,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,42,42.0 [29.3-55.1],29.3,55.1
KEN,2018,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,42,42.0 [29.3-55.1],29.3,55.1
KEN,2017,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,41.4,41.4 [30.4-52.7],30.4,52.7
KEN,2017,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,41.4,41.4 [30.4-52.7],30.4,52.7
KEN,2016,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,40.6,40.6 [30.9-50.3],30.9,50.3
KEN,2016,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,40.6,40.6 [30.9-50.3],30.9,50.3
KEN,2015,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,40.1,40.1 [31.3-48.7],31.3,48.7
KEN,2015,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,40.1,40.1 [31.3-48.7],31.3,48.7
KEN,2014,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,39.7,39.7 [31.4-47.7],31.4,47.7
KEN,2014,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,39.7,39.7 [31.4-47.7],31.4,47.7
KEN,2013,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,39.3,39.3 [31.1-47.6],31.1,47.6
KEN,2013,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,39.3,39.3 [31.1-47.6],31.1,47.6
KEN,2012,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,39.3,39.3 [30.8-47.8],30.8,47.8
KEN,2012,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,39.3,39.3 [30.8-47.8],30.8,47.8
KEN,2011,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,39.4,39.4 [30.6-48.5],30.6,48.5
KEN,2011,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,39.4,39.4 [30.6-48.5],30.6,48.5
KEN,2010,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,39.9,39.9 [30.4-49.3],30.4,49.3
KEN,2010,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,39.9,39.9 [30.4-49.3],30.4,49.3
KEN,2009,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,40.7,40.7 [30.6-50.4],30.6,50.4
KEN,2009,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,40.7,40.7 [30.6-50.4],30.6,50.4
KEN,2008,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,42,42.0 [31.3-52.3],31.3,52.3
KEN,2008,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,42,42.0 [31.3-52.3],31.3,52.3
KEN,2007,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,43.7,43.7 [32.6-54.2],32.6,54.2
KEN,2007,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,43.7,43.7 [32.6-54.2],32.6,54.2
KEN,2006,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,45.3,45.3 [33.4-56.5],33.4,56.5
KEN,2006,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,45.3,45.3 [33.4-56.5],33.4,56.5
KEN,2005,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,46.9,46.9 [34.7-58.6],34.7,58.6
KEN,2005,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,46.9,46.9 [34.7-58.6],34.7,58.6
KEN,2004,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,48.8,48.8 [36.1-60.6],36.1,60.6
KEN,2004,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,48.8,48.8 [36.1-60.6],36.1,60.6
KEN,2003,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,50.6,50.6 [38.0-62.5],38,62.5
KEN,2003,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,50.6,50.6 [38.0-62.5],38,62.5
KEN,2002,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,52.5,52.5 [39.6-64.5],39.6,64.5
KEN,2002,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,52.5,52.5 [39.6-64.5],39.6,64.5
KEN,2001,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,54.6,54.6 [41.5-66.8],41.5,66.8
KEN,2001,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,54.6,54.6 [41.5-66.8],41.5,66.8
KEN,2000,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEVERITY_TOTAL,56.7,56.7 [42.8-69.6],42.8,69.6
KEN,2000,children_6_59m,NUTRITION_ANAEMIA_CHILDREN_PREV,SEX_BTSX,56.7,56.7 [42.8-69.6],42.8,69.6
KEN,2019,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,27.9,27.9 [13.7-43.7],13.7,43.7
KEN,2018,women_nonpreg,NUTRITION_ANAEMIA_NONPREGNANT_PREV,SEVERITY_TOTAL,27.5,27.5 [14.4-41.9],14.4,41.9
